Clustered Local Degree,EIGSM Values,Semi local centrality,Coreness Centrality,MCGM Values,HCC Value,GSM,DIL Centrality,Constraint Coefficients,K-Shell Value,Gravity Model Centrality,DNC Scores,Closeness Centrality,Local-Global Centrality,GIN Values,Eccentricity Centrality,Local Gravity Model Centrality,Gravity Index Centrality,EHCC Value,Extended Improved Gravity Index Values,Node H-Index,Density Centrality,HVGc Index,P Value,Societal Capital Scores
897.8095238,29208.98587,264635,282,8.734773083,1.176553082,3969.195132,1623.045665,-0.079977057,9,46660.17917,15.96039694,0.000261643,17.81110806,6435.597045,0.166666667,12855,11360.25,19.02780425,1065026.75,10,441.4772727,11529404.27,436,872
1192.061538,45816.03091,362178,486,16.95425411,1.307007835,4159.724087,7175.888741,-0.043030214,12,89743.39111,27.13086251,0.000270929,32.16736119,6785.025182,0.166666667,30524,18108.0,30.0721508,1749030.25,15,926.5454545,27533468.89,453,1200
780.5128205,25886.56064,232821,253,7.753480224,1.135620903,3940.563047,1118.952222,-0.091715976,8,39068.35833,14.29424013,0.000261301,15.31066284,6336.981639,0.166666667,9893,9792.0,15.39659027,979233.5,8,372.2727273,9448006.195,430,774
156.3333333,7591.879462,40403,88,2.762406095,0.53439295,3699.243621,22.21717964,-0.254513044,4,9361.152222,4.102992486,0.000227842,4.129767384,5669.68231,0.166666667,536,4280.0,4.996681521,340928.0,4,43.90909091,539601.4809,233,138
87.0,4005.183798,26512,45,0.929159055,0.361348305,3343.928705,10.90123457,-0.333333333,2,5666.268333,3.015506329,0.000216826,2.873513366,5099.078811,0.2,261,1312.0,2.456314943,181707.25,2,22.90909091,150546.811,158,90
985.1612903,51176.97249,276371,348,8.991653157,1.110724067,4062.181389,5463.426208,-0.040280518,12,104105.2936,33.22944237,0.000269034,38.50953134,6813.532529,0.2,27900,16179.0,37.49695882,984266.5,17,1030.75,24080758.83,397,931
567.0,33906.2168,164658,235,6.204903261,0.935901993,3879.95137,4524.512593,-0.045454545,12,65253.14278,23.11402326,0.000260146,25.9603986,6420.489239,0.2,12474,13101.0,24.71462244,675508.25,16,544.25,11214258.46,361,589
111.0,5685.813431,32834,60,1.611260303,0.460123284,3478.7156,60.05113788,-0.2,5,10509.16111,5.193284107,0.000225989,5.049018998,5423.814508,0.166666667,555,3555.0,4.589467602,201480.0,5,47.32954545,276181.6262,201,116
882.1410256,27851.54255,256226,267,8.244171837,1.161553046,3957.780427,1101.347949,-0.094644011,9,40114.12889,13.92566011,0.000261506,15.38430559,6407.270925,0.166666667,10777,11193.75,17.77615264,1026363.75,9,371.2386364,10893049.65,433,842
807.6538462,24913.56767,234531,230,7.039214118,1.12655296,3925.249304,1006.477361,-0.094644011,8,39218.66722,13.90751868,0.00026062,15.30568917,6350.992344,0.166666667,9867,9626.0,16.12355271,874310.25,8,368.1363636,8460466.04,426,772
921.9047619,29999.63453,273332,288,9.102299775,1.185293025,3984.43052,1665.641522,-0.079977057,10,47188.81667,15.95634456,0.000262743,17.88402214,6469.98801,0.166666667,13200,12775.0,19.60726572,1093691.75,11,446.25,12297971.65,437,895
1035.416667,35451.09354,309024,350,11.64891645,1.23748531,4035.331272,2057.683818,-0.074198585,11,52095.50667,16.95681823,0.000263852,19.21668715,6563.229835,0.166666667,15904,14806.0,21.77207433,1391975.5,11,487.4545455,17613068.74,446,1010
1035.416667,35173.00561,307347,353,11.62257681,1.235362168,4035.348085,2106.600536,-0.074198585,11,52037.00444,16.96033479,0.000264061,19.22169392,6558.857915,0.166666667,15904,14806.0,22.0311441,1367658.75,11,488.7272727,17568920.09,445,1010
913.5824176,29779.59923,270498,278,8.858178445,1.183100863,3970.570784,1377.714603,-0.086708356,10,43740.34,14.91838695,0.000261712,16.62070548,6443.443438,0.166666667,12124,12602.5,19.02927627,1105918.25,10,407.5909091,11865901.57,438,880
953.3333333,31781.50624,281969,312,9.958906803,1.202416204,3994.140735,1691.976786,-0.079977057,10,47426.3625,15.94868268,0.000262812,17.87972144,6477.459907,0.166666667,13650,12917.5,20.20754815,1198859.75,10,445.0568182,14061796.67,441,925
741.6794872,22149.20991,214441,196,5.953560311,1.091731228,3899.152814,938.954554,-0.095197777,7,38483.40167,13.92294311,0.00026096,15.27307793,6308.118237,0.166666667,9061,8167.25,14.61706967,726099.75,8,368.1363636,6282260.647,418,710
922.952381,29905.81131,273070,284,9.067404723,1.185580712,3976.53467,1667.485639,-0.080392997,10,47083.92083,15.99682075,0.000262329,17.85398208,6460.964388,0.166666667,13215,12670.0,19.37077418,1089202.0,11,442.6704545,12284368.16,437,896
187.7333333,9491.526822,50975,101,3.325211755,0.600129734,3822.451423,90.22751604,-0.168574263,4,15357.84833,6.306266115,0.000240154,6.529648481,5980.23802,0.166666667,1056,4548.0,6.630947058,376167.0,5,83.04545455,877460.1669,258,182
100.0,4284.427777,30738,45,0.985440229,0.43515193,3413.839763,10.91489362,-0.333333333,2,5901.08,3.01145395,0.000223914,2.954834361,5210.711375,0.2,300,1371.0,2.602984004,194516.75,2,26.01136364,177269.8462,191,103
100.0,4304.980068,30795,45,0.986078387,0.43515193,3416.994775,10.91489362,-0.333333333,2,5910.275833,3.01145395,0.000224215,2.957950412,5215.806845,0.2,300,1371.5,2.620147496,194658.5,2,26.01136364,177699.765,191,103
1121.621262,64361.04715,319589,461,11.26419759,1.148658438,4125.616954,9972.509253,-0.032693656,12,149029.8658,46.72651945,0.000272331,54.37924476,6952.06483,0.2,44806,17271.0,48.87562332,1207268.25,17,1617.875,30268867.48,394,1085
261.0,11288.11346,65317,100,2.886133412,0.638760417,3741.44108,544.4946792,-0.090909091,5,28844.55444,11.34870364,0.000254323,12.45293884,6068.969296,0.166666667,2871,4651.25,8.770872272,295076.75,6,211.75,1246398.914,264,272
156.0,7209.308131,51100,72,1.693693992,0.570733742,3588.826424,63.63701214,-0.2,4,11408.61944,5.172744273,0.000233427,5.250888641,5642.682687,0.166666667,780,3264.0,5.232794974,256657.0,4,60.85227273,497221.7362,247,161
154.6666667,8753.221031,41965,98,3.131948746,0.540256023,3746.242824,83.25662192,-0.168739927,4,14701.13333,6.195020404,0.000232288,6.343115916,5845.145233,0.166666667,870,4319.0,6.220830615,348805.0,5,71.59090909,672953.012,234,151
80.0,3901.39513,24347,45,0.899502129,0.297763371,3327.55269,10.89189189,-0.333333333,2,5601.664167,3.018645358,0.000215424,2.853331393,5074.603848,0.2,240,1280.5,2.42416302,175559.5,2,21.23863636,140268.1694,129,83
832.6304348,41637.21193,229470,269,6.92512037,1.055229185,3950.268937,2800.787131,-0.048427436,12,75853.80667,25.47123429,0.000263227,28.90808369,6592.971171,0.2,18024,14355.0,29.30987982,802942.75,16,675.8181818,17654380.68,392,775
593.0,36318.91732,172579,253,6.505979241,0.948203514,3889.79482,5587.523017,-0.041666667,12,71693.24667,25.27162351,0.000260485,28.4133053,6445.993728,0.2,14232,13266.0,26.8822444,713871.25,15,609.0,12178008.43,363,617
155.0,7424.345439,50645,74,1.816262171,0.585308051,3578.377593,68.52405071,-0.2,5,11337.74306,5.161723984,0.000231,5.216821387,5619.708221,0.166666667,775,4098.75,5.863316304,244402.25,5,60.05681818,512308.4878,254,160
805.525641,24907.45094,233560,233,7.031539104,1.119608159,3926.725328,1033.792233,-0.094644011,8,39173.08056,13.91044956,0.000260892,15.31287645,6348.0959,0.166666667,9841,9630.0,16.44037855,868142.75,9,368.1363636,8413779.495,423,770
807.6538462,26184.94102,232349,259,7.731021226,1.132922387,3945.896859,1020.806973,-0.094644011,8,39147.44528,13.94004625,0.000261028,15.32229917,6344.94686,0.166666667,9867,9850.0,16.68224757,961779.5,8,371.2386364,9750777.137,429,772
808.7179487,24996.07608,234432,233,7.049635464,1.122594363,3926.876285,1034.612746,-0.094644011,8,39226.69833,13.9085775,0.000260756,15.31141792,6351.531218,0.166666667,9880,9644.0,16.45357184,874886.25,9,368.1363636,8445537.008,424,773
804.6666667,24494.13827,231361,227,6.826741299,1.116731289,3921.374743,832.3249181,-0.104130818,8,36070.97333,12.91044956,0.000260213,14.10388341,6337.431703,0.166666667,8976,9584.0,15.94024356,862921.0,8,334.0909091,8249750.06,423,760
739.5512821,23448.40221,212325,226,6.578204939,1.097525281,3914.119195,961.0893258,-0.094644011,7,38289.84972,14.05523816,0.000260281,15.24702017,6290.318579,0.166666667,9035,8340.5,15.50135903,814723.25,8,367.1022727,7546908.569,421,708
740.6153846,22181.45255,213752,197,5.953626485,1.089320399,3912.040996,957.4899387,-0.095197777,7,38650.67917,13.92400193,0.000263852,15.35616587,6327.972351,0.166666667,9048,8186.5,14.76266311,724395.75,8,368.1363636,6266553.427,417,709
203.7333333,10140.92602,59575,112,3.617181413,0.642661599,3864.596263,94.683177,-0.168601406,5,15803.25,6.21428464,0.000240616,6.596624783,6065.52717,0.166666667,1146,5976.25,7.300892502,402005.5,5,89.72727273,1023218.68,276,197
95.0,4030.307209,28795,44,0.95350754,0.429467211,3378.2332,10.64444444,-0.333333333,2,5756.4675,3.012512768,0.000218484,2.902559062,5140.126583,0.166666667,285,1343.0,2.401349014,189463.0,2,24.81818182,160918.6017,189,98
96.0,4193.911746,29358,45,0.96120831,0.429754898,3398.83259,10.91111111,-0.333333333,2,5839.748333,3.012512768,0.000222173,2.935681737,5183.078891,0.2,288,1352.5,2.576476488,190589.75,2,25.05681818,167152.4241,189,99
1078.407692,60691.10029,306720,433,10.42657146,1.133301694,4093.562643,8793.117724,-0.034045005,12,136564.5444,43.20766159,0.000270709,50.19668146,6890.428307,0.2,39960,16722.0,45.77593153,1140733.0,17,1444.545455,27197752.06,393,1039
589.96,36648.80697,175647,256,7.137674665,0.953422193,3938.103443,5696.260643,-0.040298164,12,76363.86111,26.42593996,0.000264061,30.00025824,6538.284884,0.2,14700,14007.0,27.28048016,725485.25,15,682.1022727,11745937.51,366,613
140.0,6244.636666,41010,67,1.573202949,0.538529901,3537.86464,60.30434783,-0.2,4,10923.76389,5.142120611,0.000230627,5.161108137,5520.564952,0.166666667,700,3078.0,4.430208112,232068.75,4,57.27272727,368465.6818,234,145
610.4444444,16097.13029,163700,135,3.803106954,0.916874339,3830.946117,291.9550034,-0.148084418,5,25042.775,9.87945935,0.000256674,10.36821578,6135.236151,0.166666667,4824,5426.25,10.88932846,485327.75,7,232.6704545,3376204.373,358,545
726.1363636,21134.82649,206880,193,5.683649752,1.078745001,3893.85676,777.1572072,-0.104130818,7,35214.18333,12.8939163,0.000260213,14.05643586,6280.373348,0.166666667,8100,8125.25,14.37597026,683610.25,8,333.1363636,6079035.479,415,687
710.1818182,20484.1566,200485,187,5.426460452,1.069429683,3875.454647,606.9510496,-0.115659817,7,31862.16917,11.94012738,0.000257931,12.79047017,6237.082879,0.166666667,7161,7995.75,13.95868424,660956.5,8,294.875,5755994.938,414,662
482.0357143,11307.13664,123002,82,2.599460812,0.846080127,3779.548557,147.6593379,-0.18169397,4,21172.85778,9.287508397,0.000254712,9.100252881,6014.426187,0.166666667,3272,4083.0,7.548717441,298094.0,5,198.5454545,1475183.849,342,417
130.0,6424.278286,37510,66,1.735676471,0.4998473,3500.763526,96.7882971,-0.166666667,4,13323.05167,6.087311138,0.000237699,6.259219105,5567.373562,0.2,780,2794.0,4.827914312,198329.0,5,69.68181818,397829.4811,217,136
357.1428571,11736.72567,83012,114,4.478849751,0.708277445,3930.619022,101.3976523,-0.15182232,6,19236.92556,7.11337239,0.000256674,7.980206141,6180.260533,0.2,2100,7338.0,7.99051427,428883.0,6,133.6363636,1690977.482,292,307
72.0,2429.687803,22094,16,0.219518664,0.282723022,3030.631012,10.61393035,-0.333333333,2,5101.189167,3.000932401,0.000223764,2.864276041,4905.70154,0.166666667,216,449.0,2.136430824,37228.0,2,19.32954545,45089.88231,123,75
73.0,2245.79527,21944,17,0.21880482,0.272394997,2972.889286,10.88059701,-0.333333333,2,4796.673333,3.000932401,0.000222074,2.805278978,4733.17393,0.166666667,219,452.5,1.849202539,36631.0,2,19.56818182,43571.55246,118,76
681.6,24437.45157,190336,232,6.769973737,1.037691883,3936.713582,1531.813169,-0.07096787,9,48807.18667,16.64798923,0.00026096,19.00093381,6463.030172,0.2,10224,10739.25,17.74004273,707702.5,12,414.9090909,7453058.877,400,655
795.5256917,29161.49033,211146,272,8.547260371,1.067680351,4020.17522,3366.269489,-0.050179891,9,73664.85361,23.94544954,0.000269614,28.17331175,6642.049813,0.2,17273,11720.25,21.98823965,771354.75,13,750.1136364,9614520.579,398,774
337.0,13429.59218,101599,155,3.648769699,0.833859232,3640.806727,285.5846576,-0.125,6,18919.22222,8.212662822,0.000238607,8.506858354,5684.534966,0.166666667,2696,5232.0,9.177175488,529227.0,7,110.7272727,2406904.402,346,345
580.0,24784.65357,174006,309,8.135719173,1.061058053,3820.41788,1977.511133,-0.0625,9,42764.86222,16.31072131,0.000246548,17.81533728,6007.96233,0.166666667,9280,9769.5,16.98030108,986378.25,10,308.0,8284555.101,419,596
83.0,2929.033294,25301,24,0.284270542,0.300749574,3058.267811,13.07107321,-0.333333333,3,5246.9425,3.285780886,0.000225225,2.89562177,4964.87582,0.166666667,249,764.25,2.750576596,47684.0,3,21.71590909,66073.50174,130,86
201.6,9602.424088,55875,100,3.668219184,0.633593656,3880.342055,85.08061492,-0.168467497,5,15731.93333,6.210772163,0.000246853,6.66304549,6062.68029,0.166666667,1134,5865.0,6.442786936,381423.5,5,91.63636364,897886.9413,272,195
119.0,4461.781369,36501,44,1.048230957,0.510681678,3454.036952,10.66315789,-0.333333333,2,6036.9825,3.007901391,0.000228467,3.005846445,5262.317629,0.166666667,357,1442.5,2.590239043,202192.0,2,30.54545455,201742.2566,224,122
119.0,4707.130845,36886,44,1.054479444,0.510681678,3523.864544,10.66315789,-0.333333333,2,6393.5275,3.007901391,0.000233481,3.089362473,5460.489654,0.166666667,357,1445.5,3.004665904,203483.5,2,30.54545455,209245.7725,224,122
259.0,8168.640723,69557,58,1.625258742,0.670112803,3742.764878,23.03335465,-0.299867361,3,10437.37889,4.819820583,0.000250564,4.497588696,6031.86543,0.2,888,2876.25,5.306331679,253423.25,3,72.54545455,663361.796,285,226
169.0,8188.406665,54905,84,1.845207718,0.612977921,3567.551315,112.2501574,-0.166666667,5,14241.945,6.16919925,0.000240269,6.424586741,5763.272338,0.166666667,1014,3688.75,6.470159956,249317.5,5,78.75,657193.1745,265,175
59.0,1753.731693,17781,16,0.132670223,0.17494912,2841.680853,10.58518519,-0.333333333,2,4376.715833,3.0,0.000211282,2.682575475,4529.071112,0.166666667,177,300.5,1.459241288,29640.0,2,16.22727273,23758.7452,74,62
59.0,1730.395918,17791,16,0.132862623,0.17494912,2840.312012,10.58518519,-0.333333333,2,4374.155833,3.0,0.000210881,2.680921311,4526.799033,0.166666667,177,302.5,1.466761463,29674.5,2,16.22727273,23927.84659,74,62
116.0,5690.996695,33801,65,1.396624125,0.501901422,3466.889322,60.90813914,-0.2,4,10978.49306,5.042283298,0.000234852,5.176919334,5551.604743,0.166666667,580,2511.0,4.641446717,192964.25,4,51.30681818,328130.9112,220,121
1998.743952,52237.20901,527308,363,7.301336671,1.529332468,4013.586717,9868.677499,-0.034388178,12,130583.2622,33.43644267,0.000289855,42.32727448,7312.855964,0.2,59744,15228.0,39.46504634,892019.5,23,1496.727273,41417215.4,463,1899
36.0,1851.630693,7142,24,0.111437997,0.096720857,2775.544579,51.14603175,-0.2,4,7201.288889,5.23030303,0.000205002,4.369595105,4546.768886,0.166666667,180,345.0,1.837339573,22288.0,4,20.28409091,19924.63161,40,41
1998.743952,52226.03379,527214,363,7.30079544,1.529332468,4013.418453,9868.677499,-0.034388178,12,130583.2622,33.43644267,0.000289855,42.32727448,7312.855964,0.2,59744,15225.0,39.46080005,891906.25,23,1496.727273,41417215.4,463,1899
34.0,1679.55104,6303,22,0.091517964,0.083406629,2724.756755,49.11428571,-0.2,3,6976.65,5.03030303,0.000200361,4.282113179,4471.302871,0.166666667,170,238.5,1.476814016,20043.5,4,19.48863636,17203.17058,34,39
84.26666667,5584.907408,21786,67,1.271147745,0.296215603,3312.80015,73.60594194,-0.180524691,4,12134.655,6.178747609,0.00022007,5.860876353,5327.833803,0.166666667,474,2118.0,4.469075786,187501.75,5,42.47727273,229552.1039,128,85
2001.955645,52328.86874,527975,365,7.318042057,1.530195529,4016.110679,9864.538611,-0.034254454,12,130720.3733,33.43471107,0.000290023,42.35588477,7316.873538,0.2,59840,15273.0,39.48241689,897406.5,23,1501.818182,41476868.45,463,1902
42.66666667,2365.126738,8970,30,0.146627673,0.119390714,2823.831203,61.72147224,-0.180524691,4,9067.393333,6.142857143,0.00021004,5.370181857,4655.116266,0.166666667,240,403.0,2.542780461,31532.75,4,26.25,28448.57236,50,46
150.5714286,7640.070757,32369,59,0.837169667,0.446947097,3251.681697,180.5529747,-0.152601672,5,16801.78889,8.916582633,0.000237248,8.264816792,5423.966524,0.166666667,1088,1855.0,7.01330079,119342.75,6,92.90909091,464371.3295,191,144
98.0,4888.382844,28203,62,1.304695796,0.434864243,3420.542188,32.85999132,-0.25,4,7991.97,4.093804403,0.00022168,3.946301759,5274.728489,0.166666667,392,2759.0,4.157906567,169510.5,4,34.04545455,237515.5476,191,102
820.3076923,21608.28886,242340,149,2.532433092,1.018203685,3589.763106,942.6204309,-0.080719468,12,37710.65639,13.61870886,0.00026469,15.23162983,6212.754503,0.166666667,9672,8457.0,16.02762589,381106.75,12,366.0681818,6216237.213,377,757
356.6666667,11685.70487,90598,71,0.810841694,0.799819936,3389.126897,212.8211674,-0.116813201,5,21571.3775,9.310303686,0.000248385,9.806312318,5756.754744,0.2,2889,2125.0,8.641163306,172313.5,6,145.3295455,1479673.454,332,330
39.0,2733.731958,10825,24,0.147425765,0.127020222,3025.005249,28.58928571,-0.25,3,6565.862222,4.155555556,0.000212721,3.68755707,4866.917184,0.166666667,156,369.0,2.776371919,39747.0,4,15.27272727,31861.51884,54,43
1169.720588,28966.38266,310277,190,3.722854509,1.178929096,3811.888542,1704.33818,-0.065043681,12,56305.80861,17.99787752,0.000278629,21.12816771,6624.400112,0.166666667,17561,11982.0,21.46916069,486358.75,15,631.5113636,10626382.18,413,1050
336.6,12000.45643,87614,82,0.897814071,0.791079993,3248.205349,276.9663138,-0.11001825,6,22732.96944,10.39384377,0.000243368,10.63070323,5576.099407,0.166666667,2970,2509.5,9.48877471,180495.75,7,151.9318182,1487519.768,331,307
749.7454545,18730.66739,216263,122,1.906568991,0.987449884,3547.304273,592.8335443,-0.095535856,9,31040.82667,11.5643202,0.000262812,12.76417817,6132.858847,0.166666667,7436,5951.25,13.84736342,315049.0,10,294.875,4636088.174,372,687
620.6571429,27403.93775,163553,223,5.973922415,0.919998583,3913.806622,1734.852221,-0.058267755,11,62798.72083,22.48461638,0.00026096,24.92266408,6445.790855,0.2,11697,12683.0,21.68917772,544831.0,13,561.2727273,7351216.967,355,578
640.0,39872.48487,187050,288,7.16701544,0.966834148,3928.764785,7483.272599,-0.037037037,12,82307.3325,28.60849488,0.000262261,32.29978865,6517.100489,0.2,17280,13926.0,30.1009702,762589.75,17,736.6704545,13916258.33,365,667
368.8888889,12211.32801,93995,75,0.891641488,0.807230778,3411.047181,225.6601675,-0.115845962,5,21929.94,9.337000518,0.000249252,9.86551046,5800.651,0.2,2988,2277.5,9.181850554,186113.0,6,151.0568182,1629468.01,334,341
168.0,7370.363598,53081,80,1.884182747,0.614525689,3630.618148,69.75555556,-0.2,5,11654.63611,5.130501569,0.000237192,5.328898409,5704.528007,0.166666667,840,4240.0,5.995307831,251641.25,5,66.02272727,558714.9656,266,173
27.0,1460.61292,7639,18,0.082880277,0.085063731,2870.888158,10.63636364,-0.333333333,3,4304.661667,3.004761905,0.000204082,2.622521077,4540.347972,0.166666667,81,254.25,1.454144159,24213.0,3,8.590909091,11375.65109,36,30
740.9230769,19100.435,217789,130,2.050262592,0.993600644,3560.44797,924.1252791,-0.081127608,9,36967.04194,13.68918404,0.000265041,15.19235427,6167.253388,0.166666667,8944,6018.75,14.42257372,312601.75,11,365.0340909,4796846.923,373,701
447.9393939,16604.70689,111274,109,1.299077615,0.835107709,3438.346099,411.067798,-0.092039224,8,29773.20333,12.67889343,0.000250438,13.24776048,5846.386585,0.2,4668,3846.0,12.6222969,273789.25,8,214.7727273,2825451.373,339,401
467.8666667,7719.259558,90241,43,1.000945696,0.775026936,3428.934802,43.0528773,-0.247669055,5,14037.765,6.692883203,0.000246488,6.526065452,5639.282379,0.166666667,1914,2971.25,6.299267772,109378.25,6,129.3409091,653919.2181,321,325
1160.945055,26902.33569,252723,152,2.658750917,1.281593652,3467.384627,1124.480923,-0.080069336,12,41400.78056,14.46450815,0.000243191,15.50622758,6119.643249,0.166666667,14644,7995.0,19.7676955,418143.5,12,270.6136364,12936585.98,460,1060
1160.945055,26905.00124,252801,152,2.656164575,1.281593652,3467.132231,1124.480923,-0.080069336,12,41380.75278,14.47549716,0.000243132,15.50028695,6117.95793,0.166666667,14644,7989.0,19.76586004,418101.75,12,269.5,12948061.36,460,1060
1160.945055,26877.53698,252774,152,2.651390981,1.281593652,3469.757151,1124.480923,-0.080069336,12,41414.09611,14.47549716,0.000243368,15.50803835,6122.541996,0.166666667,14644,7974.0,19.75168276,417937.0,12,269.5,12943279.95,460,1060
1160.945055,26897.5639,252833,152,2.657214249,1.281593652,3470.009547,1124.480923,-0.080069336,12,41411.05889,14.47549716,0.000243191,15.5044878,6121.817309,0.166666667,14644,7989.0,19.76132607,418403.5,12,269.5,12947105.08,460,1060
1160.945055,26881.40346,252798,152,2.652181635,1.281593652,3469.235532,1124.480923,-0.080069336,12,41406.24833,14.47549716,0.000243191,15.50270288,6121.463392,0.166666667,14644,7980.0,19.75409358,417983.25,12,269.5,12944236.24,460,1060
1160.945055,26885.73438,252773,152,2.654165032,1.281593652,3469.487928,1124.480923,-0.080069336,12,41411.49833,14.47549716,0.000243132,15.50172044,6121.968988,0.166666667,14644,7989.0,19.76103839,418086.5,12,269.5,12946148.8,460,1060
1160.945055,26903.87761,252753,152,2.654123721,1.281593652,3472.600814,1124.480923,-0.080069336,12,41462.54,14.47549716,0.00024325,15.51122607,6128.288931,0.166666667,14644,7980.0,19.76499698,417890.75,12,269.5,12934673.41,460,1060
1160.945055,26891.55793,252762,152,2.651888934,1.281593652,3460.317535,1124.480923,-0.080069336,12,41261.70611,14.47549716,0.000242601,15.4728399,6103.531606,0.166666667,14644,7974.0,19.75564135,417831.0,12,269.5,12942323.67,460,1060
1160.945055,26872.80276,252702,152,2.651186327,1.281593652,3469.487928,1124.480923,-0.080069336,12,41411.10944,14.47549716,0.000243309,15.50604139,6122.13752,0.166666667,14644,7974.0,19.75168276,417870.0,12,269.5,12943279.95,460,1060
1160.945055,26871.31183,252717,152,2.649758609,1.281593652,3465.937555,1124.480923,-0.080069336,12,41362.17944,14.47549716,0.000243191,15.49779926,6116.137787,0.166666667,14644,7971.0,19.75564135,417752.25,12,269.5,12942323.67,460,1060
2833.669008,192859.3204,827026,2295,134.7090853,1.811237017,5398.675277,64080.14964,-0.015823418,40,334231.3522,72.45907755,0.00028082,93.94613005,8192.463424,0.2,188632,126830.0,113.748517,8717015.25,43,3185.954545,373598960.8,468,2842
178.2857143,8173.28185,39388,56,0.841586277,0.510025678,3293.68163,135.9584458,-0.151610821,5,17664.21778,8.906117652,0.000239349,8.385051627,5553.772715,0.166666667,1248,2042.5,6.952620212,119087.75,6,101.1818182,604404.583,218,164
109.2,6235.175534,26937,41,0.555656206,0.384593537,3160.901265,55.30197742,-0.208384395,4,12112.155,6.88001121,0.000229305,5.992660036,5314.101798,0.166666667,546,1241.0,5.28599569,93370.25,4,45.81818182,266067.6977,168,97
456.6486486,20942.55821,97745,203,3.576029261,0.675026081,3563.086927,10737.1594,-0.026580697,6,94857.77444,38.5019536,0.000262812,44.11116582,5937.125937,0.166666667,17328,4384.5,21.35259309,249907.0,11,1363.25,1845955.29,251,494
314.4761905,7497.97244,76098,50,0.95660346,0.705659555,3386.031285,70.47198726,-0.192021717,5,16454.18833,7.771898048,0.000244798,7.584018482,5685.917455,0.166666667,1778,2660.0,6.167644558,105816.5,5,145.8863636,642054.9928,297,261
33.0,2381.971314,9761,22,0.086726972,0.11226756,2696.522838,12.91111111,-0.333333333,3,4418.325,3.252747253,0.000204415,2.61871893,4548.667789,0.166666667,99,269.25,2.412940173,33605.0,3,10.02272727,31472.20475,48,36
1166.494505,26819.16471,252891,151,2.708899539,1.283032087,3552.273864,1153.74493,-0.080069336,12,42457.61722,14.22641291,0.000247402,15.73005327,6245.098337,0.166666667,14714,8097.0,19.48120384,416770.25,12,273.9545455,12796012.49,460,1065
315.7142857,7463.516161,75821,50,0.950323636,0.705947242,3385.596225,70.62627297,-0.191388451,5,16411.7275,7.765945667,0.000244618,7.579747072,5677.520863,0.166666667,1785,2665.0,6.155452371,105533.75,5,146.4431818,636210.3184,297,262
32.0,2415.303502,9984,23,0.095946541,0.109856731,2851.725849,12.85050505,-0.333333333,3,4658.011667,3.288461538,0.000204792,2.65411939,4687.364818,0.166666667,96,291.75,2.438239527,35740.75,3,9.784090909,30380.92757,47,35
1179.164835,26911.02651,253553,154,2.674083193,1.283319774,3484.446606,1094.650928,-0.081122692,12,41683.80611,14.28701897,0.000249377,15.65535249,6149.035198,0.166666667,14728,8025.0,19.72304049,419329.0,12,272.8409091,13034965.92,460,1066
312.0,7304.063947,74916,48,0.888939962,0.700837896,3369.549239,70.11198726,-0.193589582,5,16271.3775,7.788381565,0.0002442,7.558264021,5653.051752,0.166666667,1764,2552.5,6.058208058,99179.75,5,144.7727273,606082.0306,295,259
30.0,2285.084096,8913,21,0.082073614,0.100788788,2680.785353,12.68888889,-0.333333333,3,4361.544167,3.217032967,0.000204123,2.606222913,4520.918359,0.166666667,90,239.25,2.320068581,31410.25,3,9.306818182,28009.20893,43,33
1179.164835,26893.88567,253302,152,2.672211413,1.283319774,3487.559492,1094.618351,-0.081121585,12,41741.90222,14.27186746,0.000249626,15.66737241,6156.062975,0.2,14728,8001.0,19.72178041,417573.5,12,272.8409091,13039812.06,460,1066
316.952381,7666.785892,76766,52,1.025209008,0.710481213,3400.572297,70.76653271,-0.190831452,5,16593.42222,7.761043707,0.000245098,7.600300856,5708.17429,0.166666667,1792,2765.0,6.248329461,112562.0,5,147.0,680021.7267,299,263
30.0,2305.087873,9065,21,0.082681432,0.100788788,2679.214946,12.68888889,-0.333333333,3,4359.92,3.217032967,0.000203874,2.604172533,4519.297833,0.166666667,90,240.0,2.362709779,31702.25,3,9.306818182,28267.1602,43,33
1179.164835,26926.60814,253412,153,2.678394916,1.283319774,3489.578661,1094.618351,-0.081121585,12,41760.91111,14.27186746,0.000250815,15.70134768,6156.467452,0.166666667,14728,8019.0,19.72501399,418378.5,12,272.8409091,13064936.94,460,1066
313.2380952,7333.987366,75318,49,0.892424705,0.703248725,3371.155611,70.30146094,-0.192748052,5,16284.8175,7.779224056,0.000244141,7.559429636,5654.66068,0.166666667,1771,2570.0,6.065509566,101818.75,5,145.3295455,610891.389,296,260
30.0,2302.403842,8796,21,0.082770915,0.100788788,2685.529988,12.68888889,-0.333333333,3,4382.775,3.217032967,0.000204207,2.610308929,4532.462523,0.166666667,90,240.0,2.353929523,31713.5,3,9.306818182,28245.66426,43,33
1179.164835,26938.06142,253382,153,2.679796036,1.283319774,3494.03766,1094.524109,-0.081118397,12,41802.54556,14.27186746,0.000249439,15.67350408,6163.006486,0.166666667,14728,8022.0,19.74772416,418617.75,12,272.8409091,13048550.73,460,1066
315.7142857,7476.866373,76139,52,0.936508435,0.710193526,3385.462361,70.62627297,-0.191388451,5,16427.92861,7.765945667,0.000244738,7.583942988,5679.632581,0.166666667,1785,2655.0,6.162644546,109810.5,5,146.4431818,644229.7762,299,262
