Density Centrality,GIN Values,Betweenness Centrality,Global Relative Change in Avg Clustering,DNC Scores,I-GSM Values,Improved Gravity Index Values,K-Shell Value,HVGc Index,Gravity Model Centrality,Eccentricity Centrality,HCC Value,MDD Value,H Values,EHCC Value,Leverage Centrality,PE Values,Gravity Index Centrality,Eigenvector Centrality,H-GSM_1,Constraint Coefficients,Coreness Centrality,Extended Degree,GGC Values,CLC Values
7.0,249.0389257,0.0,0.005470983,6.485714286,52.86842083,102.0,4,1023.890263,209.7751087,0.0625,0.690516816,4.0,1.84e-07,3.531680127,-0.138888889,0.036648352,74.0,1.15e-08,62.64559602,-0.625585937,16,11.2,5.475578833,82.40499482
18.61363636,390.1200514,0.027448411,0.00169139,8.242857143,113.9500511,150.75,3,3349.923981,675.4795608,0.0625,0.776324271,5.1,0.000101358,4.723960111,0.067288267,0.100879739,80.25,5.63e-06,95.65797859,-0.309261779,18,17.2,77.49021074,432.3564297
4.534090909,315.8922626,0.007086994,0.003421225,3.266666667,65.95898742,33.5,2,212.8097992,196.683738,0.066666667,0.247942972,2.7,6.67e-06,0.997762864,0.035714286,0.034691524,17.5,1.33e-06,78.93109175,-0.333333333,5,5.8,35.33515292,127.0
0.477272727,266.3856318,0.0,0.002020202,1.0,43.12310543,5.25,1,9.932744912,43.03625127,0.0625,0.042733098,1.0,2.86e-07,0.29067607,-0.5,0.012322714,3.0,1.43e-07,66.20069214,-1.0,2,1.8,4.739944752,32.0
8.590909091,359.9812924,0.010895718,0.001820056,4.866666667,90.6649384,66.5,2,1044.583889,359.7468396,0.0625,0.407234672,3.7,4.43e-05,2.454707466,-0.01984127,0.061973901,32.5,4.93e-06,88.68889466,-0.31265625,9,9.2,60.57354257,253.0980357
11.53409091,347.9388295,0.015961438,0.004584621,6.5,81.90463722,54.0,2,712.7391297,405.4156662,0.071428571,0.299852121,3.8,7.36e-05,1.98847306,0.273088023,0.052104843,31.0,7.36e-06,87.15373388,-0.2725,10,9.4,68.02927414,209.0174436
8.272727273,349.1778621,0.020913782,0.000218887,4.466666667,86.81462866,55.0,2,665.6662039,344.4693047,0.058823529,0.394873545,3.7,0.000166655,1.893110378,0.027777778,0.061930516,28.0,2.38e-05,85.59016908,-0.31265625,7,8.8,53.40216825,193.844315
13.92045455,395.6443067,0.007710567,0.000789,6.881818182,116.1227451,159.0,3,4915.03783,574.7901666,0.0625,0.841314981,4.4,0.000233274,5.024836007,-0.131090315,0.097275615,76.5,1.46e-05,96.51740766,-0.331219008,16,17.8,53.56297974,473.0939146
14.31818182,381.9345751,0.031622925,0.000653179,5.904761905,106.6876732,91.5,2,2224.342759,528.087976,0.058823529,0.563341296,4.1,7.51e-05,3.375801009,0.003968254,0.084166776,46.5,5.78e-06,93.39507617,-0.266627614,13,13.8,96.12416454,402.8155305
3.579545455,246.3618894,0.008072629,0.003020933,3.166666667,38.8975691,8.5,1,73.08619368,115.9890348,0.0625,0.091115914,2.4,2.01e-05,0.426989724,0.285714286,0.019647546,5.5,5.01e-06,61.84893078,-0.333333333,4,4.2,19.20516946,43.0
7.0,285.4063637,0.016410866,0.002820787,4.866666667,55.28985934,31.5,2,285.8030966,219.3830659,0.066666667,0.250407614,3.1,0.000321626,0.993857354,0.126984127,0.033883387,18.5,4.59e-05,71.41345701,-0.326111111,7,7.6,33.27262712,84.64817249
0.477272727,216.6610734,0.0,0.002020202,1.0,28.71069367,4.25,1,6.621829941,28.65286752,0.058823529,0.042733098,1.0,5.35e-07,0.133849012,-0.5,0.008000366,1.75,5.35e-07,53.86224174,-1.0,1,1.8,3.966531311,16.0
0.477272727,216.6610734,0.0,0.002020202,1.0,28.71069367,4.25,1,6.621829941,28.65286752,0.058823529,0.042733098,1.0,5.35e-07,0.133849012,-0.5,0.008000366,1.75,5.35e-07,53.86224174,-1.0,1,1.8,3.966531311,16.0
1.909090909,263.7651699,0.003731449,0.003020933,2.166666667,45.43037568,20.0,2,65.50531125,90.49511503,0.0625,0.132446062,2.0,3.29e-05,0.534372275,-0.166666667,0.01994404,11.5,8.24e-06,65.50100467,-0.5,4,3.6,14.97924642,47.0
4.295454545,279.8173445,0.000380579,0.00518506,3.533333333,53.34964345,31.0,2,220.5549211,159.0838141,0.066666667,0.251469306,3.0,0.000294366,1.003753839,-0.178571429,0.029393953,16.0,4.91e-05,69.24373275,-0.57,6,7.0,9.16040969,50.31487767
9.943181818,320.3754696,0.036321045,0.00518506,6.0,67.53519691,33.5,2,370.3003552,334.2890925,0.071428571,0.268418458,3.5,0.003316872,1.321275547,0.313492063,0.044262802,21.5,0.000368541,79.54794752,-0.312222222,9,8.6,41.13433005,104.7975364
0.397727273,277.6140898,0.0,0.002020202,1.0,45.25470665,4.0,1,6.621829941,45.16355924,0.066666667,0.023660562,1.0,3.33e-05,0.240169871,-0.333333333,0.011278157,1.75,3.33e-05,67.47882349,-1.0,1,1.4,3.302878115,21.0
11.93181818,348.826462,0.03985605,0.003678556,6.057142857,89.94147431,64.5,2,1005.948731,445.196804,0.076923077,0.2708831,3.8,0.112927572,2.201076859,0.235714286,0.060389807,33.5,0.011292757,84.1879203,-0.248711111,10,10.2,82.65324793,276.8802499
0.636363636,285.4072113,0.0,0.002420494,1.1,53.96082845,9.25,1,27.59095809,53.85214605,0.071428571,0.101012399,1.0,0.002408541,0.371895499,-0.666666667,0.015966454,4.25,0.001204271,68.47109017,-1.0,2,2.6,6.824869916,62.0
1.909090909,286.1505496,0.004040404,0.002420494,2.1,54.71120044,10.0,1,61.86612729,108.9820699,0.071428571,0.112311834,1.7,0.003654371,0.406855496,-0.047619048,0.019068204,5.25,0.001218124,69.27897192,-0.5,3,3.6,15.14973983,68.0
30.625,442.4378178,0.050247714,0.002207313,8.603361345,160.384164,411.0,4,17345.0147,1106.956026,0.083333333,1.261972472,5.8,2.416056008,8.725400978,0.074675325,0.167404985,193.0,0.100669,104.3041834,-0.1820324,24,26.6,273.6747951,1562.208677
9.545454545,291.2199779,0.01808776,0.009788421,6.766666667,60.60052522,32.0,2,402.3136584,299.963508,0.071428571,0.235923103,3.8,0.011331951,1.115345239,0.354761905,0.042313117,19.5,0.001416494,72.6746875,-0.337822222,8,8.2,35.52942247,105.6162671
4.056818182,290.131907,0.001999755,0.009788421,4.3,59.77677458,30.5,2,221.216885,178.2489381,0.071428571,0.218973951,2.7,0.008323269,0.896371289,-0.1,0.029402365,16.0,0.001387212,70.83012287,-0.641111111,6,6.6,8.233358658,61.09663716
0.477272727,241.6775687,0.0,0.006023125,1.333333333,37.19312994,5.25,1,9.932744912,37.11821934,0.0625,0.042733098,1.0,1.4e-05,0.270541842,-0.5,0.007139098,3.0,6.98e-06,58.82878306,-1.0,2,1.8,2.746030856,31.0
2.863636364,292.6438512,0.004040404,0.002723746,2.527272727,65.82061815,31.0,1,502.2073862,131.1114936,0.066666667,0.36097524,1.7,0.000432077,1.874037842,-0.179487179,0.016582014,26.25,4.8e-05,68.40871188,-0.5,9,6.0,17.02803039,164.0
22.90909091,322.9669042,0.0,0.004429096,15.02727273,109.5868769,588.0,8,25763.49881,862.6681966,0.066666667,1.427255147,8.0,0.012483145,12.95829068,-0.041795666,0.071326511,530.0,0.000195049,81.43630342,-0.408945934,64,32.8,16.15104679,325.9411849
27.92045455,324.1278594,0.001341349,0.003785769,17.19393939,111.0809295,598.0,8,27497.26761,981.7517212,0.066666667,1.4442043,7.2,0.013483994,13.81234596,0.077124183,0.076968495,548.0,0.000201254,83.32775146,-0.378735033,67,34.2,24.82663475,396.7881644
22.90909091,322.9669042,0.0,0.004429096,15.02727273,109.5868769,588.0,8,25763.49881,862.6681966,0.066666667,1.427255147,8.0,0.012483145,12.95829068,-0.041795666,0.071326511,530.0,0.000195049,81.43630342,-0.408945934,64,32.8,16.15104679,325.9411849
22.90909091,322.9669042,0.0,0.004429096,15.02727273,109.5868769,588.0,8,25763.49881,862.6681966,0.066666667,1.427255147,8.0,0.012483145,12.95829068,-0.041795666,0.071326511,530.0,0.000195049,81.43630342,-0.408945934,64,32.8,16.15104679,325.9411849
22.90909091,322.9669042,0.0,0.004429096,15.02727273,109.5868769,588.0,8,25763.49881,862.6681966,0.066666667,1.427255147,8.0,0.012483145,12.95829068,-0.041795666,0.071326511,530.0,0.000195049,81.43630342,-0.408945934,64,32.8,16.15104679,325.9411849
22.90909091,322.9669042,0.0,0.004429096,15.02727273,109.5868769,588.0,8,25763.49881,862.6681966,0.066666667,1.427255147,8.0,0.012483145,12.95829068,-0.041795666,0.071326511,530.0,0.000195049,81.43630342,-0.408945934,64,32.8,16.15104679,325.9411849
27.92045455,324.1278594,0.001341349,0.003785769,17.19393939,111.0809295,598.0,8,27497.26761,981.7517212,0.066666667,1.4442043,7.2,0.013483994,13.81234596,0.077124183,0.076968495,548.0,0.000201254,83.32775146,-0.378735033,67,34.2,24.82663475,396.7881644
27.92045455,324.1278594,0.001341349,0.003785769,17.19393939,111.0809295,598.0,8,27497.26761,981.7517212,0.066666667,1.4442043,7.2,0.013483994,13.81234596,0.077124183,0.076968495,548.0,0.000201254,83.32775146,-0.378735033,67,34.2,24.82663475,396.7881644
0.397727273,244.9949646,0.0,0.002020202,1.0,39.0398781,4.75,1,8.829106588,38.96124796,0.0625,0.023660562,1.0,5.12e-06,0.384635802,-0.333333333,0.01435415,3.0,5.12e-06,58.66443299,-1.0,1,1.4,2.957964515,19.0
2.068181818,280.1458316,0.007361866,0.006023125,2.333333333,51.23131446,22.0,2,80.66857774,102.050305,0.0625,0.13809578,2.0,6.68e-07,0.54567171,-0.266666667,0.020121184,12.5,1.67e-07,71.05572921,-0.5,4,4.0,17.49345484,68.0
4.295454545,280.2168677,0.007661179,0.001582429,3.266666667,55.00295019,32.5,2,253.8369138,164.0138254,0.066666667,0.233458461,2.7,5.26e-07,0.985742995,-0.064285714,0.038582633,18.0,8.76e-08,72.38372137,-0.444722222,6,6.2,20.06294896,78.10191285
6.681818182,309.8567032,0.020530553,0.003020933,4.166666667,62.39145988,28.5,2,230.5250318,247.5613054,0.058823529,0.174117469,3.1,1.03e-05,1.017897092,0.316666667,0.038492209,20.0,1.47e-06,78.27528031,-0.25,7,6.0,42.02787365,91.0
7.636363636,296.7250206,0.02983186,0.000381552,4.733333333,62.30450215,40.0,2,412.826695,247.2162683,0.066666667,0.289614378,3.4,8.69e-07,1.35130626,0.13015873,0.040377791,25.5,1.09e-07,76.70144933,-0.326111111,8,8.0,36.72204916,121.8933684
0.397727273,242.0459362,0.0,0.002020202,1.0,34.45352642,3.0,1,3.678794412,34.38413364,0.055555556,0.023660562,1.0,2.21e-07,0.103477041,-0.333333333,0.006847433,1.5,2.21e-07,60.38861478,-1.0,1,1.4,2.716531311,15.0
1.909090909,254.0200922,0.004040404,0.002420494,2.1,42.93861024,10.0,1,65.50531125,85.53163857,0.066666667,0.112311834,1.7,1.76e-07,0.460546771,-0.047619048,0.019946801,5.25,5.87e-08,65.28138966,-0.5,3,3.6,15.65043449,59.0
0.556818182,251.7570731,0.0,0.003020933,1.166666667,40.40064999,7.25,1,19.12973094,40.31927912,0.0625,0.068517044,1.0,2.33e-08,0.358131422,-0.6,0.012617432,3.75,1.17e-08,63.93965447,-1.0,2,2.2,4.960616068,38.0
9.545454545,317.6274062,0.038874561,0.001219617,8.166666667,69.94038685,60.75,3,541.7208059,346.1944218,0.0625,0.435142001,3.5,4.87e-06,2.357979752,0.257936508,0.043080579,45.75,3.75e-07,81.88834373,-0.413333333,13,9.0,26.16418118,99.26964157
0.636363636,270.9908905,0.0,0.002820787,1.2,45.49470804,8.25,1,20.23336926,45.40307724,0.066666667,0.101012399,1.0,7.86e-05,0.369430857,-0.666666667,0.010569698,4.0,3.93e-05,65.89849515,-1.0,2,2.6,5.482360705,40.0
6.045454545,273.9790446,0.008072629,0.002820787,4.866666667,49.07502983,23.5,2,184.7615978,194.7234201,0.066666667,0.233458461,3.1,0.00027342,0.890380313,0.307936508,0.029191936,14.5,4.56e-05,68.69993292,-0.326111111,6,6.4,21.80812615,68.56501972
2.386363636,371.6699858,0.039261356,0.002820787,2.2,87.09995716,34.5,2,180.1396059,173.4989096,0.076923077,0.216509309,2.0,0.013104112,1.113980207,-0.380952381,0.035119646,15.5,0.003276028,87.88995724,-0.5,4,4.8,25.41449671,121.0
141.9886364,549.3943817,0.070401973,0.006180497,23.6338374,267.0789399,1002.5,5,165037.3471,4387.362026,0.090909091,1.979865772,12.2,26.02403197,27.60410268,0.314673312,0.483554533,508.75,0.337974441,137.3806048,-0.141983217,77,74.2,942.5529375,4329.493781
45.81818182,479.2680812,0.013072258,0.000723431,11.68078392,195.9927208,677.5,5,48957.17694,1732.216248,0.083333333,1.493269632,7.5,7.214999346,14.71394987,0.012677029,0.266076088,321.25,0.180374984,113.0426684,-0.187269204,40,41.0,322.5740195,2260.051761
89.96590909,524.9955283,0.015592685,0.004329361,17.98818208,239.5486722,885.0,5,110388.2708,3033.572663,0.090909091,1.793425094,10.0,16.77810694,21.89125242,0.174365379,0.379502929,437.5,0.279635116,126.3014904,-0.166357335,60,60.2,558.9991205,3386.113201
133.875,540.2779459,0.044850818,0.010279328,23.41856934,260.4003647,971.25,5,140210.2728,4277.651664,0.083333333,1.951617184,12.2,25.65853225,27.28381299,0.330157972,0.479889092,502.5,0.328955542,134.8315852,-0.145452591,78,72.2,918.1634092,4246.516712
38.81818182,478.1928401,0.021739626,0.000451524,11.42049062,185.38205,626.25,5,28384.21014,1459.328008,0.083333333,1.325522314,7.1,3.130025834,11.66086528,-0.023121529,0.190833857,316.25,0.086945162,112.8635077,-0.222092763,36,33.2,249.7200875,1531.583184
63.875,499.3606395,0.011394141,0.0074095,15.14049088,217.2365597,768.75,5,76918.26478,2337.190276,0.083333333,1.672657642,9.5,10.42701312,17.73036818,0.103246564,0.31973046,352.5,0.226674198,118.5118012,-0.176084315,46,52.2,435.2700548,2878.591007
38.18181818,469.6795012,0.001541305,0.002963646,10.75167969,197.413833,707.5,5,63320.60816,1554.042237,0.083333333,1.590035263,7.7,8.046205104,15.17571001,-0.182857143,0.261149804,316.25,0.21174224,107.9390308,-0.233415715,38,44.8,173.9987018,2041.216078
120.9090909,532.4478025,0.133341732,0.027942059,23.69496974,241.8682623,858.75,5,114407.849,3747.04896,0.083333333,1.82061199,11.8,15.93390743,22.87039776,0.377926224,0.412662855,415.0,0.274722542,133.442581,-0.136190704,58,63.2,882.8986172,3861.253525
73.5,492.6398616,0.012493091,0.010097572,17.63604729,208.2311247,740.0,5,74999.95629,2439.044738,0.083333333,1.60379934,9.3,10.76596444,18.58002503,0.222562609,0.317018836,387.5,0.203131405,119.5546719,-0.158541611,53,48.0,528.8971127,2877.592587
74.45454545,505.219081,0.026554659,0.006574074,17.71942861,222.4568611,808.75,5,82487.55089,2605.673081,0.083333333,1.697379896,9.9,13.2434145,19.64296819,0.164678786,0.326223213,408.75,0.236489545,121.0775355,-0.172483347,56,53.2,474.2220211,2981.82167
1.193181818,373.6253564,0.0,0.002438689,1.348484848,100.9345068,43.25,1,542.9900552,100.7312148,0.076923077,0.388882569,1.0,0.137721411,2.148409358,-0.846153846,0.033749411,17.75,0.027544282,83.91686545,-1.0,5,5.4,22.39489342,455.0
1.590909091,319.9649033,0.0,0.009988568,3.333333333,62.20021843,19.5,2,57.83015163,123.8998322,0.071428571,0.1592917,2.0,0.000378916,0.797520191,-0.166666667,0.014379907,11.0,9.47e-05,77.18256359,-0.953125,4,3.6,1.302111685,29.79823473
1.590909091,319.9649033,0.0,0.009988568,3.333333333,62.20021843,19.5,2,57.83015163,123.8998322,0.071428571,0.1592917,2.0,0.000378916,0.797520191,-0.166666667,0.014379907,11.0,9.47e-05,77.18256359,-0.953125,4,3.6,1.302111685,29.79823473
1.034090909,290.0948786,0.0,0.002954217,1.622222222,65.44915362,31.0,1,301.6611418,65.31733261,0.0625,0.303757631,1.0,0.001425449,1.833769385,-0.818181818,0.013444731,24.25,0.000178181,68.25184394,-1.0,8,4.6,7.744412238,173.0
38.18181818,371.6271661,0.012088496,0.001348925,16.32777778,138.9421768,748.0,8,47300.93382,1361.689729,0.066666667,1.530011754,9.1,0.107528264,14.92848747,0.139895193,0.129570117,576.0,0.001629216,98.42855212,-0.247731851,66,40.0,71.82503891,827.6690132
38.18181818,396.0535326,0.008424728,0.004750543,17.63888889,153.7300469,826.0,8,54916.5451,1506.616858,0.066666667,1.598870056,9.1,0.139712834,17.091078,0.027521455,0.129684453,638.0,0.001838327,103.5526264,-0.322019735,76,44.4,50.37712909,751.713322
44.625,397.3640457,0.009048183,0.004759641,19.75606061,155.3183307,836.0,8,57414.46235,1671.028544,0.066666667,1.615819209,8.0,0.149221195,17.95643272,0.124152453,0.137564941,656.0,0.001888876,105.821556,-0.301374286,79,45.8,68.97808027,866.4225706
53.45454545,403.5957805,0.028693518,0.004031837,20.87727273,159.6391649,858.0,8,60266.45865,1869.879277,0.066666667,1.632768362,8.4,0.154710414,18.49789558,0.20542694,0.155603363,676.0,0.001910005,109.8859932,-0.262027291,81,47.2,103.2460205,988.9834572
42.15909091,404.8339262,0.046734539,0.003297534,17.31507937,160.2843043,874.0,8,55251.14671,1570.85124,0.071428571,1.604519774,9.1,0.132884335,16.6898343,0.020168514,0.136063257,662.0,0.001771791,105.4848196,-0.29676007,75,44.8,64.92157309,808.5894503
38.18181818,396.0535326,0.008424728,0.004750543,17.63888889,153.7300469,826.0,8,54916.5451,1506.616858,0.066666667,1.598870056,9.1,0.139712834,17.091078,0.027521455,0.129684453,638.0,0.001838327,103.5526264,-0.322019735,76,44.4,50.37712909,751.713322
37.38636364,374.5182028,0.004044494,0.003640642,17.17222222,143.3921059,782.0,8,53645.78651,1405.30084,0.066666667,1.570621469,9.1,0.129188239,16.11519357,0.084339637,0.127468282,616.0,0.001769702,98.31086173,-0.29676007,73,42.4,52.26738765,766.3222745
31.5,374.2730419,4.09e-06,0.004927296,15.97777778,143.3578778,784.0,8,50717.80564,1267.020756,0.066666667,1.564971751,8.7,0.126044734,15.81143594,-0.055535899,0.116138566,610.0,0.001750621,96.18037908,-0.35012515,72,41.8,31.97875264,628.2592422
40.56818182,390.4346424,0.015886169,0.00324035,17.27222222,152.5103476,830.0,8,54247.79659,1494.66331,0.066666667,1.593220339,9.1,0.131037619,16.25928032,0.035854788,0.133100317,636.0,0.001770779,102.5854042,-0.29676007,74,44.0,61.50781278,782.8616042
2.704545455,290.8476774,0.004040404,0.002954217,2.622222222,66.22271092,31.75,1,560.4343296,131.912443,0.0625,0.315057066,1.7,0.001623043,1.868729382,-0.166666667,0.016546482,25.25,0.000180338,69.05928321,-0.5,9,5.6,16.98882448,184.0
0.715909091,316.8259571,0.0,0.003020933,1.333333333,64.60911866,15.75,1,86.08378923,64.47898957,0.0625,0.126796345,1.0,4.67e-06,0.997421605,-0.714285714,0.017991969,7.25,1.56e-06,76.77840438,-1.0,3,3.0,8.288314937,123.0
18.61363636,396.0065069,0.013789382,0.001189292,7.815151515,117.3400625,163.5,3,5834.136389,695.5750623,0.066666667,0.870625261,5.1,0.000262637,5.132180639,0.044775486,0.105079602,81.75,1.46e-05,97.50197293,-0.24957549,18,19.6,91.33297377,589.7052686
18.61363636,407.3551961,0.000953545,0.002769876,9.215151515,126.1071348,247.0,4,7082.71885,747.5450096,0.0625,0.905585258,5.1,0.000365293,6.523414098,-0.049019608,0.113753739,125.0,1.66e-05,100.410462,-0.389709383,22,21.6,49.67847174,519.5781245
56.875,457.7104015,0.06864225,0.002049003,16.63852814,159.3496052,344.0,4,14498.455,1714.399953,0.066666667,1.041178478,8.0,0.002395794,10.19171122,0.334552227,0.188791642,195.0,6.65e-05,116.8337628,-0.218826546,36,32.2,255.9092927,1057.830846
63.0,457.7683097,0.081773164,0.010170085,18.53852814,160.021175,340.0,4,16625.76405,1874.353823,0.066666667,1.046828196,8.4,0.001112693,10.67489478,0.414021734,0.200677724,194.0,3.01e-05,118.4965559,-0.203796736,37,32.8,285.9081648,1123.830143
0.397727273,252.4832269,0.0,0.002020202,1.0,37.77502524,3.25,1,4.414553294,37.69894264,0.058823529,0.023660562,1.0,3.3e-07,0.135972396,-0.333333333,0.008000366,1.5,3.3e-07,61.82967879,-1.0,1,1.4,3.023413441,13.0
0.636363636,288.8304619,0.0,0.002420494,1.1,51.90664496,8.75,1,23.91216368,51.80209989,0.066666667,0.101012399,1.0,1.57e-06,0.400864521,-0.666666667,0.01507585,4.25,7.85e-07,71.16907474,-1.0,2,2.6,6.397978396,52.0
6.681818182,347.402689,0.015402988,0.005585352,5.1,76.01395487,32.0,2,280.2941387,301.6136172,0.076923077,0.252530998,3.1,0.000325818,1.107951314,0.241269841,0.042090108,19.5,4.65e-05,85.72297267,-0.355625,7,6.8,34.49036385,106.6566973
2.068181818,312.8772908,0.0,0.005585352,2.266666667,61.94993303,25.0,2,97.71878309,123.4012757,0.071428571,0.216509309,2.0,2.3e-05,0.768892428,-0.380952381,0.024978248,12.5,5.75e-06,77.04449151,-0.750625,4,4.8,2.633598813,33.47702915
0.397727273,203.5925037,0.0,0.002020202,1.0,25.15936866,2.75,1,2.943035529,25.10869522,0.052631579,0.023660562,1.0,1.67e-09,0.077693095,-0.333333333,0.00565464,1.5,1.67e-09,50.62430337,-1.0,1,1.4,2.385062839,11.0
1.590909091,230.3998927,0.004040404,0.006023125,2.333333333,34.07692102,6.25,1,31.53959431,67.87958147,0.055555556,0.054032533,1.7,4.69e-08,0.311151557,0.066666667,0.011944777,4.0,1.56e-08,57.33436326,-0.5,3,2.8,8.18936545,29.0
4.295454545,266.5709455,0.00806445,0.001182137,3.366666667,49.92791604,29.0,2,211.5307615,148.8805323,0.058823529,0.233458461,2.7,7.24e-07,0.905926516,-0.064285714,0.027794605,14.5,1.45e-07,66.11148568,-0.444722222,5,6.2,16.30007463,64.48781795
0.477272727,244.1406314,0.0,0.002020202,1.0,36.1637851,4.5,1,6.621829941,36.0909477,0.055555556,0.042733098,1.0,2.24e-07,0.159632958,-0.5,0.009120151,1.75,2.24e-07,61.08472197,-1.0,1,1.8,4.216531311,23.0
1.590909091,214.2875905,0.0,0.010989298,3.166666667,30.61805382,14.0,2,30.07167885,60.989685,0.05,0.132446062,2.0,3.33e-08,0.426648466,-0.166666667,0.010116144,9.5,8.34e-09,54.34571128,-0.953125,4,3.6,1.119708865,12.14002156
5.727272727,242.4930887,0.012088496,0.010989298,6.0,39.80419802,19.5,2,121.2381371,157.9379492,0.052631579,0.161756342,2.8,4.78e-07,0.681644106,0.352380952,0.025205583,16.0,6.83e-08,62.40974013,-0.40625,7,5.6,15.66433339,40.63112279
1.590909091,214.2875905,0.0,0.010989298,3.166666667,30.61805382,14.0,2,30.07167885,60.989685,0.05,0.132446062,2.0,3.33e-08,0.426648466,-0.166666667,0.010116144,9.5,8.34e-09,54.34571128,-0.953125,4,3.6,1.119708865,12.14002156
0.556818182,213.3549852,0.0,0.003020933,1.166666667,29.30386335,5.75,1,10.30062435,29.2448425,0.05,0.068517044,1.0,1.49e-08,0.230273386,-0.6,0.007014394,3.5,7.43e-09,53.51597924,-1.0,2,2.2,3.751460526,23.0
4.772727273,279.4317095,0.020071157,0.00422181,3.566666667,54.60254486,35.5,2,207.7940801,162.8198529,0.055555556,0.186478596,2.7,3.63e-06,0.968793842,0.007936508,0.023004968,22.0,6.04e-07,70.07661775,-0.333333333,6,6.2,27.85838871,103.0
37.54545455,473.9790647,0.032518501,0.003239305,10.27356336,185.651686,627.5,5,32252.0114,1461.450583,0.083333333,1.39510105,6.8,4.728092167,12.46422478,-0.005234971,0.233481006,295.0,0.14327552,111.6409312,-0.215274044,33,34.8,271.222436,1879.320435
16.70454545,425.4162139,0.004088971,0.001008947,6.284653255,147.3196096,370.0,4,12943.63412,729.2099651,0.076923077,1.19311417,4.7,1.938434733,7.737913775,-0.16140722,0.130212604,176.0,0.092306416,97.09677482,-0.251926236,21,21.8,134.5467779,1282.35634
32.29545455,462.1117564,0.023199399,0.001087359,8.890280961,177.4002174,616.25,5,25442.58876,1224.399185,0.083333333,1.330830774,6.4,3.495146482,10.85056687,-0.111435786,0.193750492,305.0,0.112746661,107.9876686,-0.197433671,31,31.0,261.0325415,1712.616751
65.625,509.9689276,0.019228458,0.00190024,15.02344224,221.132704,792.5,5,77475.12259,2379.107854,0.083333333,1.630986236,9.2,11.43479618,18.42983354,0.087945142,0.320233035,401.25,0.211755485,121.3389583,-0.158129548,54,50.2,489.1276143,2906.357442
6.920454545,403.9853721,0.003139802,0.000644828,3.665966387,123.8354036,131.0,2,3539.733458,369.2659791,0.076923077,0.793652599,2.7,0.615577425,4.305312251,-0.318181818,0.071821377,61.5,0.051298119,91.5268369,-0.376303585,12,12.6,54.6103078,692.8857773
22.90909091,440.0484702,0.079989922,0.005251133,7.614285714,143.9583966,154.5,2,5288.14507,853.3647295,0.076923077,0.695787358,4.8,0.506158254,5.130095173,0.056421356,0.12474204,81.0,0.028119903,102.6913879,-0.198302469,18,17.2,232.9301516,798.9229652
0.636363636,328.5204775,0.0,0.003221079,1.3,73.25481606,16.5,1,84.61227147,73.10727369,0.071428571,0.101012399,1.0,0.039374586,1.294126569,-0.666666667,0.022588308,9.0,0.009843647,75.69354276,-1.0,4,2.6,8.899782868,166.0
70.63636364,531.3145361,0.057457568,0.001527444,18.1978022,214.8629395,666.25,5,33522.18457,2516.724253,0.076923077,1.377052288,8.7,0.025010797,15.16315929,0.257850887,0.251633682,381.25,0.000463163,128.9633686,-0.198188852,54,42.4,373.5064853,1669.517954
38.18181818,501.0014034,0.031377344,0.001621643,12.06507937,194.0437238,606.25,5,28835.83863,1527.512728,0.076923077,1.293368217,6.8,0.007647619,11.32988283,-0.064705882,0.166646145,326.25,0.000196093,117.0650279,-0.224673855,39,35.2,194.1695394,1345.524498
23.38636364,456.9562752,0.002259774,0.003271974,10.65238095,157.8487084,406.25,5,15079.71467,1089.456556,0.076923077,1.173662458,6.7,0.004983041,9.418875365,-0.060213033,0.135131711,226.25,0.000151001,107.9897997,-0.334025065,33,27.0,60.71555804,691.722365
28.0,453.2159005,0.001955522,0.003952991,12.59761905,156.2146414,391.25,5,16790.30101,1229.722087,0.076923077,1.189549918,6.5,0.005703649,10.33086869,0.048874165,0.140865298,231.25,0.000154153,108.5174833,-0.323781821,37,28.8,73.62704912,771.3310318
33.64772727,462.2268327,0.010434194,0.004691193,13.85,163.1330323,416.25,5,21386.9147,1441.796859,0.076923077,1.218860198,6.6,0.006446388,11.09339097,0.164845938,0.154566412,248.75,0.00016116,111.1841868,-0.296484386,40,30.6,95.5492928,871.6508977
21.71590909,443.8733305,0.000398068,0.004682095,11.17619048,151.5587685,383.75,5,16331.9904,1046.043997,0.076923077,1.179312175,6.7,0.005236104,9.731809047,-0.073033545,0.125008321,222.5,0.000149603,104.367029,-0.383009539,35,27.4,38.78869492,609.3994064
26.72727273,444.2610092,0.004438472,0.003309664,12.39047619,151.6105738,382.5,5,17566.77401,1193.478854,0.076923077,1.184961893,6.5,0.005441634,9.937018921,0.099393091,0.133920122,226.25,0.000151157,105.9557381,-0.314292025,36,28.0,67.60475831,760.2894833
16.70454545,433.2004431,0.000461372,0.003543601,9.45952381,141.407301,330.0,5,11454.06999,838.2422004,0.071428571,1.115041899,5.7,0.003655571,8.355098017,-0.149328449,0.105284375,190.0,0.000126054,101.6087768,-0.391922709,29,23.6,28.14557216,508.6239653
20.68181818,465.2203391,0.004831927,0.000559828,6.577272727,169.6975169,442.0,4,14526.77004,839.9772492,0.076923077,1.117506541,5.0,0.002441281,7.910590377,-0.336134454,0.14845591,222.0,0.000106143,104.1849783,-0.267129167,23,25.0,116.4643159,1103.346796
