Density Centrality,DNC Scores,Local-Global Centrality,K-Shell Value,Subgraph centrality,Betweenness Centrality,DIL Centrality,CLC Values,Eccentricity Centrality,I-GSM Values,H-GSM_1,Improved Gravity Index Values,PE Values,GSM,Second order centrality,HCC Value,Coreness Centrality,MCGM Values,PageRank Centrality,Degree Centrality,Centrality Values,Semi local centrality,Local Gravity Model Centrality,MDD Value,LGC Scores
1506.670455,41.09306263,93.60420045,30,1.14e+29,0.000152101,1407.149604,1067581.804,0.25,3388.729256,33250.70239,288330.0,0.346043266,9624.037393,-2980.655412,0.836940823,1070,55.81322609,0.000896245,0.040735874,15986.39502,1720845,87575,30.7,15158681253.0
3115.556818,72.14108144,168.3406382,35,2.06e+29,0.000864275,5375.188992,1618269.456,0.25,4597.482364,100735.3027,375200.0,0.56247186,10234.36668,-2241.854217,1.135325519,1760,86.22834909,0.001455668,0.069645204,26340.13967,2353287,204421,48.8,26465974656.0
5380.454545,98.9908343,259.5682178,35,5.75e+29,0.002196033,9309.992089,2920262.452,0.25,7892.793594,3777670.388,463085.0,0.862852939,10863.61546,-1820.456685,1.369651483,2555,145.3643577,0.002039301,0.099868594,39307.45591,4085577,512012,65.2,61014365838.0
3122.954545,70.77261997,167.3599739,35,2.67e+29,0.000313819,2627.899189,1538737.785,0.25,5207.750115,1099749.834,395045.0,0.558141706,10336.88572,-2264.023206,1.216784947,1798,94.37887761,0.001383313,0.068331143,26137.76028,2684578,230568,49.0,31041293364.0
3071.011364,68.27100161,164.0910182,35,2.89e+29,0.000442305,3327.674362,1724820.115,0.25,5321.744936,1115163.988,396777.5,0.55892967,10304.69038,-2282.612702,1.215823934,1776,95.75802847,0.001355433,0.067017083,25912.98987,2761326,232101,48.6,31813158951.0
3777.772727,83.80440834,199.4769621,35,2.92e+29,0.001201321,5296.842811,1965966.831,0.25,5570.273607,266402.4144,391326.25,0.673799201,10317.86516,-2050.238084,1.062102088,2076,100.531873,0.001696118,0.081471748,31400.40468,2872402,293136,54.2,35064299841.0
1329.681818,37.32844077,83.79474055,28,1.01e+29,6.06e-05,684.1382491,879010.9074,0.25,3229.27222,38900.53991,262815.0,0.310356954,9499.130949,-3145.910008,0.754135423,976,50.39328139,0.000824189,0.036793693,14360.16719,1623848,75292,28.0,13825043120.0
3056.772727,68.9741426,165.9984378,35,2.47e+29,0.000652185,4886.60289,1833390.221,0.25,5006.654184,108604.8399,385516.25,0.571727735,10248.23947,-2256.173155,1.124023698,1776,90.71265889,0.001405259,0.068331143,26356.40487,2576128,221052,48.4,29083877797.0
4473.318182,91.22219975,225.2273239,35,3.8400000000000004e+29,0.001412417,6927.386348,2325610.905,0.25,6515.596474,2249711.961,424550.0,0.739048678,10576.12589,-1946.431737,1.162538975,2226,117.9950829,0.001845328,0.08935611,34222.98446,3362643,377128,59.6,45191233536.0
4494.0,87.55200712,221.1056774,35,4.45e+29,0.001523945,7578.157965,2406863.22,0.25,6751.377384,2377441.521,437412.5,0.725357983,10695.74598,-1976.543502,1.324505127,2236,124.9578234,0.001762138,0.086727989,33357.24135,3498090,380820,57.9,47514987253.0
5772.613636,110.9226103,281.1027729,35,6.67e+29,0.001443258,9323.96654,2942754.696,0.25,8192.79329,1199379.197,466900.0,0.889490196,10964.12774,-1745.178397,1.408473712,2810,157.0520566,0.00208075,0.107752957,41492.05873,4221037,570474,68.2,65746103640.0
2009.0,56.44580123,123.8290993,34,1.26e+29,0.000287866,1754.414744,1074186.954,0.25,3578.623822,40013.95616,323450.5,0.420931803,9723.224756,-2583.149629,0.848902706,1354,63.80014024,0.001157109,0.053876478,19803.99607,1805931,122057,38.6,17143992904.0
7851.136364,131.8013949,355.2501787,35,8.93e+29,0.004592369,16541.07649,3826231.287,0.25,9915.939075,12074625.74,505951.25,1.112811548,11294.10817,-1547.26412,1.507761722,3311,193.4688156,0.002637521,0.131406045,50915.38975,5042187,831200,77.8,92028917682.0
6605.215909,118.206158,307.2707649,35,5.9e+29,0.004178874,16004.28037,3197155.44,0.25,8025.618654,1388600.323,463198.75,0.967647277,11056.264,-1661.855743,1.354699476,2913,156.2601884,0.002395659,0.11695138,44523.33364,4094759,599326,69.8,66615928542.0
5130.681818,101.4566963,252.5197997,35,4.76e+29,0.001214448,7767.745136,2359444.973,0.25,6922.509393,541589.0164,437710.0,0.809546872,10831.76912,-1842.46883,1.320824015,2572,133.5554825,0.001943409,0.098554534,37760.79608,3563270,439275,62.7,51034295565.0
3707.136364,83.82817442,196.4382972,35,2.77e+29,0.000760544,4024.559575,1698210.571,0.25,5269.482771,219687.8539,390346.25,0.63982207,10382.43035,-2077.231965,1.212217599,2036,99.51049916,0.001635995,0.080157687,30116.09449,2700696,270962,52.6,33060666540.0
4492.806818,90.17600254,223.5504859,35,4.28e+29,0.001323332,5232.550082,2249022.937,0.25,6613.518632,2291458.676,432381.25,0.732604403,10672.97367,-1964.517035,1.298827814,2254,123.2893617,0.001789903,0.08804205,33983.76085,3429714,377612,58.9,46452283476.0
7430.181818,127.0600645,340.2287843,35,8.85e+29,0.003915586,15018.10509,3671371.581,0.25,9821.169798,10396872.35,505295.0,1.068502312,11271.51036,-1585.837344,1.544679466,3260,189.9513437,0.002497153,0.126149803,49183.15066,5013770,794208,76.5,88959316187.0
5492.295455,107.2906348,268.9728354,35,6.26e+29,0.001089951,7131.205401,2641724.983,0.25,7782.561514,788098.0073,457686.25,0.853880946,10914.2206,-1787.758848,1.382922872,2718,150.6959196,0.002005352,0.103810775,39950.48093,4031031,522269,66.4,60864155031.0
2377.534091,53.31142444,129.7322796,34,1.72e+29,0.000432812,3281.270379,1569010.597,0.25,4426.004657,601008.8406,365993.0,0.465108435,10100.52286,-2566.925066,0.919330338,1390,75.55091757,0.001162403,0.053876478,21155.59671,2259355,153914,39.8,23416911505.0
4662.636364,90.86529682,226.9416699,35,3.77e+29,0.003715696,9120.220207,2523401.257,0.25,6393.145239,649351.2367,428050.0,0.736683047,10635.89231,-1949.61211,1.219651829,2135,118.8359866,0.001937852,0.08935611,33811.44751,3279463,368628,57.8,44879776488.0
1185.545455,36.0726333,78.56637809,25,6.2e+28,0.000248968,1207.589161,844550.8867,0.25,2672.405683,32088.2852,213825.0,0.282388193,9214.490612,-3217.994163,0.560203834,885,39.82102282,0.000835786,0.035479632,12936.4878,1302256,58671,26.4,10343496333.0
2419.931818,55.80668024,130.0432487,35,1.74e+29,0.000303802,2005.640439,1280363.792,0.25,4309.148689,699976.3692,376407.5,0.438184188,10163.69398,-2576.017149,1.148595062,1389,76.91984719,0.001139745,0.053876478,20425.16579,2197649,149117,39.2,22945660894.0
1042.840909,30.89175687,67.46628433,22,4.450000000000001e+28,0.000135089,870.1250015,720938.5455,0.25,2317.959887,7071.216617,190047.0,0.248547953,9288.50445,-3493.560345,0.482873252,777,34.91686634,0.000736443,0.03022339,11564.92939,1104813,41791,22.7,8499009519.0
4430.045455,94.05656928,224.0338082,35,3.46e+29,0.001545638,8491.587683,2186996.569,0.25,6007.03366,2320264.999,413577.5,0.712891357,10607.09973,-1949.000363,1.264957892,2250,114.0766954,0.001809813,0.08935611,33710.75391,3080016,344828,57.2,41256936411.0
12326.28409,190.6103478,517.8741777,35,1.03e+30,0.012924858,37343.43198,4646897.505,0.25,11288.56204,64854843.84,523145.0,1.496004796,11803.82412,-1246.343183,1.448056627,4309,239.08856,0.003872356,0.185282523,69609.1195,5483546,1270410,100.5,131776000000.0
2452.465909,58.12755604,135.5780319,35,1.9900000000000002e+29,0.000261366,1972.258092,1340397.064,0.25,4555.11545,148753.7634,374972.5,0.46730633,10094.15553,-2508.18902,1.158541218,1498,79.50311475,0.001176082,0.056504599,21729.9919,2347428,166625,41.5,24476173611.0
2278.5,59.08607771,136.0210933,35,2.0000000000000002e+29,0.000259129,2931.910504,1525399.14,0.25,4385.015131,72235.8228,360823.75,0.477017095,9938.675593,-2473.058765,1.093394539,1513,77.64961822,0.001188971,0.05781866,22207.61177,2267464,163812,42.5,23077539123.0
7851.136364,132.1451528,354.9729875,35,9.2e+29,0.005060163,15948.08355,3875693.271,0.25,9914.085574,12712259.59,506108.75,1.114765994,11279.79913,-1548.729433,1.493447159,3281,195.2290217,0.002680004,0.131406045,51214.69894,5065239,831000,78.1,92856342000.0
3754.545455,79.36591338,194.002263,35,3.49e+29,0.000875714,6435.086459,2236526.474,0.25,6093.106528,458452.6303,419300.0,0.645416714,10526.82951,-2102.407923,1.153176719,2046,109.3995143,0.001554791,0.077529566,30043.45151,3142680,307685,53.6,39578413985.0
4067.636364,94.22978981,219.5081429,35,3.81e+29,0.000639553,3774.810146,1908324.033,0.25,5934.852505,377457.4172,399061.25,0.704918497,10409.73967,-1955.467116,1.267702917,2287,112.8782342,0.001769952,0.08935611,33407.99249,3061817,341768,57.8,39785268576.0
5724.806818,104.0693017,271.0195672,35,6.08e+29,0.002527636,10651.72863,3011983.64,0.25,8036.522229,4513889.59,465858.75,0.882808663,10902.26732,-1781.298375,1.434706307,2622,150.4277909,0.002132831,0.103810775,40461.1471,4147994,540360,65.8,63515210000.0
3250.625,76.05739272,175.7075129,35,2.42e+29,0.00060366,4851.453941,1627809.514,0.25,4872.638143,104717.34,382095.0,0.582763064,10309.57639,-2196.170932,1.178546619,1887,91.9010022,0.001470564,0.072273325,27659.45292,2504807,225775,49.9,28792632975.0
1757.954545,44.56690591,104.37917,32,1.37e+29,0.00016065,2001.773314,1213835.177,0.25,3782.061404,101432.8448,321784.0,0.38405406,9802.200658,-2837.523475,0.847734905,1165,63.14289529,0.000979148,0.044678055,17589.52442,1943272,108256,33.4,18092839228.0
1977.818182,50.47166402,113.7796375,31,1.3e+29,0.000323711,1299.255474,1042806.275,0.25,3656.439544,479226.5435,308047.0,0.391897084,9799.586941,-2724.303233,0.823541114,1205,62.79785073,0.001086596,0.048620237,18364.09466,1853342,112813,35.2,17724399224.0
2590.875,62.79157648,146.4414001,35,1.67e+29,0.000368594,3446.871524,1450758.588,0.25,4315.42329,181392.7227,360386.25,0.516083569,10020.77808,-2390.123245,0.887992652,1597,76.08858854,0.001323378,0.061760841,23878.62938,2214094,170939,43.4,23016956065.0
2603.681818,66.785865,150.9950879,35,1.9500000000000002e+29,0.000348449,2204.292751,1364946.625,0.25,4386.942216,90571.7096,350516.25,0.518946898,9891.996711,-2341.306163,0.941361157,1638,77.39458203,0.001359056,0.064388962,24347.88436,2260005,181986,45.7,23211457753.0
3269.636364,74.83195634,176.3763729,32,1.45e+29,0.005187844,5980.09052,1579317.984,0.25,4234.572202,102109.0981,331416.0,0.583951921,10107.68023,-2205.571377,0.767800541,1682,77.03239268,0.001857782,0.073587385,26819.11301,2116683,196168,47.9,24360115570.0
665.6363636,21.25466414,45.7880067,16,3.0200000000000004e+28,2.28e-05,372.6847574,531031.0808,0.25,1963.346951,128841.5393,129036.0,0.178517964,8956.774699,-4205.059747,0.422395469,559,24.39009496,0.000558998,0.021024967,8247.609864,912773,24080,16.0,6312177063.0
2141.522727,56.38543583,127.4696185,33,1.34e+29,0.000546693,2775.415178,1224764.428,0.25,3786.178054,110449.4774,316593.75,0.443738615,9715.607259,-2546.825459,0.781068238,1379,64.57042788,0.001225127,0.055190539,20504.29537,1924274,133392,39.6,18406666976.0
4182.897727,86.21388752,210.3952234,35,2.21e+29,0.002168591,10745.11251,2045150.255,0.25,5018.290509,332448.28,384562.5,0.709251788,10416.10894,-1997.688326,0.923085764,2041,95.97508898,0.001877797,0.085413929,32627.3762,2550130,271700,53.6,32161726850.0
3465.477273,68.99595083,174.1825979,35,3.23e+29,0.000827023,5714.335299,2109793.114,0.25,5793.022145,1371397.069,416438.75,0.60743291,10472.21085,-2229.875324,1.214855075,1821,103.3930021,0.001450773,0.069645204,27687.89014,3017277,263410,50.3,36408087875.0
1651.125,44.20821551,99.97435325,31,1.03e+29,0.000150547,1704.641153,1034840.174,0.25,3406.122173,50030.91625,297243.5,0.359043798,9682.936558,-2888.263703,0.744104797,1132,56.03373825,0.00095484,0.043363995,16596.08194,1712638,93555,32.7,15306104808.0
5168.227273,98.70705786,249.2111567,35,4.28e+29,0.002190532,13429.93696,2747671.32,0.25,6830.867303,1137227.81,436800.0,0.816815568,10786.92249,-1849.268251,1.249015793,2449,128.6418552,0.001995759,0.097240473,37764.30692,3517320,427646,61.4,50440936364.0
2300.454545,53.42288237,125.6941473,32,1.6e+29,0.000418278,2295.817067,1316990.027,0.25,4141.487087,568061.9035,336616.0,0.438391029,10014.34166,-2607.310114,0.907626941,1316,71.35156385,0.001167989,0.052562418,20253.21598,2113670,139520,37.6,21494063796.0
1164.068182,36.42217303,77.60925427,23,5.16e+28,0.000169755,621.73824,715709.7926,0.25,2552.990547,36062.47499,186685.25,0.283923661,9053.004013,-3228.685557,0.521331755,848,35.35926006,0.00087979,0.035479632,13048.5185,1250976,56079,26.1,9413699955.0
3052.318182,74.19340825,164.5598609,30,9.950000000000001e+28,0.003808391,8062.800834,1366875.791,0.25,3466.665791,98383.61925,293730.0,0.491476736,9900.545357,-2291.248717,0.656148149,1369,66.20061865,0.001832059,0.069645204,22888.89565,1665150,148029,44.6,19120692096.0
2913.272727,64.19535776,153.7688181,35,2.09e+29,0.000501281,2957.882994,1558264.707,0.25,4792.914691,1028089.468,386671.25,0.525710326,10254.43424,-2364.632519,0.979547789,1598,85.48929117,0.00134639,0.063074901,24279.60883,2464296,194976,44.4,27402062724.0
6214.090909,110.4190234,288.8581342,35,5.13e+29,0.004333202,13590.35597,3135004.957,0.25,7966.767914,5732835.325,463163.75,0.922758422,10956.18797,-1722.154812,1.214976471,2707,146.1233192,0.002307094,0.110381078,41958.37143,4057307,565152,67.5,64418830060.0
2905.636364,61.8908657,152.404491,34,1.63e+29,0.000862834,4031.13101,1603047.553,0.25,4510.047863,94146.47425,362669.5,0.547476264,10129.97476,-2361.50826,0.886095552,1568,77.5158068,0.001435553,0.063074901,24663.82748,2305694,182544,44.1,24729951129.0
1684.931818,45.81154349,101.8966393,30,8.96e+28,0.000273284,1541.527806,1016070.498,0.25,3212.135876,63268.85044,276472.5,0.367798286,9539.438091,-2851.454329,0.689966835,1112,52.24372671,0.001035025,0.044678055,17066.31337,1612230,90304,33.1,14132522881.0
999.25,29.87333208,64.00278849,15,2.17e+28,0.000445282,800.9676141,547229.7493,0.25,1900.174685,18293.78996,124886.25,0.21217942,9076.25268,-3638.939587,0.379593485,548,25.45843866,0.000870837,0.02890933,9539.862038,822045,30976,19.9,6485090469.0
5542.568182,106.5948377,263.3125162,35,3.76e+29,0.01366984,14985.85705,2494143.28,0.25,6233.50757,738403.1522,417742.5,0.800155834,10664.16139,-1815.732733,1.218555112,2336,123.7850364,0.002714708,0.103810775,37036.89323,3164057,410563,64.3,46643893512.0
2989.636364,60.74370599,153.5410559,34,1.61e+29,0.001744098,5776.102277,1727003.53,0.25,4491.188665,116517.0133,367829.0,0.543969473,10198.81206,-2363.842053,0.885691668,1503,78.58291256,0.001476089,0.063074901,24132.07191,2285374,181200,44.1,24916665003.0
4316.931818,91.17078034,219.9160652,35,3.82e+29,0.001029017,4718.010483,2093398.673,0.25,6154.936721,2417842.128,413875.0,0.718592369,10519.32598,-1966.520307,1.342805446,2189,115.6963534,0.001820187,0.08804205,33623.04619,3185179,349874,57.7,42254880000.0
3711.988636,82.03793769,196.3510805,35,2.77e+29,0.001016022,5826.406055,1924285.644,0.25,5364.964441,365023.6049,391273.75,0.662963926,10346.13424,-2070.419747,1.066432183,2001,99.30002546,0.00167904,0.080157687,30808.73525,2761453,276574,53.2,33760117525.0
1454.409091,36.07769639,85.19020582,26,9.31e+28,0.000248196,836.7823078,980605.7728,0.25,3307.117554,285040.3592,252070.0,0.321632501,9605.122292,-3154.252192,0.704204776,924,49.69249575,0.000888401,0.036793693,14527.35037,1664485,77000,27.7,14622275052.0
4783.068182,91.12519128,234.0884302,35,3.9500000000000004e+29,0.001799447,9325.970114,2590224.954,0.25,6657.233107,703497.8468,431270.0,0.790072481,10681.26244,-1909.00896,1.239266732,2321,121.8656243,0.001915313,0.091984231,35891.49615,3439715,395850,60.1,47104788060.0
4688.409091,92.68149679,228.4164641,34,2.11e+29,0.004986312,12047.32948,2141312.389,0.25,5262.299899,454430.7916,380536.5,0.739697349,10451.68021,-1922.688902,0.89335392,2079,97.77859546,0.002152608,0.091984231,33636.15771,2628433,306040,56.5,35286958554.0
3039.272727,64.24559616,154.0073557,33,1.61e+29,0.002534354,6673.12022,1734474.168,0.25,4358.812185,230047.2182,358099.5,0.527355272,10229.12139,-2377.790399,0.86987835,1470,78.53361089,0.0015215,0.063074901,24157.43395,2213331,174768,42.9,24484285947.0
7999.727273,144.2616783,361.1208681,35,5.51e+29,0.005797612,18374.08351,3128451.92,0.25,8106.672984,11766486.54,459900.0,1.067627291,11145.43375,-1526.064325,1.230747785,3123,162.717529,0.002885469,0.136662286,50278.83377,4052417,693368,78.2,74196599846.0
8051.590909,141.260583,361.6200623,35,5.12e+29,0.010011419,23667.54148,3116330.002,0.25,7645.417589,3016345.352,446232.5,1.077252541,11082.78808,-1522.312889,1.2862031,3093,157.3764808,0.003196881,0.137976347,49723.51756,3805597,656670,77.7,69752133205.0
698.4090909,28.61038127,54.59777822,14,1.05e+28,0.000380555,686.1833956,362332.4365,0.25,1364.371273,1947.506983,96187.0,0.17437405,8486.24164,-3849.156903,0.284211838,465,17.66575731,0.000838052,0.026281209,8099.053613,549139,18940,18.2,3738291297.0
1751.272727,41.37525046,98.90307372,30,1.12e+29,0.000276626,2161.102046,1281153.107,0.25,3618.778095,369178.19,302077.5,0.365473096,9823.74722,-2929.06275,0.774975363,1091,58.41083331,0.000951342,0.042049934,16550.37991,1830548,96864,31.4,16971321150.0
5555.375,102.0937716,261.8462744,35,4.44e+29,0.002758396,13181.75415,2875202.793,0.25,7159.075055,814333.8441,446162.5,0.864070934,10862.04495,-1806.877169,1.184709192,2513,133.5797248,0.00211172,0.101182654,39789.29878,3678609,466004,64.4,54131641170.0
1854.204545,45.47638244,106.5953807,29,7.800000000000001e+28,0.000485563,2391.737684,1129866.607,0.25,3224.825984,31782.33128,275688.5,0.388946557,9683.525129,-2802.227625,0.644056101,1123,52.25790601,0.00107695,0.045992116,17557.33871,1589272,92645,32.9,14436115668.0
382.375,14.28171996,30.09937739,11,1.86e+28,2.25e-06,36.32118337,303631.6722,0.2,1599.967592,21123.0701,77825.0,0.127556648,8470.262472,-5090.266685,0.363791707,385,15.34684715,0.000446423,0.014454665,5814.551963,726721,13178,11.0,4318631696.0
1101.386364,29.67568024,67.99032468,21,5.64e+28,0.002716136,664.3789765,763754.6052,0.25,2629.943649,193774.756,186427.5,0.251659171,9278.892662,-3564.728468,0.53973316,740,36.56827978,0.000926725,0.03022339,11452.39709,1281816,48852,22.4,10183401600.0
3063.613636,63.02063362,157.8040635,34,1.91e+29,0.001119717,4865.424939,1804638.283,0.25,4780.983866,879434.9787,377782.5,0.559769645,10265.47096,-2336.803605,0.915769699,1554,83.77293948,0.00145888,0.064388962,25211.82562,2453052,197960,45.1,27565939440.0
1341.136364,39.19827438,85.94993465,23,2.97e+28,0.001925057,2173.043894,761227.7998,0.25,2169.563819,6330.944832,177657.75,0.308990739,9030.24396,-3070.74247,0.440188048,834,31.89522325,0.001146685,0.039421813,13828.7162,1012310,50970,27.9,7652882128.0
2823.545455,69.68536485,157.6124553,33,1.41e+29,0.000712977,4403.621733,1392442.824,0.25,3953.235344,169954.7099,324909.75,0.535810245,9931.59473,-2295.185802,0.782879022,1626,71.64313407,0.001479902,0.067017083,25090.82498,1992701,167382,44.4,21134532096.0
6725.409091,123.59468,313.9208744,35,4.46e+29,0.004749782,17269.38663,2971144.52,0.25,7302.958669,943690.3683,441822.5,0.976037931,10976.43003,-1634.473729,1.162157709,2875,142.6287138,0.002570835,0.120893561,44955.30615,3672395,557612,70.1,60178594077.0
3505.090909,69.826158,176.3837628,35,2.6e+29,0.000976909,6036.199123,2058418.965,0.25,5449.41309,314506.731,405763.75,0.624121539,10429.10923,-2207.592565,1.041734808,1807,96.63231097,0.00152119,0.070959264,28329.01797,2817091,250614,48.9,33510965910.0
4301.818182,84.19992999,211.3173978,35,2.76e+29,0.001419476,9123.337782,2166332.075,0.25,5671.990605,382698.8863,409841.25,0.713339095,10588.16643,-2013.913635,1.028802219,2089,105.0973272,0.001798429,0.084099869,32597.46435,2899975,305984,54.1,37255854351.0
6100.5,111.5972599,284.9521254,35,3.8600000000000004e+29,0.003742809,14291.08253,2739043.45,0.25,6887.656904,4782005.586,435767.5,0.908867929,10897.29405,-1722.738052,1.083175126,2648,131.636014,0.002332805,0.110381078,41644.95398,3469404,482916,66.9,53831287371.0
3350.454545,70.22854711,170.9114744,32,1.2e+29,0.002684326,6934.320891,1565984.892,0.25,4043.295085,903715.5864,328624.0,0.57831195,10103.33486,-2227.208391,0.730879105,1593,72.78018972,0.001747354,0.070959264,25991.88819,2001302,179820,45.9,22754375505.0
11319.0,180.9029345,477.2348828,35,8.52e+29,0.017998162,31530.30369,4215002.922,0.25,10235.64012,44126753.78,502915.0,1.372529957,11588.92676,-1314.760642,1.379229297,3891,214.8260113,0.004033081,0.173455979,64065.42257,5011794,1085436,96.3,114004000000.0
9159.420455,153.0611536,402.5809609,35,6.93e+29,0.008879613,21276.62624,3786065.96,0.25,9516.363009,20021249.56,492607.5,1.186963189,11431.44006,-1438.763855,1.291734231,3582,186.9118526,0.003088131,0.14848883,54988.24754,4685661,882869,83.3,93000707636.0
5909.034091,110.3635058,281.5675017,35,4.75e+29,0.002585448,12012.4558,2781508.069,0.25,7224.59137,4973699.037,441831.25,0.903998263,10898.34106,-1733.445586,1.296779316,2727,139.1504174,0.002238047,0.109067017,41638.71753,3682633,503644,66.8,56484556898.0
757.2727273,27.30922316,55.1653324,18,2.04e+28,0.000153233,488.5928128,485413.2185,0.25,1749.285051,22790.33801,126099.0,0.204157555,8624.934416,-3787.812683,0.384771506,580,21.83526932,0.000733253,0.026281209,9392.430526,796110,26740,19.4,5133247665.0
950.25,28.76775245,62.44413268,18,1.45e+28,0.001339457,1498.865915,585914.2703,0.25,1662.216987,3009.759231,135144.0,0.220188924,8900.449718,-3628.08523,0.355489703,582,23.10248853,0.000928619,0.02890933,9821.139875,718120,26664,20.5,5049685060.0
3912.363636,74.74842968,190.3279095,35,2.44e+29,0.003573516,8435.08745,2112790.73,0.25,5360.278003,1662184.476,405212.5,0.641488978,10447.51903,-2134.813098,1.024581519,1760,97.48927329,0.001800286,0.076215506,28719.49772,2733883,262508,50.8,34104283983.0
3655.988636,78.76141311,190.4990179,35,2.48e+29,0.001191193,6359.96166,1894065.681,0.25,5219.260997,284071.5846,391623.75,0.63620848,10369.34281,-2110.249989,1.030890875,1939,95.89001072,0.001629297,0.077529566,29306.55525,2677068,259836,52.1,32187068550.0
8152.215909,136.5000293,361.3273998,35,5.86e+29,0.007189966,17220.58036,3445329.888,0.25,8623.865531,13278500.54,474162.5,1.113156884,11220.64347,-1525.079746,1.24959877,3199,167.5425243,0.002891439,0.135348226,50850.27165,4309801,734596,77.8,78973100472.0
2480.625,59.13507798,136.6396797,30,7.120000000000001e+28,0.009746993,4342.825622,1192704.704,0.25,3151.127282,31879.20347,275565.0,0.449531706,9644.147063,-2531.359669,0.591585371,1233,54.93314402,0.001921985,0.05913272,20072.46114,1536887,114750,39.6,15151056060.0
6489.0,118.2136818,300.9011739,35,4.81e+29,0.008058426,16062.44478,3036292.599,0.25,7451.975448,5597858.991,448280.0,0.938640944,10949.2952,-1687.817004,1.202488385,2756,143.9781762,0.002673548,0.115637319,43392.4431,3789230,547976,69.1,60681521943.0
2513.0,58.5252484,138.3530048,35,1.74e+29,0.000341715,2171.116222,1378383.663,0.25,4374.314706,790190.8339,369643.75,0.482391103,10071.29597,-2479.382468,0.938510892,1457,76.88782124,0.001258224,0.05781866,22188.77293,2243925,162668,41.6,23452805913.0
4608.545455,91.26632245,224.1341769,35,2.87e+29,0.003165583,8368.851273,2336766.339,0.25,5906.449622,2526223.5,412011.25,0.72820223,10495.07042,-1956.397186,1.044590612,2011,107.6903015,0.002034721,0.08935611,33454.47137,3016977,338368,56.6,40767146042.0
671.5227273,24.00450201,49.63962999,16,1.3e+28,0.000169427,702.7139186,463822.3758,0.25,1523.185732,2313.24152,111096.0,0.187253832,8631.261024,-3985.628033,0.334471593,537,18.68194596,0.000689102,0.023653088,8479.166129,660134,19998,17.1,4107033148.0
1870.909091,45.37173659,107.8238067,32,1.17e+29,0.000228992,1667.3977,1141365.893,0.25,3668.067192,448947.557,320904.0,0.398814815,9839.657755,-2800.743926,0.769133127,1168,61.57321724,0.00105162,0.045992116,18099.80861,1858223,107275,34.4,17561895295.0
132.0454545,6.197359135,12.79583299,5,2.7500000000000004e+27,3.08e-06,31.22726472,201897.0463,0.2,826.2057947,2128.653148,26776.25,0.062558467,7868.494855,-7590.211833,0.178901113,175,4.905728353,0.000318723,0.006570302,2779.281249,301195,2495,5.0,1321110556.0
3473.75,74.24931648,178.795257,35,2.6e+29,0.001249247,4640.002605,1894548.562,0.25,5420.814563,1315307.423,403270.0,0.599885022,10399.00789,-2193.347362,1.051129836,1791,96.7608865,0.00155089,0.072273325,27858.24451,2801700,253550,50.2,33626557950.0
3176.488636,67.89425621,163.9188118,35,1.9400000000000002e+29,0.000807529,4724.055649,1670143.081,0.25,4720.49146,1168329.262,385105.0,0.553983087,10323.01293,-2287.433789,0.937136303,1700,85.73526495,0.001447,0.067017083,25435.43138,2405157,202674,45.6,27359660000.0
181.8409091,12.94614653,21.78551681,9,2.9100000000000004e+27,2.37e-06,28.12359635,134466.998,0.2,763.6560963,13043.91342,36441.0,0.081092818,7490.685572,-5714.229658,0.181165632,242,5.647412285,0.000438003,0.011826544,3855.126736,300929,4572,9.0,1083847926.0
913.7386364,27.29982682,60.20592894,19,3.21e+28,0.000305673,808.9669341,689792.227,0.25,2186.696865,171336.4005,151781.5,0.229276528,8965.279779,-3678.834405,0.448516823,636,27.75512527,0.00076663,0.027595269,10304.19909,1033961,36267,20.4,7436597564.0
164.2613636,8.735368573,17.37712581,6,1.75e+27,4.32e-05,91.21294811,191145.0128,0.25,717.9307356,931.3864867,27057.0,0.073747253,7645.464116,-6510.731099,0.162034928,203,4.50601268,0.000412047,0.009198423,3205.781675,254359,3038,6.7,970604250.0
2165.386364,52.91613357,119.8362509,27,8.76e+28,0.000961723,2996.941178,1198833.949,0.25,3417.180818,427647.6438,260671.5,0.40139045,9750.438796,-2653.83116,0.666597891,1176,54.84097654,0.001203046,0.051248357,18503.10763,1679895,109785,35.4,16264678750.0
3461.181818,75.24338264,180.7853843,35,2.46e+29,0.000935794,7973.04046,1913101.895,0.25,5085.639058,277629.6351,391842.5,0.605112135,10380.07459,-2169.35419,1.162413425,1863,94.49501566,0.001536251,0.073587385,28106.77004,2606001,240352,50.3,30880823040.0
385.3181818,19.1166378,36.12324306,14,1.05e+28,2.42e-05,216.8388821,324313.0055,0.25,1244.894096,15560.25274,77591.5,0.145004161,8023.653579,-4528.302334,0.297276439,443,12.62608177,0.000549395,0.018396846,6770.754577,549595,12796,14.0,2708860688.0
845.25,28.97836752,61.34759865,22,3.3600000000000004e+28,6.77e-05,460.0150829,572516.4834,0.25,2102.054653,27469.48878,162937.5,0.241146418,8765.624007,-3578.226971,0.450676101,736,27.78726284,0.000743829,0.02890933,11008.17139,1009430,36784,22.0,6778583350.0
984.2954545,30.96235908,66.06761966,22,4.11e+28,0.000139935,595.8882146,634344.1236,0.25,2309.839228,27926.15032,178288.0,0.24730238,9054.426247,-3501.358135,0.480179924,759,31.96005246,0.000763194,0.03022339,11401.0083,1107548,42343,22.7,8078082472.0
