Extended Degree,Extended Improved Gravity Index Values,EIGSM Values,PE Values,Isolating Centrality,Local Gravity Model Centrality,Degree Centrality,HCC Value,Second order centrality,Gravity Model Centrality,Semi local centrality,Node H-Index,GGC Values,CLC Values,Volume Centrality,PageRank Centrality,Coreness Centrality,Subgraph centrality,Gravity Index Centrality,H-GSM_1,Leverage Centrality,Betweenness Centrality,Clustering Coefficient,Laplacian Centrality,I-GSM Values
6.6,1101.0,391.8532616,0.034183576,0,15,0.001315789,0.405869302,-6857.852171,173.1946181,1101,1,43.55379035,1101.0,162,0.000501537,4,5.813488872,15.75,174.0968654,-0.875,0.0,0.0,32,173.4223559
6.6,1101.0,391.8532616,0.034183576,0,15,0.001315789,0.405869302,-6857.852171,173.1946181,1101,1,43.55379035,1101.0,162,0.000501537,4,5.813488872,15.75,174.0968654,-0.875,0.0,0.0,32,173.4223559
27.2,3279.75,1862.689927,0.131205444,24,448,0.010526316,0.920774506,-3409.593934,1973.767802,3335,5,817.4724004,3217.994674,353,0.003267487,20,45.6589558,136.5,202.6987422,0.244896621,0.010965836,0.035714286,184,249.3283062
20.8,2820.75,1240.752891,0.097389926,0,184,0.005263158,0.926280758,-3750.856983,925.1615426,2915,3,192.4534575,2088.68877,308,0.00148839,14,34.82723103,107.25,193.5286203,-0.375256323,0.000420272,0.333333333,112,232.5093045
1.4,19.25,103.0169145,0.005099841,0,2,0.001315789,0.015711981,-10194.93963,64.48440653,41,1,4.25,41.0,11,0.000730191,1,1.603984486,1.5,119.7339475,-0.333333333,0.0,0.0,6,64.56919864
5.2,140.25,246.9771387,0.01740747,2,20,0.002631579,0.272307382,-7822.689308,205.4930581,202,1,38.39528892,202.0,47,0.001255886,3,2.751737022,6.25,143.8926846,-0.151515152,0.002631579,0.0,26,103.0169145
4.2,136.0,182.40794,0.016161423,0,9,0.001315789,0.266337233,-7829.884802,102.1076401,192,1,18.44764446,192.0,47,0.000634442,2,2.08855173,5.25,143.0359632,-0.8,0.0,0.0,20,102.241904
4.2,136.0,182.40794,0.016161423,0,9,0.001315789,0.266337233,-7829.884802,102.1076401,192,1,18.44764446,192.0,47,0.000634442,2,2.08855173,5.25,143.0359632,-0.8,0.0,0.0,20,102.241904
11.2,233.5,338.6832599,0.029771928,0,50,0.002631579,0.479245664,-5649.097676,259.4591342,505,2,82.0602933,505.0,94,0.001059308,4,4.01103451,24.5,153.8293659,-0.707070707,0.004701467,0.0,56,130.0709605
4.2,136.0,182.40794,0.016161423,0,9,0.001315789,0.266337233,-7829.884802,102.1076401,192,1,18.44764446,192.0,47,0.000634442,2,2.08855173,5.25,143.0359632,-0.8,0.0,0.0,20,102.241904
4.2,136.0,182.40794,0.016161423,0,9,0.001315789,0.266337233,-7829.884802,102.1076401,192,1,18.44764446,192.0,47,0.000634442,2,2.08855173,5.25,143.0359632,-0.8,0.0,0.0,20,102.241904
15.8,647.25,1117.472314,0.068579808,45,234,0.011842105,0.381504639,-4860.541015,1398.7755,734,2,390.0641168,734.0,111,0.004667848,13,12.26407786,41.5,175.0859284,0.592394534,0.020373001,0.0,142,157.2684876
35.4,2170.0,2428.036547,0.161834368,90,990,0.019736842,0.721520775,-4412.331052,3559.722243,2425,4,1236.244168,2290.313407,250,0.006637509,28,51.62959876,132.75,212.0207482,0.622649821,0.083608158,0.057142857,372,242.0389116
15.0,598.0,508.8229134,0.037691903,0,99,0.003947368,0.553408633,-6128.008989,435.0895677,856,2,32.03208779,439.4850539,101,0.00135153,8,10.43081469,34.5,158.8195982,-0.383625731,0.000950564,0.666666667,78,145.6027183
17.8,724.0,724.2677579,0.048037839,10,185,0.006578947,0.578075837,-5970.55491,739.7326129,973,3,118.457387,720.8161287,102,0.002354755,11,14.73390786,60.0,162.24021,0.084126984,0.005259691,0.3,104,148.9217763
6.6,336.0,242.0389116,0.01958187,0,15,0.001315789,0.405869302,-7887.394457,128.0665226,435,1,25.95872923,435.0,80,0.000573455,3,3.077882656,9.75,154.2141852,-0.875,0.0,0.0,32,128.2349204
17.2,685.5,648.5808412,0.045526301,0,148,0.005263158,0.568334006,-5787.077233,591.6749792,962,3,61.98980107,583.4824946,101,0.001737289,10,13.77277264,38.0,159.9154773,-0.211403509,0.001940423,0.5,94,148.6982884
20.0,1857.5,1362.691614,0.09533808,12,246,0.007894737,0.61327148,-3770.384215,1376.05625,1844,4,530.2985496,1844.0,274,0.00260286,14,14.33861575,93.0,201.1230624,0.1,0.023919303,0.0,124,231.1580765
9.4,354.0,400.5784298,0.02464068,3,57,0.003947368,0.42377975,-7844.439006,395.5845677,481,2,90.62618769,481.0,85,0.001671592,5,4.699520538,12.25,156.6817631,-0.055555556,0.015702795,0.0,50,132.3823706
6.6,336.0,242.0389116,0.01958187,0,15,0.001315789,0.405869302,-7887.394457,128.0665226,435,1,25.95872923,435.0,80,0.000573455,3,3.077882656,9.75,154.2141852,-0.875,0.0,0.0,32,128.2349204
6.6,336.0,242.0389116,0.01958187,0,15,0.001315789,0.405869302,-7887.394457,128.0665226,435,1,25.95872923,435.0,80,0.000573455,3,3.077882656,9.75,154.2141852,-0.875,0.0,0.0,32,128.2349204
8.8,442.0,390.7372,0.028018484,0,38,0.002631579,0.427551432,-6605.644946,262.8413785,560,2,7.513305261,206.0124871,83,0.000942589,5,5.547336223,23.0,155.5824825,-0.549019608,0.0,1.0,44,131.766533
31.2,1428.25,2009.084634,0.136046976,96,864,0.021052632,0.661657927,-5076.967743,2611.694107,1523,4,639.758121,1412.95333,104,0.007021573,29,56.97942203,107.25,179.0422218,0.69118959,0.039562186,0.075,380,166.6991378
6.6,336.0,242.0389116,0.01958187,0,15,0.001315789,0.405869302,-7887.394457,128.0665226,435,1,25.95872923,435.0,80,0.000573455,3,3.077882656,9.75,154.2141852,-0.875,0.0,0.0,32,128.2349204
17.2,708.25,640.0458572,0.045903472,4,148,0.005263158,0.575090762,-5972.912433,592.7860903,950,3,64.29241641,576.2041267,103,0.001848068,10,13.46427541,57.75,161.0973504,-0.17251462,0.002631579,0.5,94,148.9775301
6.6,336.0,242.0389116,0.01958187,0,15,0.001315789,0.405869302,-7887.394457,128.0665226,435,1,25.95872923,435.0,80,0.000573455,3,3.077882656,9.75,154.2141852,-0.875,0.0,0.0,32,128.2349204
6.6,336.0,242.0389116,0.01958187,0,15,0.001315789,0.405869302,-7887.394457,128.0665226,435,1,25.95872923,435.0,80,0.000573455,3,3.077882656,9.75,154.2141852,-0.875,0.0,0.0,32,128.2349204
8.8,299.5,312.3018562,0.021373302,0,38,0.002631579,0.481605486,-6948.903449,199.6443484,463,2,6.286343927,170.3281813,68,0.000952964,5,5.57782398,22.5,134.5322571,-0.488888889,0.0,1.0,44,100.084864
10.4,279.0,275.0621214,0.022836493,0,46,0.002631579,0.493545785,-7164.612386,207.6860151,467,2,7.451551676,171.799699,75,0.000968296,5,5.81119366,25.5,135.2943235,-0.666666667,0.0,1.0,52,104.1162784
7.0,199.5,166.6991378,0.013904779,0,16,0.001315789,0.442638161,-8277.555645,97.82217419,360,1,22.44964805,360.0,69,0.000570132,3,3.26607084,10.0,133.5003103,-0.882352941,0.0,0.0,34,97.95080294
15.8,444.0,647.3174296,0.039902046,14,203,0.009210526,0.533138362,-6650.528474,751.5954971,612,3,144.3371251,530.5292746,72,0.003279009,13,13.93458417,38.5,139.9701843,0.413219148,0.013116289,0.142857143,114,108.3629836
7.0,199.5,166.6991378,0.013904779,0,16,0.001315789,0.442638161,-8277.555645,97.82217419,360,1,22.44964805,360.0,69,0.000570132,3,3.26607084,10.0,133.5003103,-0.882352941,0.0,0.0,34,97.95080294
9.6,512.5,455.3612657,0.034048444,0,42,0.002631579,0.507845906,-5715.146331,332.1263974,724,2,78.88939737,724.0,130,0.000919153,5,4.654261701,29.0,172.9799427,-0.603174603,0.014486556,0.0,48,166.5002069
7.0,199.5,166.6991378,0.013904779,0,16,0.001315789,0.442638161,-8277.555645,97.82217419,360,1,22.44964805,360.0,69,0.000570132,3,3.26607084,10.0,133.5003103,-0.882352941,0.0,0.0,34,97.95080294
7.0,199.5,166.6991378,0.013904779,0,16,0.001315789,0.442638161,-8277.555645,97.82217419,360,1,22.44964805,360.0,69,0.000570132,3,3.26607084,10.0,133.5003103,-0.882352941,0.0,0.0,34,97.95080294
7.0,199.5,166.6991378,0.013904779,0,16,0.001315789,0.442638161,-8277.555645,97.82217419,360,1,22.44964805,360.0,69,0.000570132,3,3.26607084,10.0,133.5003103,-0.882352941,0.0,0.0,34,97.95080294
13.6,395.75,487.030914,0.033570467,4,112,0.005263158,0.52795482,-6413.733774,430.0386968,614,3,60.08114568,439.9502247,76,0.001836727,8,10.04189118,31.5,137.3591957,-0.068181818,0.002648915,0.333333333,76,108.0762588
7.0,199.5,166.6991378,0.013904779,0,16,0.001315789,0.442638161,-8277.555645,97.82217419,360,1,22.44964805,360.0,69,0.000570132,3,3.26607084,10.0,133.5003103,-0.882352941,0.0,0.0,34,97.95080294
45.8,4254.0,3081.958258,0.216171402,39,1235,0.017105263,1.065631303,-2616.62348,4055.535346,5244,5,1946.396495,4918.393741,482,0.005325818,29,76.12021457,192.0,232.5062919,0.441906893,0.044300978,0.064102564,372,317.3392552
5.8,575.25,317.3392552,0.027688884,0,13,0.001315789,0.339088342,-7041.948909,151.5771123,614,1,32.10689239,614.0,107,0.000545358,3,3.184651732,10.0,167.3112112,-0.857142857,0.0,0.0,28,151.7764247
16.4,1850.25,761.2160443,0.071539086,0,76,0.002631579,0.768051634,-4917.17526,441.0260236,2074,2,23.42259655,762.981961,273,0.000871321,7,14.65472337,53.5,192.0987081,-0.792592593,0.0,1.0,82,221.0933088
23.4,1913.25,1024.688419,0.097681262,0,162,0.003947368,0.805284389,-4033.364487,720.685119,2562,3,162.8701185,1835.753218,298,0.001282959,9,16.89736965,92.25,200.7694223,-0.700925926,0.003839642,0.333333333,120,241.177266
5.8,575.25,317.3392552,0.027688884,0,13,0.001315789,0.339088342,-7041.948909,151.5771123,614,1,32.10689239,614.0,107,0.000545358,3,3.184651732,10.0,167.3112112,-0.857142857,0.0,0.0,28,151.7764247
7.2,581.5,406.4234225,0.029472521,0,30,0.002631579,0.348043566,-7025.936837,306.5847802,631,2,68.21378477,631.0,109,0.001099021,4,3.93315596,11.25,168.4517202,-0.366666667,0.005256224,0.0,36,153.6957909
28.2,3559.25,1827.880034,0.126589018,7,420,0.009210526,0.936486486,-3387.832364,1714.960973,3561,4,406.107232,2676.010641,297,0.00274101,20,51.2867669,120.0,204.2411939,0.102579365,0.011253515,0.285714286,176,247.2583836
5.8,575.25,317.3392552,0.027688884,0,13,0.001315789,0.339088342,-7041.948909,151.5771123,614,1,32.10689239,614.0,107,0.000545358,3,3.184651732,10.0,167.3112112,-0.857142857,0.0,0.0,28,151.7764247
8.6,625.75,532.9281698,0.034128978,3,51,0.003947368,0.35699879,-5831.438644,468.1313369,688,2,110.6409175,688.0,115,0.001518324,6,4.890958021,27.0,170.67255,-0.041666667,0.003856531,0.0,46,156.660146
10.2,699.0,363.076711,0.034408784,0,24,0.001315789,0.682734974,-6851.941918,173.4528123,1200,1,50.2388578,1200.0,149,0.000551781,3,5.267359176,15.0,174.7043555,-0.92,0.0,0.0,50,173.6808896
13.6,1055.25,613.7673887,0.051903572,0,62,0.002631579,0.713372328,-5134.175139,365.4378685,1549,2,15.56644257,569.8452544,159,0.000919776,6,9.006093719,37.5,178.3918449,-0.700854701,0.0,1.0,68,183.1997733
10.2,699.0,363.076711,0.034408784,0,24,0.001315789,0.682734974,-6851.941918,173.4528123,1200,1,50.2388578,1200.0,149,0.000551781,3,5.267359176,15.0,174.7043555,-0.92,0.0,0.0,50,173.6808896
27.2,2702.25,1252.27199,0.10464127,4,248,0.005263158,1.055123033,-4276.228852,1142.607732,3982,2,575.4918003,3982.0,463,0.001754078,10,33.09297273,84.5,213.064819,-0.143956044,0.00642266,0.0,144,287.1573417
10.2,699.0,363.076711,0.034408784,0,24,0.001315789,0.682734974,-6851.941918,173.4528123,1200,1,50.2388578,1200.0,149,0.000551781,3,5.267359176,15.0,174.7043555,-0.92,0.0,0.0,50,173.6808896
10.2,699.0,363.076711,0.034408784,0,24,0.001315789,0.682734974,-6851.941918,173.4528123,1200,1,50.2388578,1200.0,149,0.000551781,3,5.267359176,15.0,174.7043555,-0.92,0.0,0.0,50,173.6808896
10.2,699.0,363.076711,0.034408784,0,24,0.001315789,0.682734974,-6851.941918,173.4528123,1200,1,50.2388578,1200.0,149,0.000551781,3,5.267359176,15.0,174.7043555,-0.92,0.0,0.0,50,173.6808896
28.6,2634.0,1144.621413,0.111463647,0,201,0.003947368,1.013009278,-3980.892322,852.0865306,3641,3,223.9122957,2608.890502,434,0.0012567,10,26.53516079,123.75,212.8636151,-0.733769063,0.004775947,0.333333333,146,285.1507467
10.2,699.0,363.076711,0.034408784,0,24,0.001315789,0.682734974,-6851.941918,173.4528123,1200,1,50.2388578,1200.0,149,0.000551781,3,5.267359176,15.0,174.7043555,-0.92,0.0,0.0,50,173.6808896
10.2,699.0,363.076711,0.034408784,0,24,0.001315789,0.682734974,-6851.941918,173.4528123,1200,1,50.2388578,1200.0,149,0.000551781,3,5.267359176,15.0,174.7043555,-0.92,0.0,0.0,50,173.6808896
21.2,1685.25,1070.625187,0.08570082,0,188,0.005263158,0.773860428,-4351.566522,895.6876946,2315,3,181.094882,1658.769984,244,0.001798294,9,17.55494924,53.5,194.6193948,-0.25,0.005611795,0.333333333,114,225.1020101
10.2,699.0,363.076711,0.034408784,0,24,0.001315789,0.682734974,-6851.941918,173.4528123,1200,1,50.2388578,1200.0,149,0.000551781,3,5.267359176,15.0,174.7043555,-0.92,0.0,0.0,50,173.6808896
12.8,744.0,503.6879639,0.039508625,0,58,0.002631579,0.700645422,-5532.342556,361.6831415,1275,2,113.9777156,1275.0,161,0.000981295,5,6.31429207,36.5,178.0226892,-0.637362637,0.003087279,0.0,64,181.3174694
25.8,2216.25,1655.792758,0.122391026,14,378,0.009210526,0.810467931,-3532.436524,1738.767044,2785,4,631.8773985,2532.000693,313,0.003030628,15,25.21703901,105.0,208.6314616,0.218556533,0.010357049,0.095238095,164,250.6906777
45.6,3805.0,2809.254175,0.199663314,48,1152,0.015789474,1.302117789,-2708.826536,3791.464507,5277,5,2122.631685,5197.648123,500,0.005095831,27,51.61812754,195.75,234.5311619,0.427044718,0.03731278,0.015151515,348,320.977078
10.2,699.0,363.076711,0.034408784,0,24,0.001315789,0.682734974,-6851.941918,173.4528123,1200,1,50.2388578,1200.0,149,0.000551781,3,5.267359176,15.0,174.7043555,-0.92,0.0,0.0,50,173.6808896
30.0,3325.75,1394.501958,0.122337462,0,276,0.005263158,0.981423961,-3902.951126,1163.502024,4130,3,427.5096273,3495.969524,465,0.001664864,12,36.04031299,141.0,215.8429746,-0.435363487,0.008236692,0.166666667,158,292.4084432
12.2,717.5,556.4611719,0.037976058,6,78,0.003947368,0.694675272,-6835.48477,524.1917701,1252,1,155.2165734,1252.0,149,0.001711146,5,6.918886243,17.0,176.503141,0.074074074,0.005259691,0.0,64,175.4207692
8.4,658.0,581.9210148,0.049089903,0,36,0.002631579,0.384025817,-5456.877978,324.1373523,862,2,81.67003825,862.0,126,0.000936376,4,5.420524745,22.5,170.639804,-0.541666667,0.00041207,0.0,42,162.4951724
2.2,324.5,287.1573417,0.023048356,0,4,0.001315789,0.06222267,-7812.071377,137.5585472,331,1,18.19409435,331.0,65,0.000569766,2,2.054940354,4.25,162.6445446,-0.6,0.0,0.0,10,137.7394262
11.4,1069.25,739.3163758,0.062059076,0,72,0.003947368,0.567083501,-5315.834455,599.8315391,1128,3,193.8373938,1128.0,204,0.001466986,6,6.710186055,32.5,189.7488221,-0.280952381,0.008305498,0.0,60,200.733617
12.0,1149.25,898.4757242,0.064791576,4,96,0.005263158,0.570068576,-4743.579051,744.4826631,1265,2,151.3217571,1070.799382,161,0.001843405,8,9.612612599,32.5,184.2291927,0.078571429,0.002947878,0.166666667,68,187.1015366
7.4,853.5,404.4205937,0.040405084,0,17,0.001315789,0.526704316,-6945.137275,180.8776102,883,1,48.22291104,883.0,159,0.000554866,3,4.045296495,11.75,180.4506689,-0.888888889,0.0,0.0,36,181.1154506
27.0,2507.75,1723.561757,0.128869018,0,399,0.009210526,0.751855587,-3231.226176,1812.31379,2432,4,761.0648802,2318.904594,357,0.00284336,19,19.56370302,123.75,212.0028452,0.011828814,0.03847055,0.047619048,170,261.2944465
7.4,853.5,404.4205937,0.040405084,0,17,0.001315789,0.526704316,-6945.137275,180.8776102,883,1,48.22291104,883.0,159,0.000554866,3,4.045296495,11.75,180.4506689,-0.888888889,0.0,0.0,36,181.1154506
7.4,853.5,404.4205937,0.040405084,0,17,0.001315789,0.526704316,-6945.137275,180.8776102,883,1,48.22291104,883.0,159,0.000554866,3,4.045296495,11.75,180.4506689,-0.888888889,0.0,0.0,36,181.1154506
7.4,853.5,404.4205937,0.040405084,0,17,0.001315789,0.526704316,-6945.137275,180.8776102,883,1,48.22291104,883.0,159,0.000554866,3,4.045296495,11.75,180.4506689,-0.888888889,0.0,0.0,36,181.1154506
7.4,853.5,404.4205937,0.040405084,0,17,0.001315789,0.526704316,-6945.137275,180.8776102,883,1,48.22291104,883.0,159,0.000554866,3,4.045296495,11.75,180.4506689,-0.888888889,0.0,0.0,36,181.1154506
10.4,879.75,713.0671945,0.047297166,12,80,0.005263158,0.544614764,-6920.769305,731.1771076,943,1,201.8916441,943.0,159,0.002307465,6,6.550618043,14.75,183.174638,0.295238095,0.007884335,0.0,60,183.7576174
3.2,195.5,297.9905096,0.014502016,2,10,0.002631579,0.06819282,-7846.389565,231.4436287,256,1,26.84430906,256.0,50,0.001168941,3,2.591414971,5.0,152.3727903,0.0,0.002631579,0.0,16,116.0263453
7.0,349.5,697.6225876,0.034822137,10,50,0.006578947,0.200181525,-5558.036117,698.452114,371,2,106.5806719,371.0,60,0.002525429,8,5.287631954,21.5,167.4898004,0.46031746,0.00702988,0.0,50,140.6112529
3.4,356.25,250.6906777,0.017494788,0,7,0.001315789,0.172529246,-7431.04527,127.1509944,349,1,18.00558045,349.0,60,0.000565104,3,2.1769059,6.5,157.5944298,-0.75,0.0,0.0,16,127.3181883
21.6,1707.0,994.5006858,0.07591714,4,192,0.005263158,1.13495361,-4450.958947,894.3391213,2613,3,383.8483284,2613.0,267,0.001851616,10,15.33564412,60.5,194.6252772,-0.083687045,0.006064928,0.0,116,224.76309
3.4,356.25,250.6906777,0.017494788,0,7,0.001315789,0.172529246,-7431.04527,127.1509944,349,1,18.00558045,349.0,60,0.000565104,3,2.1769059,6.5,157.5944298,-0.75,0.0,0.0,16,127.3181883
17.4,1965.5,1169.491139,0.085523005,5,180,0.006578947,0.696712384,-4153.582567,1121.090908,1902,3,427.8415993,1902.0,281,0.002211727,12,13.17729315,87.75,199.5946918,0.010714286,0.011819329,0.0,102,225.6962131
8.0,851.5,580.3499443,0.050767877,0,34,0.002631579,0.354013715,-5247.534746,352.5857571,844,2,99.29912538,844.0,156,0.000935289,5,4.212673688,27.5,180.137474,-0.571428571,0.000302003,0.0,40,176.7568069
5.4,591.0,320.977078,0.031907222,0,12,0.001315789,0.322589754,-7076.727153,151.9405047,546,1,34.22408895,546.0,107,0.000558153,3,2.75966247,9.5,168.9469246,-0.846153846,0.0,0.0,26,152.1402949
16.2,1578.75,1359.880512,0.092388541,28,210,0.009210526,0.576663977,-4219.979162,1525.613661,1525,3,554.4368325,1525.0,248,0.003338911,13,12.33820952,80.25,202.2573703,0.396929825,0.013113153,0.0,116,219.9588058
5.4,591.0,320.977078,0.031907222,0,12,0.001315789,0.322589754,-7076.727153,151.9405047,546,1,34.22408895,546.0,107,0.000558153,3,2.75966247,9.5,168.9469246,-0.846153846,0.0,0.0,26,152.1402949
5.4,591.0,320.977078,0.031907222,0,12,0.001315789,0.322589754,-7076.727153,151.9405047,546,1,34.22408895,546.0,107,0.000558153,3,2.75966247,9.5,168.9469246,-0.846153846,0.0,0.0,26,152.1402949
5.4,591.0,320.977078,0.031907222,0,12,0.001315789,0.322589754,-7076.727153,151.9405047,546,1,34.22408895,546.0,107,0.000558153,3,2.75966247,9.5,168.9469246,-0.846153846,0.0,0.0,26,152.1402949
14.2,1257.0,785.8767388,0.063330604,3,93,0.003947368,0.621762808,-4950.098375,637.7699707,1424,2,220.1984688,1424.0,229,0.001405564,7,7.822805232,44.5,193.5058526,-0.271428571,0.004557163,0.0,74,213.4297126
3.2,507.0,376.9080239,0.022389169,2,10,0.002631579,0.06819282,-7606.755254,278.5291641,383,1,38.42203689,383.0,72,0.001124552,4,2.7863646,6.75,164.6099913,0.0,0.002631579,0.0,16,139.6310676
5.8,1109.0,390.5274971,0.036107109,0,13,0.001315789,0.339088342,-6959.413864,172.914198,901,1,41.38476439,901.0,149,0.000518451,4,4.435170529,12.5,175.2027559,-0.857142857,0.0,0.0,28,173.1415671
5.8,1109.0,390.5274971,0.036107109,0,13,0.001315789,0.339088342,-6959.413864,172.914198,901,1,41.38476439,901.0,149,0.000518451,4,4.435170529,12.5,175.2027559,-0.857142857,0.0,0.0,28,173.1415671
29.6,3927.0,2356.792396,0.152000059,0,590,0.013157895,0.861375555,-3045.00407,2709.616498,3660,4,961.1059673,3203.134348,420,0.003735002,25,50.99232062,145.5,215.4062973,0.3654262,0.016819054,0.133333333,228,274.5457467
5.8,1109.0,390.5274971,0.036107109,0,13,0.001315789,0.339088342,-6959.413864,172.914198,901,1,41.38476439,901.0,149,0.000518451,4,4.435170529,12.5,175.2027559,-0.857142857,0.0,0.0,28,173.1415671
7.2,1277.5,599.5246314,0.052268532,0,30,0.002631579,0.361557079,-5584.734948,368.1830644,1058,2,104.5486359,1058.0,187,0.000926505,6,5.737214462,30.5,180.8989567,-0.366666667,0.000326955,0.0,36,184.5759833
5.8,1109.0,390.5274971,0.036107109,0,13,0.001315789,0.339088342,-6959.413864,172.914198,901,1,41.38476439,901.0,149,0.000518451,4,4.435170529,12.5,175.2027559,-0.857142857,0.0,0.0,28,173.1415671
1.8,56.75,175.4207692,0.01151471,0,3,0.001315789,0.038967326,-9458.656249,96.56525447,107,1,8.953242265,107.0,28,0.00068178,1,1.709896249,2.0,141.1315266,-0.5,0.0,0.0,8,96.69223046
1.8,56.75,175.4207692,0.01151471,0,3,0.001315789,0.038967326,-9458.656249,96.56525447,107,1,8.953242265,107.0,28,0.00068178,1,1.709896249,2.0,141.1315266,-0.5,0.0,0.0,8,96.69223046
6.2,551.25,312.7527506,0.028120352,0,14,0.001315789,0.362343687,-7041.145389,150.4745512,692,1,34.61657348,692.0,110,0.000548866,3,3.316788312,10.75,166.2651551,-0.866666667,0.0,0.0,30,150.6724138
8.6,584.75,496.3027878,0.034109243,3,51,0.003947368,0.37726906,-6232.764606,461.454487,734,2,115.0997204,734.0,116,0.001557241,6,4.893411983,28.0,169.3150281,0.017647059,0.00629082,0.0,46,154.4257382
19.0,1929.75,1115.127261,0.085204216,0,200,0.006578947,0.661355385,-4359.635243,1107.13755,1971,3,358.4418182,1783.434551,261,0.002258863,12,16.03283246,57.0,195.3813253,-0.022066035,0.029356232,0.1,110,222.8871456
6.2,551.25,312.7527506,0.028120352,0,14,0.001315789,0.362343687,-7041.145389,150.4745512,692,1,34.61657348,692.0,110,0.000548866,3,3.316788312,10.75,166.2651551,-0.866666667,0.0,0.0,30,150.6724138
9.8,801.25,663.8992717,0.047603712,0,60,0.003947368,0.392981041,-5489.879404,531.9267309,954,2,148.0722767,954.0,154,0.00147314,6,5.818138459,31.0,179.2808472,-0.196638655,0.00597885,0.0,52,178.0092738
7.6,568.75,403.4095844,0.030417713,0,32,0.002631579,0.371298911,-6373.64572,305.3307691,715,2,73.73314696,715.0,113,0.001021471,5,4.072815781,26.0,168.0318018,-0.375,0.004802639,0.0,38,153.0671353
8.4,747.75,544.1861226,0.041825627,0,36,0.002631579,0.411052844,-5346.040518,327.0881664,977,2,84.18294461,977.0,129,0.000917607,5,5.135106211,27.5,173.0600188,-0.541666667,0.000175455,0.0,42,163.9744621
6.2,551.25,312.7527506,0.028120352,0,14,0.001315789,0.362343687,-7041.145389,150.4745512,692,1,34.61657348,692.0,110,0.000548866,3,3.316788312,10.75,166.2651551,-0.866666667,0.0,0.0,30,150.6724138
3.4,79.5,108.3629836,0.008931715,0,7,0.001315789,0.172529246,-9325.8702,65.944362,107,1,9.986988199,107.0,35,0.000595273,2,2.034734226,5.0,113.9717746,-0.75,0.0,0.0,16,66.03107384
5.8,117.25,222.1835983,0.013012712,3,30,0.003947368,0.227995159,-8521.254895,203.4997527,145,2,17.02736829,103.89704,34,0.001590316,5,4.12020444,14.5,115.8991835,0.1,0.002631579,0.333333333,32,68.10118965
3.4,79.5,108.3629836,0.008931715,0,7,0.001315789,0.172529246,-9325.8702,65.944362,107,1,9.986988199,107.0,35,0.000595273,2,2.034734226,5.0,113.9717746,-0.75,0.0,0.0,16,66.03107384
5.2,111.5,176.4641732,0.012206888,0,20,0.002631579,0.225010085,-8523.457494,136.1665018,140,2,3.132878928,51.50312176,35,0.001045865,4,3.386223999,13.0,115.0943497,-0.377777778,0.0,1.0,26,68.26241724
23.8,2036.5,1423.915014,0.096596851,28,343,0.009210526,0.964461476,-4200.239188,1701.411757,2701,3,757.4966729,2701.0,328,0.003375816,14,22.21016219,108.0,205.8312857,0.344298246,0.016033099,0.0,154,245.3048947
3.4,356.25,245.3048947,0.019190968,0,7,0.001315789,0.172529246,-7770.735823,125.2951277,265,1,18.31049416,265.0,55,0.00060702,3,2.075779534,6.25,155.7217273,-0.75,0.0,0.0,16,125.4598813
3.4,356.25,245.3048947,0.019190968,0,7,0.001315789,0.172529246,-7770.735823,125.2951277,265,1,18.31049416,265.0,55,0.00060702,3,2.075779534,6.25,155.7217273,-0.75,0.0,0.0,16,125.4598813
3.4,356.25,245.3048947,0.019190968,0,7,0.001315789,0.172529246,-7770.735823,125.2951277,265,1,18.31049416,265.0,55,0.00060702,3,2.075779534,6.25,155.7217273,-0.75,0.0,0.0,16,125.4598813
3.4,356.25,245.3048947,0.019190968,0,7,0.001315789,0.172529246,-7770.735823,125.2951277,265,1,18.31049416,265.0,55,0.00060702,3,2.075779534,6.25,155.7217273,-0.75,0.0,0.0,16,125.4598813
23.0,1868.75,1580.523861,0.086582189,27,396,0.011842105,0.975776523,-4935.186067,1913.700554,2505,2,589.7030473,2304.711259,235,0.004276142,16,32.20991078,63.5,193.0475566,0.559090909,0.018343041,0.083333333,178,215.1630421
17.2,1527.5,675.7306665,0.059944549,0,80,0.002631579,0.936183945,-5469.006287,422.489012,2167,2,21.69273439,797.194749,241,0.00094496,6,17.09593542,48.0,185.8498593,-0.757575758,0.0,1.0,86,211.8004123
4.2,183.5,215.1630421,0.014796908,0,9,0.001315789,0.266337233,-8191.360541,115.3071805,272,1,16.18611179,272.0,52,0.000601085,2,2.341001084,5.75,148.1076153,-0.8,0.0,0.0,20,115.4588007
4.2,183.5,215.1630421,0.014796908,0,9,0.001315789,0.266337233,-8191.360541,115.3071805,272,1,16.18611179,272.0,52,0.000601085,2,2.341001084,5.75,148.1076153,-0.8,0.0,0.0,20,115.4588007
17.2,1527.5,675.7306665,0.059944549,0,80,0.002631579,0.936183945,-5469.006287,422.489012,2167,2,21.69273439,797.194749,241,0.00094496,6,17.09593542,48.0,185.8498593,-0.757575758,0.0,1.0,86,211.8004123
5.6,225.5,332.0269519,0.017344213,0,22,0.002631579,0.28880597,-7267.283045,233.114361,319,2,4.485402966,117.3535417,51,0.001045299,4,3.716923401,14.0,149.1959308,-0.318181818,0.0,1.0,28,116.8639097
