P Value,Node H-Index,Laplacian Centrality,Closeness Centrality,PageRank Centrality,GIN Values,Gravity Index Centrality,MCGM Values,Gravity Model Centrality,Global Relative Change in Avg Degree,Subgraph centrality,EIGSM Values,Eccentricity Centrality,Centrality Values,MDD Value,Societal Capital Scores,GGC Values,Extended Coreness,Betweenness Centrality,DNC Scores,Constraint Coefficients,Local-Global Centrality,Degree Centrality,Coreness Centrality,CLC Values
118,30,5622,0.002666667,0.007269526,4506.77925,31878.0,92.77130069,120504.85,0.011418543,2302550000000000.0,96578.00472,0.2,6488.819747,35.1,1821,16491.58459,37136,0.00594584,69.34247219,-0.057574464,141.9079826,0.228426396,918,175895.3018
138,28,4574,0.002583979,0.005769423,4208.361083,30056.25,80.88914842,92034.88,0.008119606,2115180000000000.0,90431.54661,0.2,5263.355556,32.1,1657,9784.24196,35548,0.003308302,55.63876747,-0.065150779,109.6369083,0.182741117,816,141385.3237
96,22,3086,0.002518892,0.005278284,3728.743164,24200.0,51.28840444,63623.75,0.005920315,778435000000000.0,55779.90216,0.25,4244.613121,26.4,1108,8734.425226,22035,0.008281404,45.91234463,-0.069221741,85.71276037,0.152284264,577,107081.7301
93,21,2498,0.00228833,0.004238721,3424.203026,18943.0,38.82173104,46426.75333,0.003721023,636501000000000.0,50663.75168,0.2,3423.509966,22.8,973,4169.329483,19339,0.001041576,36.88125416,-0.085051319,64.18073064,0.121827411,472,78095.87798
51,13,1550,0.002493766,0.003267378,3274.171671,13484.25,25.59540529,29094.0,0.000788635,251109000000000.0,33567.45409,0.25,2375.021323,15.1,655,3304.476383,12978,0.001781315,23.11005685,-0.104010024,43.11907599,0.081218274,301,56007.75544
31,10,884,0.002309469,0.002230559,3003.140631,9275.0,15.62234379,15963.99444,0.001410657,110075000000000.0,20744.84829,0.2,1341.859562,10.0,397,2132.656601,8659,0.00051864,15.68717873,-0.131277245,25.42604142,0.050761421,219,37541.94227
136,19,2344,0.002369668,0.003313426,3457.509634,21004.5,43.12519187,38655.04083,0.00188828,867289000000000.0,56511.80884,0.2,2853.573288,19.0,1001,1827.330154,22376,0.0,28.62772961,-0.100544018,51.83063065,0.096446701,463,57441.79958
111,24,3356,0.002564103,0.004976396,3850.603989,26318.25,58.32927574,66034.31306,0.005553766,1086440000000000.0,66789.60449,0.2,4196.601201,26.6,1272,7404.144754,25552,0.003984959,43.38764705,-0.070149762,84.76388912,0.147208122,577,110739.2487
136,29,5054,0.002666667,0.006328241,4352.288269,30843.75,87.09111329,103483.7917,0.009219252,2320620000000000.0,95759.88072,0.25,5657.075592,34.5,1786,12841.27187,37470,0.015871995,59.84787422,-0.056058849,121.2379135,0.197969543,860,163641.8267
43,11,1212,0.002277904,0.00253266,3084.096922,10161.25,19.48247162,20199.79333,0.000677559,206479000000000.0,29020.33161,0.2,1778.139101,11.7,540,1806.525618,11285,0.000192648,18.06969517,-0.131083707,30.68219347,0.060913706,251,42727.3262
76,25,3360,0.002590674,0.00588192,3838.940322,20965.25,44.21770925,68862.84028,0.006286863,404806000000000.0,55768.2913,0.25,4119.332026,26.8,1215,7763.475646,21772,0.010318533,48.65946078,-0.073649429,90.50605602,0.157360406,570,99347.21457
28,8,778,0.002159827,0.001937,2841.416337,6174.0,11.2273711,11835.64,0.002143754,90528900000000.0,19541.11099,0.2,1193.588723,8.0,361,535.3456758,7492,0.0,11.95065579,-0.191518161,19.25750426,0.040609137,168,20816.45818
80,15,1734,0.00234192,0.003296262,3280.289059,15138.75,28.98332573,31207.69333,0.001155183,357906000000000.0,39319.80689,0.2,2541.351161,16.4,731,3187.909928,14975,0.000635231,25.80226847,-0.099534099,45.07241662,0.086294416,344,61742.97257
47,17,1478,0.002202643,0.003470731,3080.419589,13912.5,23.99032689,29206.94,0.001521732,243953000000000.0,28957.99408,0.2,2372.149485,17.7,586,2713.371556,13433,0.001122576,28.81981449,-0.103762499,45.2928014,0.091370558,402,46455.95901
77,13,1394,0.002352941,0.002834744,3175.689101,11685.0,22.74624124,24524.45333,5.55e-05,245148000000000.0,31942.74815,0.2,2004.290775,13.4,606,2714.826353,12250,0.001129599,20.74573412,-0.108647584,36.64735977,0.07106599,276,52908.86638
29,11,972,0.002150538,0.002903499,2882.581053,8835.75,15.33094768,19107.24833,0.000311011,109751000000000.0,19796.21268,0.2,1634.650219,12.4,408,1988.919084,8722,0.001998914,20.39942021,-0.129359579,31.37311366,0.065989848,253,34297.20764
49,17,1720,0.002369668,0.003930059,3252.301799,15217.5,27.22037114,35118.88889,0.002254829,242555000000000.0,31634.62663,0.25,2789.864214,17.9,670,3954.793606,13678,0.002968868,30.06081831,-0.098385585,52.84371462,0.101522843,390,56717.60464
42,15,1644,0.00234192,0.004233392,3197.909314,13604.5,25.54020827,34046.11111,0.002254829,235612000000000.0,30287.5581,0.25,2551.067885,17.9,632,4452.932717,13148,0.010054447,30.88748784,-0.093712751,52.02141069,0.101522843,375,57939.74657
36,12,1118,0.002298851,0.002905686,3029.162624,10680.0,18.09322423,20905.80556,0.000311011,134914000000000.0,23420.59214,0.25,1845.437214,12.7,481,1845.606007,9689,0.002439693,19.03143318,-0.124851817,32.93466303,0.065989848,254,36613.23641
72,20,3858,0.00265252,0.009258128,3944.012979,21058.75,46.2006824,86953.59722,0.009952349,279610000000000.0,47951.91712,0.25,4725.128431,31.4,1109,16430.60551,19000,0.06829207,66.1754054,-0.058878954,120.3703519,0.208121827,598,116367.0506
15,3,232,0.001821494,0.00119717,2293.843228,1065.75,1.903456083,3024.730833,0.003976496,8297320000000.0,5697.717709,0.166666667,449.6734858,3.0,113,100.1922936,2181,0.0,4.676276868,-0.373320663,6.02753663,0.015228426,62,6433.107788
88,29,6114,0.002610966,0.009576414,4438.821144,22971.25,67.75036289,129950.5278,0.013984383,939786000000000.0,81377.55095,0.25,6809.625096,38.8,1731,20632.87544,30689,0.028027245,85.15701535,-0.055628071,159.9772649,0.263959391,890,174120.4083
82,14,1478,0.002207506,0.003576068,3056.211741,11595.5,21.85031407,24844.74167,0.000422086,266515000000000.0,33816.36212,0.2,2126.875482,14.7,634,2216.793421,12506,0.010237683,22.31246334,-0.102372584,37.50173827,0.076142132,292,51224.13938
79,13,1362,0.002173913,0.002600139,3006.755363,10377.25,19.33517567,21213.31694,0.000311011,237272000000000.0,31596.22677,0.2,1928.674202,13.0,603,953.0644073,11922,0.0,19.5345742,-0.128341906,32.23181981,0.065989848,265,34755.77808
75,25,4938,0.002583979,0.009369996,4152.317534,21730.25,52.91629507,105769.3333,0.011785091,435588000000000.0,63186.27685,0.25,5624.146172,34.3,1434,15014.60754,24426,0.02723803,75.10487086,-0.065053469,137.4343675,0.233502538,769,132569.9809
84,29,6278,0.002695418,0.010865352,4517.599176,23727.75,68.55556377,135671.625,0.01471748,800918000000000.0,78330.13422,0.25,6863.71348,39.0,1708,22804.89949,29795,0.045178677,86.43254908,-0.05301944,168.4845587,0.274111675,893,173248.2643
91,19,2020,0.002331002,0.003578817,3354.246221,19964.25,36.41595588,37660.07222,0.002254829,495994000000000.0,43898.98983,0.2,2869.687138,19.7,820,2939.52015,16852,0.000368875,31.6408206,-0.099193024,53.48945093,0.101522843,423,61874.94202
17,4,340,0.001908397,0.003657819,2259.916912,1162.0,1.772700484,6672.409722,0.002510302,1535910000000.0,5135.690937,0.25,560.8399242,5.8,149,647.8094839,2037,0.028316907,10.95849679,-0.227536729,14.04331012,0.035532995,63,12159.7791
17,4,286,0.001890359,0.001758145,2221.682147,1133.0,1.371744856,3784.916667,0.003609948,1490690000000.0,4943.738559,0.25,496.5880882,4.0,137,106.8071755,1980,0.0,5.639449169,-0.337558372,7.959985464,0.020304569,55,6330.101544
12,5,198,0.001798561,0.002256091,2121.639267,922.0,1.093449858,4224.497222,0.003243399,468394000000.0,2955.18426,0.2,417.0645913,5.0,89,174.3325693,1169,0.000254958,7.64087108,-0.339984902,9.518374305,0.025380711,46,5137.174968
4,2,38,0.001396648,0.002949392,1568.198146,47.0,0.057223101,1370.649167,0.003976496,1020600523.0,258.3012093,0.2,75.21021209,2.7,16,16.20106525,78,0.00466933,4.714285714,-0.647108844,4.289245882,0.015228426,8,392.2506789
5,3,54,0.001408451,0.003529795,1586.767617,65.0,0.085612624,1865.004444,0.003609948,1413469496.0,326.733113,0.2,94.42935981,3.4,21,48.64563734,104,0.005672422,6.447619048,-0.453408447,5.786228057,0.020304569,11,742.3264378
70,24,4562,0.002597403,0.009941571,4042.177282,20595.5,46.84563202,98664.0625,0.011418543,265207000000000.0,55318.93708,0.25,5100.602158,33.0,1291,13534.2987,21279,0.039381158,74.34598473,-0.07118091,132.4058487,0.228426396,683,114305.655
67,23,3956,0.002525253,0.008295633,3872.129347,19711.5,41.38233221,84609.44444,0.0095858,213844000000000.0,51134.17835,0.25,4802.632364,31.0,1198,9699.176413,19611,0.014694722,66.12287439,-0.080621761,115.2105595,0.203045685,636,97152.55951
37,16,1234,0.002016129,0.003634642,2668.124663,8672.0,10.18845142,20807.33333,0.000788635,20107400000000.0,18811.27305,0.25,1794.139473,16.0,497,1013.079279,7845,0.000234921,26.37755765,-0.130796707,35.96898259,0.081218274,272,28159.66591
46,19,2060,0.002114165,0.005727189,3001.72075,11747.0,17.1517461,38262.84722,0.004087572,48884500000000.0,28291.06385,0.25,2749.976382,21.7,730,2787.497212,11559,0.004148972,41.00419458,-0.10539627,60.41769884,0.126903553,384,48676.98615
18,5,328,0.001934236,0.002239123,2335.889454,1446.0,2.2061451,6142.583333,0.002876851,2647420000000.0,5605.134413,0.25,614.7942252,5.4,149,448.1098693,2228,0.000557138,9.388811888,-0.272756498,12.38798842,0.030456853,71,10614.56585
63,23,2876,0.002283105,0.006255074,3428.255279,16014.0,27.9598303,57291.65972,0.006286863,112927000000000.0,39187.65202,0.25,3655.660851,25.9,973,4435.496622,15793,0.002203383,50.87468414,-0.098130796,82.29465989,0.157360406,524,65466.15478
34,13,1096,0.00203666,0.003067818,2677.124805,6951.75,9.289338558,17293.79167,0.000311011,27330000000000.0,19020.14543,0.25,1766.627265,13.0,470,698.9745243,7433,2.08e-05,20.44854748,-0.150793256,29.41478486,0.065989848,213,24243.73232
61,22,2546,0.002164502,0.005743072,3191.151397,13506.5,21.63096653,47289.27778,0.005187217,83870300000000.0,35546.46978,0.25,3352.847633,24.4,895,3089.456716,14327,0.000926489,45.65078443,-0.103343425,70.50361816,0.14213198,470,56468.5978
66,22,2992,0.002403846,0.006188535,3566.547181,17467.5,32.65406607,60945.13889,0.006286863,170291000000000.0,44613.83978,0.25,3948.823904,26.2,1031,5419.491705,17018,0.001946255,50.59253353,-0.092403446,85.20245238,0.157360406,515,74369.33845
14,5,240,0.001897533,0.002176425,2237.033443,1175.0,1.53989923,4700.9375,0.003243399,1095740000000.0,3930.112136,0.25,464.5131674,4.7,110,365.1692208,1542,0.001592274,7.333794297,-0.298694892,9.993504299,0.025380711,57,8163.296149
20,6,360,0.002012072,0.001943553,2425.56617,2671.5,3.428208907,6606.333333,0.002876851,4699780000000.0,6504.053605,0.25,770.4668031,6.0,165,537.3279181,2591,0.000418324,8.897394884,-0.246768039,12.86855544,0.030456853,84,12320.82123
55,16,1684,0.002309469,0.004269725,3150.061704,12600.0,20.33860576,32137.44444,0.00188828,88291500000000.0,29635.65243,0.25,2456.607722,16.9,671,2606.794427,11155,0.001872823,29.92453995,-0.12025228,48.71532993,0.096446701,295,46455.6119
53,15,1468,0.002272727,0.003534401,3069.626288,12183.75,18.42688905,26360.44444,0.000788635,79098400000000.0,27488.07129,0.25,2158.039398,15.7,614,1559.039223,10333,0.000291296,25.12641395,-0.13610714,40.43316832,0.081218274,266,36763.06152
73,24,4134,0.00255102,0.007884478,3950.151234,20370.25,44.8844271,87921.94444,0.0095858,298991000000000.0,56103.05687,0.25,4891.524433,30.7,1287,10285.86002,21598,0.008711298,65.57330519,-0.078667741,116.7602141,0.203045685,657,105768.3323
74,24,3394,0.002493766,0.006675502,3732.409778,18746.75,39.04713187,69401.52083,0.00701996,300231000000000.0,52193.36796,0.25,4170.374047,27.9,1169,7967.036249,20039,0.013787334,52.26016172,-0.07660549,93.5455351,0.16751269,551,95952.66152
13,5,208,0.001831502,0.002058802,2162.542579,990.0,1.211855295,4379.331944,0.003243399,662596000000.0,3376.240993,0.2,478.9729443,5.0,94,195.0291193,1290,6.11e-05,8.002342942,-0.33274794,9.673231463,0.025380711,53,5659.582707
38,15,1278,0.002024291,0.003563359,2714.56297,8306.25,10.8097005,21495.77778,0.000788635,30228100000000.0,21012.98448,0.25,2004.068146,15.7,519,1077.146105,8327,0.000148143,25.97916481,-0.127637497,36.35888209,0.081218274,267,30427.95897
55,16,1590,0.002293578,0.003723822,3110.593885,12408.75,19.30755583,28590.69444,0.001155183,86316600000000.0,29140.87186,0.25,2298.029515,15.8,659,1724.474848,10999,0.00033582,26.57619113,-0.131288264,43.32528197,0.086294416,283,39393.58877
69,24,4098,0.002544529,0.007815598,3932.405079,20412.75,43.81338183,87198.61111,0.0095858,262394000000000.0,54504.66371,0.25,4891.492158,31.0,1269,9595.98554,21009,0.006223897,65.87279245,-0.080632098,116.5580476,0.203045685,670,101285.4349
66,23,3066,0.002457002,0.006179263,3633.987629,18330.25,33.99572571,62817.19444,0.006286863,164798000000000.0,44864.15293,0.25,3753.85813,26.2,1068,5149.874906,17625,0.002918196,49.96145196,-0.094981076,86.67885016,0.157360406,528,72253.51004
53,15,1528,0.002277904,0.0037318,3091.70658,12341.25,19.00015435,28169.47222,0.001155183,81138500000000.0,28011.29401,0.25,2232.371062,16.1,628,1924.420972,10551,0.000633924,26.96917413,-0.128505168,43.11329821,0.086294416,280,40416.52263
68,24,3974,0.002506266,0.007597338,3886.718239,20026.0,42.44597547,84036.33333,0.009219252,254597000000000.0,53615.41771,0.25,4800.31148,30.9,1246,8878.141556,20692,0.005160961,64.22327724,-0.082732925,112.6795147,0.197969543,655,97528.15457
35,11,1124,0.002262443,0.003013823,2947.143214,8294.0,12.77479379,18731.33333,0.000677559,42989600000000.0,21483.43686,0.25,1553.1179,11.7,496,1457.29036,8128,0.002350859,18.05654346,-0.128892796,29.69613597,0.060913706,191,33042.4792
20,6,360,0.002012072,0.001943553,2425.56617,2671.5,3.428208907,6606.333333,0.002876851,4699780000000.0,6504.053605,0.25,770.4668031,6.0,165,537.3279181,2591,0.000418324,8.897394884,-0.246768039,12.86855544,0.030456853,84,12320.82123
33,14,1066,0.002,0.003231001,2624.852809,7105.0,8.905143878,17775.52778,5.55e-05,21859900000000.0,17813.77388,0.25,1741.468673,14.0,442,987.0262656,7023,0.000155156,22.95330002,-0.129890861,31.1197144,0.07106599,232,27578.35475
10,3,152,0.001745201,0.00166155,2057.472177,626.25,0.70463603,2440.078333,0.003976496,328472000000.0,2491.91938,0.2,264.0399116,3.0,73,108.674825,1002,0.000258135,4.410845295,-0.410980796,5.553908238,0.015228426,36,4388.176116
54,15,1552,0.002247191,0.003738094,3075.034901,12015.0,18.67312455,28024.23556,0.001155183,83408800000000.0,28666.69454,0.2,2276.319737,16.1,640,2003.281671,10758,0.000492893,26.79263065,-0.12249269,42.79070555,0.086294416,278,42174.59831
65,22,2736,0.00234192,0.005889893,3466.294187,16575.0,29.84807716,55017.38222,0.005553766,146601000000000.0,41681.82027,0.2,3565.949022,25.1,962,4596.572196,16023,0.002635299,47.9393513,-0.097205078,78.06024081,0.147208122,475,67726.75782
71,17,1894,0.002331002,0.004146269,3228.885373,13398.75,23.45090956,35346.11111,0.002254829,155408000000000.0,34919.16769,0.25,2792.49754,17.9,757,3489.71963,13076,0.001290507,31.20650557,-0.100231637,52.15471348,0.101522843,342,59278.21993
44,18,1570,0.00204499,0.004137015,2792.696367,10178.75,13.01309198,26654.09722,0.00188828,36466000000000.0,24183.6058,0.25,2234.952028,18.7,614,1199.036687,9886,0.000160285,31.13507984,-0.125197458,43.91766059,0.096446701,321,33751.7535
57,16,1664,0.002262443,0.003966127,3117.983901,12225.0,19.27196483,30278.72,0.001521732,78840500000000.0,29718.21594,0.2,2350.525888,17.1,679,2108.13348,11260,0.000732146,28.62536226,-0.118066153,45.70830423,0.091370558,288,43397.63372
43,18,1532,0.001964637,0.004128658,2697.025924,9103.5,11.16062541,25187.27083,0.00188828,29474200000000.0,22980.82406,0.25,2163.756498,18.7,595,993.657811,9522,9.98e-05,31.5582088,-0.129443592,42.48133474,0.096446701,322,31724.06054
16,5,302,0.001782531,0.002390364,2158.717814,1047.0,1.468477529,5333.281667,0.002876851,1429220000000.0,4958.690914,0.2,542.5751417,5.4,136,349.5323616,1969,0.000730275,9.261494646,-0.257404687,11.49167337,0.030456853,74,9748.30023
62,19,2122,0.002298851,0.005074286,3273.163524,15147.0,24.40161652,40946.67,0.003354475,102316000000000.0,34426.28474,0.2,2704.606076,21.2,808,3529.851793,13438,0.005105901,37.37163184,-0.098972006,59.99412252,0.116751269,378,57237.29185
11,2,142,0.001733102,0.001133006,2046.770383,418.0,0.495218659,1624.58,0.004343045,435051000000.0,2711.273699,0.2,264.3532072,2.0,70,36.49008586,1061,0.0,3.110408432,-0.533446288,3.687880107,0.010152284,34,3252.422139
41,16,1518,0.002164502,0.005206489,2942.633401,11100.0,15.88161371,29779.86111,0.002254829,41251200000000.0,23032.75516,0.25,2184.427004,18.5,569,2775.085931,9239,0.013308917,31.95083344,-0.106649309,48.30947109,0.101522843,290,42664.9507
45,19,1820,0.002057613,0.004831024,2868.298943,10663.25,14.46607044,31869.13889,0.002987926,42734000000000.0,26564.51662,0.25,2489.688212,20.5,679,1660.882981,10890,0.000898798,36.11908108,-0.117291865,51.55905601,0.111675127,359,39912.705
56,19,2016,0.002066116,0.004817625,2943.473523,11288.0,16.13720244,34953.61111,0.003354475,57754500000000.0,29924.62615,0.25,2730.282589,21.2,755,1858.349166,12123,0.000402261,37.59907281,-0.112889697,54.78001274,0.116751269,388,44523.53949
58,21,2100,0.002070393,0.005009661,2967.972502,11453.75,16.69380105,36791.33333,0.003721023,61538500000000.0,30934.00872,0.25,2875.557306,21.9,774,2015.020105,12454,0.000472382,39.42989538,-0.110716617,57.41227228,0.121827411,401,46445.41782
59,20,2154,0.002232143,0.004959555,3203.152573,14216.25,22.13448753,41140.0,0.003721023,79063200000000.0,32358.55142,0.25,2781.982991,21.9,801,2937.387239,13123,0.001884593,39.30128758,-0.104674515,61.34042586,0.121827411,406,52073.26574
64,20,2106,0.002298851,0.004491591,3275.299388,15308.5,24.60034448,39578.26889,0.002987926,113572000000000.0,35874.69512,0.2,2842.323089,21.4,822,2451.896812,13800,0.000898082,35.00005822,-0.108329561,57.58137563,0.111675127,376,49966.13664
60,21,2814,0.002427184,0.006108836,3556.801452,18640.5,33.47623863,59810.19444,0.006286863,164885000000000.0,38567.012,0.25,3689.951585,25.6,942,7108.875317,16580,0.029550843,50.39086855,-0.078147464,85.5193265,0.157360406,546,77820.98423
65,22,2462,0.002398082,0.005060497,3434.941252,16808.75,28.5237926,47879.16667,0.004087572,135664000000000.0,39814.87749,0.25,3191.83501,23.2,931,3210.778656,15509,0.001348856,39.53231256,-0.101785358,67.74813092,0.126903553,431,57546.6083
8,1,94,0.001715266,0.000930762,2038.988628,209.0,0.274239239,807.3197222,0.004709594,271885000000.0,1885.760172,0.2,142.2086726,1.0,47,137.2346316,769,0.0,1.421256039,-1.0,1.836881394,0.005076142,17,6370.0
25,7,620,0.002136752,0.001976448,2742.099284,4684.75,7.276042879,9711.444167,0.002510302,23399800000000.0,14139.63879,0.2,958.6560239,7.0,289,429.4480714,5032,0.0,11.02192332,-0.230637159,16.48757372,0.035532995,111,15704.40546
25,7,620,0.002136752,0.001976448,2742.099284,4684.75,7.276042879,9711.444167,0.002510302,23399800000000.0,14139.63879,0.2,958.6560239,7.0,289,429.4480714,5032,0.0,11.02192332,-0.230637159,16.48757372,0.035532995,111,15704.40546
83,19,2122,0.002364066,0.004216346,3413.223743,17412.0,34.3590633,43335.75667,0.003354475,390704000000000.0,39370.75897,0.2,3148.39539,20.9,808,5423.067689,16360,0.004817608,35.73109393,-0.082957737,62.28695187,0.116751269,453,74788.80872
40,16,1442,0.002164502,0.003850371,3017.315524,13061.25,21.84029037,29466.29778,0.00188828,188281000000000.0,25782.83727,0.2,2351.171183,17.2,550,2737.178888,12231,0.002627389,30.48346439,-0.109065214,46.8825443,0.096446701,386,43348.36498
48,16,1584,0.002427184,0.003720938,3281.85393,16087.5,27.97918642,33719.65889,0.00188828,233602000000000.0,30568.13199,0.2,2483.834185,17.5,621,4952.894375,13296,0.003517107,29.97051045,-0.090754772,50.9453338,0.096446701,379,60446.40174
52,13,1218,0.002074689,0.00259349,2882.492065,9382.75,16.92455015,19639.61639,0.000311011,185013000000000.0,26971.6179,0.2,1887.549534,13.0,531,857.5641925,10505,0.0,19.73436399,-0.135560428,30.9700147,0.065989848,264,30664.9587
19,2,266,0.002079002,0.001042802,2603.313736,1280.5,2.59065642,2555.535,0.004343045,10464800000000.0,7452.228806,0.2,282.9040535,2.0,132,806.7716654,2771,5.52e-05,3.170505051,-0.5,4.550628937,0.010152284,50,20424.0
85,17,1774,0.002257336,0.003320859,3212.661299,15920.5,29.73176683,31906.565,0.001521732,405141000000000.0,40048.36698,0.2,2631.867567,17.7,734,2449.81208,15043,0.000274901,28.22808395,-0.104683372,46.58183435,0.091370558,366,55271.21867
9,1,110,0.001763668,0.000928642,2098.337615,240.0,0.353559197,856.8422222,0.004709594,499906000000.0,2305.663742,0.2,148.3796524,1.0,55,172.5197977,893,0.0,1.34940601,-1.0,1.887344016,0.005076142,17,7771.0
7,4,106,0.001572327,0.002909216,1857.759058,325.5,0.414749934,3223.863889,0.003243399,53707289740.0,1246.679195,0.2,259.5766157,4.4,43,149.2074106,468,0.001904923,7.601754386,-0.321411111,8.322883829,0.025380711,29,2698.038185
2,2,20,0.001104972,0.002344273,1218.260386,11.5,0.009331375,551.3983333,0.004343045,3019577.686,60.99050828,0.166666667,19.22419582,2.0,9,1.143036372,19,0.0,3.0,-0.835069444,2.24050954,0.010152284,4,70.6328527
21,3,374,0.001984127,0.002218341,2536.290774,1551.75,3.651801223,4870.208889,0.003609948,23247600000000.0,9851.139893,0.2,477.5796676,3.7,181,550.7978805,3646,0.010152284,5.223498951,-0.2630341,8.752212584,0.020304569,64,17295.22176
6,1,32,0.001540832,0.000960206,1844.391626,86.75,0.134816083,646.9561111,0.004709594,166345000000.0,794.4324725,0.166666667,114.3395191,1.0,16,67.30479655,292,0.0,1.666666667,-1.0,1.644215305,0.005076142,14,2401.0
24,8,574,0.001872659,0.002903664,2421.155464,3942.0,6.156453973,9897.095,0.001777205,39869800000000.0,11533.89042,0.2,974.1488474,8.7,251,483.819857,5605,0.010152284,13.66534293,-0.174503115,18.74229382,0.045685279,172,16028.90757
1,1,10,0.001428571,0.001228959,1696.513315,18.75,0.032809799,537.2516667,0.004709594,14509941833.0,293.0328132,0.166666667,79.92094237,1.0,5,20.99559378,64,0.0,1.5,-1.0,1.508409273,0.005076142,3,539.0
3,1,20,0.001369863,0.001031789,1608.050995,50.75,0.055344951,492.0636111,0.004709594,24884830465.0,333.3933766,0.166666667,60.49188028,1.0,10,21.16688899,172,0.0,1.777777778,-1.0,1.449939255,0.005076142,8,1107.0
