MCGM Values,Degree Centrality,Node H-Index,Clustered Local Degree,DNC Scores,Gravity Model Centrality,PageRank Centrality,Laplacian Centrality,Global Relative Change in Avg Clustering,Local Gravity Model Centrality,LGC Scores,Density Centrality,H Values,Centrality Values,K-Shell Value,Betweenness Centrality,Extended Degree,Extended Coreness,Gravity Index Centrality,EHCC Value,Societal Capital Scores,Eigenvector Centrality,Closeness Centrality,MDD Value,Subgraph centrality
0.654363091,0.003025719,2,5.0,2.333333333,68.71321736,0.001183672,16,0.023353271,10,1304,1.75,1.06e-05,9.410714286,2,0.000312679,3.2,10,11.0,1.308850013,7,2.64e-06,0.000151999,2.0,2.36867243
1.157468835,0.004538578,2,10.66666667,3.666666667,107.2920837,0.001623142,28,0.031247758,24,3528,3.579545455,1.99e-05,17.55,2,0.000149758,5.0,16,15.0,2.435940314,11,3.31e-06,0.00014828,2.7,3.737599905
1.311826308,0.004538578,3,12.0,3.666666667,119.8611781,0.001581834,30,0.031247758,27,4620,3.818181818,2.94e-05,20.36071429,2,0.000322612,5.4,18,16.0,2.755724209,12,4.9e-06,0.000152695,2.4,3.824054733
0.691358054,0.003025719,2,6.0,2.0,42.78426734,0.001287218,18,0.001512859,12,1242,1.909090909,8.27e-09,8.4,2,0.000293765,3.6,12,12.0,0.724980705,8,2.07e-09,0.000105285,2.0,2.391294711
0.530864263,0.003025719,2,4.0,2.0,40.70256165,0.001320996,14,0.001512859,8,700,1.590909091,1.84e-08,7.7,2,0.001768628,2.8,8,10.0,0.568947775,6,4.59e-09,0.000110939,2.0,2.284682714
0.703703724,0.003025719,2,6.0,2.0,42.39813751,0.001263089,18,0.001512859,12,1314,1.909090909,5.95e-09,9.1,2,9.44e-05,3.6,12,12.0,0.853228711,8,1.49e-09,0.000105064,2.0,2.393466561
0.691358072,0.003025719,2,6.0,2.0,45.51485559,0.001280518,18,0.001512859,12,1251,1.909090909,1.28e-08,8.4,2,0.0001276,3.6,12,12.0,0.724980705,8,3.21e-09,0.000111433,2.0,2.391329612
0.926314594,0.003025719,2,8.0,2.0,78.16035274,0.00120395,22,0.001512859,16,2893,2.227272727,8.35e-05,13.72071429,2,0.002722228,4.4,16,14.0,1.360560844,10,2.09e-05,0.000144196,2.0,2.524349247
3.806151025,0.009077156,2,15.0,6.166666667,328.0162076,0.003133404,72,0.006972962,90,19044,15.75,0.001251632,44.605,2,0.031919477,9.6,30,33.0,4.351427836,21,0.000104303,0.000158504,4.2,6.492860554
0.580340599,0.003025719,2,4.0,2.0,61.20362843,0.001257665,14,0.001512859,8,1022,1.590909091,2.26e-05,10.55,2,0.000436868,2.8,8,10.0,0.851170569,6,5.65e-06,0.000133958,2.0,2.291930811
2.463803535,0.006051437,2,17.5,5.2,189.4812428,0.002057312,50,0.037799881,60,12100,7.954545455,0.000241725,30.09071429,2,0.009725145,8.4,30,25.0,3.839722151,19,3.02e-05,0.00014453,3.4,5.106751356
0.926314594,0.003025719,2,8.0,2.0,78.16035274,0.00120395,22,0.001512859,16,2893,2.227272727,8.35e-05,13.72071429,2,0.002722228,4.4,16,14.0,1.360560844,10,2.09e-05,0.000144196,2.0,2.524349247
0.926311594,0.003025719,2,8.0,2.0,77.19802565,0.001220196,22,0.001512859,16,2860,2.227272727,8.28e-05,13.72071429,2,0.002372922,4.4,16,14.0,1.360560844,10,2.07e-05,0.000143823,2.0,2.524203947
0.951010432,0.003025719,2,8.0,2.0,77.64488506,0.001169103,22,0.001512859,16,3102,2.227272727,8.38e-05,15.53071429,2,0.002634369,4.4,16,14.0,1.581553898,10,2.1e-05,0.000143678,2.0,2.533093394
2.496688639,0.004538578,3,17.0,3.035714286,204.5360447,0.001512655,46,0.001902867,51,17319,6.204545455,0.002618278,35.20642857,2,0.036704588,8.6,32,25.0,3.999871366,20,0.00043638,0.00017507,2.7,3.862223479
0.802626552,0.003025719,2,7.0,2.0,70.2939069,0.001219305,20,0.001512859,14,1960,2.068181818,3.52e-05,10.5,2,0.000935398,4.0,14,13.0,0.922433754,9,8.81e-06,0.000136593,2.0,2.455176903
0.518631072,0.003025719,2,4.0,2.0,52.17999122,0.001336439,14,0.001512859,8,644,1.590909091,2.76e-05,7.05,2,0.000368053,2.8,8,10.0,0.541291484,6,6.91e-06,0.000130531,2.0,2.283056407
0.716439458,0.003025719,2,6.0,2.0,66.51215549,0.001269883,18,0.001512859,12,1440,1.909090909,8.95e-05,9.960714286,2,0.002099047,3.6,12,12.0,0.827630563,8,2.24e-05,0.000141663,2.0,2.395556431
0.506400806,0.003025719,2,4.0,2.0,55.58865143,0.00134145,14,0.001512859,8,581,1.590909091,5.62e-05,6.3,2,0.001348209,2.8,8,10.0,0.507718034,6,1.4e-05,0.00013837,2.0,2.281363403
1.910345839,0.006051437,2,10.0,4.166666667,182.761931,0.002236243,40,0.006972962,40,6660,7.0,0.000888525,23.48071429,2,0.016207883,6.4,20,22.0,2.282608696,14,0.000111066,0.000156055,3.1,4.16086596
0.618418177,0.003025719,2,5.0,2.0,69.58780858,0.001286909,16,0.001512859,10,1032,1.75,0.000268633,8.430714286,2,0.004024213,3.2,10,11.0,0.693336764,7,6.72e-05,0.000150739,2.0,2.337506901
1.049433623,0.003025719,2,9.0,2.0,84.72899264,0.001215806,24,0.001512859,18,4044,2.386363636,1.24e-05,16.17,2,0.006901972,4.8,18,15.0,1.739516337,11,3.11e-06,0.000151883,2.0,2.597638269
0.691368729,0.003025719,2,5.0,2.0,67.03961722,0.001240522,16,0.001512859,10,1520,1.75,3.04e-06,12.62,2,0.004676567,3.2,10,11.0,1.243889889,7,7.6e-07,0.000141064,2.0,2.348107165
1.037087884,0.003025719,2,9.0,2.0,82.19569578,0.00125473,24,0.001512859,18,3900,2.386363636,1.25e-05,15.47,2,0.004182154,4.8,18,15.0,1.61718549,11,3.12e-06,0.000150761,2.0,2.595836536
1.037087668,0.003025719,2,9.0,2.0,82.82277623,0.001253539,24,0.001512859,18,3900,2.386363636,1.24e-05,15.47,2,0.00682048,4.8,18,15.0,1.61718549,11,3.1e-06,0.000151469,2.0,2.59582938
5.482901263,0.009077156,3,26.66666667,6.166666667,461.1250753,0.002913698,92,0.006131285,150,44206,19.09090909,0.00049998,61.35,2,0.078993485,13.6,48,39.0,6.41278621,31,4.17e-05,0.000185151,4.8,8.276222999
1.219136125,0.004538578,2,8.0,3.0,95.21571596,0.001725315,28,0.001512859,24,3094,4.056818182,1.03e-07,15.4,2,0.005427717,5.0,16,17.0,1.743375354,11,1.72e-08,0.000124502,2.4,3.200892366
0.555596663,0.003025719,2,4.0,2.0,66.53714554,0.001284085,14,0.001512859,8,896,1.590909091,1.06e-05,9.110714286,2,0.000853466,2.8,8,10.0,0.647928994,6,2.64e-06,0.000152416,2.0,2.28846984
4.95732045,0.007564297,4,32.4,5.602380952,441.210372,0.002264166,84,0.023213606,135,45024,14.71590909,0.002815097,58.15285714,2,0.081082932,13.8,53,36.5,7.748263442,32,0.00028151,0.000207727,4.1,8.19262664
1.568928971,0.003025719,2,13.0,2.135714286,133.8754425,0.001053149,32,0.004086908,26,10384,3.022727273,0.000192002,27.20904762,2,0.008442963,6.4,25,18.5,3.385644456,15,4.8e-05,0.000191571,2.0,2.95140127
4.032109109,0.006051437,4,26.83333333,4.335714286,379.2289355,0.001798816,66,0.008393327,92,35706,10.5,0.003198323,56.54214286,2,0.176002327,11.6,46,33.0,6.078852586,27,0.00039979,0.000226809,3.7,5.907462566
1.223044626,0.003025719,2,10.0,2.035714286,117.0824288,0.001121125,26,0.001902867,20,6253,2.545454545,0.000165919,20.76071429,2,0.002061387,5.2,20,16.0,2.317854386,12,4.15e-05,0.000187758,2.0,2.742622125
1.260106562,0.003025719,2,10.0,2.035714286,120.9273595,0.001096435,26,0.001902867,20,6682,2.545454545,0.000170128,22.93071429,2,0.002296446,5.2,20,16.0,2.684846926,12,4.25e-05,0.000188929,2.0,2.745387419
0.728396997,0.003025719,2,6.0,2.0,56.46580744,0.001276873,18,0.001512859,12,1485,1.909090909,4.63e-07,10.5,2,0.003388489,3.6,12,12.0,0.819783895,8,1.16e-07,0.00013009,2.0,2.400197646
1.944458817,0.006051437,2,11.0,4.0,154.7893119,0.002259887,42,0.001512859,44,6216,7.318181818,4.47e-06,21.76,2,0.014463357,6.8,22,23.0,1.730254695,15,5.59e-07,0.000142227,3.1,4.19282037
0.518518929,0.003025719,2,4.0,2.0,43.1553024,0.001337729,14,0.001512859,8,665,1.590909091,1.08e-07,7.0,2,0.000697515,2.8,8,10.0,0.541291484,6,2.7e-08,0.000119861,2.0,2.286628267
2.506181717,0.007564297,2,12.0,5.0,184.9149589,0.002858715,54,0.001512859,60,8127,10.73863636,3.08e-06,27.3,2,0.015055542,7.8,24,27.0,2.028556728,17,3.08e-07,0.000137268,3.5,5.175153143
0.901272717,0.003025719,2,7.0,2.0,78.9931278,0.001154593,20,0.001512859,14,2590,2.068181818,8.42e-06,16.6,2,0.012787266,4.0,14,13.0,1.634808335,9,2.1e-06,0.000151149,2.0,2.463028817
0.777783541,0.003025719,2,6.0,2.0,64.69587126,0.001215258,18,0.001512859,12,1881,1.909090909,1.34e-06,13.3,2,0.002471071,3.6,12,12.0,1.137509648,8,3.34e-07,0.000134862,2.0,2.403832699
0.530864479,0.003025719,2,4.0,2.0,41.57413775,0.001341244,14,0.001512859,8,728,1.590909091,7.46e-08,7.7,2,0.000325575,2.8,8,10.0,0.598533573,6,1.87e-08,0.00011632,2.0,2.288344849
0.728780995,0.003025719,2,6.0,2.0,67.9447021,0.001241803,18,0.001512859,12,1521,1.909090909,8.82e-05,10.66071429,2,0.003074127,3.6,12,12.0,1.003215848,8,2.21e-05,0.000142066,2.0,2.397214822
0.741132004,0.003025719,2,6.0,2.0,68.86194556,0.001207965,18,0.001512859,12,1638,1.909090909,8.91e-05,11.77071429,2,0.002740333,3.6,12,12.0,1.066375096,8,2.23e-05,0.000142146,2.0,2.39960562
2.810749139,0.006051437,3,19.83333333,4.369047619,254.3772515,0.002019099,54,0.016037471,68,17631,8.590909091,0.004154021,38.99285714,2,0.034200708,9.2,32,26.0,4.38281451,21,0.000519253,0.00017313,3.1,5.348386107
0.555556837,0.003025719,2,4.0,2.0,54.40403538,0.001305585,14,0.001512859,8,840,1.590909091,3.55e-07,9.1,2,0.001281333,2.8,8,10.0,0.659763314,6,8.89e-08,0.000135227,2.0,2.288135601
0.790127139,0.003025719,2,7.0,2.0,63.84721017,0.001268623,20,0.001512859,14,1770,2.068181818,8.94e-07,9.8,2,0.002748332,4.0,14,13.0,0.953949061,9,2.24e-07,0.000141383,2.0,2.45242429
0.567929042,0.003025719,2,4.0,2.0,65.41848477,0.001280603,14,0.001512859,8,931,1.590909091,6.84e-06,9.8,2,0.005532408,2.8,8,10.0,0.681502444,6,1.71e-06,0.000149477,2.0,2.290039868
0.814821683,0.003025719,2,7.0,2.0,64.98596556,0.001255476,20,0.001512859,14,1970,2.068181818,1.57e-06,11.2,2,0.003638926,4.0,14,13.0,0.908669925,9,3.92e-07,0.000140786,2.0,2.456308743
0.790273019,0.003025719,2,7.0,2.0,83.72330145,0.001221616,20,0.001512859,14,2000,2.068181818,3.39e-05,10.6,2,0.008042073,4.0,13,12.5,1.295214819,9,8.48e-06,0.000163052,2.0,2.454900907
2.507438653,0.007564297,2,11.0,5.0,288.0338902,0.002657337,52,0.001512859,55,10946,10.34090909,0.000382565,35.41428571,2,0.04177693,7.4,22,24.0,3.948031901,16,4.25e-05,0.000181291,3.5,5.138087614
0.555555679,0.003025719,2,4.0,2.0,45.61529728,0.001308125,14,0.001512859,8,840,1.590909091,3.84e-08,9.1,2,0.001649076,2.8,8,10.0,0.659763314,6,9.6e-09,0.000114956,2.0,2.288137122
0.691358142,0.003025719,2,6.0,2.0,51.04446912,0.00127664,18,0.001512859,12,1260,1.909090909,3.21e-08,8.4,2,0.002560623,3.6,12,12.0,0.790069462,8,8.02e-09,0.000119403,2.0,2.391337548
1.53703764,0.006051437,2,8.0,4.0,122.1591372,0.002332283,36,0.001512859,32,3690,6.363636364,2.17e-07,18.9,2,0.007825906,5.6,16,20.0,1.660792385,12,2.71e-08,0.000126695,2.8,3.997744601
1.35025962,0.004538578,2,8.0,3.0,145.0607729,0.001729342,28,0.001512859,24,4508,4.056818182,0.002042487,21.32142857,2,0.014485127,5.0,16,17.0,2.017880113,11,0.000340414,0.000167001,2.4,3.220401552
0.630767579,0.003025719,2,5.0,2.0,70.89698785,0.001259936,16,0.001512859,10,1104,1.75,0.000268389,9.130714286,2,0.00472733,3.2,10,11.0,0.833419089,7,6.71e-05,0.000151172,2.0,2.339164358
3.647572089,0.006051437,3,20.0,4.102380952,297.787303,0.001980035,60,0.002994887,80,26940,10.18181818,0.013304445,43.97357143,2,0.047341254,10.4,38,31.0,5.434782609,24,0.001663056,0.000187021,3.4,5.008949949
0.605168729,0.003025719,2,5.0,2.0,60.06600009,0.001277214,16,0.001512859,10,904,1.75,5.49e-05,7.7,2,0.00222974,3.2,10,11.0,0.795857988,7,1.37e-05,0.000138947,2.0,2.335438009
5.825217607,0.009077156,3,25.6,6.535714286,537.2351709,0.002679133,90,0.016661483,144,45135,19.09090909,0.089884701,62.52214286,2,0.154699235,13.2,46,39.0,8.343581168,30,0.007490392,0.000208812,4.5,7.964111243
1.830101844,0.004538578,2,12.0,3.0,170.4223259,0.001681927,36,0.001512859,36,10188,5.011363636,0.001844307,29.06214286,2,0.008844875,6.6,22,18.0,3.640082326,15,0.000368861,0.00017001,2.7,3.556140611
6.939439256,0.012102874,3,24.85714286,8.433333333,582.0250683,0.003831542,120,0.01385343,192,60900,28.0,0.008747996,79.75714286,2,0.031718259,14.4,46,41.0,10.07872395,32,0.0005832,0.000172831,5.6,11.34401167
0.604938508,0.003025719,2,5.0,2.0,45.87587461,0.001312865,16,0.001512859,10,880,1.75,6.27e-08,7.7,2,0.000605668,3.2,10,11.0,0.795857988,7,1.57e-08,0.000121981,2.0,2.335404491
0.629630571,0.003025719,2,5.0,2.0,52.74368489,0.001292771,16,0.001512859,10,1032,1.75,2.41e-07,9.1,2,0.003168536,3.2,10,11.0,0.82750193,7,6.03e-08,0.000131909,2.0,2.338895012
0.629630308,0.003025719,2,5.0,2.0,51.86167502,0.001296705,16,0.001512859,10,1040,1.75,1.74e-07,9.1,2,0.002690913,3.2,10,11.0,0.892590687,7,4.35e-08,0.000127992,2.0,2.3388136
0.555566231,0.003025719,2,4.0,2.0,58.07349632,0.001332554,14,0.001512859,8,910,1.590909091,3.22e-06,9.12,2,0.001257292,2.8,8,10.0,0.890532544,6,8.04e-07,0.000137533,2.0,2.288652318
0.55556545,0.003025719,2,4.0,2.0,59.70163416,0.001329062,14,0.001512859,8,917,1.590909091,2.98e-06,9.12,2,0.004203386,2.8,8,10.0,0.890532544,6,7.44e-07,0.000139392,2.0,2.28867341
1.297128611,0.003025719,2,10.0,2.066666667,109.6984979,0.001057604,26,0.00260488,20,6370,2.545454545,0.000165,23.34,2,0.026587635,5.2,20,16.0,2.643555441,12,4.13e-05,0.000171174,2.0,2.70261936
3.371223925,0.007564297,3,19.8,5.133333333,321.2771092,0.002672315,66,0.006131285,90,24189,11.93181818,0.000258849,45.86,2,0.031140956,10.2,35,25.5,4.632107023,23,3.24e-05,0.000178795,4.1,6.652999486
5.879441861,0.009077156,3,28.8,6.166666667,490.3894811,0.002849347,96,0.006131285,162,55200,19.56818182,0.000980851,64.99666667,2,0.084188576,14.4,51,39.5,7.596861333,33,8.17e-05,0.00019216,4.8,8.739747631
1.805895219,0.004538578,2,12.0,3.066666667,179.7694793,0.001573058,36,0.00260488,36,9180,4.772727273,9.58e-05,28.19,2,0.031207429,6.6,23,19.5,3.06418832,15,1.6e-05,0.000183352,2.7,3.684450621
0.321052478,0.001512859,1,5.0,1.1,40.09571128,0.000680692,12,0.0036969,5,1518,0.636363636,1.42e-05,10.54,1,0.0,2.6,8,3.75,1.174813481,6,7.11e-06,0.000159923,1.0,1.801496841
0.321052478,0.001512859,1,5.0,1.1,40.09571128,0.000680692,12,0.0036969,5,1518,0.636363636,1.42e-05,10.54,1,0.0,2.6,8,3.75,1.174813481,6,7.11e-06,0.000159923,1.0,1.801496841
1.870614483,0.006051437,2,11.0,4.1,202.8943807,0.00221783,42,0.0036969,44,8316,7.0,8.23e-05,26.07,2,0.042722732,6.8,20,19.0,2.864805763,15,1.18e-05,0.000169062,3.1,4.420092082
0.802530409,0.003025719,2,7.0,2.0,74.53892907,0.001208089,20,0.001512859,14,2120,2.068181818,1.42e-05,11.26,2,0.000313651,4.0,13,12.5,1.393877026,9,3.56e-06,0.000150308,2.0,2.4568545
0.889129341,0.003025719,2,7.0,2.0,88.58972569,0.001180649,20,0.001512859,14,2700,2.068181818,5.35e-05,15.66071429,2,0.002513904,4.0,14,13.0,1.74916388,9,1.34e-05,0.000165262,2.0,2.468934304
2.117412496,0.007564297,2,9.0,5.0,214.3487746,0.002825463,48,0.001512859,45,8112,9.545454545,4.24e-05,30.27,2,0.006345994,6.6,18,22.0,3.056084384,14,4.71e-06,0.000158629,3.5,5.022447893
3.372482792,0.007564297,2,15.0,5.2,319.4227333,0.002588798,60,0.005880942,75,18600,11.93181818,0.000653807,40.84071429,2,0.028306933,9.0,29,29.5,4.309879084,20,6.54e-05,0.000184706,3.8,5.487733326
0.839548396,0.003025719,2,7.0,2.0,74.95434848,0.00120664,20,0.001512859,14,2480,2.068181818,9.88e-06,13.45,2,0.000159691,4.0,13,12.5,1.843709802,9,2.47e-06,0.000152486,2.0,2.486070444
0.271613807,0.001512859,1,5.0,1.0,30.78920366,0.0007066,12,0.001512859,5,876,0.636363636,1.89e-06,6.3,1,0.0,2.6,9,4.0,0.754309236,6,9.45e-07,0.000143596,1.0,1.754034357
1.21005062,0.003025719,2,11.0,2.0,93.29131658,0.001140157,28,0.001512859,22,5222,2.704545455,3.5e-05,17.24,2,0.004296258,5.6,21,16.5,2.165809107,13,8.74e-06,0.000161342,2.0,2.703329449
0.950968831,0.003025719,2,8.0,2.0,83.90681125,0.001185732,22,0.001512859,16,3234,2.227272727,7.51e-05,14.18428571,2,0.003867804,4.4,16,14.0,1.445459223,10,1.88e-05,0.000150693,2.0,2.532936292
0.950968831,0.003025719,2,8.0,2.0,83.90681125,0.001185732,22,0.001512859,16,3234,2.227272727,7.51e-05,14.18428571,2,0.003867804,4.4,16,14.0,1.445459223,10,1.88e-05,0.000150693,2.0,2.532936292
4.102182279,0.009077156,2,17.0,6.047619048,361.7278126,0.003084941,76,0.002136871,102,23978,16.22727273,0.001138184,46.45142857,2,0.037146979,10.4,34,34.0,4.602392591,23,9.48e-05,0.000166611,4.5,6.829444891
0.617371263,0.003025719,2,5.0,2.0,56.62183272,0.001269552,16,0.001512859,10,984,1.75,2.07e-05,8.45,2,0.000568981,3.2,10,11.0,0.864934397,7,5.19e-06,0.000130976,2.0,2.337160324
0.972331007,0.004538578,2,6.0,3.0,91.12115727,0.001820601,24,0.001512859,18,1812,3.579545455,3.15e-05,12.6,2,0.001181879,4.2,12,15.0,1.161178287,9,5.25e-06,0.000132521,2.1,3.08207502
0.901395614,0.003025719,2,8.0,2.0,71.70625316,0.00120085,22,0.001512859,16,2420,2.227272727,3.49e-05,11.9,2,0.001634277,4.4,16,14.0,1.127733471,10,8.73e-06,0.000136221,2.0,2.509185007
0.283952434,0.001512859,1,5.0,1.0,30.13433183,0.000704263,12,0.001512859,5,960,0.636363636,3.79e-07,7.7,1,0.0,2.6,9,4.0,0.738615899,6,1.9e-07,0.000139159,1.0,1.757035084
2.354965078,0.007564297,2,11.0,5.0,215.5420699,0.002814523,52,0.001512859,55,8632,10.34090909,8.56e-06,29.4,2,0.032280357,7.4,22,24.0,2.559171598,16,9.51e-07,0.000153233,3.5,5.123810471
1.00000362,0.003025719,2,9.0,2.0,73.17866216,0.001181386,24,0.001512859,18,3168,2.386363636,8.03e-07,14.0,2,0.01113411,4.8,17,14.5,1.538204271,11,2.01e-07,0.000140766,2.0,2.568376473
0.802472498,0.003025719,2,7.0,2.0,65.29588587,0.001254496,20,0.001512859,14,2000,2.068181818,7.95e-07,11.2,2,0.005590243,4.0,13,12.5,1.163107795,9,1.99e-07,0.000139392,2.0,2.456203059
1.722223452,0.006051437,2,9.0,4.0,137.6979153,0.002248619,38,0.001512859,36,4864,6.681818182,4.2e-07,21.7,2,0.011153516,6.0,18,21.0,2.164008233,13,5.25e-08,0.000131562,2.8,4.062786366
0.901234845,0.003025719,2,8.0,2.0,60.89501209,0.001198554,22,0.001512859,16,2321,2.227272727,6.7e-08,11.9,2,0.002807121,4.4,16,14.0,1.287496784,10,1.67e-08,0.000123274,2.0,2.504870737
0.8149225,0.003025719,2,6.0,2.166666667,67.07650161,0.001184792,18,0.006972962,12,2196,1.909090909,2.4e-05,14.76,2,0.005627432,3.6,12,12.0,1.705685619,8,6.01e-06,0.000132784,2.0,2.433541957
2.9393731,0.007564297,3,19.2,7.333333333,247.5176128,0.002485684,62,0.081480704,80,14787,10.73863636,0.000360785,36.875,2,0.009915334,9.4,31,26.5,5.151916645,21,3.61e-05,0.000148148,3.5,6.717747284
0.987874287,0.003025719,2,18.0,2.366666667,74.28480579,0.001086511,24,0.037799881,18,3888,2.068181818,5.05e-05,19.01,2,0.0,4.8,18,13.0,2.66490867,11,1.26e-05,0.00013552,2.0,3.167746441
0.802492932,0.003025719,2,7.0,2.0,60.01800402,0.001224001,20,0.001512859,14,2050,2.068181818,5.36e-06,11.61,2,0.003285751,4.0,13,12.5,1.30511963,9,1.34e-06,0.000123426,2.0,2.457128554
0.938425066,0.003025719,2,18.0,2.366666667,71.41378254,0.001100013,24,0.037799881,18,3420,2.068181818,3.58e-05,16.21,2,0.0,4.8,18,13.0,2.577952148,11,8.96e-06,0.00013519,2.0,3.158042933
1.852118075,0.006051437,2,12.83333333,5.2,150.6453089,0.00212166,42,0.037799881,44,6783,6.681818182,8.75e-05,23.78,2,0.001396255,6.8,22,21.0,3.263056342,15,1.09e-05,0.000135446,3.1,4.831041214
2.318374267,0.006051437,3,12.0,4.533333333,224.2375104,0.002076982,44,0.027721353,48,11638,7.636363636,0.000889703,31.505,2,0.017520085,7.2,24,22.0,3.881013635,16,0.0001271,0.000162787,3.1,4.368263863
0.104938279,0.001512859,1,2.0,1.0,15.04146923,0.000859449,6,0.001512859,2,129,0.397727273,1.29e-09,2.8,1,0.0,1.4,3,1.5,0.219320813,3,1.29e-09,0.000101729,1.0,1.592324571
0.839506445,0.003025719,2,7.0,2.0,57.15149455,0.001197544,20,0.001512859,14,2190,2.068181818,7.6e-08,12.6,2,0.000950005,4.0,14,13.0,1.34859789,9,1.9e-08,0.000117675,2.0,2.463393948
0.851852203,0.003025719,2,7.0,2.0,58.86386058,0.00121417,20,0.001512859,14,2270,2.068181818,9.79e-08,13.3,2,0.002517293,4.0,14,13.0,1.216490867,9,2.45e-08,0.000118737,2.0,2.461393326
0.9382719,0.003025719,2,8.0,2.0,62.22580818,0.001182355,22,0.001512859,16,2673,2.227272727,7.85e-08,14.0,2,0.002896737,4.4,16,14.0,1.48289169,10,1.96e-08,0.000120642,2.0,2.513909488
1.635806453,0.004538578,3,11.0,3.0,121.134456,0.001615444,34,0.001512859,33,5882,4.772727273,1.23e-06,21.0,2,0.030027446,6.2,22,20.0,2.099048109,14,2.04e-07,0.000137137,2.7,3.394886448
0.617316442,0.003025719,2,4.0,2.0,68.93787919,0.001254786,14,0.001512859,8,1288,1.590909091,8.28e-06,12.75,2,0.00043457,2.8,8,10.0,1.348340623,6,2.07e-06,0.000151172,2.0,2.297640719
0.617283974,0.003025719,2,5.0,2.0,41.12202696,0.001263132,16,0.001512859,10,984,1.75,7.04e-09,8.4,2,0.000232988,3.2,10,11.0,0.817597119,7,1.76e-09,0.000106225,2.0,2.338202561
0.827400395,0.003025719,2,7.0,2.0,72.12803373,0.001256551,20,0.001512859,14,2260,2.068181818,5.32e-05,12.63,2,0.002989043,4.0,13,12.5,1.070491382,9,1.33e-05,0.000141965,2.0,2.482925104
2.508178654,0.007564297,2,11.0,5.0,245.9401079,0.002805443,52,0.001512859,55,10764,10.34090909,0.00060092,34.49428571,2,0.022895897,7.4,22,24.0,2.563416517,16,6.68e-05,0.00015647,3.5,5.185242982
0.777835098,0.003025719,2,7.0,2.0,59.56268235,0.001300704,20,0.001512859,14,1930,2.068181818,1.29e-05,10.5,2,2.29e-05,4.0,12,12.0,0.946102393,9,3.23e-06,0.000130022,2.0,2.47668013
1.099165459,0.003025719,2,10.0,2.0,83.8386779,0.001162117,26,0.001512859,20,4082,2.545454545,8.16e-05,15.43,2,0.000639985,5.2,19,15.5,1.364805763,12,2.04e-05,0.000143823,2.0,2.654710704
1.037294693,0.003025719,2,10.0,2.0,77.93358929,0.001243442,26,0.001512859,20,3692,2.545454545,5.35e-05,13.33,2,0.008556579,5.2,17,14.5,1.222665295,12,1.34e-05,0.000142045,2.0,2.647582036
0.284078078,0.001512859,1,5.0,1.0,33.6023502,0.000703268,12,0.001512859,5,1002,0.636363636,2.54e-05,7.73,1,0.0,2.6,9,4.0,0.649858503,6,1.27e-05,0.000141824,1.0,1.758219434
3.120195323,0.006051437,3,17.0,4.1,272.1562607,0.001992601,54,0.0036969,68,18495,9.227272727,0.002337642,40.29571429,2,0.041113134,9.2,33,28.5,3.984435297,21,0.000292205,0.000173551,3.4,4.687514428
1.706891173,0.007564297,2,8.0,5.0,151.1372614,0.003181646,46,0.001512859,40,5152,9.147727273,2.96e-05,23.8,2,0.006744999,6.2,16,19.0,1.562516079,13,3.7e-06,0.000130124,3.5,4.94502846
0.790168603,0.003025719,2,7.0,2.0,69.60586448,0.001287627,20,0.001512859,14,1830,2.068181818,1.17e-05,9.8,2,0.006827892,4.0,14,13.0,0.859274505,9,2.92e-06,0.000148765,2.0,2.452637464
2.333665265,0.007564297,2,10.0,5.0,231.932987,0.002832955,50,0.001512859,50,8500,9.943181818,0.000128794,30.17,2,0.025321741,7.0,20,25.0,2.614355544,15,1.29e-05,0.000164745,3.5,5.05532762
0.79017867,0.003025719,2,7.0,2.0,69.60919782,0.001246201,20,0.001512859,14,1840,2.068181818,1.44e-05,9.8,2,0.000213901,4.0,14,13.0,0.859274505,9,3.59e-06,0.000148721,2.0,2.453200377
0.790168829,0.003025719,2,7.0,2.0,70.51062072,0.001265713,20,0.001512859,14,1850,2.068181818,1.18e-05,9.8,2,0.003993955,4.0,14,13.0,0.859274505,9,2.94e-06,0.000149054,2.0,2.452695737
1.618294967,0.003025719,2,14.0,2.0,123.6435647,0.001099654,34,0.001512859,28,11373,3.181818182,0.000193244,24.05833333,2,0.026585897,6.8,27,19.5,3.119372267,16,4.83e-05,0.000182415,2.0,2.984483737
0.543261529,0.003025719,2,4.0,2.0,62.18782738,0.001269253,14,0.001512859,8,819,1.590909091,1.49e-05,8.4,2,8.15e-05,2.8,8,10.0,0.626189864,6,3.71e-06,0.00014782,2.0,2.287318894
0.691562174,0.003025719,2,5.0,2.0,78.81542812,0.001205163,16,0.001512859,10,1704,1.75,5.41e-05,11.27,2,0.002884175,3.2,10,11.0,1.450990481,7,1.35e-05,0.00016247,2.0,2.358828469
0.333439116,0.001512859,1,5.0,1.1,40.44527995,0.000658513,12,0.0036969,5,1572,0.636363636,2.32e-05,11.39833333,1,0.0,2.6,9,4.0,1.350398765,6,1.16e-05,0.000160462,1.0,1.804325247
3.587801248,0.007564297,3,20.9,5.3,327.7521839,0.002541603,68,0.006131285,95,26826,12.32954545,0.000467455,48.61571429,2,0.010183715,10.6,34,27.0,6.064445588,24,5.19e-05,0.000179469,4.1,6.793723558
