Gravity Index Centrality,Laplacian Centrality,Constraint Coefficients,Second order centrality,HVGc Index,K-Shell Value,PE Values,Global Relative Change in Avg Clustering,DIL Centrality,PageRank Centrality,Semi local centrality,Extended Coreness,P Value,Societal Capital Scores,Extended Degree,Coreness Centrality,I-GSM Values,MDD Value,LGC Scores,EIGSM Values,EHCC Value,HCC Value,Degree Centrality,Leverage Centrality,Clustered Local Degree
247868.5,26982,-0.014888841,-2120.597525,2421055982.0,34,1.022103101,0.000429922,37323.11264,0.002510802,5222481,222111,755,7386,2976.6,3318,8666.779855,81.9,88592793237.0,651569.6748,114.2981111,1.306029094,0.115504683,0.316554263,8351.056511
218331.0,17990,-0.020240501,-2531.949429,1568231757.0,34,0.75429205,0.000199233,15868.81092,0.00196914,3998349,170411,728,5674,2286.0,2416,6591.724468,65.5,53388940990.0,497785.9732,84.46839611,1.176203555,0.085327784,0.181265497,6753.842818
85200.0,3438,-0.060269087,-5353.466191,117870300.5,20,0.192555384,0.000367281,1058.716976,0.000576854,1059285,44700,355,1529,615.6,619,2007.932595,20.0,6853818024.0,125524.2934,21.3419674,0.50249734,0.020811655,-0.490259776,2001.410526
65224.75,2822,-0.083023311,-5844.305562,75768253.22,17,0.15160042,0.000684776,299.7496252,0.000519148,873478,37053,322,1275,513.4,487,1723.012921,17.0,5292188315.0,103759.27,16.91729832,0.44936416,0.017689906,-0.494457107,1951.75
160260.0,8012,-0.034246521,-3682.206322,520071539.1,30,0.391687927,0.000213262,4149.210875,0.001011265,2226731,94676,544,3186,1282.6,1265,3785.53499,38.6,19764979064.0,270335.9202,44.65934743,0.818417745,0.042663892,-0.213432111,4050.146341
187272.0,11546,-0.026283475,-3037.25527,802862622.1,32,0.54285286,0.000253402,9817.306792,0.001477931,2826984,119770,608,4062,1636.6,1719,4770.667938,49.7,30345075967.0,342895.0413,59.67145279,0.943474013,0.061394381,0.028695439,4913.091759
98213.5,4556,-0.060055339,-4981.432781,208700829.5,22,0.224323224,0.000487466,659.4269961,0.000622546,1430198,60425,428,2025,814.6,718,2525.18835,22.7,9888269504.0,173736.9962,26.95125663,0.616252368,0.023933403,-0.484170219,3030.695652
182200.0,10304,-0.028529993,-3278.286711,753405731.4,32,0.483029734,0.000271207,6514.101197,0.001230446,2700494,114586,598,3877,1561.0,1549,4541.984207,45.0,26940817792.0,326866.2936,54.21663428,0.921171183,0.053069719,-0.101411729,4786.25098
123350.5,5326,-0.042446303,-4275.272699,238602728.7,26,0.288573972,0.000464952,2714.89811,0.000825382,1514969,64229,441,2198,885.4,923,2720.673003,29.5,11506407572.0,178764.6834,30.96300158,0.641370968,0.032258065,-0.278775044,2749.526882
240167.5,25060,-0.018296421,-2328.772341,3272939697.0,34,0.924267309,0.000145795,16076.80874,0.002042006,5845378,249245,847,8159,3282.4,3008,9375.249105,75.7,88825871680.0,731093.7068,116.8992304,1.45788256,0.097814776,0.105253271,10203.4889
237745.0,23634,-0.019315141,-2390.809726,2892166372.0,34,0.879614742,0.000687249,15297.9641,0.001995379,5542709,234643,790,7812,3142.8,2841,8970.003235,73.2,83280780180.0,685119.796,107.3589705,1.371372999,0.093652445,0.106497348,9711.788764
224765.5,19860,-0.019725108,-2444.362791,1803054723.0,34,0.799943334,7.96e-05,16211.80909,0.001985962,4346403,185625,799,6189,2493.0,2635,7176.879578,69.3,60669529530.0,541278.8791,93.90046198,1.288712897,0.090530697,0.179877944,7480.291901
100711.25,4364,-0.05329843,-4691.477015,176223271.7,23,0.233538364,0.000152266,1837.174445,0.000717914,1283264,54286,393,1857,748.0,764,2347.426221,25.1,9034173876.0,156247.3617,26.55452916,0.565719877,0.027055151,-0.331192085,2495.793846
53296.75,2770,-0.099344328,-6281.811446,69123224.39,13,0.132221063,0.000668621,337.9551924,0.000503817,885455,36559,309,1280,515.0,398,1753.701052,14.4,5596929040.0,106025.9756,15.60779748,0.434464287,0.015608741,-0.475447656,1843.285714
142695.0,6790,-0.038263863,-4020.542484,400475184.5,28,0.323461886,0.000529399,3314.684296,0.000922958,1954838,82777,523,2800,1127.0,1048,3367.688636,33.2,16308744830.0,237130.2005,38.20553994,0.771725324,0.036420395,-0.254849522,3531.764706
117168.75,4758,-0.050807924,-4766.745651,220164693.0,25,0.240322437,0.000170621,1528.526305,0.000667714,1457155,62011,447,2079,836.6,792,2594.086494,25.0,10480420431.0,174373.2427,28.01879581,0.641548693,0.026014568,-0.449288425,2759.206667
198721.5,11446,-0.029542202,-3287.475398,1002043244.0,34,0.48931829,0.003177139,5784.392814,0.001248978,3154521,134048,730,4448,1789.4,1614,5144.077326,46.8,32308080515.0,386283.6205,61.76073688,1.108157088,0.053069719,-0.154600523,5745.413333
236538.0,22288,-0.018452495,-2390.488892,2451798935.0,34,0.862943611,9.8e-05,19170.98269,0.001989999,5104113,217160,824,7139,2873.6,2890,8235.46206,71.1,74123413336.0,638462.4053,106.9094184,1.372456653,0.093652445,0.132744921,8705.206991
256292.0,33622,-0.015390668,-1930.252335,2724099542.0,34,1.159326792,0.003182511,35258.79143,0.003051466,5755343,244366,724,8296,3344.6,3699,9846.960392,95.0,116010000000.0,717844.8804,123.9860143,1.322055946,0.136316337,0.417700313,9494.029947
109021.0,4658,-0.049817312,-4970.110445,213248662.9,22,0.227547505,0.000598042,1748.336256,0.00063564,1446013,60913,430,2076,835.0,726,2617.098684,22.7,10635380829.0,171711.1102,27.39234832,0.621516654,0.023933403,-0.507975259,2588.565217
51795.25,2628,-0.107749437,-6125.809061,60073903.59,13,0.131900369,0.001202218,260.3641811,0.000546176,825382,33885,302,1194,480.8,402,1659.667955,14.8,5195428542.0,100650.8036,15.13203543,0.421349579,0.016649324,-0.370486862,1796.45
192324.0,11636,-0.026629514,-3120.723229,935232660.8,33,0.526611641,0.000223429,8524.266377,0.001332023,3006867,127755,655,4278,1722.4,1702,4981.59218,48.8,31705726256.0,370954.6593,60.80127699,1.010780808,0.058272633,-0.048934068,5252.825974
41304.25,2278,-0.093447795,-6448.88193,56090167.88,13,0.126899815,0.000486263,168.6159885,0.000452635,730610,31010,288,1048,422.0,424,1435.29273,13.7,3706867527.0,89286.95879,15.18844499,0.396612787,0.014568158,-0.573112528,1670.307692
219699.5,18116,-0.022117763,-2670.243719,1959139543.0,34,0.712256774,0.000123519,10826.55779,0.00182438,4447656,188958,785,6283,2528.2,2353,7205.474188,63.6,57405536958.0,547544.0807,88.6740787,1.277754163,0.078043704,0.036818772,7888.074955
41253.0,2030,-0.116701319,-6563.024135,39163678.89,12,0.114367192,0.000667294,309.2317579,0.000500921,640053,26927,260,924,372.4,338,1341.920551,13.4,3509640610.0,79546.79948,12.69540236,0.356783843,0.014568158,-0.397100329,1330.0
227494.0,20420,-0.018780898,-2459.302603,2059547195.0,34,0.8086456,0.000212314,18363.45993,0.001966275,4617818,196197,750,6555,2639.2,2603,7572.667267,69.5,64813386300.0,571097.404,93.9003817,1.252481445,0.089490114,0.149850865,7762.8
136390.5,6780,-0.04292026,-4069.872705,380155200.9,27,0.32851908,8.24e-05,2201.993562,0.000864842,1967491,82416,519,2829,1138.4,1037,3390.358355,31.9,16331226690.0,234912.9442,37.21223964,0.768717275,0.035379813,-0.286876285,3856.203209
197249.25,12490,-0.023085348,-3006.753352,995543444.5,33,0.567484626,0.000375472,13031.46527,0.001473692,3157158,134028,664,4475,1802.0,1782,5211.503722,51.3,34626220595.0,387963.5108,63.85330311,1.032604316,0.062434964,0.006921799,5238.135593
90150.0,4414,-0.044480373,-4381.360283,146523429.4,20,0.252445291,0.000930318,3183.488109,0.00085314,1210807,51120,365,1772,714.8,771,2277.167671,26.7,9180532938.0,145546.3616,25.57614966,0.528129867,0.031217482,-0.13695489,2082.390805
179435.75,10692,-0.02790304,-3244.725003,811885098.8,31,0.497449522,0.000486982,7203.51584,0.001241887,2823430,119496,614,4020,1618.4,1583,4701.023276,46.0,28649069658.0,343906.3606,57.17194472,0.948072199,0.054110302,-0.083059367,4922.594268
216971.0,15626,-0.021610407,-2822.634618,1550622755.0,34,0.641313535,0.001436351,13802.12157,0.001540014,3973449,168192,780,5602,2254.2,2080,6445.948626,58.3,47813497368.0,485510.8523,78.21237364,1.232817801,0.069719043,-0.006645903,6731.621438
231880.0,21324,-0.020652135,-2487.086265,2525643152.0,34,0.808540055,0.000212524,12945.5814,0.001875206,5102682,216500,790,7176,2887.2,2647,8235.708375,69.6,72146608710.0,631898.8895,100.4472321,1.334861144,0.087408949,0.077460798,9073.528399
230494.5,20310,-0.021452844,-2536.528806,2314476549.0,34,0.786177162,0.000530352,11758.22747,0.00180261,4920015,208899,825,6915,2782.2,2592,7934.088384,68.1,67423421805.0,606500.1308,97.72897766,1.360765356,0.084287201,0.054889237,8806.157407
138874.5,6614,-0.040577552,-4206.242834,373338038.8,27,0.308090387,0.000286343,2898.143166,0.000849729,1964150,82118,520,2811,1130.8,965,3378.681052,30.2,16352291557.0,235980.2846,35.97878626,0.768852145,0.033298647,-0.303844447,3597.012097
197387.0,10356,-0.028427188,-3415.570495,857969893.5,34,0.461527047,0.000620822,6786.637383,0.00112102,2887082,122641,709,4097,1648.2,1501,4769.15147,43.7,28109109570.0,348199.6239,57.35147717,1.063473967,0.048907388,-0.218577007,5158.973173
187680.0,10872,-0.026145771,-3120.656333,732308897.6,32,0.511132058,0.000718327,10032.82863,0.001420786,2695273,114032,592,3896,1569.6,1634,4591.808023,48.5,28381236408.0,324037.0295,56.11112751,0.9152526,0.058272633,-0.008554906,4647.896104
271269.0,35426,-0.01443113,-1958.20317,4210595523.0,34,1.223205349,0.001088084,31873.78962,0.002709895,6987022,297348,800,9838,3960.4,4055,11551.40959,93.0,134239000000.0,865918.6309,146.2237894,1.499365018,0.131113424,0.282731195,11621.10171
142933.0,7312,-0.036408463,-3786.612502,422231610.3,28,0.368808633,0.000301124,3451.012166,0.000983892,2009056,84565,514,2915,1173.8,1188,3482.818236,35.4,17359543504.0,241943.1084,40.68867376,0.767813291,0.040582726,-0.202237727,3741.516869
211548.0,14714,-0.023286979,-2827.191514,1332311306.0,34,0.630417599,0.000427341,10592.04531,0.001547667,3636171,154850,713,5146,2071.8,2057,5953.534007,57.1,42599553451.0,446762.7845,73.89969313,1.128368462,0.069719043,0.024609222,6312.569878
114726.0,4776,-0.043132848,-4588.006561,220969872.6,24,0.252677036,0.001499187,2979.049496,0.000724185,1433720,60925,431,2037,820.2,830,2565.423394,26.1,10541656452.0,173900.1429,30.04626072,0.620445944,0.028095734,-0.366440167,2433.760684
77152.5,3708,-0.067265767,-5638.71415,146141805.2,18,0.179068434,0.000131286,614.6455767,0.000512758,1209250,51299,397,1701,684.0,588,2187.944266,18.0,7784799534.0,145561.5784,22.75846039,0.561437036,0.018730489,-0.608825331,2398.0
109135.0,5460,-0.045630878,-4364.80354,245229688.2,23,0.265743502,0.000660796,2512.024982,0.000818357,1585040,66487,448,2295,924.0,844,2824.110358,27.3,12416190150.0,188297.5329,30.18452089,0.65511717,0.031217482,-0.252711832,2895.034483
204450.5,12230,-0.026760307,-3058.680746,1040073255.0,34,0.551448691,0.000146795,8657.599364,0.00136479,3164361,133956,712,4462,1796.4,1798,5192.538194,51.7,34211773950.0,393448.4149,65.9791912,1.087932771,0.060353798,-0.040618952,5597.582577
172000.0,8872,-0.03092523,-3471.888297,632507668.9,32,0.430795115,0.000742142,5741.495747,0.001117305,2419166,103018,594,3401,1369.6,1379,4017.537001,42.1,22260003260.0,303517.8417,50.86283408,0.889171803,0.047866805,-0.120273864,4220.492754
157511.0,7208,-0.038647166,-3965.851488,454680089.2,31,0.340175277,0.003038691,3238.659769,0.000945532,2080741,88656,559,2974,1196.8,1130,3540.34632,34.8,17357000952.0,250341.0278,40.51315622,0.823770491,0.037460978,-0.291297478,3912.669841
52318.0,2722,-0.087716841,-6229.612856,73536421.38,14,0.140217079,0.000464169,305.4675375,0.000477383,866679,36543,320,1256,505.4,451,1687.652112,14.7,4931980912.0,102903.5304,16.37585013,0.445936948,0.015608741,-0.565902933,1843.771429
169665.0,10710,-0.029796531,-3201.902233,709166013.1,30,0.48827261,0.000303798,6342.688056,0.001376164,2723298,113880,580,3924,1580.4,1500,4601.052025,46.2,28643916420.0,331406.3551,53.26988811,0.902841349,0.056191467,0.016074982,4854.402516
185996.25,9638,-0.03135589,-3503.437892,735638667.9,33,0.430159861,0.000531775,5342.217466,0.001082459,2682219,113585,630,3829,1540.6,1416,4473.457191,41.7,25877485453.0,327377.6891,51.81887091,0.955798749,0.046826223,-0.192483575,4873.333333
80750.0,3956,-0.058682822,-5106.5376,163711423.6,19,0.208358979,8.17e-06,1275.653585,0.000612859,1240193,52656,394,1747,703.2,668,2228.410459,21.1,8106049712.0,151454.4895,24.89225872,0.560573158,0.02289282,-0.459158472,2337.337662
141709.5,6946,-0.038519611,-4004.655854,402906288.2,27,0.332647133,0.000367446,3606.643486,0.00088535,1995488,83809,516,2878,1158.2,1082,3455.102268,32.9,17116524215.0,240003.4157,38.56005688,0.768025622,0.036420395,-0.282755022,3655.285714
87609.0,3938,-0.056553979,-5012.248711,143159231.6,19,0.212268866,0.000549632,1368.654431,0.000674485,1193900,49672,374,1716,691.0,656,2228.082968,21.8,8551351248.0,145200.8578,23.49924577,0.535429006,0.023933403,-0.342828303,2154.727273
138901.0,6472,-0.044445491,-4262.637473,394733553.9,28,0.305076684,0.00011042,1713.070393,0.000782839,1942151,82097,534,2771,1114.6,992,3319.648693,30.4,15443586716.0,236563.3407,37.1094915,0.782910942,0.032258065,-0.390051883,3824.215054
266390.0,35406,-0.014646694,-1951.308991,4004545891.0,34,1.220818401,0.001629235,32811.7526,0.002791993,6843620,289421,782,9702,3906.2,3944,11402.92676,92.5,133731000000.0,840117.9616,140.1110421,1.470529414,0.132154006,0.308871681,11371.28484
214208.5,15970,-0.02146633,-2721.981737,1406797167.0,34,0.668161732,0.000609706,14859.78732,0.001716189,3817398,161591,711,5429,2186.0,2115,6279.782436,59.1,47456092675.0,467198.2068,76.08608041,1.14227864,0.074921956,0.09510622,6488.760563
66997.0,3094,-0.066827067,-5403.429808,89363185.58,17,0.175726114,0.000111505,842.8729138,0.000621639,937699,39355,327,1357,546.8,537,1810.972239,19.1,5845786583.0,112300.4449,18.63370679,0.459912785,0.020811655,-0.357033865,1801.431579
13601.0,780,-0.216551646,-9296.004337,5716615.458,7,0.054736888,0.001918157,10.03834348,0.000329343,247617,10263,114,369,149.0,155,640.3190249,7.0,808592070.0,30179.52934,5.580992771,0.154361335,0.007284079,-0.600372608,706.7619048
153127.25,7372,-0.03592475,-3995.954294,465422933.7,29,0.346684827,0.000399343,3627.971924,0.000884415,2149645,91098,547,3091,1243.4,1102,3674.591443,34.1,18278040964.0,256174.2614,39.98781248,0.816468603,0.036420395,-0.335145654,3862.373109
186433.5,11038,-0.029156147,-3214.857127,854022762.5,33,0.504732003,2.87e-06,6696.27197,0.001263525,2890067,123014,622,4141,1667.0,1643,4814.006834,47.3,29206724608.0,350916.5947,58.05288329,0.964364431,0.055150884,-0.093164002,5274.647315
224357.5,18878,-0.020775612,-2576.700622,1965490460.0,34,0.747956505,0.000138487,13509.4134,0.001799899,4479035,190290,796,6358,2559.0,2439,7318.882056,64.9,59775016030.0,552575.3217,90.48601719,1.294910274,0.082206035,0.081683215,7838.050633
141981.0,7484,-0.03279792,-3559.335554,375742825.4,28,0.39661864,0.00042386,5242.960149,0.001118749,1909612,81178,470,2796,1127.2,1272,3365.726408,39.2,16896162792.0,226537.4986,40.57272842,0.709579801,0.04578564,-0.080666177,3412.363636
77087.75,3632,-0.069481736,-5233.991001,131055212.0,19,0.1984581,0.000763,424.5577241,0.000594095,1122960,47328,369,1606,646.6,631,2068.352854,20.4,7125844168.0,135698.2288,22.46010788,0.523272941,0.021852237,-0.452041497,2490.714286
68922.25,3226,-0.074942554,-5814.850176,110804914.2,17,0.168269628,0.000438693,440.9628546,0.000499862,1037230,43812,354,1477,594.2,540,1939.198698,17.0,6319435595.0,124275.3787,20.02709457,0.49834387,0.017689906,-0.596328987,2211.470588
27438.0,1964,-0.137909022,-8507.793581,36806663.61,8,0.083776034,0.000857574,65.04751832,0.000316213,663464,27951,275,954,383.2,257,1377.09557,8.0,3488282004.0,78130.43794,10.70111881,0.376029465,0.008324662,-0.830407425,1520.357143
197430.75,12916,-0.02576927,-3009.715939,1065481778.0,33,0.560949272,0.000327581,8095.572122,0.001440269,3293422,139126,660,4688,1887.2,1783,5432.744919,51.3,37050960302.0,406712.3261,64.51409749,1.040159446,0.062434964,0.010717319,5747.087006
56301.0,3128,-0.090173992,-6412.404334,98175044.58,14,0.142791385,0.001117037,138.0343616,0.000435926,1029268,43193,348,1473,592.0,455,1931.513322,14.0,6181184496.0,122260.5251,17.82294142,0.49110489,0.014568158,-0.693943349,2469.076923
144601.25,6434,-0.040856874,-4064.455891,367889928.3,29,0.324415221,0.000157373,2527.440226,0.000859068,1845932,78660,506,2656,1069.2,1073,3206.049571,33.1,14806638191.0,221361.214,37.68605979,0.743598675,0.035379813,-0.305708304,3519.368984
130279.5,6070,-0.036983732,-4014.192775,302489661.3,26,0.321827433,0.000973266,4628.012168,0.000909057,1693975,71830,468,2440,983.0,1023,2992.162351,32.0,13847976600.0,204430.2724,35.24202182,0.686805899,0.036420395,-0.211652709,2922.378151
239827.5,24628,-0.017363693,-2277.617613,2558440182.0,34,0.927768606,0.000328423,21308.12587,0.002205782,5312848,225333,752,7561,3044.0,3030,8752.514536,75.8,82956696606.0,654588.1176,107.6645978,1.312570922,0.101977107,0.196330757,9041.017042
201798.5,12428,-0.027194944,-3201.887606,1211828787.0,34,0.519731195,0.00026611,6515.361304,0.001228979,3417921,145601,795,4836,1945.0,1708,5557.674281,49.1,35543601522.0,416171.365,66.67636103,1.206366195,0.055150884,-0.19275243,6324.111756
158361.75,8332,-0.031699714,-3473.748028,483668697.7,29,0.419876245,0.000574775,5929.995536,0.001141455,2191868,93019,533,3131,1261.6,1368,3748.575364,40.6,20374364580.0,264115.8421,46.77783994,0.802409805,0.047866805,-0.076673027,3824.207729
256343.0,30672,-0.014870971,-2044.872236,3048856311.0,34,1.096278604,0.000150916,34445.33463,0.00271203,5938359,250740,771,8433,3396.8,3517,9897.282549,87.4,108849000000.0,734518.4031,123.9709013,1.384827463,0.122788762,0.319314145,9727.93568
115644.0,5968,-0.045876968,-4684.012153,323773683.6,23,0.253128287,0.000389311,1828.022546,0.000729163,1847363,77121,505,2659,1068.8,792,3210.812121,25.4,14669818456.0,219440.8282,31.01928418,0.742602677,0.027055151,-0.443773601,3491.763077
82331.75,4120,-0.063385467,-5345.20514,174983289.6,19,0.199510267,0.000470623,532.2800792,0.000564822,1302586,54978,405,1870,752.0,636,2355.40106,19.7,8698603380.0,158783.0009,24.25468135,0.58048488,0.020811655,-0.565350243,2794.473684
192596.25,10924,-0.027239055,-3306.743873,916118785.4,33,0.485950808,0.000562082,8417.034583,0.001204881,2974637,126331,662,4237,1704.8,1555,4923.231353,45.8,29923916568.0,361463.1892,57.67707092,1.016604626,0.052029136,-0.160807421,5284.164898
55536.0,2526,-0.07832208,-5841.535735,68365155.67,16,0.154485744,0.000313362,531.1199704,0.000516603,792415,33586,301,1127,454.2,503,1535.618849,16.7,4273139475.0,96697.94101,17.4671696,0.41633498,0.017689906,-0.487916123,1607.867647
197810.25,12870,-0.025014906,-3027.023139,1076030809.0,33,0.568359274,0.000393247,9438.467525,0.001385117,3285164,138844,656,4724,1901.4,1848,5462.667958,51.5,36189403965.0,396266.4519,64.99232449,1.037553257,0.061394381,-0.06194694,5864.649328
103454.0,4646,-0.05120474,-4687.647975,205438340.9,23,0.242165542,9.48e-05,1539.482696,0.000706811,1390305,58959,425,1998,804.4,778,2500.599912,24.8,9908129290.0,168749.2924,27.81327344,0.611197664,0.027055151,-0.364210049,2633.378462
199501.5,13206,-0.02360452,-2837.879894,913521470.4,33,0.607432169,0.000249836,11558.11912,0.001629096,3060492,129816,621,4392,1770.2,1955,5149.145472,55.6,35818660212.0,373397.4181,65.16473706,0.977605759,0.069719043,0.117744901,5224.819086
208913.0,14964,-0.025633447,-2834.085644,1453127105.0,34,0.635620764,0.000513691,8728.972185,0.001546789,3774304,160585,758,5271,2121.8,2065,6080.460367,57.4,43932919830.0,473661.3349,77.71821208,1.188114627,0.069719043,0.014600585,6766.84758
48152.0,2618,-0.099191108,-5930.776877,66933483.08,13,0.142346513,0.001024479,403.1252407,0.000562135,819558,34394,303,1173,472.6,436,1611.721407,15.5,4809902174.0,101900.6309,16.42359743,0.421312223,0.017689906,-0.372433606,1700.0
123649.5,5396,-0.045088048,-4270.759484,282237733.7,26,0.292358033,0.000208406,1927.899398,0.000793919,1588797,67843,472,2233,899.4,974,2759.656873,29.8,11947990476.0,197584.059,35.81473461,0.679595221,0.032258065,-0.304256163,2997.56129
85769.25,4270,-0.047322747,-4461.028178,149271774.8,21,0.244920409,0.000899658,2291.965471,0.000824582,1172046,49559,367,1729,697.4,784,2186.564413,26.3,8079222165.0,139840.631,25.43211704,0.527997747,0.030176899,-0.193622958,2118.719212
204616.5,16050,-0.022612986,-2680.138827,1253755870.0,33,0.678375885,0.000537623,11861.4746,0.001903945,3636658,153940,654,5250,2115.0,2189,6093.364441,60.6,46080344475.0,440605.387,74.59335453,1.06541372,0.078043704,0.137666053,6351.72973
110826.0,4852,-0.051867283,-4768.097168,225762019.3,24,0.240460043,0.000132249,1260.77557,0.000669629,1490854,62750,443,2126,855.4,806,2635.912995,24.7,10703732766.0,177191.0242,29.36353291,0.639573999,0.026014568,-0.44951274,2899.38
156333.0,7376,-0.039929092,-3788.713842,437720395.4,31,0.365074348,0.000355737,2484.011617,0.000985529,2049235,86460,556,2947,1186.6,1198,3514.800063,36.6,17446065560.0,247704.5687,42.25721034,0.818715786,0.040582726,-0.212378903,4026.461538
186771.75,11260,-0.031805741,-3251.96474,894502223.2,33,0.48858568,0.000386628,3968.14233,0.001255447,3025315,127708,648,4304,1732.0,1567,4986.934985,46.3,31190982570.0,370384.6152,57.15359806,1.004095861,0.054110302,-0.088090801,5781.565611
42727.75,1864,-0.082397417,-6676.760508,39062541.75,13,0.122912983,0.000828938,684.6352215,0.00043268,597319,25098,248,854,344.2,394,1250.417668,13.0,2975952424.0,72064.94945,13.45583282,0.338746551,0.013527575,-0.599776882,991.9487179
88830.5,3728,-0.056525011,-4799.588801,137435785.8,22,0.224017598,0.000161652,1176.421693,0.000703605,1098268,47254,373,1564,630.6,753,2023.755167,24.1,7119889112.0,134171.788,25.21449648,0.525534678,0.026014568,-0.327004981,2169.99
70414.0,3150,-0.069090455,-5816.33621,103353577.1,17,0.163046711,0.000226233,657.2953017,0.000511442,1009251,42125,343,1439,579.0,535,1910.765281,17.0,6366501225.0,123794.5179,19.4186383,0.483311877,0.017689906,-0.561163324,1944.794118
159159.25,7638,-0.033263844,-3785.505733,468991764.3,29,0.374108283,0.001363567,5133.279197,0.000997359,2148972,90085,530,3078,1239.0,1202,3686.701682,36.3,19187645121.0,256141.9669,42.62765964,0.795862478,0.040582726,-0.22004148,3773.117409
265.0,70,-1.0,-24400.557,29318.51994,1,0.007905407,0.001101031,1.0,0.000182195,22896,957,12,35,14.2,26,114.3706658,1.0,11238185.0,3014.817886,0.729146267,0.016027992,0.001040583,-0.942857143,34.0
293717.5,48618,-0.013469689,-1703.214411,5704106884.0,34,1.489321251,0.003916755,36244.21347,0.003447124,8411906,357673,837,11906,4794.0,4927,14302.11854,112.1,203573000000.0,1048116.666,176.8605536,1.661310254,0.164412071,0.400736971,14023.15085
228803.0,20114,-0.019330365,-2386.82891,1546069312.0,34,0.819269762,0.000791375,20104.7068,0.002106505,4150926,176296,686,5962,2403.0,2707,6960.704278,69.4,60730290713.0,514358.4449,89.87947914,1.143671804,0.094693028,0.242518875,6977.816117
139398.0,6584,-0.040708681,-4005.195677,383103810.4,28,0.332439913,7.85e-05,2726.268022,0.000897803,1873495,79723,507,2697,1085.8,1089,3248.540188,33.2,15287251336.0,228193.9661,37.97410853,0.747120651,0.036420395,-0.285760868,3623.89916
52248.0,2576,-0.088422691,-6437.611947,58851675.73,14,0.132514347,0.000253425,262.2895584,0.000469745,812099,33253,305,1197,481.6,411,1633.70635,14.0,4783249464.0,94915.16153,14.34679388,0.425026478,0.014568158,-0.580790631,1729.0
62887.25,3164,-0.059884432,-5261.404031,93006113.66,17,0.18213779,0.000972363,1036.433745,0.000638356,937161,39906,326,1372,553.0,569,1797.627705,19.8,5625878342.0,113354.9574,19.30730711,0.459605689,0.021852237,-0.342863292,1756.3
128290.5,5830,-0.039875703,-4017.225818,270606159.1,26,0.316574469,0.000393141,4473.949219,0.000905545,1607669,68367,450,2320,935.0,1028,2863.597495,32.3,13032393660.0,195443.4686,34.37836082,0.658888833,0.036420395,-0.198257794,2857.210084
4527.75,562,-0.354648514,-13970.12379,2918433.013,3,0.02927,0.002157792,3.0,0.000220535,196943,8349,88,278,111.8,94,505.5261521,3.0,467563768.0,23838.33747,3.694806549,0.118763323,0.003121748,-0.911453557,550.0
196977.0,12206,-0.02551834,-3028.626417,945226891.3,33,0.558391461,0.000302411,9120.449481,0.00138379,3068685,130301,646,4392,1768.6,1859,5112.561916,51.2,33453930165.0,376904.8857,63.97494666,1.006811367,0.061394381,-0.028143408,5406.753361
192423.0,11218,-0.029661686,-3415.56915,1022104247.0,33,0.474101396,0.000228908,5024.556228,0.001108258,3204046,134802,689,4528,1820.6,1528,5212.204951,44.9,32260180327.0,387171.7695,58.70359174,1.064852578,0.048907388,-0.24125198,5865.508788
130747.5,5812,-0.03874143,-4200.476137,292745522.4,27,0.300563879,0.000417698,3473.191715,0.000993895,1657814,70356,462,2378,957.8,973,2915.063967,31.5,13079998992.0,200907.5371,33.78953627,0.676237222,0.03433923,-0.226666026,2909.043561
140296.0,8386,-0.031945879,-3501.156078,470390098.5,26,0.403582389,0.000223044,7901.801939,0.001209507,2193845,92568,535,3158,1272.4,1227,3778.009911,39.7,21029194830.0,270867.2349,43.43345454,0.806296286,0.047866805,-0.021823678,3704.332367
203560.5,14004,-0.022581831,-2903.992101,1164964654.0,33,0.601937212,0.001445052,12166.7009,0.001579932,3490577,146880,693,4986,2007.2,1872,5776.611136,54.4,40848687720.0,421878.8081,67.57914631,1.095818603,0.066597294,0.032883608,5918.119048
64288.0,2692,-0.060576837,-5539.598038,72608811.63,16,0.167437259,0.001160824,1750.743125,0.000596984,812411,34150,300,1175,473.8,512,1638.790628,18.1,5086772242.0,100360.1466,17.46352859,0.417922368,0.019771072,-0.357677489,1331.766082
140105.0,6068,-0.036804025,-4080.003144,330887654.1,28,0.316747376,0.000581301,4295.271864,0.00090062,1746937,74304,488,2473,996.0,1029,3028.022626,31.9,13947249456.0,214365.2685,37.08801794,0.712064868,0.035379813,-0.245318811,2978.101604
39921.0,1846,-0.089946866,-6956.374386,37092643.31,12,0.113058679,0.000647269,546.6763041,0.000423353,587405,24626,247,857,345.2,349,1263.24051,12.0,3004124097.0,70400.63936,12.39000523,0.337750552,0.012486993,-0.627821402,1037.045455
150792.75,7188,-0.03729564,-3947.821724,443372655.7,29,0.340946594,0.000666765,3553.826841,0.000905934,2082949,87610,539,2964,1192.8,1101,3543.24205,33.9,17866661718.0,255495.7835,40.18502798,0.799831919,0.037460978,-0.249046441,3801.752381
182216.0,9854,-0.03024848,-3432.207173,719422934.9,32,0.437180324,0.000958777,6147.355543,0.001197483,2677823,112645,595,3846,1547.8,1400,4506.176703,42.5,26439040758.0,322603.1387,51.70135233,0.915886844,0.048907388,-0.140472879,4758.414431
