Global Relative Change in Avg Clustering,Degree Centrality,Local Gravity Model Centrality,LGC Scores,Betweenness Centrality,I-GSM Values,H-GSM_1,Centrality Values,Subgraph centrality,DIL Centrality,Extended Degree,Extended Improved Gravity Index Values,Improved Gravity Index Values,EHCC Value,Second order centrality,DNC Scores,Closeness Centrality,HCC Value,Local-Global Centrality,K-Shell Value,Semi local centrality,H Values,Node H-Index,MDD Value,Leverage Centrality
0.000173189,0.013027295,4389,12895960,0.0408271,436.6124942,424.7708859,1181.634691,963.3569999,496.0372714,96.2,24624.0,1966.25,19.58728817,-4327.217432,30.52193003,0.000126183,1.208949876,12.44330618,5,14817,2.770099642,9,15.0,0.400902058
0.000200643,0.003722084,582,2153264,0.000633657,283.795178,368.971709,504.8504155,244.7975619,15.01377944,42.4,10707.5,1126.25,7.691648454,-6602.361724,8.243833944,0.000117813,0.950094945,3.226737464,5,7539,0.432269435,5,5.7,-0.34214129
0.000131217,0.004962779,1320,6491295,0.00417709,394.5110851,388.9512363,818.2284201,1266.070159,84.53791059,70.8,19524.25,1896.25,12.67890796,-5744.572712,9.422182594,0.000118793,1.30418473,4.538417214,5,13373,3.276653124,8,7.7,-0.398282888
0.001096565,0.001861042,159,755967,0.001110648,221.1669721,348.7325708,235.4345866,43.51677228,7.725225225,23.0,4640.5,315.0,3.314155709,-9399.86954,4.222222222,0.000113908,0.584156784,1.542639341,2,3759,0.078875025,2,2.7,-0.437606838
0.00112735,0.001240695,78,434826,0.0,188.7810119,336.8591641,187.0734122,34.37896534,2.0,16.8,3422.5,238.0,2.579946974,-11245.92576,2.403174603,0.000111744,0.546712766,0.993378693,2,3046,0.037344209,2,2.0,-0.547368421
0.000625742,0.000620347,36,367965,0.0,182.0768763,333.0117097,144.4126856,26.54733283,1.0,15.0,3107.5,113.25,1.874418688,-14333.40306,1.06984127,0.000111123,0.425341263,0.492141816,1,2760,0.023964206,1,1.0,-0.945945946
0.000502034,0.001240695,86,537970,0.0,202.3902578,341.4178715,203.0304526,39.77244435,2.0,18.4,4375.0,271.5,3.137565834,-10642.60108,2.593650794,0.000112714,0.591978073,1.00899951,2,3322,0.063826769,2,2.0,-0.725146199
0.000764241,0.008684864,1960,6212955,0.023416279,365.7995355,407.4923914,784.5723128,398.9850023,275.7153361,64.4,14594.75,1613.75,11.99088173,-5022.691084,20.18846154,0.000125486,1.058643546,8.117802476,5,9932,1.904460056,8,10.7,0.261358652
0.000129071,0.005583127,1440,7410955,0.009864385,423.6486719,406.615869,806.525107,540.645524,110.7706868,69.4,17555.0,2110.0,12.18269499,-5546.37404,12.0278875,0.000123487,1.127945971,5.335747149,5,12679,1.598007996,8,8.4,-0.201773473
0.000647743,0.001861042,177,978445,0.0,240.6372795,358.0687689,322.1884853,74.77185192,3.0,25.4,6831.25,528.75,4.352323457,-8747.669657,3.595787546,0.000117192,0.716656515,1.58585775,3,4671,0.159193008,3,3.0,-0.664404223
0.001267633,0.004342432,756,2822952,0.00606223,304.2523383,370.287101,471.0400161,357.9831191,32.39432944,47.4,10486.5,1267.5,9.194242413,-6457.728982,10.17310511,0.00011605,1.096510336,3.779916121,5,7397,0.616910895,6,6.7,-0.231206162
0.000168125,0.001861042,156,746460,0.00288953,223.0769204,350.4598793,229.5060961,38.13705442,8.45045045,22.6,4706.75,471.75,3.234477446,-9106.41139,3.451659452,0.000114025,0.638769661,1.547960153,3,3657,0.086039199,3,3.0,-0.555860806
0.000684139,0.008684864,1442,3259360,0.024269911,282.855088,383.6552425,532.1063131,163.8181892,225.1811099,49.6,8352.75,872.0,7.296882949,-5574.467818,19.17753358,0.00012133,0.812063344,7.639337784,4,6435,0.495452711,5,10.4,0.434812838
0.000680008,0.001240695,100,593017,0.0,203.4439135,343.1362128,203.5656835,40.86367094,2.0,21.2,3979.5,272.5,2.858439325,-10499.0112,2.190720391,0.000114233,0.597298556,1.011195612,2,3411,0.051307225,2,2.0,-0.822368421
0.000677424,0.001861042,75,193564,0.0,143.4899008,315.0234406,128.6803657,32.1297901,3.0,11.8,2359.0,221.25,2.52765218,-9833.558122,4.552380952,0.000106112,0.24252087,1.386718167,3,1753,0.113059476,3,3.0,-0.355555556
0.000677424,0.001861042,75,193564,0.0,143.4899008,315.0234406,128.6803657,32.1297901,3.0,11.8,2359.0,221.25,2.52765218,-9833.558122,4.552380952,0.000106112,0.24252087,1.386718167,3,1753,0.113059476,3,3.0,-0.355555556
0.000315233,0.009305211,2310,7341282,0.005671171,351.3401082,383.2284404,927.702837,1999.533415,176.4105857,70.6,21588.75,1540.0,15.75071477,-5042.538785,22.82927569,0.000114969,1.301397299,8.166509804,5,13203,6.453834513,7,11.7,0.310701531
0.000255095,0.003101737,100,25340,0.002479849,53.79372882,228.8673993,35.67944614,13.39401031,8.555555556,11.0,468.5,93.0,0.836619971,-14629.57304,8.466666667,7.86e-05,0.160341801,1.634499763,4,224,0.000438687,4,3.8,0.134199134
0.001145613,0.001240695,12,2601,0.001240695,28.3803169,196.8575267,8.337142857,2.647510965,2.8,3.6,96.25,10.5,0.193228476,-20151.37379,2.6,6.98e-05,0.02504389,0.567602796,1,48,1.07e-05,1,1.7,-0.047619048
0.000911677,0.00248139,76,20822,0.0,52.92034548,227.6290346,31.07944614,12.05740277,4.0,10.0,461.0,90.0,0.811576081,-14632.83626,7.066666667,7.86e-05,0.156293218,1.305688326,4,219,0.00041027,4,4.0,-0.077777778
0.000911677,0.00248139,76,20822,0.0,52.92034548,227.6290346,31.07944614,12.05740277,4.0,10.0,461.0,90.0,0.811576081,-14632.83626,7.066666667,7.86e-05,0.156293218,1.305688326,4,219,0.00041027,4,4.0,-0.077777778
0.000155044,0.003722084,174,102000,0.007421065,90.51610947,268.418546,85.8117637,17.53149591,16.94949495,15.2,1095.0,188.0,1.452699652,-11723.55527,9.99047619,9e-05,0.182354627,2.305207987,4,649,0.005378437,4,4.5,0.117482517
0.000911677,0.00248139,76,20822,0.0,52.92034548,227.6290346,31.07944614,12.05740277,4.0,10.0,461.0,90.0,0.811576081,-14632.83626,7.066666667,7.86e-05,0.156293218,1.305688326,4,219,0.00041027,4,4.0,-0.077777778
0.000620347,0.000620347,2,213,0.0,16.62689553,174.2497639,5.42,1.600016191,1.0,1.4,10.5,3.25,0.032886676,-24461.60353,1.0,6.27e-05,0.007842786,0.251106745,1,10,1.77e-07,1,1.0,-0.333333333
0.000484235,0.005583127,666,1170960,0.001406065,209.9382717,340.6782097,371.7209754,189.3806135,19.77801835,35.0,8018.5,667.5,7.450234675,-6708.786912,14.48654189,0.00010917,0.858281681,4.402596218,5,4556,0.410535989,6,7.5,0.102902556
0.000675241,0.003722084,384,815575,4.18e-05,201.0536709,335.8199032,334.6722022,145.5514092,8.679487179,29.2,7367.5,632.5,6.53553796,-7144.53664,8.547653001,0.000109123,0.831965892,2.924033701,5,4214,0.269964524,6,6.0,-0.247222222
0.000664612,0.001240695,64,189805,0.0,134.4909016,302.1460184,128.0641328,16.11116607,2.0,14.0,2458.75,166.5,1.793171151,-10752.39722,2.288357257,0.000101958,0.313073699,0.883126845,2,1661,0.007288815,2,2.0,-0.766233766
0.001022824,0.003101737,170,226135,0.00334805,131.9391461,303.516104,167.4919762,17.55176383,29.57460317,16.6,2505.25,240.0,2.224320161,-8218.138805,6.808658009,0.000101585,0.259478342,2.197047643,3,1606,0.016697937,4,4.4,-0.11164587
0.00066014,0.000620347,12,33163,0.0,99.00089687,291.0414745,61.94675779,4.033861452,1.0,5.4,1186.25,39.5,0.75317975,-14891.35804,1.151515152,0.000100392,0.058174197,0.42567585,1,696,0.002123699,1,1.0,-0.846153846
0.00034699,0.003722084,300,579431,0.003084534,183.2608331,337.752319,225.89746,38.66614993,30.64673913,23.6,4152.0,486.0,3.451922181,-7688.769967,7.690571125,0.000112943,0.387696607,2.934720517,4,2740,0.039441496,5,5.1,-0.016681097
0.001110944,0.009305211,1590,3361976,0.019903466,284.0114428,381.5645551,561.1041559,145.0598359,295.7206814,51.4,9265.5,910.0,7.950034037,-5570.081624,20.94593994,0.000120207,0.692726882,8.115949283,4,6103,0.447528406,7,11.1,0.426799504
0.000890805,0.004342432,525,1285337,0.00578717,245.3772307,362.295225,361.9782586,61.79912933,65.88436975,34.2,6549.25,764.0,4.994167174,-6416.198246,9.032634617,0.000118147,0.615549425,3.679552561,4,4229,0.136446727,6,6.4,-0.129682452
0.000392952,0.003722084,324,997125,0.004270071,236.7722236,367.2812438,366.3192298,67.25981805,63.5456488,25.2,7062.5,671.0,5.24769804,-6734.721212,7.067571318,0.000120729,0.548006162,3.21221857,4,4177,0.335577258,5,5.7,-0.158852259
4.48e-05,0.004342432,378,516518,0.003717464,144.9085202,292.9141985,204.7965361,47.93918052,15.86254545,25.8,3208.75,412.0,3.053903479,-8796.916101,12.26919505,9.42e-05,0.445605675,2.939857163,4,2362,0.024726783,4,5.5,0.121043771
0.000743063,0.00248139,192,360992,0.0,139.7521527,289.2273207,186.0399748,37.76109759,4.0,21.6,3005.5,397.0,2.808064921,-8805.053509,5.697766475,9.42e-05,0.427387052,1.674490107,4,2239,0.015802596,4,4.0,-0.38961039
0.001565494,0.010545906,2108,3962485,0.013842148,275.5206216,359.7918951,663.2169914,210.2716709,290.5683794,59.8,10295.5,924.0,8.850987066,-5301.385139,24.9104182,0.000109099,0.722593243,8.596925732,4,6694,0.359310213,7,12.5,0.455040124
0.000743063,0.00248139,192,360992,0.0,139.7521527,289.2273207,186.0399748,37.76109759,4.0,21.6,3005.5,397.0,2.808064921,-8805.053509,5.697766475,9.42e-05,0.427387052,1.674490107,4,2239,0.015802596,4,4.0,-0.38961039
0.000686921,0.003722084,348,519109,0.00221249,151.132481,293.3008628,191.6298519,44.42283914,18.94583333,26.8,3152.5,443.0,3.015230554,-8078.307683,8.435861713,9.44e-05,0.4286697,2.53304521,4,2337,0.022641086,5,5.1,-0.120968886
0.000935203,0.003101737,180,264435,0.002604238,122.5159676,282.145738,133.7683297,23.60678467,13.66086957,17.4,2316.5,162.5,1.913313747,-10095.40136,6.348963317,9.26e-05,0.318394182,2.043085169,2,1664,0.006712107,2,4.1,0.150028011
0.000468061,0.003722084,336,503580,0.001064276,149.2876685,293.1281007,194.2406362,43.82837196,20.12142857,26.0,3151.25,436.0,2.994744008,-7995.841747,8.435861713,9.44e-05,0.424621117,2.531403622,4,2356,0.021774139,4,5.1,-0.080564846
0.000704754,0.001240695,34,49320,0.0,81.60490708,258.7516502,71.74842546,7.614126857,2.0,8.0,1097.5,81.5,1.086231235,-12061.92947,2.412121212,8.8e-05,0.103948264,0.752879262,2,719,0.001347088,2,2.0,-0.571428571
0.001067437,0.001861042,69,88914,0.000565436,105.5454153,279.3492697,83.14996145,8.090505944,7.225641026,11.0,1359.0,110.5,1.120156927,-10151.08774,4.295454545,9.29e-05,0.121658128,1.220998703,2,880,0.003907066,2,2.7,-0.3
0.001098703,0.001240695,30,44496,0.0,83.03156792,262.0815632,65.77514815,6.420643993,2.0,7.2,1045.5,82.0,0.885446598,-12023.91709,2.545454545,8.88e-05,0.099899681,0.763099714,2,658,0.001275362,2,2.0,-0.457142857
0.000631892,0.001861042,78,144864,1.05e-05,120.3414961,290.8398852,146.2334286,22.47079339,7.566666667,12.2,2525.25,196.5,2.461954068,-9376.623917,3.963003663,9.67e-05,0.228615958,1.273917715,3,1627,0.015810364,3,3.0,-0.432352941
0.000636867,0.001240695,52,146943,0.0,120.5556588,288.6697558,105.4328776,16.73496741,2.0,11.6,1933.5,145.0,1.87477697,-11087.93772,2.438095238,9.66e-05,0.228361578,0.846239125,2,1510,0.012791207,2,2.0,-0.627329193
0.000642791,0.001861042,39,23446,0.0,61.1376177,241.1204143,41.45846093,6.888312023,3.0,7.0,557.5,72.75,0.691444233,-13168.61655,5.428571429,8.18e-05,0.081946186,1.044666614,3,340,0.000939193,3,3.0,-0.133333333
0.000642791,0.001861042,39,23446,0.0,61.1376177,241.1204143,41.45846093,6.888312023,3.0,7.0,557.5,72.75,0.691444233,-13168.61655,5.428571429,8.18e-05,0.081946186,1.044666614,3,340,0.000939193,3,3.0,-0.133333333
0.000642791,0.001861042,39,23446,0.0,61.1376177,241.1204143,41.45846093,6.888312023,3.0,7.0,557.5,72.75,0.691444233,-13168.61655,5.428571429,8.18e-05,0.081946186,1.044666614,3,340,0.000939193,3,3.0,-0.133333333
0.001554465,0.001861042,78,114432,6.82e-06,106.6221429,278.9704125,115.4813079,12.38897695,3.833333333,12.2,1515.5,120.5,1.425176454,-10112.50905,4.322829132,9.3e-05,0.175518613,1.216865163,2,1193,0.006665534,2,2.7,-0.3
0.000242865,0.001240695,40,71070,0.0,98.4007127,276.3314046,79.65582907,8.085453945,2.0,9.2,1044.5,99.5,1.043531224,-11838.7766,2.799019608,9.28e-05,0.145419369,0.805218178,2,946,0.003151825,2,2.0,-0.494736842
0.000643521,0.000620347,17,53982,0.0,95.83817643,275.3166941,62.4144263,5.290848264,1.0,7.4,924.0,47.75,0.828057038,-14845.76931,1.132352941,9.28e-05,0.105463796,0.402139642,1,807,0.001881342,1,1.0,-0.888888889
0.001001154,0.004342432,420,613800,0.005968761,171.3846544,318.469751,235.5886537,36.32456298,60.07575758,28.2,3268.25,492.0,3.252928953,-7080.19876,9.018067227,0.000103756,0.381645229,3.204595418,4,2609,0.044497168,5,5.8,-0.01953047
0.000162148,0.003722084,306,454320,0.000264952,158.3085436,313.930891,204.3778437,38.39056972,30.03736614,24.0,3145.0,416.0,3.253108094,-7874.052567,9.589495798,0.000103434,0.361402314,2.71774789,4,2376,0.04284168,4,5.1,-0.063959229
0.000705016,0.001861042,129,378427,0.0,171.4047042,321.9168706,211.9325441,28.09483826,3.0,19.0,3906.5,342.75,2.857622443,-8950.053046,3.513071895,0.000106101,0.402851922,1.412386023,3,2581,0.048195765,3,3.0,-0.622943723
0.001028651,0.004962779,816,2548998,0.006033125,296.0148853,379.3350841,517.8975826,142.0297986,76.25020023,45.6,9826.5,1260.0,7.269338254,-6028.617308,10.91959374,0.000121095,0.797893304,4.37790596,5,6875,0.382822787,6,7.1,-0.100279905
0.000795436,0.000620347,5,4614,0.0,50.06980335,234.1804178,23.38733605,2.04116672,1.0,2.6,162.5,13.75,0.339389488,-17152.53074,1.2,8.06e-05,0.020995307,0.340003441,1,162,7.91e-05,1,1.0,-0.666666667
0.000795436,0.000620347,5,4614,0.0,50.06980335,234.1804178,23.38733605,2.04116672,1.0,2.6,162.5,13.75,0.339389488,-17152.53074,1.2,8.06e-05,0.020995307,0.340003441,1,162,7.91e-05,1,1.0,-0.666666667
0.000856546,0.00248139,112,224238,0.000928761,158.1331967,340.9090315,146.0147987,21.77866571,13.30714286,13.6,2797.25,246.75,2.31303787,-8501.103541,5.443073593,0.000119048,0.216989717,1.990369426,3,1785,0.020943163,3,3.7,-0.200396825
0.000223261,0.001240695,30,74808,0.0,125.4598936,316.9285023,92.18952152,9.099424617,2.0,7.2,1831.25,103.5,1.18235821,-11884.20021,2.878787879,0.000110363,0.099899681,0.92939282,2,1127,0.007085565,2,2.0,-0.457142857
0.000233216,0.004962779,584,1040514,0.011535731,220.778845,369.1554046,359.7628563,165.6811528,37.95013495,34.0,7995.5,678.75,6.901794991,-5940.776002,10.72749473,0.000126454,0.765737523,4.246857753,5,4853,0.12400741,7,7.1,-0.03531746
0.0015603,0.001861042,54,103152,2.11e-06,128.9700297,318.5348329,108.5996975,12.65926025,3.533333333,9.0,2071.5,110.0,1.399347927,-10321.39387,4.545454545,0.000110497,0.109766759,1.398366195,2,1289,0.011185961,2,2.7,-0.180952381
0.00251972,0.003101737,175,251200,0.001517597,143.7130356,310.6988169,165.8359748,23.3346799,9.01038961,17.0,2753.25,235.5,2.201322059,-8989.026564,7.547385621,0.000103199,0.31636989,2.257382449,3,1892,0.042320898,3,4.1,-0.001260816
0.000344227,0.00248139,148,306017,0.000221143,156.2820864,314.3680354,187.4699235,22.98951442,11.92857143,17.2,3240.0,291.75,2.739704776,-8452.260552,5.480718954,0.000103885,0.327243739,1.834916465,3,2174,0.044678884,4,4.0,-0.32020202
0.000228082,0.005583127,774,2182853,0.003929799,255.7040417,352.784984,448.6944176,268.8859269,99.61283605,39.8,10118.25,845.0,7.018580488,-6097.868472,11.85533434,0.000110828,0.693192648,4.598306443,4,6097,1.249961568,5,7.2,0.11434199
1.11e-05,0.004342432,420,855976,0.00304872,200.7842579,336.3956024,293.0969726,52.3543964,41.37031181,28.2,5185.5,578.0,3.854849343,-6990.697266,8.16372549,0.000108237,0.447131955,3.403540088,4,3365,0.175594165,4,5.8,0.052482517
0.000512051,0.003722084,348,778308,0.002511555,198.9083884,334.821915,304.033187,62.62163187,34.67696193,26.8,5543.75,563.0,4.243255347,-7354.77791,7.046265173,0.000108295,0.526014833,2.914381992,4,3539,0.225846478,5,5.4,-0.078621379
0.000815948,0.003101737,315,882102,0.00245616,220.9406712,344.0302479,267.7740548,40.3862594,33.37229437,28.2,4947.5,662.0,3.430070581,-7524.435597,6.667717087,0.000110632,0.445616424,2.511299414,4,3365,0.126299963,4,4.7,-0.295617426
0.002400879,0.009925558,2944,11439680,0.014037999,416.3523361,399.790008,1072.626904,2867.078848,277.6503008,83.2,26316.0,2038.75,18.40398051,-4919.013365,23.47696014,0.000117343,1.387159185,9.0883787,5,15885,8.668023331,8,12.7,0.311929613
0.000659129,0.001240695,68,332519,0.0,173.6614411,324.4291892,175.1806442,38.50683103,2.0,14.8,3761.25,222.0,2.654494644,-10535.86755,2.314052288,0.000107354,0.333051485,0.956902774,2,2417,0.119716888,2,2.0,-0.788888889
0.000572525,0.001240695,58,208288,0.0,165.0097325,341.7320606,145.121661,20.01466696,2.0,12.8,3118.75,177.0,2.21015012,-10673.54327,2.521428571,0.000120019,0.268062771,1.005629102,2,1988,0.0148229,2,2.0,-0.713043478
0.000568366,0.001240695,52,181250,0.0,152.8792971,327.4498674,146.5011816,20.48719963,2.0,11.6,3088.75,156.5,2.201777077,-10829.81518,2.54318394,0.000112803,0.230131489,0.963493654,2,1926,0.027309237,2,2.0,-0.7
0.000393739,0.004342432,525,1460025,0.32450199,276.7481766,400.9615617,394.2172652,115.5923226,48.45824763,34.2,8905.25,955.0,7.287976067,-5730.05043,9.182467532,0.000137268,0.771301637,4.069609929,5,5177,0.079374154,6,6.4,-0.145219693
0.001072465,0.003722084,378,853188,0.011362044,226.0145879,373.5909049,304.4221728,91.09694713,25.80752117,28.8,6260.5,574.0,4.833029988,-7043.17562,7.259618744,0.000129116,0.743215936,3.258262431,4,4148,0.061712645,4,5.4,-0.073032153
0.000425512,0.00248139,172,453203,0.006456381,207.6399621,364.1333991,202.1385702,24.20219164,22.59376372,19.6,3600.75,371.25,2.908684748,-8007.532001,4.571428571,0.000125628,0.360628426,2.138205004,3,2544,0.052019889,4,4.0,-0.384335664
0.001347636,0.004962779,632,1393915,0.003457684,245.13616,373.8551638,409.2781112,123.5708932,76.63267057,36.4,8273.25,865.0,6.111207051,-6283.960119,9.517993702,0.000125078,0.774343449,4.308085393,5,5348,0.163231497,6,7.1,0.035175233
0.00018467,0.008064516,1404,2962513,0.007401145,278.1367303,386.8699089,595.0430015,309.5564148,141.1650917,51.0,11929.0,1045.0,9.131629107,-5364.072027,15.68422192,0.000126103,0.853788829,7.114930357,5,7423,0.31656025,8,9.7,0.31728438
8.54e-05,0.004962779,792,2114370,0.007265106,286.8537789,387.1180272,483.3558758,129.48066,74.36362655,44.4,9388.0,1128.75,7.267725986,-5938.042899,9.670271833,0.000128238,0.818369102,4.471509126,5,6103,0.19521986,7,7.1,-0.147619749
0.000142803,0.00248139,148,338964,0.000272986,174.8708633,345.229062,191.6861214,27.87801721,11.30784161,17.2,3195.25,299.25,2.796617821,-8420.365991,5.228571429,0.000120048,0.329013651,2.02141594,3,2260,0.022262542,4,4.0,-0.275555556
0.000557551,0.003101737,190,379321,0.001675368,175.5130642,346.2392888,188.1074091,28.94327746,13.52380952,18.2,3110.0,300.0,2.710644549,-8178.972902,6.695238095,0.000120034,0.333062234,2.527583087,3,2208,0.024799278,4,4.1,-0.046814297
0.000204485,0.003722084,414,1287810,0.00920075,247.0532013,370.7204987,318.2095564,92.76454386,20.08524775,31.2,5947.25,546.0,5.230041919,-7366.194283,9.125162338,0.000126072,0.742972305,3.262590703,3,4545,0.101075638,4,4.8,-0.048381248
3.25e-05,0.00248139,276,1212492,0.00529073,264.7317791,380.0991365,353.7933175,77.16732312,14.65069876,30.0,7321.25,803.0,5.084475655,-7703.121407,4.835212207,0.000129199,0.758392748,2.237185482,4,4597,0.109388924,4,4.0,-0.558969404
0.002513365,0.006823821,1001,2192662,0.023498852,275.1324405,388.278058,463.2875194,104.2942796,163.1008403,43.0,8382.0,834.0,7.114897352,-5844.461988,15.87155388,0.000129016,0.707362689,6.145263149,4,5260,0.187306348,6,8.3,0.233496401
0.000512132,0.003722084,462,1420902,0.001055873,256.4901633,374.8273496,406.4978807,113.4993308,22.96039562,34.4,8414.25,960.0,6.28413887,-6765.791624,7.664451973,0.000126103,0.780405575,3.274420919,5,5265,0.16402075,5,5.4,-0.225142227
0.002321575,0.01426799,5589,18736419,0.086578007,491.3381423,441.5487226,1334.230111,1684.26195,556.6127276,111.0,27933.75,2341.25,23.03967611,-4285.129546,33.68902578,0.000133815,1.395098707,14.16886136,5,17091,3.532234853,9,16.7,0.4359144
0.001039867,0.003722084,192,129532,0.000310529,95.30349642,263.7905194,113.4937179,21.89972705,16.61587302,16.4,1635.75,205.0,1.957973559,-8617.157549,8.816666667,8.61e-05,0.232675289,2.26886963,4,936,0.006648107,4,5.1,0.08023088
0.000473956,0.001240695,20,19669,0.0,71.08828223,259.4493521,51.85340403,5.748158251,2.0,5.2,775.0,47.5,0.981466089,-12161.67611,2.866666667,8.94e-05,0.052610082,0.755965268,2,516,0.001640256,2,2.0,-0.416666667
0.000811069,0.004962779,312,274575,0.002860764,125.6349381,294.3084112,136.481797,27.71147615,56.29469697,20.4,2019.5,276.0,2.543921751,-7890.427002,12.77142857,9.59e-05,0.256203647,3.375595491,4,1242,0.032180284,4,5.9,0.263369963
0.0013199,0.004962779,560,1101764,0.001524171,210.1331679,335.559461,332.3080132,106.9568372,40.34661319,32.8,6745.0,741.25,5.837164559,-6568.059683,11.34363137,0.000104635,0.6906381,3.866112165,5,4027,0.261229106,5,6.8,0.039845242
0.000661233,0.000620347,14,53880,0.0,105.2576842,285.6140257,70.7247549,6.70137817,1.0,6.2,1472.5,49.5,1.047293182,-14836.8731,1.186813187,9.63e-05,0.071072337,0.41933832,1,875,0.004395519,1,1.0,-0.866666667
0.000621867,0.001861042,75,150009,0.000168384,126.1393499,296.2107514,113.850541,15.69514334,4.4,11.8,2335.25,215.25,1.946071441,-9774.14939,3.913003663,9.82e-05,0.166414675,1.299182379,3,1372,0.020362376,3,3.0,-0.367201426
0.000489115,0.003101737,215,421080,0.000341367,177.8064849,331.729188,218.0425112,32.04351173,15.21818182,20.2,4463.5,435.0,3.609347569,-7516.727073,6.248701299,0.000108719,0.367962452,2.416048327,4,2593,0.077179333,4,4.7,-0.210649644
0.000470095,0.006823821,1221,3372381,0.008344672,308.8608559,380.0983136,596.6109549,179.6081593,161.6322091,51.0,11371.75,1321.25,8.75676615,-5432.075602,14.01481102,0.000116333,0.822184802,5.990631894,5,7216,0.661891879,7,8.6,0.129005933
0.000357145,0.007444169,1584,4381650,0.010398936,327.8947468,379.275032,680.1575655,300.0068914,207.8276156,60.0,13982.5,1432.5,11.88439683,-5253.582928,15.71478331,0.000115888,1.004772312,6.527198213,5,8276,0.909046613,8,9.6,0.089185743
0.000761043,0.001240695,18,23772,0.001240695,97.92482735,294.7531004,47.29141725,3.987154281,2.875,4.8,1095.25,29.0,0.884862599,-15239.5404,2.321428571,0.000101698,0.043506145,0.862817557,1,564,0.003417645,1,1.7,-0.133333333
0.000330759,0.007444169,1380,3824102,0.007511773,302.8220323,375.5270749,561.2047934,329.5905398,142.1305289,53.2,11365.5,1256.25,9.561495468,-5973.16689,18.57473118,0.000114877,0.954430153,6.434529905,5,7867,1.20080802,6,9.3,0.238587852
0.001118677,0.006203474,1080,3517377,0.004782611,307.7841039,374.9324637,595.7179612,267.8470331,94.19625418,49.2,12052.25,1365.0,9.270667479,-5813.444547,15.12505798,0.000115115,0.946830999,5.400496674,5,7958,1.034298441,6,8.2,0.105670526
0.000626729,0.001240695,56,238204,0.0,163.4586921,325.0747243,162.7404532,20.74169844,2.0,12.4,3415.0,192.0,2.329253699,-10699.95853,2.416993464,0.000108495,0.246569453,0.957594591,2,2070,0.042083319,2,2.0,-0.733333333
0.000645023,0.000620347,18,103132,0.0,134.3746875,311.8670948,100.3655016,10.32186484,1.0,7.8,2050.0,66.75,1.248651069,-14625.73337,1.150326797,0.000105854,0.112797822,0.459197683,1,1355,0.011123668,1,1.0,-0.894736842
0.00152136,0.001861042,45,35658,7.09e-05,83.22489844,269.0966699,66.58722528,7.265805777,3.888888889,7.8,913.5,61.0,0.939794346,-11312.65951,4.75,9.11e-05,0.071835477,1.173097904,2,650,0.004898953,2,2.7,-0.168181818
0.000453842,0.001861042,90,180648,0.001982899,150.890455,332.3137505,132.8685782,15.45432425,7.741854637,13.8,2403.5,226.5,2.289222887,-9173.603692,3.711111111,0.000116428,0.265031708,1.460661558,3,1620,0.014228753,3,3.0,-0.46031746
0.000839208,0.000620347,6,10458,0.0,86.61217379,296.4125619,33.57431675,2.891041176,1.0,3.0,574.0,21.5,0.768005446,-15553.08667,1.333333333,0.000106883,0.02478951,0.434033107,1,383,0.000848304,1,1.0,-0.714285714
0.000361326,0.003101737,365,1383096,0.037399364,242.6802399,361.6675779,343.079378,178.9382652,21.29149798,32.2,8731.25,980.0,6.678309627,-7879.681816,6.569000934,0.000121743,0.957894737,2.636914904,5,5106,0.007470065,5,5.0,-0.368181818
0.000990904,0.009305211,3075,10990850,0.291616809,435.3649277,416.118193,1040.227653,1113.342498,414.2703192,91.0,24541.25,2670.0,18.02811078,-6181.299536,18.81194168,0.000127486,1.294901652,8.784512206,6,14578,0.030389396,10,11.7,0.119118932
0.001203976,0.001861042,48,70752,0.002695133,121.4022435,321.997702,68.69590282,8.871368982,6.939393939,8.2,1433.75,144.0,1.101673175,-10924.63054,4.777777778,0.00011426,0.07562968,1.409259292,3,861,0.005152652,3,3.0,-0.179487179
0.001612031,0.001861042,36,25938,0.000717969,99.49508571,304.1970101,49.03995005,5.452631751,4.095238095,6.6,648.75,75.0,0.61558167,-11801.43826,4.133333333,0.000107423,0.065762603,1.328988952,3,453,0.000432125,3,3.0,-0.111111111
0.001612031,0.001861042,36,25938,0.000717969,99.49508571,304.1970101,49.03995005,5.452631751,4.095238095,6.6,648.75,75.0,0.61558167,-11801.43826,4.133333333,0.000107423,0.065762603,1.328988952,3,453,0.000432125,3,3.0,-0.111111111
0.000703912,0.000620347,12,36049,0.0,104.0990225,305.1897836,46.84630173,6.243881174,1.0,5.4,1080.0,41.0,0.926387446,-14785.47816,1.318181818,0.000109314,0.058174197,0.4476028,1,734,0.002298029,1,1.0,-0.846153846
0.000687132,0.001240695,52,209090,0.0,164.1495091,329.2531364,160.3815838,20.3351991,2.0,11.6,3033.75,169.5,1.971932213,-11413.15997,2.424242424,0.000109697,0.226591666,0.96932745,2,2129,0.047311557,2,2.0,-0.583333333
0.000640233,0.001240695,60,291522,0.0,179.2455206,334.9090093,197.6728601,24.09189134,2.0,13.2,4076.25,213.5,2.527293898,-10658.08867,2.340909091,0.00011073,0.266547239,0.986670447,2,2507,0.07055275,2,2.0,-0.716666667
