Eigenvector Centrality,EHCC Value,Coreness Centrality,Closeness Centrality,DNC Scores,PE Values,Extended Coreness,MDD Value,Gravity Model Centrality,I-GSM Values,H-GSM_1,Isolating Centrality,Eccentricity Centrality,Node H-Index,H Values,K-Shell Value,Subgraph centrality,Societal Capital Scores,Global Relative Change in Avg Clustering,GIN Values,Clustered Local Degree,Leverage Centrality,Extended Improved Gravity Index Values,Global Relative Change in Avg Degree,LGC Scores
0.078529179,317.9332348,24526,0.006097561,322.2094767,5.037726849,3949273,146.1,4229577.0,70008.25619,6.33e+132,162,0.5,155,1926.006632,152,5.38e+67,26232,5.5e-05,70213.41146,51812.15091,0.00359354,637829314.5,0.006219602,992892000000.0
0.078509752,317.7267364,24524,0.006097561,322.2165664,5.03763792,3948271,146.1,4228726.5,69989.53228,6.320000000000001e+132,162,0.5,155,1925.373165,152,5.38e+67,26225,4.71e-05,70204.01279,51784.24914,0.003730704,637660929.5,0.006219602,992463000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078545308,318.2161689,24532,0.006097561,322.2143395,5.037665926,3950090,146.1,4230184.5,70021.63041,6.33e+132,162,0.5,155,1926.873496,152,5.39e+67,26237,5.89e-05,70220.12479,51832.08535,0.003491786,638073175.5,0.006219602,993209000000.0
0.078524957,318.0912605,24526,0.006097561,322.2176057,5.037624844,3949040,146.1,4229334.0,70002.9065,6.33e+132,162,0.5,155,1925.903095,152,5.38e+67,26230,5.17e-05,70210.72613,51804.17821,0.003633346,637804192.5,0.006219602,992779000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078628487,318.8031532,24555,0.006097561,322.2079138,5.037746558,3954300,146.1,4233586.5,70096.52603,6.33e+132,0,0.5,155,1930.722491,152,5.4e+67,26265,8.66e-05,70257.71946,51943.78905,0.002855517,639039530.3,0.006219602,994887000000.0
0.077789062,316.4138685,24281,0.006024096,318.2211145,4.975664183,3912180,153.1,4148040.0,68512.30909,9.96e+131,0,0.5,155,1888.796209,152,5.28e+67,25985,2.59e-05,69040.037,51477.42728,-0.004280749,632616812.3,0.006067077,972221000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078524957,318.0912605,24526,0.006097561,322.2176057,5.037624844,3949040,146.1,4229334.0,70002.9065,6.33e+132,162,0.5,155,1925.903095,152,5.38e+67,26230,5.17e-05,70210.72613,51804.17821,0.003633346,637804192.5,0.006219602,992779000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078529179,317.9332348,24526,0.006097561,322.2094767,5.037726849,3949273,146.1,4229577.0,70008.25619,6.33e+132,162,0.5,155,1926.006632,152,5.38e+67,26232,5.5e-05,70213.41146,51812.15091,0.00359354,637829314.5,0.006219602,992892000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078205915,317.6859888,24416,0.006060606,320.2156525,5.00669113,3933094,150.2,4190588.5,69298.2174,2.5100000000000002e+132,0,0.5,155,1909.475629,152,5.34e+67,26124,2.84e-05,69645.12604,51706.28207,-0.000671983,635772793.5,0.00614334,983458000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.077800677,316.5209265,24283,0.006024096,318.21889,4.975692092,3912784,153.1,4148520.0,68522.87878,9.96e+131,0,0.5,155,1889.233842,152,5.28e+67,25989,2.16e-05,69045.34257,51493.52288,-0.004365634,632731596.8,0.006067077,972462000000.0
0.078182173,317.3874024,24411,0.006060606,320.2172916,5.006670557,3931886,150.2,4189622.5,69276.94873,2.5100000000000002e+132,0,0.5,155,1908.50503,152,5.34e+67,26116,2.04e-05,69634.45001,51674.22865,-0.00050108,635518320.3,0.00614334,982972000000.0
0.076141242,308.0344248,23766,0.00591716,312.2433982,4.882509371,3829272,154.3,4006090.5,65853.84871,9.08e+129,157,0.5,151,1809.572761,150,5.06e+67,25436,0.000314988,67081.4148,50258.68145,-0.012339025,618291910.5,0.005838288,931179000000.0
0.0704406,284.7562154,21952,0.005524862,288.3066217,4.510214938,3542845,144.1,3495116.25,56657.02964,1.31e+122,145,0.5,142,1546.312052,142,4.33e+67,23537,0.001081296,60078.68357,46586.82605,-0.053004867,571825413.0,0.004923135,793451000000.0
0.077378106,315.4037621,24144,0.005988024,316.2265403,4.944637704,3891578,154.5,4105936.5,67738.64772,3.94e+131,0,0.5,155,1868.216985,152,5.2299999999999997e+67,25848,7.66e-05,68442.36761,51257.33676,-0.00794429,629464860.0,0.005990814,961197000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.072322774,292.4509146,22558,0.005649718,296.2985038,4.63415048,3637355,147.5,3660892.75,59592.82131,2.55e+124,149,0.5,145,1631.457135,144,4.57e+67,24163,0.000853073,62328.5665,47779.71449,-0.038943232,587240696.5,0.005228186,837476000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.058844016,236.9662131,18325,0.004878049,240.4993564,3.76479622,2959766,121.0,2568497.25,40936.38213,2.19e+106,0,0.5,121,1078.316597,121,3.02e+67,19669,0.002267019,47905.27344,38977.52727,-0.143300074,477643201.3,0.003092828,553885000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.076414561,311.7603653,23839,0.00591716,312.2504122,4.882421406,3843138,155.2,4016688.0,66087.3559,6.170000000000001e+130,0,0.5,154,1821.646731,152,5.1e+67,25526,0.00022438,67198.62625,50624.06116,-0.01432541,621583856.8,0.005838288,936530000000.0
0.078556923,318.323227,24534,0.006097561,322.2121227,5.037693758,3950694,146.1,4230670.5,70032.32978,6.33e+132,162,0.5,155,1927.315556,152,5.39e+67,26241,6.3e-05,70225.49546,51848.03566,0.003407996,638187960.0,0.006219602,993453000000.0
0.077812804,316.7124548,24286,0.006024096,318.2194675,4.975684837,3913388,153.1,4149000.0,68533.44847,9.96e+131,0,0.5,155,1889.761757,152,5.29e+67,25993,1.77e-05,69050.64814,51509.62099,-0.004452775,632871285.5,0.006067077,972704000000.0
0.076846258,312.9795851,23981,0.005952381,314.2432114,4.913470127,3864796,155.3,4059178.0,66864.8346,1.55e+131,0,0.5,154,1842.85012,152,5.16e+67,25670,0.000168907,67795.69046,50871.78779,-0.010769729,624972147.8,0.005914551,947792000000.0
0.078628487,318.8031532,24555,0.006097561,322.2079138,5.037746558,3954300,146.1,4233586.5,70096.52603,6.33e+132,0,0.5,155,1930.722491,152,5.4e+67,26265,8.66e-05,70257.71946,51943.78905,0.002855517,639039530.3,0.006219602,994887000000.0
0.068475477,276.474873,21345,0.005405405,280.346973,4.385875431,3444004,140.4,3329891.25,53757.51598,3.0800000000000003e+119,141,0.5,139,1461.609055,139,4.09e+67,22881,0.001334269,57865.59801,45268.03647,-0.06678753,555877870.8,0.004618084,749282000000.0
0.07859851,318.6583858,24546,0.006097561,322.2088444,5.037734876,3952798,146.1,4232371.5,70069.77759,6.33e+132,162,0.5,155,1929.279029,152,5.39e+67,26255,7.69e-05,70244.29279,51903.88107,0.003096716,638692877.5,0.006219602,994297000000.0
0.078524957,318.0912605,24526,0.006097561,322.2176057,5.037624844,3949040,146.1,4229334.0,70002.9065,6.33e+132,162,0.5,155,1925.903095,152,5.38e+67,26230,5.17e-05,70210.72613,51804.17821,0.003633346,637804192.5,0.006219602,992779000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.07736649,315.2967041,24142,0.005988024,316.2287688,4.944609751,3890974,154.5,4105459.5,67728.14228,3.94e+131,0,0.5,155,1867.781812,152,5.2299999999999997e+67,25844,8.1e-05,68437.09429,51241.17626,-0.007858849,629350075.5,0.005990814,960958000000.0
0.074937149,305.3130006,23381,0.005813953,306.2903708,4.789044837,3768802,153.4,3883341.0,63638.64085,5.7699999999999996e+128,0,0.5,152,1752.105486,150,4.9e+67,25032,0.00045086,65356.53156,49629.29768,-0.023834115,609545431.8,0.0056095,899607000000.0
0.077366143,315.2959082,24141,0.005988024,316.2268287,4.9446341,3890976,154.5,4105459.5,67728.14228,3.94e+131,0,0.5,155,1867.696057,152,5.2299999999999997e+67,25844,8.07e-05,68437.09429,51241.17626,-0.00785657,629326129.8,0.005990814,960958000000.0
0.076843063,313.2230286,23977,0.005952381,314.2438156,4.913462664,3864652,155.3,4059059.5,66862.2242,1.56e+131,0,0.5,155,1842.466126,152,5.16e+67,25669,0.000170148,67794.38014,50867.73692,-0.010714632,624896698.8,0.005914551,947757000000.0
0.078205915,317.6859888,24416,0.006060606,320.2156525,5.00669113,3933094,150.2,4190588.5,69298.2174,2.5100000000000002e+132,0,0.5,155,1909.475629,152,5.34e+67,26124,2.84e-05,69645.12604,51706.28207,-0.000671983,635772793.5,0.00614334,983458000000.0
0.078628487,318.8031532,24555,0.006097561,322.2079138,5.037746558,3954300,146.1,4233586.5,70096.52603,6.33e+132,0,0.5,155,1930.722491,152,5.4e+67,26265,8.66e-05,70257.71946,51943.78905,0.002855517,639039530.3,0.006219602,994887000000.0
0.077800841,316.6046009,24283,0.006024096,318.219752,4.975681278,3912786,153.1,4148520.0,68522.87878,9.96e+131,0,0.5,155,1889.237826,152,5.28e+67,25989,2.17e-05,69045.34257,51493.52288,-0.004365634,632732555.3,0.006067077,972463000000.0
0.077741241,316.2325286,24265,0.006024096,318.2237228,4.975631536,3909782,153.1,4146120.0,68470.03034,9.96e+131,160,0.5,155,1886.391202,152,5.28e+67,25969,4.22e-05,69018.81473,51413.07005,-0.003892715,632019715.3,0.006067077,971287000000.0
0.075905938,310.0503424,23677,0.005882353,310.2651109,4.851278699,3817572,154.8,3971370.0,65249.8113,2.4400000000000004e+130,156,0.5,154,1797.2249,152,5.03e+67,25356,0.000307052,66572.66058,50270.76923,-0.017293124,617333361.3,0.005762026,923854000000.0
0.076931792,313.9880113,24000,0.005952381,314.2358106,4.91356299,3869164,155.3,4062614.5,66940.53599,1.56e+131,0,0.5,155,1846.363013,152,5.17e+67,25699,0.000138454,67833.68959,50989.33331,-0.011374144,625943650.0,0.005914551,949539000000.0
0.078163812,317.349693,24404,0.006060606,320.2160111,5.006686635,3930988,150.2,4188898.0,69260.99723,2.5100000000000002e+132,161,0.5,155,1907.509665,152,5.33e+67,26110,1.47e-05,69626.44298,51650.19511,-0.000342531,635286452.0,0.00614334,982627000000.0
0.077650243,315.2964072,24244,0.006024096,318.2342112,4.975499773,3905114,153.1,4142400.0,68388.11527,9.94e+131,160,0.5,154,1882.55249,152,5.26e+67,25938,7.43e-05,68977.69657,51288.49245,-0.003250463,630970824.5,0.006067077,969403000000.0
0.077724075,315.9474721,24263,0.006024096,318.2274123,4.975585202,3908876,153.1,4145400.0,68454.17581,9.96e+131,0,0.5,155,1885.819229,152,5.27e+67,25963,4.85e-05,69010.85637,51388.94646,-0.00380193,631824334.3,0.006067077,970900000000.0
0.078193953,317.5781349,24413,0.006060606,320.2159331,5.006687611,3932492,150.2,4190105.5,69287.58307,2.5100000000000002e+132,0,0.5,155,1908.948964,152,5.34e+67,26120,2.45e-05,69639.78802,51690.25411,-0.000585414,635634063.3,0.00614334,983215000000.0
0.075528075,308.7747417,23554,0.005847953,308.2688731,4.820272904,3798612,154.4,3931420.0,64532.7827,9.6e+129,0,0.5,154,1778.988288,152,4.98e+67,25230,0.000339931,66008.43092,50097.47591,-0.021353595,614638059.0,0.005685763,913783000000.0
0.078158609,317.1724905,24405,0.006060606,320.2194142,5.00664389,3930684,150.2,4188656.5,69255.68007,2.5100000000000002e+132,0,0.5,155,1907.460854,152,5.33e+67,26108,1.23e-05,69623.77397,51642.18517,-0.000338775,635229801.3,0.00614334,982480000000.0
