Node,Score,Rank
610,5.11e-05,195.0
663,5.11e-05,195.0
662,5.11e-05,195.0
661,5.11e-05,195.0
660,5.11e-05,195.0
659,5.11e-05,195.0
638,5.11e-05,195.0
637,5.11e-05,195.0
636,5.11e-05,195.0
635,5.11e-05,195.0
634,5.11e-05,195.0
613,5.11e-05,195.0
612,5.11e-05,195.0
519,5.11e-05,195.0
611,5.11e-05,195.0
609,5.11e-05,195.0
584,5.11e-05,195.0
559,5.11e-05,195.0
560,5.11e-05,195.0
561,5.11e-05,195.0
562,5.11e-05,195.0
517,5.11e-05,195.0
563,5.11e-05,195.0
585,5.11e-05,195.0
586,5.11e-05,195.0
587,5.11e-05,195.0
516,5.11e-05,195.0
564,5.1e-05,196.0
639,5.1e-05,196.0
614,5.1e-05,196.0
589,5.1e-05,196.0
520,5.1e-05,196.0
664,5.1e-05,196.0
762,5.07e-05,197.0
734,5.07e-05,197.0
1086,4.9e-05,198.0
1087,4.9e-05,198.0
565,4.82e-05,199.0
665,4.82e-05,199.0
640,4.82e-05,199.0
615,4.82e-05,199.0
590,4.82e-05,199.0
535,4.82e-05,199.0
1088,4.66e-05,200.0
1089,4.66e-05,200.0
1090,4.43e-05,201.0
1091,4.43e-05,201.0
1093,4.23e-05,202.0
1092,4.23e-05,202.0
1094,4.04e-05,203.0
1095,4.04e-05,203.0
1096,3.87e-05,204.0
1098,3.87e-05,204.0
1097,3.72e-05,205.0
1099,3.72e-05,205.0
1100,3.57e-05,206.0
1101,3.57e-05,206.0
1102,3.43e-05,207.0
1103,3.43e-05,207.0
1106,3.31e-05,208.0
1104,3.31e-05,208.0
1105,3.19e-05,209.0
1107,3.19e-05,209.0
1108,3.08e-05,210.0
1109,3.08e-05,210.0
1110,2.98e-05,211.0
1111,2.98e-05,211.0
1112,2.88e-05,212.0
1114,2.88e-05,212.0
1113,2.79e-05,213.0
1115,2.79e-05,213.0
1116,2.7e-05,214.0
1117,2.7e-05,214.0
1119,2.62e-05,215.0
1118,2.62e-05,215.0
1121,2.55e-05,216.0
1120,2.55e-05,216.0
1124,2.47e-05,217.0
1122,2.47e-05,217.0
1125,2.41e-05,218.0
1123,2.41e-05,218.0
1127,2.34e-05,219.0
1126,2.34e-05,219.0
1129,2.28e-05,220.0
1128,2.28e-05,220.0
1131,2.22e-05,221.0
1130,2.22e-05,221.0
1133,2.16e-05,222.0
1132,2.16e-05,222.0
1134,2.11e-05,223.0
1135,2.11e-05,223.0
