Clustering Coefficient,K-Shell Value,Eigenvector Centrality,Centrality Values,Constraint Coefficients,MDD Value,Leverage Centrality,Local Gravity Model Centrality,Density Centrality,Extended Coreness,LGC Scores,Betweenness Centrality,EIGSM Values,Degree Centrality,CLC Values,Second order centrality,DNC Scores,H-GSM_1,Coreness Centrality,PE Values,Societal Capital Scores,DIL Centrality,PageRank Centrality,Global Relative Change in Avg Clustering,Node H-Index
0.428571429,6,0.026831716,2062.683734,-0.201890037,7.4,-0.206779946,2584,177.5454545,1951,111578277,0.000798502,9715.984479,0.017699115,60842.45366,-3745.418957,11.8131921,481.1597843,57,0.162129331,331,45.78091354,0.001945009,0.001956829,6
0.454545455,8,0.064818434,3455.949408,-0.123449735,10.1,-0.499428374,8965,330.75,5080,381548766,0.000810683,19516.19412,0.024336283,138282.4068,-3027.45936,13.53253376,570.5514235,99,0.299996791,826,135.7147994,0.002379792,0.001082392,9
1.0,3,0.022435072,999.1003266,-0.423207823,3.0,-0.739593698,921,64.67045455,1807,98008751,0.0,7244.468873,0.006637168,32255.30152,-5870.793733,3.781902855,440.8617345,25,0.084189165,310,3.0,0.000922346,0.000853877,3
0.678571429,8,0.041467577,2560.221832,-0.162944054,8.0,-0.606550622,4200,201.0909091,3269,198510972,8.86e-05,13560.75503,0.017699115,71772.04435,-3540.032181,9.589670472,512.9680388,76,0.221242253,533,42.13227513,0.001780849,7.56e-05,8
0.607142857,6,0.045309324,2349.340982,-0.188770067,7.4,-0.459972217,4624,228.4545455,3537,240166100,0.001595565,14168.43559,0.017699115,86568.59506,-3660.758255,10.43273375,511.9292204,65,0.201682662,586,31.01800205,0.001914101,0.000202468,7
0.418181818,7,0.048496251,3046.909615,-0.144402479,9.8,-0.20247131,6083,307.125,3502,232392408,0.005768701,16121.99676,0.024336283,101727.4347,-3187.063562,15.50061831,538.6208353,84,0.245233018,564,93.02195397,0.002645322,0.00195652,8
1.0,3,0.015631845,805.755845,-0.706208051,3.0,-0.325,729,58.70454545,1330,73075524,0.0,5484.400085,0.006637168,25711.46202,-6965.540186,5.031109204,434.5771312,16,0.060905579,246,3.0,0.001221225,0.001209249,3
0.245059289,9,0.072260463,5775.532879,-0.076976916,18.5,0.124020039,17940,768.4090909,5093,435079392,0.005432784,25240.18095,0.050884956,167697.8104,-2142.064918,31.08992634,740.6910322,176,0.479940826,803,680.11215,0.004743422,0.001180878,12
0.523809524,6,0.038195077,2212.745055,-0.189987978,6.7,-0.477228351,3171,170.9431818,2806,169371644,9.12e-05,12436.33836,0.015486726,77557.63365,-3846.769296,9.156928498,487.3113924,57,0.181801535,460,35.59058135,0.001670845,0.001431961,6
1.0,5,0.021407774,1425.190424,-0.334552499,5.0,-0.543095289,1520,104.6022727,1745,96611702,0.0,7572.479639,0.011061947,31705.32176,-4646.387334,6.839696913,453.9650461,37,0.117655946,309,5.0,0.001351136,0.001162658,5
0.085045045,10,0.153442466,16557.20557,-0.051827914,53.4,0.719824435,94575,3507.954545,9065,2087458914,0.037890983,60642.6446,0.165929204,336675.6156,-1202.893201,113.3203621,2627.612727,487,1.279485393,1336,5639.885741,0.015687462,0.005823674,15
0.085045045,10,0.153442466,16557.20557,-0.051827914,53.4,0.719824435,94575,3507.954545,9065,2087458914,0.037890983,60642.6446,0.165929204,336675.6156,-1202.893201,113.3203621,2627.612727,487,1.279485393,1336,5639.885741,0.015687462,0.005823674,15
0.101110462,10,0.126378138,12956.61159,-0.054735848,43.1,0.649575814,63838,2492.079545,7662,1345867356,0.029031036,48789.7382,0.130530973,285682.6904,-1371.885244,88.95635975,1802.292468,391,1.007203559,1141,4142.283598,0.012441438,0.001077435,14
0.101110462,10,0.126378138,12956.61159,-0.054735848,43.1,0.649575814,63838,2492.079545,7662,1345867356,0.029031036,48789.7382,0.130530973,285682.6904,-1371.885244,88.95635975,1802.292468,391,1.007203559,1141,4142.283598,0.012441438,0.001077435,14
0.140983607,10,0.170370296,16035.41439,-0.049085532,45.1,0.570342837,93452,2790.056818,10562,1945085520,0.032733916,60175.05535,0.134955752,375231.7475,-1328.15144,94.23399512,1982.096103,419,1.210685728,1593,3012.372077,0.012902977,0.005282447,18
0.171957672,7,0.059159769,6231.729796,-0.084765152,21.1,0.414697429,18228,915.4090909,4147,402242407,0.013177241,23059.95738,0.061946903,150999.3585,-2087.314012,43.63854055,712.3421278,176,0.478843611,679,798.5079561,0.006495177,0.000396566,9
0.219047619,7,0.05218618,4170.663477,-0.104212931,15.9,0.282161989,13650,659.8295455,3928,348386164,0.017352167,18450.94164,0.046460177,139323.0908,-2453.57051,31.93033396,644.7918885,125,0.335999478,671,372.8061898,0.005137926,0.000476271,9
0.6,4,0.02777246,1309.690727,-0.224366693,4.7,-0.508402204,2015,114.5454545,2372,137861834,0.004424779,8787.805102,0.011061947,59998.83212,-4974.941282,5.496437389,457.9966357,38,0.118701497,408,10.44393162,0.001610911,0.000210514,4
0.295238095,7,0.042727172,3054.228186,-0.132660521,12.3,0.063507915,8205,424.7727273,3335,238972760,0.010412846,14811.56908,0.033185841,108923.6035,-2836.115261,21.69138628,570.1260029,96,0.261897236,562,186.6563346,0.00374715,7.17e-05,8
0.545454545,10,0.064610646,3840.796034,-0.134819326,11.4,-0.373392698,8856,373.2272727,4773,342711024,0.000996795,20173.97966,0.026548673,118371.3289,-2985.159294,16.19071517,609.7395934,106,0.313507698,750,89.08585408,0.002681958,0.000484015,10
1.0,3,0.017567137,912.1533189,-0.553195861,3.0,-0.525,756,58.70454545,1427,76160310,0.0,6014.244979,0.006637168,27005.6619,-6205.353096,4.576563749,434.7215905,23,0.070175896,255,3.0,0.001002564,0.000960355,3
1.0,3,0.015679083,805.875845,-0.62114476,3.0,-0.408333333,735,58.70454545,1336,73674775,0.0,5493.733627,0.006637168,25885.83688,-6668.273564,4.631109204,434.584068,16,0.063503914,248,3.0,0.001182246,0.000981096,3
1.0,3,0.015679083,805.875845,-0.62114476,3.0,-0.408333333,735,58.70454545,1336,73674775,0.0,5493.733627,0.006637168,25885.83688,-6668.273564,4.631109204,434.584068,16,0.063503914,248,3.0,0.001182246,0.000981096,3
1.0,3,0.015679083,805.875845,-0.62114476,3.0,-0.408333333,735,58.70454545,1336,73674775,0.0,5493.733627,0.006637168,25885.83688,-6668.273564,4.631109204,434.584068,16,0.063503914,248,3.0,0.001182246,0.000981096,3
1.0,3,0.015679083,805.875845,-0.62114476,3.0,-0.408333333,735,58.70454545,1336,73674775,0.0,5493.733627,0.006637168,25885.83688,-6668.273564,4.631109204,434.584068,16,0.063503914,248,3.0,0.001182246,0.000981096,3
0.6,3,0.016827439,1226.963831,-0.504025352,3.8,0.008264463,1245,100.2272727,1362,77874456,1.96e-05,6343.989888,0.011061947,39349.2455,-5683.945731,9.031109204,441.418787,22,0.086261901,254,5.0,0.001869938,0.000159423,3
1.0,3,0.015703999,806.755845,-0.62114476,3.0,-0.408333333,735,58.70454545,1337,73677034,0.0,5496.830897,0.006637168,25917.10663,-6601.956889,4.631109204,434.584068,16,0.063557548,248,3.0,0.001147381,0.000981096,3
0.6,5,0.037983538,1805.846481,-0.249150059,5.4,-0.479969375,2958,153.2045455,2961,191193094,0.000502342,11662.71214,0.013274336,74381.53866,-4236.911578,8.238286762,482.5220726,48,0.151320634,499,17.2433528,0.001541954,0.000700111,5
1.0,3,0.015631845,805.755845,-0.706208051,3.0,-0.325,729,58.70454545,1330,73075524,0.0,5484.400085,0.006637168,25711.46202,-6965.540186,5.031109204,434.5771312,16,0.060905579,246,3.0,0.001221225,0.001209249,3
0.7,5,0.031851498,1632.8001,-0.255183074,5.0,-0.587579101,1935,116.5340909,2384,136957380,5.83e-05,10196.26725,0.011061947,55841.01741,-4555.521419,6.8135012,465.461584,44,0.130167214,392,11.53851852,0.001279023,0.000994197,5
1.0,2,0.015045703,596.2518518,-0.6965586,2.0,-0.591631799,480,38.65909091,1312,71134605,0.0,5058.481075,0.004424779,25382.20992,-7711.168416,2.697775871,429.2945437,12,0.050366922,242,2.0,0.000866456,6.84e-05,2
0.6,6,0.038465177,1862.134,-0.197875618,6.0,-0.685203667,2856,151.7727273,2977,177886737,0.000235805,12072.05958,0.013274336,73459.53511,-4090.864958,7.310630697,483.8650858,56,0.162252332,482,24.62736133,0.001424879,0.000611314,6
0.444444444,7,0.025706448,2401.151905,-0.206319577,7.9,0.006475599,3130,215.5681818,1889,112161984,0.00092067,10033.9757,0.022123894,58711.60581,-3469.284141,15.84038326,502.7203977,68,0.178948029,323,53.96885204,0.00239113,0.001803277,8
0.409090909,7,0.047759277,3206.773275,-0.162540558,9.6,-0.10971504,7116,352.2272727,3671,264275363,0.003509884,15970.4093,0.026548673,109233.8874,-3102.35917,17.86616747,556.2343311,91,0.253344799,605,109.4623482,0.002752956,0.001513333,8
0.666666667,3,0.017372875,898.4953768,-0.411879249,3.0,-0.587820513,756,58.70454545,1431,76146378,4.91e-06,6005.527374,0.006637168,37673.00794,-5991.902887,4.331109204,434.6781999,22,0.070823141,255,4.636363636,0.000942512,0.001376487,3
1.0,3,0.025010658,1008.746714,-0.513148995,3.0,-0.64047619,1047,68.01136364,2048,118324340,0.0,7864.124517,0.006637168,36679.78756,-6040.078058,4.11435759,447.4265174,23,0.083681372,352,3.0,0.000983964,0.001205109,3
1.0,3,0.025010658,1008.746714,-0.513148995,3.0,-0.64047619,1047,68.01136364,2048,118324340,0.0,7864.124517,0.006637168,36679.78756,-6040.078058,4.11435759,447.4265174,23,0.083681372,352,3.0,0.000983964,0.001205109,3
0.245614035,8,0.072487347,4914.467531,-0.093574241,16.3,-0.056224116,17480,637.7954545,5693,496098960,0.00706814,23395.55619,0.042035398,187696.2319,-2397.86086,25.39548035,670.1705218,138,0.423231266,939,631.2909209,0.004229332,0.000507589,11
0.571428571,5,0.027832401,1856.255511,-0.201344583,6.4,-0.41406739,2688,168.7159091,2248,133998468,0.000554327,9915.166029,0.015486726,58885.41745,-3899.278621,9.107332023,474.1737612,52,0.159453299,391,28.49271176,0.001705485,0.001481689,6
0.6,5,0.020276516,1272.054816,-0.265182218,5.0,-0.500142919,1555,106.5909091,1760,99368386,0.000333188,7240.277667,0.011061947,46754.90971,-4639.301753,6.311895515,455.0812229,35,0.112033796,316,13.43616162,0.001339453,0.000977463,5
0.6,5,0.020276516,1272.054816,-0.265182218,5.0,-0.500142919,1555,106.5909091,1760,99368386,0.000333188,7240.277667,0.011061947,46754.90971,-4639.301729,6.311895515,455.0812229,35,0.112033796,316,13.43616162,0.001339453,0.000977463,5
0.6,5,0.020276532,1272.054816,-0.265182218,5.0,-0.500142919,1555,106.5909091,1760,99368386,0.000333188,7240.277667,0.011061947,46754.90971,-4639.258125,6.311895515,455.0812229,35,0.112033796,316,13.43616162,0.001339374,0.000977463,5
0.6,5,0.021333537,1421.604626,-0.248556931,5.0,-0.57084999,1590,106.9886364,1816,101901996,0.000130333,7609.970991,0.011061947,47924.97612,-4583.372821,6.283690387,455.3661132,38,0.1233219,323,14.60282828,0.001314577,0.001105101,5
0.6,5,0.020276518,1272.054816,-0.265182218,5.0,-0.500142919,1555,106.5909091,1760,99368386,0.000333188,7240.277667,0.011061947,46754.90971,-4639.282956,6.311895515,455.0812229,35,0.112033796,316,13.43616162,0.001339437,0.000977463,5
0.6,5,0.020276516,1272.054816,-0.265182218,5.0,-0.500142919,1555,106.5909091,1760,99368386,0.000333188,7240.277667,0.011061947,46754.90971,-4639.301698,6.311895515,455.0812229,35,0.112033796,316,13.43616162,0.001339453,0.000977463,5
0.377777778,7,0.044257131,2662.216305,-0.149873066,9.1,-0.319680859,5590,252.1590909,3491,220255922,0.002594746,14191.03042,0.022123894,104411.2144,-3308.668424,13.5891345,520.8142981,79,0.229310332,569,100.8849329,0.002358443,0.002129967,7
1.0,3,0.024583734,1084.149741,-0.364459701,3.0,-0.877083333,957,61.09090909,1898,100434100,0.0,7868.865545,0.006637168,34295.92878,-5743.660673,3.543521382,438.1790132,30,0.092163973,322,3.0,0.000883012,0.001098981,3
0.371428571,10,0.096404325,6370.261844,-0.082296946,18.6,-0.141778335,22890,758.3863636,7088,638822390,0.003582939,30637.2251,0.046460177,203236.3975,-2207.144715,27.4012687,776.3721085,181,0.532510827,1111,483.2594892,0.004317234,0.000508943,15
1.0,3,0.016788389,846.2429462,-0.494830492,3.0,-0.59484127,768,59.65909091,1430,77432266,0.0,5764.171384,0.006637168,26993.88975,-6090.981266,3.769204442,435.4605394,21,0.073492833,259,3.0,0.00099748,0.001729489,3
0.666666667,6,0.036890848,2200.762376,-0.204427975,6.7,-0.555737353,3444,172.0568182,2999,181030720,7.99e-05,12058.1906,0.015486726,67277.66586,-3841.804529,8.699194282,486.8461267,61,0.189567591,499,23.54965044,0.001655019,0.000127547,6
0.147619048,10,0.089242963,7389.406129,-0.0629795,27.0,0.445436008,32580,1363.090909,6141,703328845,0.015977553,32070.57944,0.079646018,221579.1285,-1755.192964,51.53109641,1071.514904,245,0.601732359,941,1813.286779,0.00745438,0.004104098,13
0.5,6,0.041591559,2528.770135,-0.162857396,8.4,-0.363637328,4491,237.6818182,3096,196528704,0.00070997,13509.38781,0.019911504,85730.68263,-3435.974718,11.67768323,506.1763329,72,0.213144213,508,60.60818136,0.002068265,0.00110998,7
0.435897436,7,0.06133403,3636.644908,-0.128796652,10.9,-0.206392604,9464,373.3068182,4556,342293679,0.001528931,19206.43825,0.028761062,131033.0621,-2875.332967,17.12798422,569.2026611,102,0.30505487,741,135.8918502,0.002861216,0.000666136,9
0.857142857,8,0.043750287,2617.92323,-0.186049725,8.0,-0.555428336,3840,200.4545455,3117,183987540,3.54e-05,14039.98587,0.017699115,59656.21278,-3555.633305,10.26285395,513.5296917,78,0.213187022,488,17.87925725,0.001782465,0.00057142,8
1.0,3,0.017351731,891.7167965,-0.52720009,3.0,-0.593817204,804,60.375,1494,81399372,0.0,5968.587718,0.006637168,27996.72911,-6112.317268,4.203066876,436.0903023,20,0.074263218,271,3.0,0.001012727,0.001183481,3
0.711111111,8,0.060348037,3196.228675,-0.156599757,9.4,-0.47176219,7160,303.0681818,4457,327445242,0.000635418,18831.20794,0.022123894,95517.13234,-3190.193507,12.69348583,560.3369838,89,0.269789332,726,35.29392485,0.002239028,0.000378273,9
1.0,3,0.017567137,912.1533189,-0.553195861,3.0,-0.525,756,58.70454545,1427,76160310,0.0,6014.244979,0.006637168,27005.6619,-6205.353096,4.576563749,434.7215905,23,0.070175896,255,3.0,0.001002564,0.000960355,3
1.0,3,0.017932478,924.4974802,-0.487427708,3.0,-0.61504329,780,59.89772727,1461,79233154,0.0,6226.316851,0.006637168,27575.87503,-6048.425991,4.110056572,435.7353607,21,0.076191687,263,3.0,0.000977463,0.000584712,3
0.666666667,4,0.030438838,1406.466424,-0.2768246,4.0,-0.783093039,1520,91.63636364,2327,132042690,3.82e-06,9570.801406,0.008849558,56868.13377,-4996.448838,5.086743211,455.3655737,40,0.115183609,384,9.668543544,0.001056278,0.000299652,4
0.696969697,9,0.074285181,3942.915391,-0.130793767,11.1,-0.450563197,10032,368.4545455,5380,406953016,0.000440879,22658.22944,0.026548673,115657.053,-2905.743542,15.28983725,600.7953022,109,0.328870392,848,51.11205212,0.002551623,0.000192556,10
0.733333333,4,0.018468736,1499.478411,-0.423882936,4.8,-0.092468848,1578,121.7045455,1447,84282964,1.39e-05,7089.21265,0.013274336,36388.89022,-4979.484292,10.15491873,450.8743092,30,0.108145562,269,8.727272727,0.001861556,0.000948873,5
1.0,3,0.015703999,806.755845,-0.62114476,3.0,-0.408333333,735,58.70454545,1337,73677034,0.0,5496.830897,0.006637168,25917.10663,-6601.956889,4.631109204,434.584068,16,0.063557548,248,3.0,0.001147381,0.000981096,3
0.6,3,0.017458071,1302.912063,-0.457302427,4.1,-0.059917355,1260,100.625,1387,79010907,2.35e-05,6557.418985,0.011061947,39929.3394,-5377.376433,8.564442537,441.6165907,23,0.09391547,257,6.333333333,0.001725134,0.000387576,3
1.0,3,0.01630789,881.8240765,-0.520988485,3.0,-0.519444444,744,58.94318182,1361,74794618,0.0,5707.176369,0.006637168,26273.94969,-6261.603505,4.164442537,434.779269,17,0.071166281,251,3.0,0.001065873,0.000752943,3
0.7,4,0.026709333,1605.109192,-0.263627586,4.7,-0.560696985,1740,112.1590909,2084,115294608,8.39e-05,9129.414937,0.011061947,47657.78819,-4616.68144,6.495770858,454.1915039,43,0.133027082,353,10.03726496,0.001321255,0.001142472,4
0.8,5,0.042008244,1885.611863,-0.222332257,6.0,-0.64105362,3246,157.0227273,3254,214059618,0.000229688,12661.58539,0.013274336,66763.0948,-4116.865716,7.367365607,485.3014963,51,0.163402971,547,12.28041668,0.001477351,0.000236525,6
1.0,3,0.022726731,1003.396601,-0.385230658,3.0,-0.817559524,927,61.32954545,1798,96754770,0.0,7312.748417,0.006637168,32895.77963,-5795.022284,3.626638265,438.1443388,26,0.086132915,312,3.0,0.000904766,0.001003176,3
0.571428571,6,0.038185029,2247.418017,-0.224106033,7.1,-0.27480568,4000,209.3636364,2969,199746832,0.000648034,12305.16614,0.017699115,76901.05498,-3722.449452,11.60322183,504.417641,57,0.181371196,508,26.19301998,0.001997292,0.000914879,6
0.866666667,6,0.042546034,2038.64721,-0.22090039,6.0,-0.674264853,3270,156.0681818,3283,215808442,1.33e-05,12914.97883,0.013274336,62995.39002,-4103.004987,7.379270368,491.4302297,53,0.173056869,551,9.498397436,0.001470294,0.000485543,6
0.333333333,2,0.015416672,647.9690929,-0.473161847,2.7,-0.305952381,729,59.18181818,1335,73050375,0.00054116,5276.674465,0.006637168,49984.50769,-6595.265225,4.531109204,432.0555184,15,0.053374751,246,6.716526611,0.001169016,0.000638743,2
1.0,2,0.015029461,597.2018518,-0.6965586,2.0,-0.591631799,480,38.81818182,1313,71167167,0.0,5058.733513,0.004424779,25314.52011,-7704.664848,2.364442537,429.4672023,12,0.053444943,242,2.0,0.00085992,0.002349892,2
0.472727273,6,0.042257356,3109.714475,-0.184586702,9.2,-0.112029252,5896,299.25,3195,227460282,0.000730794,14341.89124,0.024336283,90850.34377,-3230.077353,16.49369802,526.7977959,75,0.241237746,547,61.97328682,0.00265426,0.001158095,7
0.5,7,0.055376817,3508.509372,-0.15405469,9.9,-0.218302141,7776,347.4545455,4000,291629118,0.00077363,17821.96059,0.026548673,108203.8566,-2970.205895,16.73971584,556.1086622,93,0.282042061,660,90.53589679,0.00266561,0.000498565,9
0.866666667,6,0.04140204,2044.907941,-0.222574979,6.0,-0.700340176,3300,161.7954545,3281,218640468,2.44e-05,12635.24295,0.013274336,62382.51916,-4095.170165,7.238919821,493.8709663,53,0.175439293,556,11.7168325,0.001470833,0.000657677,6
1.0,3,0.021745893,954.1304061,-0.516940034,3.0,-0.627083333,903,60.85227273,1740,93886740,0.0,7031.697755,0.006637168,32058.8539,-6058.78395,4.172092811,437.7043829,23,0.079067058,304,3.0,0.000988361,0.001196761,3
1.0,3,0.022973966,1021.371884,-0.395208809,3.0,-0.79375,921,61.09090909,1788,96157356,0.0,7411.635114,0.006637168,32793.50914,-5813.068946,3.755426144,437.9423866,26,0.085745002,310,3.0,0.000907215,0.000870828,3
1.0,3,0.021745893,954.1304061,-0.516940034,3.0,-0.627083333,903,60.85227273,1740,93886740,0.0,7031.697755,0.006637168,32058.8539,-6058.78395,4.172092811,437.7043829,23,0.079067058,304,3.0,0.000988361,0.001196761,3
0.583333333,6,0.054054077,2736.284231,-0.168074773,8.4,-0.426593945,6003,248.4204545,4101,291735592,0.000737503,16470.53449,0.019911504,102738.7346,-3419.299057,11.77420707,521.0472829,71,0.230367998,676,42.13935605,0.00210638,0.000488721,7
0.4,4,0.025938254,1154.086813,-0.305168549,4.7,-0.288477392,1790,116.9318182,2101,124804308,0.003644982,8338.477461,0.011061947,68404.14974,-5060.860526,7.21435759,460.0389812,30,0.098165623,363,16.68571429,0.001567872,0.001775492,4
0.7,4,0.031396324,1620.921763,-0.282370605,4.7,-0.544779913,2095,126.0795455,2498,151456018,9.27e-05,10053.61417,0.011061947,58260.8776,-4620.858338,6.313691947,465.8470109,38,0.137444132,424,9.93030303,0.001379908,5.46e-05,5
0.7,4,0.030867938,1680.877696,-0.255288681,4.7,-0.646381743,1935,120.5113636,2353,133492542,3.18e-05,9979.117383,0.011061947,54340.33662,-4532.865541,6.4452895,459.7712678,44,0.138496111,392,11.72028171,0.00129902,0.000438794,5
0.833333333,3,0.016253261,1016.409838,-0.600725253,3.4,-0.170272673,988,79.22727273,1349,75622507,3.27e-06,5918.856671,0.008849558,30870.37995,-6228.309841,6.864442537,437.9884007,19,0.074541915,251,4.0,0.001517845,0.001209373,3
1.0,5,0.021407774,1425.190424,-0.334552499,5.0,-0.543095289,1520,104.6022727,1745,96611702,0.0,7572.479639,0.011061947,31705.32176,-4646.387334,6.839696913,453.9650461,37,0.117655946,309,5.0,0.001351136,0.001162658,5
0.238095238,8,0.044783642,3830.77252,-0.109970317,12.6,0.032959454,7335,385.3977273,3148,208130622,0.001769735,16047.39724,0.033185841,110705.9235,-2722.748774,21.46615342,577.5497986,108,0.305301521,504,326.6692593,0.003384005,0.002726029,8
1.0,4,0.018745925,1175.941924,-0.421127275,4.0,-0.528367911,1092,82.09090909,1525,84697089,0.0,6699.648934,0.008849558,28542.6622,-5278.277086,5.722884096,443.8993647,27,0.094227126,277,4.0,0.001196006,0.001053138,4
0.466666667,7,0.049752366,2870.863157,-0.167781048,8.8,-0.251691651,6270,279.2045455,3819,274196054,0.001756691,15693.96971,0.022123894,107541.3885,-3342.124451,13.66292709,539.2274535,71,0.238540322,637,62.80728829,0.002548032,0.000416099,7
0.523809524,4,0.037383989,2083.689125,-0.21782855,6.1,-0.379146566,3486,181.5227273,2933,195961826,0.000644652,11934.20496,0.015486726,80206.22045,-4025.687684,9.779138892,481.2397438,49,0.171209173,505,29.63864853,0.001869945,0.002259643,5
0.833333333,3,0.019301477,1196.842059,-0.422673645,3.7,-0.437212256,1064,80.81818182,1506,82636332,3.27e-06,6914.227731,0.008849558,33459.71607,-5342.643537,5.800532763,439.1697999,25,0.094818573,270,4.666666667,0.001221882,0.000346457,3
0.29047619,8,0.07233417,5491.11819,-0.092917734,17.1,0.104908616,16758,678.2045455,5097,443860179,0.005606572,24421.65443,0.046460177,164758.003,-2282.066057,30.38601152,685.528555,157,0.440223755,819,405.8657537,0.004526748,0.001806033,11
0.571428571,7,0.042152882,2441.463319,-0.180102224,7.7,-0.506981592,4440,211.9090909,3404,220613799,0.000306689,13475.06568,0.017699115,85985.67541,-3608.364212,10.15494015,511.3406592,65,0.209330188,563,41.35463144,0.001906962,0.000338942,7
0.352380952,8,0.05397297,4150.705215,-0.103887701,13.2,-0.176165044,9570,422.3863636,4058,281654608,0.001777655,18632.35612,0.033185841,120743.7611,-2626.551994,19.55280266,590.3784524,125,0.348162877,653,278.1391291,0.003165386,0.00170335,11
0.377777778,6,0.039054679,2566.89636,-0.1707828,8.5,-0.158541821,4720,263.2954545,2901,187919241,0.001536987,13078.3094,0.022123894,91547.26478,-3363.178328,14.15925684,512.0677374,72,0.210083928,482,82.00302505,0.002381871,0.000948692,7
0.7,5,0.027772046,1406.53307,-0.29350648,5.0,-0.507525011,1855,116.1363636,2202,129844224,0.000255052,9018.597613,0.011061947,52769.63731,-4653.279606,6.469913146,464.9168779,37,0.120172936,376,11.20717949,0.001329588,0.000125069,5
0.7,5,0.027809718,1393.78427,-0.298105561,5.0,-0.507525011,1850,116.1363636,2196,129477040,0.000185121,8998.605723,0.011061947,52767.15438,-4650.063589,6.634992511,464.9147313,38,0.117001326,375,11.80717949,0.001317645,0.000149514,5
0.666666667,6,0.036294458,2026.760383,-0.239258485,6.7,-0.417979266,3094,169.2727273,2701,164292730,0.000236731,11772.3058,0.015486726,65524.85982,-3938.393478,9.245206886,486.5682118,54,0.168383988,449,21.7500843,0.001701756,0.000722996,6
0.6,8,0.050357504,3109.600032,-0.136838708,9.7,-0.504632294,6380,272.8409091,3994,261125865,0.000404581,16253.02585,0.022123894,93348.46881,-3199.830723,12.11951499,540.85993,90,0.27045451,648,60.4888864,0.002228994,0.001340269,9
0.362637363,7,0.049174404,3495.696522,-0.123724078,11.9,-0.117641627,8106,400.9090909,3665,250314588,0.002357628,17062.13785,0.030973451,107122.98,-2775.065119,19.06244185,562.3594473,106,0.29468849,593,179.6758214,0.003053712,0.000819,9
1.0,3,0.017156634,925.7189483,-0.502191798,3.0,-0.547222222,747,59.18181818,1385,75416505,0.0,5985.522721,0.006637168,26487.31976,-6114.651272,4.364442537,435.0022431,20,0.071761001,252,3.0,0.000984796,0.000296637,3
0.6,4,0.019915926,1270.114423,-0.270336763,4.7,-0.477920697,1550,106.5909091,1743,98880925,0.000403845,7124.305357,0.011061947,46496.96824,-4671.417213,6.378562182,450.0873348,34,0.111346169,315,12.7218759,0.001364269,0.001319693,4
1.0,3,0.017351731,891.7167965,-0.52720009,3.0,-0.593817204,804,60.375,1494,81399372,0.0,5968.587718,0.006637168,27996.72911,-6112.317268,4.203066876,436.0903023,20,0.074263218,271,3.0,0.001012727,0.001183481,3
0.666666667,5,0.035407759,1731.3447,-0.282580244,5.7,-0.402528298,2874,153.6818182,2820,185017000,0.000446599,10985.05089,0.013274336,66810.45628,-4330.568419,8.233524857,482.4927709,43,0.144575381,485,13.09742688,0.001621447,0.000292922,5
0.083248386,10,0.253000488,27077.94399,-0.035112307,76.9,0.76523895,217891,6502.840909,14196,5183149720,0.094627543,94603.16559,0.241150442,527592.7628,-952.6513728,170.294909,6031.597681,727,2.019562716,2108,6953.385508,0.022651586,0.014099078,21
0.523809524,10,0.085171157,4923.605329,-0.100193487,14.1,-0.411180508,14985,499.9431818,6409,529877832,0.001070721,26258.98938,0.033185841,157533.465,-2582.35685,18.70898822,672.2812623,139,0.416657188,1014,176.0839919,0.003083142,0.000440994,12
1.0,4,0.018745925,1175.941924,-0.421127275,4.0,-0.528367911,1092,82.09090909,1525,84697089,0.0,6699.648934,0.008849558,28542.6622,-5278.277086,5.722884096,443.8993647,27,0.094227126,277,4.0,0.001196006,0.001053138,4
1.0,3,0.017486979,894.5983688,-0.419257501,3.0,-0.712820513,780,59.65909091,1446,78794786,0.0,6004.687068,0.006637168,27449.69238,-5903.724532,3.843929717,435.4709022,24,0.075132832,263,3.0,0.000958009,0.000888426,3
0.436363636,6,0.025779671,2542.062612,-0.202340808,8.9,0.037885671,3619,252.0,1899,122241045,0.001866369,10252.81568,0.024336283,59847.92179,-3372.863942,16.63370661,502.9978146,66,0.197328615,340,61.8543243,0.002710653,0.000366813,7
0.611111111,8,0.053460373,2898.583536,-0.149593425,8.7,-0.594699123,6174,278.4886364,4260,299607660,0.000534453,16561.32242,0.019911504,99151.28085,-3343.863535,10.90731211,547.1173469,82,0.252366803,695,52.4722739,0.002014032,0.000289062,8
0.733333333,6,0.046046002,2064.413398,-0.208217758,6.0,-0.669199336,3546,158.4545455,3597,243104760,6.76e-05,13803.05263,0.013274336,77939.14121,-4101.113701,7.228461555,496.4037082,54,0.17728094,597,15.20419691,0.001452806,8.82e-05,6
0.466666667,6,0.051173769,2815.521932,-0.166356081,8.8,-0.249686741,6390,287.9545455,3897,282390682,0.001484964,16029.00818,0.022123894,108784.9062,-3319.323586,13.31363374,529.9532816,71,0.238411321,649,61.80987949,0.002393088,0.000532958,6
1.0,3,0.025662265,1037.649117,-0.398717186,3.0,-0.791991342,1062,68.01136364,2090,120243960,0.0,8076.503921,0.006637168,37273.1771,-5813.42803,3.685786161,447.4833963,27,0.088597135,357,3.0,0.000907752,0.000879176,3
