LGC Scores,Extended Improved Gravity Index Values,GSM,Node H-Index,Density Centrality,Clustering Coefficient,Societal Capital Scores,Constraint Coefficients,HCC Value,PE Values,Global Relative Change in Avg Degree,Degree Centrality,H Values,CLC Values,HVGc Index,DIL Centrality,Second order centrality,Global Relative Change in Avg Clustering,Local-Global Centrality,Improved Gravity Index Values,Leverage Centrality,Clustered Local Degree,P Value,Subgraph centrality,EHCC Value
63745,389.5,246.4964828,4,24.5,0.047619048,34,-0.177346939,0.78490017,0.07897716,0.004006213,0.010233918,5.79e-06,405.2362058,1808.976622,69.14285714,-2203.886014,0.007377636,2.196932823,81.5,0.317604618,28.28571429,112,10.22373487,5.167245978
8325,133.0,213.9093983,2,2.545454545,1.0,14,-0.686530612,0.506224234,0.026988615,0.000100355,0.002923977,3.23e-07,61.43586668,211.3940863,2.0,-3196.815065,0.007700544,0.544695072,38.5,-0.492063492,24.0,97,3.486913192,1.898472233
2938,72.5,189.1625978,2,3.818181818,0.0,10,-0.333333333,0.148330774,0.020841253,0.000881526,0.004385965,2.26e-08,64.0,115.361541,7.666666667,-3445.791678,0.001461988,0.715140713,21.0,0.133333333,7.0,10,3.148113408,0.589725972
2620,67.0,196.5435886,2,2.068181818,0.0,9,-0.5,0.140691941,0.016097501,0.000100355,0.002923977,1.41e-08,71.0,84.91429236,3.416666667,-3516.171139,0.002874714,0.498038477,23.0,-0.266666667,7.0,11,2.485799567,0.729124566
20916,217.5,215.6191087,4,8.590909091,0.0,22,-0.25,0.549349285,0.045059703,0.001662698,0.005847953,3.01e-08,240.0,925.2153303,23.28571429,-2713.291886,0.003439804,1.097367374,56.5,-0.055555556,18.0,84,5.347420591,2.743593889
2100,54.0,179.2400002,2,1.75,1.0,9,-0.9225,0.241411365,0.009523322,0.000100355,0.002923977,6.88e-08,20.96912815,55.65335829,2.0,-4517.9808,0.01577326,0.450153377,18.5,-0.214285714,14.0,39,2.991690879,0.85413467
12600,154.0,207.3752668,2,9.545454545,0.2,18,-0.381111111,0.371311939,0.029196502,0.00244387,0.007309942,8.95e-07,111.3473824,470.6572678,13.19047619,-3596.863982,0.028487788,1.302209416,35.5,0.329365079,15.6,47,6.446987623,2.120079218
2100,54.0,179.2400002,2,1.75,1.0,9,-0.9225,0.241411365,0.009523322,0.000100355,0.002923977,6.88e-08,20.96912815,55.65335829,2.0,-4517.9808,0.01577326,0.450153377,18.5,-0.214285714,14.0,39,2.991690879,0.85413467
4650,90.0,188.2283041,2,3.818181818,0.333333333,12,-0.521111111,0.300299087,0.018759986,0.000881526,0.004385965,1.07e-07,59.47209878,165.6870339,5.0,-3834.781547,0.010122359,0.71175544,25.5,0.05,12.0,46,3.852892379,1.253334411
2607,61.0,181.3830808,2,1.909090909,1.0,10,-0.804444444,0.274230054,0.0119264,0.000100355,0.002923977,6.92e-08,25.015802,78.73120248,2.0,-4220.798264,0.010122359,0.456665986,21.0,-0.314285714,16.0,45,3.067951433,0.94584108
31232,247.5,237.4955934,4,10.18181818,0.0,26,-0.25,0.691415407,0.05073764,0.001662698,0.005847953,3.88e-06,302.0,1147.952354,25.42857143,-2560.471133,0.003318713,1.202677157,70.5,-0.151515152,22.0,111,5.556971179,2.977770593
5655,87.5,181.7936591,2,2.545454545,0.0,12,-0.5,0.307493331,0.018785039,0.000100355,0.002923977,1.39e-08,115.0,163.7632781,3.523809524,-3682.760984,0.007112889,0.462429439,33.5,-0.377777778,10.0,48,2.70729861,1.372484035
40850,313.5,197.7456955,3,21.15909091,0.0,29,-0.142857143,0.764691617,0.0758473,0.004006213,0.010233918,5.25e-08,279.0,1575.984022,71.28571429,-2799.929274,0.001461988,1.767284209,62.0,0.38989899,22.0,122,9.057456593,4.844555816
47840,393.75,236.8743815,4,13.92045455,0.1,30,-0.262244898,0.743553472,0.06468807,0.00244387,0.007309942,2.6e-05,376.4123659,1645.581031,32.8961039,-2502.209457,0.007902362,1.479532296,78.5,0.050671551,27.5,113,8.088568271,4.533344111
20550,219.0,230.633101,3,11.93181818,0.0,20,-0.2,0.386589605,0.055046232,0.00244387,0.007309942,1.38e-06,202.0,621.4166416,30.44761905,-2426.197408,0.001461988,1.459440042,52.0,0.265873016,15.0,45,5.505654939,2.17573357
15106,161.5,180.1469462,3,8.272727273,0.0,20,-0.25,0.652776655,0.038544199,0.001662698,0.005847953,8.65e-09,197.0,585.6581889,20.8,-3169.105078,0.001461988,0.922169465,46.5,0.038961039,16.0,119,4.874312658,2.852073397
11039,146.5,187.2364281,3,5.011363636,0.0,16,-0.333333333,0.60063859,0.033466695,0.000881526,0.004385965,5.43e-09,180.0,400.5410026,10.0,-3217.961982,0.001461988,0.720560256,43.0,-0.133333333,13.0,117,3.749448527,2.555371433
16956,170.5,180.349123,3,8.272727273,0.0,21,-0.25,0.678401099,0.037569886,0.001662698,0.005847953,9.81e-09,218.0,661.9806656,21.7,-3116.401621,0.002874714,0.922975138,49.5,0.003246753,17.0,123,5.121258259,3.171287689
6426,97.5,171.8208209,2,2.545454545,0.0,13,-0.5,0.494988279,0.020765347,0.000100355,0.002923977,2.66e-09,134.0,186.8114432,3.607142857,-3676.21853,0.002874714,0.43893828,35.0,-0.444444444,11.0,97,2.912670963,1.788376041
16510,180.5,203.3895392,3,8.272727273,0.0,20,-0.25,0.6599709,0.042245075,0.001662698,0.005847953,1.02e-07,211.0,660.423064,20.8,-2982.891738,0.001461988,1.0397036,48.5,0.038961039,16.0,121,4.890697059,3.196022957
20208,192.0,199.6496563,3,5.965909091,0.0,21,-0.333333333,0.685595344,0.038901437,0.000881526,0.004385965,1.88e-08,280.0,593.2879252,11.11111111,-3141.927163,0.001562897,0.768665692,57.5,-0.284848485,18.0,125,4.278625147,2.936100558
10368,220.25,158.2426718,3,4.772727273,0.0,15,-0.333333333,0.517460189,0.031021309,0.000881526,0.004385965,7.62e-05,162.0,412.7220349,10.06666667,-3926.538013,0.007112889,0.564241435,41.0,-0.130952381,12.0,97,3.737733183,2.73478296
56433,576.5,176.6135776,3,13.92045455,0.0,29,-0.2,1.084835502,0.064768985,0.00244387,0.007309942,0.000760559,431.0,2259.696878,42.15555556,-3458.552531,0.003762712,1.046848921,128.25,0.048484848,24.0,211,8.049155741,6.226174117
13008,227.75,161.806919,3,7.636363636,0.0,18,-0.25,0.691455824,0.038034156,0.001662698,0.005847953,3.23e-05,160.0,545.1605481,19.94285714,-3818.256446,0.002027078,0.768593802,64.5,0.079365079,14.0,136,4.804128824,3.267561232
5328,122.0,155.0853018,2,3.818181818,0.333333333,13,-0.521111111,0.441031445,0.021407708,0.000881526,0.004385965,1.24e-05,73.08619368,195.973911,5.666666667,-4190.953718,0.010687449,0.557138072,27.5,-0.016666667,13.33333333,82,4.048159862,2.065354458
51127,576.75,182.894615,5,13.52272727,0.1,31,-0.2352,1.10371029,0.066497693,0.00244387,0.007309942,0.00035793,395.4139517,2198.928274,35.88888889,-3437.671021,0.000614353,1.083687042,122.25,-0.018181818,28.6,210,8.914308034,6.47752809
27624,426.75,174.6036215,3,5.488636364,0.0,21,-0.333333333,1.002142107,0.044873097,0.000881526,0.004385965,0.000467375,332.0,1006.00996,11.44444444,-3687.929179,0.002067442,0.627432552,97.5,-0.318181818,18.0,213,5.436777523,4.570851184
82244,729.0,186.2593187,4,23.94318182,0.095238095,37,-0.186558957,1.167528898,0.083582541,0.004006213,0.010233918,0.000598591,461.851473,2768.244951,62.61717172,-3387.058764,0.001323099,1.534369145,138.75,0.250815851,32.85714286,209,12.85892871,8.163931776
136585,1070.5,189.6600272,5,19.56818182,0.333333333,44,-0.272772724,1.35049713,0.081938523,0.003225041,0.00877193,0.004233791,553.1621718,5195.638985,29.59365079,-3334.602332,0.005573506,1.352527827,177.0,0.013029454,50.66666667,238,21.72569863,9.346940425
13320,215.0,167.0366817,3,10.34090909,0.1,20,-0.281111111,0.713927734,0.035969769,0.00244387,0.007309942,1.3e-05,134.8207753,529.9710026,23.85714286,-3815.336775,0.010687449,0.993329577,58.5,0.257936508,16.5,136,6.295371247,3.532374101
8211,195.75,154.7468861,3,4.534090909,0.0,14,-0.333333333,0.650109126,0.026652846,0.000881526,0.004385965,2.1e-05,141.0,331.0374655,9.8,-3947.876599,0.004287439,0.55082167,55.5,-0.095238095,11.0,137,3.682096068,2.95784496
13620,247.5,161.9808795,3,5.25,0.0,17,-0.333333333,0.694608358,0.033280513,0.000881526,0.004385965,4.83e-05,195.0,471.4776024,10.4,-3892.067807,0.001784897,0.57637918,72.75,-0.180952381,14.0,140,3.963218239,3.177633174
2860,86.0,148.090653,2,1.909090909,1.0,10,-0.804444444,0.39293509,0.013835169,0.000100355,0.002923977,2.24e-06,26.85519921,82.30989351,2.0,-4499.434914,0.010687449,0.356053116,22.5,-0.314285714,16.0,78,3.080608849,1.547894269
49179,509.25,221.2338593,3,14.31818182,0.1,29,-0.248711111,1.020087301,0.061790346,0.00244387,0.007309942,8.28e-05,348.3624059,1815.386547,32.84848485,-3183.645826,0.002291825,1.340852901,124.5,0.053846154,26.4,193,7.559700364,5.926804624
111090,775.25,244.4404838,4,32.45454545,0.071428571,42,-0.155976563,1.158960472,0.10681006,0.004787384,0.011695906,0.000248232,558.6376678,4000.688539,96.53232323,-2581.227805,0.00057399,2.392470484,156.75,0.312354312,36.42857143,191,14.00790323,8.258629052
40090,488.25,199.877827,4,12.32954545,0.2,28,-0.285655556,1.012448468,0.051981319,0.00244387,0.007309942,2.67e-05,275.093533,1548.134143,23.17460317,-3363.667984,0.000515827,1.203898022,105.75,0.054040404,27.6,194,9.225647116,5.922762913
16842,303.0,194.1623744,3,5.25,0.0,18,-0.333333333,0.896491795,0.032719427,0.000881526,0.004385965,1.01e-05,216.0,687.8700582,11.0,-3638.262804,0.004852529,0.706204074,80.25,-0.25,15.0,193,4.631464238,3.918559534
12236,292.5,192.9164536,3,4.534090909,0.333333333,16,-0.431111111,0.848840029,0.03509814,0.000881526,0.004385965,2.07e-05,145.455856,464.5974964,6.333333333,-3574.478706,0.002493642,0.702201378,64.5,-0.166666667,17.33333333,186,4.508973609,3.69695255
36288,447.75,209.496049,3,12.72727273,0.0,26,-0.2,0.989976558,0.053941635,0.00244387,0.007309942,0.000257869,314.0,1513.014432,39.66666667,-3255.936249,0.003722349,1.258116357,102.0,0.1,21.0,194,6.940999937,5.708835179
34208,387.75,226.1923645,3,8.909090909,0.333333333,26,-0.391359216,0.932422601,0.048811124,0.001662698,0.005847953,2.86e-05,263.6835223,1054.774084,10.33650794,-2877.279867,0.010001268,1.121291991,67.5,-0.095959596,29.33333333,178,7.267503966,4.369331501
52931,512.25,226.5863839,4,13.92045455,0.3,31,-0.317394444,1.031767844,0.058714346,0.00244387,0.007309942,5.6e-05,322.9967442,1808.460118,20.32611833,-2989.905926,0.004794366,1.384384858,124.5,0.007886558,33.8,190,9.505199703,5.967181311
32188,391.5,221.0106617,3,6.681818182,0.0,23,-0.333333333,0.949074448,0.04714314,0.000881526,0.004385965,0.000231765,354.0,1031.805087,11.62222222,-3270.875049,0.001764715,0.811773851,112.5,-0.350649351,20.0,192,4.562555457,4.300177835
39701,510.0,224.5698662,3,12.72727273,0.2,27,-0.280269444,0.983226902,0.062560481,0.00244387,0.007309942,0.000102983,314.3926092,1545.91694,22.36363636,-3097.615833,0.004390731,1.356772793,105.0,0.103846154,26.4,189,8.075324187,5.667852235
29150,370.5,219.2027612,3,6.443181818,0.0,22,-0.333333333,0.919852882,0.044961456,0.000881526,0.004385965,0.00021383,341.0,912.1443584,11.22222222,-3281.680976,0.001764715,0.80550317,105.75,-0.303030303,19.0,187,4.473935195,4.163972193
21944,270.25,228.1222023,2,8.909090909,0.0,20,-0.25,0.51968313,0.046772632,0.001662698,0.005847953,1.92e-05,260.0,722.7271267,19.3,-2732.594708,0.001663806,1.132277517,57.0,0.083333333,16.0,82,4.816881476,2.656858783
30135,402.75,189.6185505,3,12.32954545,0.0,25,-0.2,0.949963625,0.047293862,0.00244387,0.007309942,1.46e-05,277.0,1309.969205,38.52380952,-3435.699407,0.00993834,1.129404374,92.25,0.122222222,20.0,186,7.275900047,5.410759033
61100,588.75,207.513114,5,16.70454545,0.333333333,35,-0.316319444,1.10189152,0.055819195,0.003225041,0.00877193,2.57e-05,300.9431504,2332.245099,28.11111111,-3319.292767,0.006166728,1.505022379,121.5,0.109090909,38.66666667,197,14.5339062,7.172096031
27156,413.25,184.9177496,4,7.318181818,0.666666667,25,-0.478541667,0.98953197,0.038421976,0.001662698,0.005847953,9.42e-06,152.4848844,1158.193961,6.571428571,-3575.558561,0.007296908,0.894744433,85.5,-0.133333333,35.0,197,9.955503553,5.161587584
34922,474.0,187.1776252,4,10.73863636,0.3,28,-0.319088889,1.023239835,0.049190898,0.00244387,0.007309942,1.24e-05,236.3210124,1526.302976,21.23809524,-3484.077344,0.001928552,1.127326641,91.5,0.054040404,29.9,197,11.17417635,5.995594536
29715,414.0,189.1337927,3,11.13636364,0.2,25,-0.294266667,0.978740603,0.043713939,0.00244387,0.007309942,9.35e-06,221.0573033,1311.336888,19.55555556,-3520.384004,0.004471458,1.134714528,87.0,0.131818182,24.0,194,8.805601924,5.45659203
10659,272.25,198.1376105,3,4.534090909,0.0,14,-0.333333333,0.815576752,0.034997361,0.000881526,0.004385965,6.28e-05,177.0,417.7377541,9.666666667,-3518.845176,0.007112889,0.720106026,62.25,-0.083333333,11.0,183,3.726196374,3.574246221
49452,556.5,195.5394463,4,11.93181818,0.2,29,-0.282365533,1.038072912,0.052134825,0.00244387,0.007309942,0.000976296,320.1237245,1852.573143,26.19047619,-3322.455364,0.002332188,1.175693615,111.75,0.038888889,28.8,198,10.22893898,6.477972678
32410,460.5,198.9919797,3,11.93181818,0.1,25,-0.248711111,0.982337725,0.053623237,0.00244387,0.007309942,0.000270923,278.6899248,1372.457184,29.52380952,-3336.111988,0.003157259,1.186378335,93.75,0.122222222,22.0,195,7.170502254,5.733125859
9450,247.5,182.3932531,3,4.295454545,0.0,15,-0.333333333,0.86278393,0.030361366,0.000881526,0.004385965,9.8e-05,166.0,429.9187863,10.06666667,-3640.659255,0.007112889,0.660032162,55.5,-0.130952381,12.0,193,4.185384112,3.660132568
8204,136.5,207.7159506,2,2.386363636,1.0,13,-0.717155612,0.494988279,0.022965771,0.000100355,0.002923977,2.64e-06,64.01102276,193.3029407,2.0,-3388.336532,0.007256545,0.520140369,37.5,-0.444444444,22.0,97,3.510679367,2.178603185
54652,387.0,235.2594998,3,21.15909091,0.095238095,31,-0.214336735,0.751192305,0.070786527,0.004006213,0.010233918,1.73e-05,364.5717336,1407.541536,45.73015873,-2445.605168,0.016984167,2.070912494,69.0,0.38023088,26.28571429,112,11.0135,5.016651847
11381,272.25,201.7857044,3,4.534090909,0.333333333,16,-0.431111111,0.758911972,0.031668805,0.000881526,0.004385965,1.65e-05,145.455856,456.1502692,6.333333333,-3491.846549,0.001363462,0.734284905,61.5,-0.166666667,17.33333333,161,4.509165742,3.397946811
22438,373.5,203.9606763,3,7.954545455,0.0,20,-0.25,0.922560828,0.045103253,0.001662698,0.005847953,0.000231953,249.0,909.6393146,21.48571429,-3385.287311,0.003157259,0.985403851,83.25,0.015873016,16.0,194,5.442153013,4.754829844
15300,296.25,204.7419403,3,5.488636364,0.0,17,-0.333333333,0.849284617,0.039168371,0.000881526,0.004385965,3.85e-05,219.0,591.8548625,10.73333333,-3516.619188,0.002592169,0.739128823,79.5,-0.214285714,14.0,183,3.779155157,3.723466171
19047,342.0,206.3991824,3,5.727272727,0.0,18,-0.333333333,0.885700428,0.040142819,0.000881526,0.004385965,0.000185563,254.0,687.8700582,11.0,-3506.354744,0.003157259,0.746773909,87.75,-0.25,15.0,190,3.957044982,3.968474658
22572,235.0,234.969304,3,8.590909091,0.0,21,-0.25,0.635235632,0.049725408,0.001662698,0.005847953,4.28e-06,264.0,747.6487517,20.99285714,-2571.704061,0.002188533,1.187210382,57.0,0.023088023,17.0,111,5.157671472,2.772370867
9405,147.5,209.3463613,2,2.545454545,1.0,14,-0.686530612,0.552986824,0.027242289,0.000100355,0.002923977,2.32e-06,69.89709382,235.5534104,2.0,-3273.387492,0.00810418,0.526049695,40.5,-0.492063492,24.0,110,3.629517058,2.0477326
8218,126.0,213.4939206,2,2.704545455,0.0,13,-0.5,0.426642955,0.025770751,0.000100355,0.002923977,2.17e-06,160.0,213.4987922,3.607142857,-3263.162225,0.001784897,0.53658741,40.0,-0.444444444,11.0,78,2.894681914,1.69751839
4763,114.0,216.3726183,2,2.227272727,0.0,10,-0.5,0.25264732,0.025411077,0.000100355,0.002923977,1.72e-06,123.0,150.4196036,3.5,-3264.904554,0.001461988,0.543266111,30.5,-0.333333333,8.0,39,2.589564905,1.407566082
11286,232.5,172.747903,3,4.772727273,0.333333333,16,-0.468641975,0.74092636,0.028721107,0.000881526,0.004385965,2.6e-06,114.6450097,414.9396197,6.666666667,-3809.358503,0.004471458,0.62182292,64.5,-0.166666667,17.33333333,156,4.442117477,3.373696548
9078,226.5,176.3881297,3,4.534090909,0.0,14,-0.333333333,0.801188263,0.030745836,0.000881526,0.004385965,1.51e-05,149.0,362.5648432,9.666666667,-3715.7715,0.007112889,0.630450409,57.75,-0.083333333,11.0,179,3.623637706,3.412860723
20826,335.25,189.8624735,3,8.272727273,0.0,20,-0.25,0.882992482,0.043201646,0.001662698,0.005847953,1.77e-05,225.0,884.7176896,21.48571429,-3500.364261,0.003722349,0.906598463,83.25,0.015873016,16.0,183,5.305587674,4.547570932
36270,468.75,190.0353515,4,11.13636364,0.4,29,-0.358333333,1.03447579,0.046200859,0.00244387,0.007309942,1.24e-05,221.8759352,1710.760539,16.78412698,-3479.259964,0.004471458,1.142679487,94.5,0.026262626,33.6,197,11.61142699,6.010872201
13072,288.75,170.3081832,3,4.056818182,0.333333333,16,-0.431111111,0.884811252,0.026908087,0.000881526,0.004385965,0.000278351,143.3062621,506.8336324,6.333333333,-3671.081879,0.000233282,0.617776718,62.25,-0.166666667,17.33333333,196,5.187621707,4.013458896
66195,693.75,184.3716125,4,11.53409091,0.5,35,-0.363610179,1.227790801,0.055037309,0.00244387,0.007309942,0.001735334,309.3306365,2590.174099,11.14666667,-3335.970963,0.007633272,1.114115462,121.5,-0.058658009,45.0,232,16.41688342,7.31630426
173448,1191.0,205.2560782,5,24.5,0.380952381,51,-0.276610148,1.414760327,0.085223649,0.004006213,0.010233918,0.004844421,564.3318091,6825.150756,31.92417678,-3170.046988,0.00412164,1.731518091,187.5,0.070188145,60.76190476,234,29.65148642,10.61603751
11761,262.5,179.6779529,3,4.772727273,0.333333333,16,-0.431111111,0.830854418,0.031970991,0.000881526,0.004385965,5.78e-05,137.5740116,430.8085876,6.333333333,-3674.33389,0.002493642,0.643436319,65.25,-0.166666667,17.33333333,181,4.296969095,3.669994342
42712,512.25,190.8099328,4,12.72727273,0.2,28,-0.283911111,1.055613936,0.057854152,0.00244387,0.007309942,0.000300373,310.2989554,1565.893805,23.33333333,-3404.626503,0.004471458,1.132600574,111.0,0.05,27.6,206,8.316035186,6.134993129
53703,596.25,201.0286578,3,13.125,0.1,29,-0.241736111,1.092029747,0.062997189,0.00244387,0.007309942,0.000864359,393.6042768,2016.556341,32.03030303,-3384.998642,0.000879099,1.20059842,121.5,0.053846154,26.4,213,8.637815987,6.469000081
43485,546.75,182.5145157,4,12.72727273,0.2,29,-0.278556009,1.070447013,0.062286682,0.00244387,0.007309942,0.000271931,334.0421473,1589.439337,23.19047619,-3454.920828,0.004431094,1.080725854,109.5,0.038888889,28.8,207,8.820354244,6.299531162
27456,408.0,186.5388875,3,5.727272727,0.333333333,21,-0.411736111,0.951782394,0.040810898,0.000881526,0.004385965,0.000440675,228.5734881,918.2237237,7.222222222,-3611.630805,0.001444189,0.669039665,99.0,-0.318181818,24.0,199,5.453644439,4.455298682
12559,263.25,179.1765053,3,5.011363636,0.0,16,-0.333333333,0.830854418,0.034607534,0.000881526,0.004385965,2.73e-05,191.0,447.1155378,10.25714286,-3689.815041,0.002027078,0.64043635,69.0,-0.158730159,13.0,181,3.829253457,3.623231752
8058,201.75,170.4378079,3,4.295454545,0.333333333,14,-0.468641975,0.704065961,0.025625828,0.000881526,0.004385965,1.71e-06,92.43253906,302.9121809,6.0,-3848.581417,0.004471458,0.61340453,53.25,-0.083333333,14.66666667,152,4.100520002,3.070244928
104456,1028.5,192.7654363,4,10.18181818,0.666666667,38,-0.396269696,1.275887155,0.059525995,0.001662698,0.005847953,0.003229044,352.7175608,4117.690307,8.254079254,-3403.04812,0.003784054,0.930740971,168.0,-0.349184149,56.66666667,236,18.61076315,7.60063859
267675,1710.5,200.842439,6,25.61363636,0.476190476,62,-0.281277212,1.639075257,0.091727164,0.004006213,0.010233918,0.01060049,680.7750927,11818.20205,24.04733267,-3238.738963,0.005815687,1.687747753,306.0,-0.034387018,81.19047619,262,48.10165566,12.47292054
6613,154.5,171.898955,3,4.534090909,0.0,14,-0.333333333,0.646512004,0.02231443,0.000881526,0.004385965,2.4e-06,109.0,260.1008657,9.666666667,-3868.839397,0.00767798,0.617811755,50.25,-0.083333333,11.0,136,3.579403709,2.688545793
5310,162.0,182.8826658,3,4.056818182,0.0,12,-0.333333333,0.624040094,0.024426371,0.000881526,0.004385965,4.17e-06,103.0,225.7073628,9.0,-3811.029571,0.007112889,0.660096175,42.75,0.0,9.0,136,3.439881309,2.675976073
6562,158.25,174.8491489,3,4.534090909,0.0,14,-0.333333333,0.646512004,0.0255549,0.000881526,0.004385965,6.98e-06,113.0,260.1008657,9.666666667,-3898.738087,0.002027078,0.628078913,50.25,-0.083333333,11.0,136,3.561857568,2.63818608
24969,385.5,171.7592012,3,8.272727273,0.333333333,23,-0.368835034,0.992239916,0.045588542,0.001662698,0.005847953,0.000116534,214.2428619,919.7475104,11.18472222,-3674.274811,0.005561274,0.815380893,87.0,-0.046753247,25.33333333,204,6.923809021,4.839301592
57456,594.0,192.182598,4,18.13636364,0.133333333,33,-0.230670509,1.108196589,0.071672737,0.003225041,0.00877193,0.000281674,386.826607,1950.860553,44.26794733,-3399.034616,0.004996184,1.362937129,122.25,0.161926962,30.6,205,10.35439724,7.131719344
14660,330.75,170.5156718,3,4.534090909,0.333333333,17,-0.43595679,0.921227063,0.035970376,0.000881526,0.004385965,0.000123282,169.1013893,570.3414781,6.695238095,-3794.437206,0.000233282,0.609601699,69.0,-0.206349206,18.66666667,203,4.993459165,4.094818527
20953,354.0,171.3608794,3,5.488636364,0.333333333,20,-0.416235828,0.97292054,0.040608676,0.000881526,0.004385965,0.000125448,205.6444861,739.9867336,7.166666667,-3732.34552,0.001888189,0.614025926,87.75,-0.3,22.66666667,208,5.237703381,4.265621211
46596,536.25,180.7830063,3,9.545454545,0.166666667,27,-0.294101562,1.073154959,0.0522531,0.001662698,0.005847953,0.000714319,361.4476965,1696.822229,17.71428571,-3548.950975,0.005942346,0.86092672,121.5,-0.143578644,26.83333333,214,7.578819618,5.735227548
37116,461.25,204.0474052,3,13.92045455,0.0,26,-0.2,1.00796217,0.062075575,0.00244387,0.007309942,0.000272461,333.0,1323.887628,39.41269841,-3375.047285,0.002027078,1.212385925,108.0,0.104040404,21.0,199,6.294415045,5.55597769
5700,185.25,162.3239216,3,4.056818182,0.0,12,-0.333333333,0.624040094,0.029255776,0.000881526,0.004385965,1.6e-05,114.0,232.1561446,9.0,-3984.194714,0.001461988,0.578523246,44.25,0.0,9.0,136,3.459078392,2.622463827
41508,564.75,184.4184602,3,12.32954545,0.0,26,-0.2,1.05472476,0.061527063,0.00244387,0.007309942,0.000596165,395.0,1942.848077,39.66666667,-3465.191142,0.00937325,1.098066071,105.75,0.1,21.0,212,7.991043005,6.369695255
67467,712.5,190.769279,4,13.92045455,0.2,33,-0.261527778,1.144167812,0.070770455,0.00244387,0.007309942,0.001484092,429.8336454,2802.343143,28.65945166,-3404.419318,0.001282735,1.138518219,135.75,-0.042113442,33.6,215,11.01113386,7.059211058
23550,392.5,191.7307678,3,8.272727273,0.0,19,-0.25,0.929310484,0.051776408,0.001662698,0.005847953,0.000286146,261.0,749.2063533,20.13571429,-3517.736613,0.002592169,0.914030298,87.0,0.063492063,15.0,199,4.88840615,4.58891763
194893,1279.0,203.2093562,5,31.18181818,0.214285714,51,-0.205445686,1.429148816,0.104462196,0.004787384,0.011695906,0.005693564,702.9995576,6449.131821,52.8951426,-3240.271913,0.007914593,1.924033334,192.75,0.228972782,52.21428571,238,26.63079391,11.35118422
45220,499.0,201.9828275,3,13.52272727,0.0,25,-0.2,1.007517581,0.059858844,0.00244387,0.007309942,0.000885926,355.0,1473.715356,37.53333333,-3379.507232,0.004287439,1.204478018,115.5,0.135714286,20.0,202,6.662801629,5.846374586
178287,1366.75,187.5412443,5,19.56818182,0.466666667,52,-0.292770476,1.523118584,0.078896805,0.003225041,0.00877193,0.007164574,580.684493,7636.543155,19.37142857,-3340.77672,0.00637405,1.33771684,192.75,-0.082749767,67.46666667,261,34.62661619,10.48597526
448110,2221.0,208.7176687,6,52.5,0.236363636,75,-0.171404678,1.785142672,0.14459848,0.007130899,0.016081871,0.019091841,1042.131464,17659.23526,89.08741733,-3139.019573,0.001469875,2.719677326,334.0,0.333186662,79.12727273,262,74.12375719,17.34237329
26422,507.75,162.5640863,3,4.534090909,0.333333333,19,-0.413580247,1.030029909,0.037510299,0.000881526,0.004385965,0.001155345,234.3057386,1132.108735,6.923809524,-3707.762433,0.003157259,0.583987661,87.0,-0.26984127,21.33333333,227,7.815305099,5.209683938
354660,2005.5,194.2137854,5,40.56818182,0.355555556,70,-0.243424079,1.728962897,0.110435697,0.006349728,0.014619883,0.018223112,826.2243485,15580.78745,38.17748807,-3256.382352,0.015590401,2.298659483,296.0,0.270699562,81.33333333,262,76.55377459,16.31699135
265500,1762.0,191.1962159,5,28.63636364,0.392857143,62,-0.247915092,1.639075257,0.092137807,0.004787384,0.011695906,0.01313128,715.6326984,12525.84059,36.0431771,-3290.73128,0.000756849,1.818102782,280.0,0.109780862,75.21428571,262,58.30272677,13.65140247
75660,853.5,178.3379307,3,9.227272727,0.333333333,33,-0.317902893,1.306038315,0.047496077,0.001662698,0.005847953,0.003241207,411.2889723,3102.071907,12.95851648,-3539.187155,0.005109388,0.851410371,138.0,-0.215873016,38.66666667,260,16.56128049,7.178684019
54868,572.5,205.0288949,3,7.397727273,0.0,26,-0.333333333,1.108681594,0.045723528,0.000881526,0.004385965,0.001105015,450.0,1516.180253,11.84444444,-3494.05712,0.00200812,0.741008812,144.0,-0.38961039,23.0,227,6.177657517,5.092716838
171145,1451.5,184.9539184,5,17.65909091,0.533333333,50,-0.316156195,1.504243796,0.070146985,0.003225041,0.00877193,0.008508638,512.7287959,7651.012842,16.64011544,-3383.670139,0.000454122,1.32439852,244.0,-0.05660924,67.46666667,262,40.50190924,10.81553633
37664,485.5,196.4126958,2,3.818181818,0.0,21,-0.5,1.052501819,0.034057824,0.000100355,0.002923977,0.000744126,383.0,910.4025202,3.784090909,-3750.340203,0.00200812,0.475937651,82.5,-0.646153846,19.0,227,5.115065386,4.107226578
8760,121.0,213.5112584,2,2.863636364,0.0,14,-0.5,0.329965241,0.02508342,0.000100355,0.002923977,8.85e-07,167.0,196.5159337,3.657142857,-3132.036667,0.001784897,0.540117129,41.5,-0.492063492,12.0,48,2.927972467,1.467747151
82260,930.75,188.9135504,4,12.72727273,0.3,35,-0.301936111,1.328510226,0.057118526,0.00244387,0.007309942,0.004080278,413.3765671,3413.741939,21.72114552,-3439.559876,0.002497987,1.124787121,136.5,-0.040598291,39.0,260,18.93831752,8.211421874
