CLC Values,Local Gravity Model Centrality,Constraint Coefficients,Closeness Centrality,Centrality Values,Laplacian Centrality,I-GSM Values,Eigenvector Centrality,Local-Global Centrality,Subgraph centrality,Global Relative Change in Avg Clustering,Improved Gravity Index Values,Gravity Model Centrality,Clustering Coefficient,HVGc Index,Volume Centrality,EHCC Value,HCC Value,MDD Value,Global Relative Change in Avg Degree,GGC Values,Degree Centrality,Density Centrality,MCGM Values,Betweenness Centrality
135.0,39,-0.333333333,0.000254907,26.62,38,49.3315105,0.011762121,0.781025418,3.521690264,0.002028398,41.0,147.0985028,0.0,344.6515604,43,3.867109635,0.943521595,3.0,0.003101441,61.5,0.006085193,5.25,2.152168327,0.113302158
30.0,10,-0.5,0.000202224,7.7,16,24.66926854,0.000401921,0.389881997,2.335465469,0.002028398,13.5,49.13918973,0.0,33.35918628,12,1.106312292,0.341362126,2.0,0.001391495,13.5,0.004056795,1.75,0.609577751,0.009946674
22.0,8,-0.5,0.000167336,7.0,14,18.16762317,0.000104115,0.326043435,2.283018217,0.002028398,11.0,36.18843746,0.0,24.26122639,10,0.977021041,0.30620155,2.0,0.001391495,11.0,0.004056795,1.590909091,0.519668691,0.001560402
41.0,12,-0.5,0.000163988,9.1,18,21.05234911,0.00016348,0.330458481,2.393090896,0.002028398,16.5,41.93457846,0.0,47.30939146,15,1.175526024,0.36461794,2.0,0.001391495,16.5,0.004056795,1.909090909,0.693322007,0.001984147
22.0,8,-0.5,0.000174551,6.3,14,18.75535626,0.000249111,0.336633017,2.28136171,0.002028398,10.5,37.35915429,0.0,21.83510375,9,0.941860465,0.30620155,2.0,0.001391495,10.5,0.004056795,1.590909091,0.508909458,0.003822286
69.0,36,-0.25,0.000178063,21.7,38,27.83083586,0.000543673,0.745292235,4.063008646,0.002028398,25.5,110.4255794,0.0,217.2854185,24,2.220653378,0.504706534,2.8,0.004811387,51.0,0.00811359,6.681818182,1.639133448,0.035396825
31.0,10,-0.5,0.000188929,8.4,16,22.66768423,0.000883127,0.366819798,2.337389998,0.002028398,14.0,45.15219549,0.0,33.35918628,13,1.117663344,0.329457364,2.0,0.001391495,14.0,0.004056795,1.75,0.615152315,0.007169554
11.0,3,-1.0,0.000136575,2.8,8,10.41120846,2.64e-06,0.123457753,1.639792651,0.002028398,3.75,10.39015446,0.0,4.414553294,6,0.434385382,0.176356589,1.0,0.000318451,3.75,0.002028398,0.477272727,0.12964456,0.0
11.0,3,-1.0,0.000136575,2.8,8,10.41120846,2.64e-06,0.123457753,1.639792651,0.002028398,3.75,10.39015446,0.0,4.414553294,6,0.434385382,0.176356589,1.0,0.000318451,3.75,0.002028398,0.477272727,0.12964456,0.0
25.0,8,-0.5,0.000179856,8.1,14,21.08760584,0.002776369,0.354040512,2.285454053,0.002028398,11.5,42.00480701,0.0,26.68734903,11,1.035991141,0.30620155,2.0,0.001391495,11.04682688,0.004056795,1.590909091,0.562058339,0.002077871
33.0,8,-0.5,0.000196696,8.542857143,14,25.44141454,0.009282235,0.392763641,2.287558236,0.002028398,12.0,50.67724217,0.0,29.11347167,12,1.118770764,0.30620155,2.0,0.001391495,11.62551996,0.004056795,1.590909091,0.650888677,0.005998615
89.0,16,-0.5,0.000217014,15.75714286,22,36.74739979,0.034002367,0.449507138,2.563439721,0.003639252,26.0,73.19785131,0.0,87.340415,28,2.345791805,0.506367663,2.0,0.001391495,23.06531298,0.004056795,2.227272727,1.490002144,0.009944095
12.0,6,-0.5,0.00019604,4.2,12,19.4367834,0.001976856,0.364967355,2.228916348,0.002028398,3.5,38.71650209,0.0,10.91755187,5,0.397009967,0.140088594,1.7,0.001391495,7.0,0.004056795,1.431818182,0.228355708,0.004056795
6.0,2,-1.0,0.000178795,2.1,6,15.02476868,0.000498818,0.162684674,1.59063748,0.002028398,2.5,14.99438493,0.0,2.207276647,4,0.221760797,0.081672204,1.0,0.000318451,2.5,0.002028398,0.397727273,0.095221052,0.0
25.0,8,-0.5,0.000216873,6.314285714,14,26.1361114,0.007335601,0.413998013,2.281585943,0.002028398,5.25,52.0610222,0.0,21.83510375,9,0.656146179,0.175249169,1.7,0.001391495,10.5,0.004056795,1.590909091,0.359752791,0.008097099
63.0,12,-0.5,0.000242542,13.40571429,18,37.35338545,0.027094546,0.47907528,2.405556415,0.002028398,9.75,74.40492577,0.0,61.86612729,21,1.469822813,0.340808416,1.7,0.001391495,19.18204755,0.004056795,1.909090909,0.844320727,0.012120912
25.0,3,-1.0,0.00018843,5.6,8,20.71200605,0.000897896,0.180350034,1.646782292,0.002028398,4.75,20.67012132,0.0,7.725468265,10,0.670265781,0.176356589,1.0,0.000318451,4.75,0.002028398,0.477272727,0.197096312,0.0
24.0,10,-0.5,0.000154631,7.0,16,16.20396689,5.58e-06,0.296891545,2.333628708,0.002028398,13.0,32.27699281,0.0,27.29387969,11,1.011627907,0.329457364,2.0,0.001391495,13.0,0.004056795,1.75,0.580310502,0.006846666
25.0,10,-0.5,0.000162973,7.0,16,17.72342355,1.77e-05,0.315207216,2.333658907,0.002028398,13.0,35.30362771,0.0,27.29387969,11,1.011627907,0.329457364,2.0,0.001391495,13.0,0.004056795,1.75,0.58044818,0.009362924
14.0,3,-1.0,0.000142735,3.5,8,11.94886735,1.12e-06,0.13199333,1.641421744,0.002028398,4.0,11.92470382,0.0,4.414553294,7,0.529069767,0.176356589,1.0,0.000318451,4.0,0.002028398,0.477272727,0.172846413,0.0
30.0,15,-0.333333333,0.000175963,10.5,22,20.11293059,6.45e-05,0.515937808,3.026125195,0.002028398,13.0,59.97347225,0.0,42.99187863,11,1.234496124,0.352713178,2.1,0.003101441,19.5,0.006085193,3.340909091,0.772461531,0.016990028
32.0,10,-0.5,0.000175994,9.1,16,21.42957574,0.000384599,0.348107024,2.339319919,0.002028398,14.5,42.68598342,0.0,36.39183958,14,1.188538206,0.329457364,2.0,0.001391495,14.5,0.004056795,1.75,0.621749033,0.0054716
79.0,27,-0.333333333,0.000192456,16.1,30,29.77922787,0.001409756,0.592013436,3.278850607,0.002028398,25.0,88.7967911,0.0,97.44825824,23,1.844684385,0.552879291,2.4,0.003101441,37.5,0.006085193,4.295454545,1.271826873,0.013467691
23.0,8,-0.5,0.000162655,6.3,14,17.33112418,0.000114164,0.317099745,2.281452099,0.002028398,10.5,34.52219906,0.0,21.83510375,9,0.941860465,0.30620155,2.0,0.001391495,10.5,0.004056795,1.590909091,0.50742602,0.001628501
143.0,90,-0.166666667,0.000212224,39.95,72,41.53144113,0.004845609,1.370956642,6.438195369,0.002028398,40.5,246.1803699,0.0,426.6267893,36,4.150885936,0.785991141,4.2,0.008231279,121.5,0.012170385,15.75,3.597754901,0.082186421
23.0,3,-1.0,0.000175809,6.3,8,19.33709604,0.000355787,0.171053515,1.64844579,0.002028398,5.0,19.29799171,0.0,8.829106588,11,0.72923588,0.176356589,1.0,0.000318451,5.0,0.002028398,0.477272727,0.199819682,0.0
22.0,8,-0.5,0.000151837,7.0,14,16.08619158,6.78e-05,0.298090901,2.283078358,0.002028398,11.0,32.04239391,0.0,24.26122639,10,0.977021041,0.30620155,2.0,0.001391495,11.0,0.004056795,1.590909091,0.519266803,0.000205451
37.0,10,-0.5,0.000205086,8.4,16,26.54800968,0.00073407,0.402261237,2.337362653,0.002028398,14.0,52.88149028,0.0,36.39183958,13,1.40337763,0.436600221,2.0,0.001391495,14.0,0.004056795,1.75,0.625817638,0.007099405
39.0,10,-0.5,0.000214731,10.5,16,28.77846647,0.002338712,0.419837925,2.348151626,0.002028398,16.0,57.32437999,0.0,48.52245278,17,1.7106866,0.436600221,2.0,0.001391495,16.0,0.004056795,1.75,0.694670026,0.008888407
58.0,14,-0.5,0.000216685,13.3,20,32.97357171,0.001331604,0.435636141,2.454400163,0.002028398,21.5,65.68069067,0.0,72.17714851,22,1.861572536,0.554540421,2.0,0.001391495,21.5,0.004056795,2.068181818,0.869112995,0.029275763
113.0,33,-0.333333333,0.000233209,18.91428571,34,39.67673045,0.00853245,0.704092828,3.53100757,0.002028398,30.0,118.3095264,0.0,197.0461104,27,3.160575858,0.837486157,2.7,0.003101441,45.0,0.006085193,4.534090909,1.620381015,0.024772692
115.0,48,-0.25,0.000233318,25.34071429,44,43.12230215,0.004706628,0.968427454,4.249619236,0.002028398,34.0,171.0981741,0.0,272.5802741,32,3.488372093,0.776854928,3.1,0.004811387,68.0,0.00811359,7.636363636,2.221495746,0.070311562
98.0,44,-0.25,0.000223914,25.9,42,40.20758649,0.007767965,0.932749339,4.19339928,0.002028398,32.5,159.5333341,0.0,299.8383015,32,3.191306755,0.72978959,3.1,0.004811387,65.0,0.00811359,7.318181818,2.20602778,0.037272008
90.0,27,-0.333333333,0.000242189,20.08071429,30,41.43781244,0.008042825,0.733654313,3.268068317,0.002028398,27.5,123.5607851,0.0,161.2195449,28,2.901439646,0.719545958,2.7,0.003101441,39.71983426,0.006085193,4.295454545,1.52076454,0.089693892
87.0,27,-0.333333333,0.000211954,22.46071429,30,36.32918706,0.001507747,0.656653613,3.287466787,0.002028398,29.5,108.327699,0.0,160.5030136,32,2.911129568,0.707641196,2.7,0.003101441,42.98597061,0.006085193,4.295454545,1.428711152,0.025290452
58.0,21,-0.333333333,0.000198886,16.26428571,26,29.67401465,0.000967534,0.605721185,3.15059921,0.002028398,10.5,88.48306249,0.0,94.582133,21,1.930232558,0.375415282,2.4,0.003101441,31.02307133,0.006085193,3.818181818,0.802049745,0.024134633
152.0,42,-0.333333333,0.000219877,25.45857143,40,44.41231839,0.003309088,0.698571616,3.669545298,0.002948886,44.0,132.4302758,0.0,401.2575339,46,4.031561462,1.073920266,2.7,0.003101441,62.14706775,0.006085193,5.488636364,2.021887449,0.073444483
38.0,18,-0.333333333,0.000181422,10.51428571,24,22.68887829,0.000281253,0.537961683,3.080259619,0.002028398,7.5,67.65452735,0.0,50.15719174,12,1.102436323,0.304540421,2.4,0.003101441,22.5,0.006085193,3.579545455,0.571010706,0.016152971
23.0,3,-1.0,0.000181159,4.914285714,8,19.97913402,0.000244133,0.175057137,1.644910162,0.002028398,4.5,19.93873134,0.0,6.621829941,9,0.551771872,0.176356589,1.0,0.000318451,4.5,0.002028398,0.477272727,0.155772775,0.0
122.0,48,-0.25,0.000201654,29.82857143,44,38.81608724,0.001555147,0.863442304,4.558359311,0.002028398,36.0,154.0122239,0.0,429.8980323,36,5.137596899,1.03875969,2.8,0.004811387,70.23022034,0.00811359,7.0,2.159530001,0.045608083
251.7231961,154,-0.170209751,0.000243132,62.72,100,57.26988158,0.010591686,1.851013042,9.146621064,0.024435646,60.0,395.2486131,0.047619048,1670.105994,54,9.491694352,1.543466224,4.9,0.009941225,172.9747686,0.014198783,22.27272727,5.5272382,0.266693394
22.0,10,-0.5,0.000166667,6.3,16,18.13093602,7.61e-05,0.321277847,2.332087019,0.002028398,6.25,36.11535962,0.0,24.26122639,10,0.690753045,0.246124031,1.7,0.001391495,12.5,0.004056795,1.75,0.333987887,0.008097099
15.0,3,-1.0,0.000166556,4.2,8,16.37551733,7.1e-05,0.158246045,1.643053589,0.002028398,4.25,16.34240203,0.0,5.518191618,8,0.48089701,0.176356589,1.0,0.000318451,4.25,0.002028398,0.477272727,0.14238697,0.0
12.0,6,-0.5,0.000154083,4.9,12,13.56346757,2.05e-05,0.289893729,2.230513556,0.002028398,3.75,27.01733152,0.0,12.73714385,6,0.467884828,0.140088594,1.7,0.001391495,7.5,0.004056795,1.431818182,0.222381591,0.004056795
7.0,2,-1.0,0.000143225,2.1,6,10.72196892,5.18e-06,0.131607704,1.590664561,0.002028398,2.5,10.70028649,0.0,2.207276647,4,0.221760797,0.081672204,1.0,0.000318451,2.5,0.002028398,0.397727273,0.092619756,0.0
13.0,2,-1.0,0.000180148,2.964285714,6,17.72374131,0.000279866,0.170693661,1.592945469,0.002028398,2.75,17.68789958,0.0,2.943035529,5,0.304540421,0.081672204,1.0,0.000318451,2.385062839,0.002028398,0.397727273,0.106448711,0.0
42.0,8,-0.5,0.000197668,9.264285714,14,25.44047874,0.001109146,0.389666935,2.320460111,0.034245494,6.75,50.67537814,0.0,36.39183958,15,1.533776301,0.222868217,1.7,0.001391495,9.695612885,0.004056795,1.590909091,0.408269726,0.004056795
109.6292905,39,-0.429846939,0.000218866,27.15857143,38,41.53627878,0.004115826,0.684038051,4.209328138,0.024435646,37.5,123.8543957,0.333333333,363.6902466,36,4.364894795,1.22923588,2.7,0.003101441,26.15380743,0.006085193,4.772727273,1.748932531,0.008097099
39.73097965,20,-0.72,0.00023872,18.89428571,26,39.27541365,0.012440352,0.470594996,3.22178929,0.055962375,28.5,78.23345065,1.0,136.2906317,27,3.61351052,1.040974529,2.0,0.001391495,3.366413075,0.004056795,2.227272727,1.202935049,0.0
125.7724011,65,-0.2676,0.000243191,33.70428571,56,43.40675437,0.01669299,1.226194713,5.916378865,0.055962375,35.5,214.8481532,0.1,449.9457176,32,4.94269103,1.180509413,3.8,0.006521333,61.87281071,0.010141988,10.34090909,2.887524014,0.049885914
190.9206952,90,-0.2676,0.000265041,45.58285714,66,56.37549043,0.032609789,1.369159551,6.421379357,0.055962375,50.5,279.0388312,0.1,771.3355159,47,7.522978959,1.392026578,3.8,0.006521333,91.15792451,0.010141988,11.93181818,4.208808588,0.216510988
46.0,5,-1.0,0.000217202,8.03,12,28.26987882,0.004212054,0.207675319,1.784126476,0.005250107,8.0,28.21271023,0.0,22.07276647,17,1.486710963,0.30620155,1.0,0.000318451,6.434734848,0.002028398,0.636363636,0.328806874,0.0
74.0,16,-0.5,0.00024108,13.67428571,22,37.53490828,0.011859266,0.471379753,2.540736678,0.005250107,24.5,74.76650459,0.0,97.04490555,25,2.216500554,0.506367663,2.0,0.001391495,21.3694697,0.004056795,2.227272727,1.090260329,0.033214419
76.0,30,-0.333333333,0.00021777,15.09,32,33.25069228,0.005035072,0.64243939,3.344234357,0.005250107,27.0,99.14813069,0.0,150.4715752,24,2.295957918,0.516611296,2.4,0.003101441,35.80420455,0.006085193,4.534090909,1.391891142,0.014718709
161.0,39,-0.333333333,0.000251256,26.48857143,38,49.10031701,0.011642066,0.77233416,3.760283016,0.006170596,41.5,146.4091216,0.0,352.5334048,44,4.341085271,1.22923588,2.7,0.003101441,53.7012723,0.006085193,5.011363636,2.064445832,0.099731184
161.0,39,-0.333333333,0.000251256,26.48857143,38,49.10031701,0.011642066,0.77233416,3.760283016,0.006170596,41.5,146.4091216,0.0,352.5334048,44,4.341085271,1.22923588,2.7,0.003101441,53.7012723,0.006085193,5.011363636,2.064445832,0.099731184
176.0681988,68,-0.317743764,0.000220848,37.91285714,54,48.92017992,0.004610722,0.954611649,5.378334372,0.024435646,51.5,194.1026579,0.166666667,754.7174525,52,6.564230343,1.369324474,3.4,0.004811387,66.75036386,0.00811359,8.590909091,2.966883442,0.112267172
142.0,36,-0.333333333,0.000202224,26.97690476,36,41.3806689,0.001765746,0.657724832,3.553108118,0.010082672,40.5,123.3903924,0.0,361.1317805,45,4.699889258,1.110741971,3.0,0.003101441,55.77663557,0.006085193,5.011363636,1.93063022,0.063403836
157.0,56,-0.25,0.000200884,33.12428571,48,40.6930922,0.001799482,0.860223546,4.98093664,0.042299768,42.0,161.4596956,0.0,577.870181,42,6.416112957,1.311461794,3.4,0.004811387,68.66567424,0.00811359,7.318181818,2.443390064,0.044777878
137.0,52,-0.25,0.000185908,34.05261905,46,39.59964843,0.000831842,0.824496571,4.377860627,0.002028398,42.5,157.1211927,0.0,455.5984581,46,5.563399779,1.181063123,3.1,0.004811387,81.97533049,0.00811359,7.954545455,2.480095249,0.061379876
96.0,27,-0.333333333,0.000183217,19.20428571,30,29.84223311,0.000714132,0.567111001,3.647720648,0.034245494,26.5,88.98466246,0.0,212.8097992,26,4.67248062,1.136212625,2.7,0.003101441,32.37221404,0.006085193,3.818181818,1.322336413,0.00375819
172.0,64,-0.25,0.000185048,31.96261905,52,40.46252132,0.000986366,0.81206342,5.000194795,0.005250107,47.5,160.5448498,0.0,545.1605481,47,6.272148394,1.322259136,3.4,0.004811387,82.85061856,0.00811359,8.272727273,2.724271309,0.016997548
96.01519562,39,-0.459876543,0.000183419,25.18428571,38,34.08318763,0.00081987,0.576531097,4.512729046,0.031799553,36.0,101.6304958,0.333333333,344.7234263,33,5.32807309,1.276854928,2.7,0.003101441,21.9220592,0.006085193,4.295454545,1.664287236,0.014841541
111.0,30,-0.333333333,0.000217912,19.10857143,32,37.4223959,0.003078987,0.670239791,3.395162916,0.002948886,15.25,111.5874692,0.0,193.4634539,31,2.780177187,0.814230343,2.4,0.003101441,41.89706775,0.006085193,4.534090909,1.154867218,0.032050331
32.0,18,-0.333333333,0.000154464,10.5,24,17.25586676,1.08e-05,0.450176807,3.080049021,0.002028398,7.5,51.45417481,0.0,50.15719174,12,1.138150609,0.328349945,2.4,0.003101441,22.5,0.006085193,3.579545455,0.555674512,0.028100727
343.3310635,150,-0.208767361,0.000274424,66.93428571,92,71.97845683,0.250078248,1.792752159,8.452709524,0.042615293,77.0,426.6570734,0.066666667,1791.977515,79,9.07807309,1.709025471,4.5,0.008231279,176.1097206,0.012170385,19.09090909,14.73429932,0.09701207
293.7291585,84,-0.285734216,0.000279018,55.72142857,62,67.16335249,0.251112631,1.173289546,6.327283212,0.001423434,65.5,266.486862,0.166666667,1070.833801,68,7.817552602,1.569490587,3.7,0.004811387,81.73364479,0.00811359,9.227272727,11.38515974,0.013413077
80.19771818,28,-0.656684028,0.000262123,32.73428571,34,54.71047612,0.164806262,0.539869445,3.750691467,0.050669567,46.5,108.978848,1.0,355.7376781,51,4.952934662,1.360188261,2.0,0.001391495,5.605627899,0.004056795,2.863636364,5.266789492,0.0
165.0,42,-0.333333333,0.000249314,27.43142857,40,50.61945426,0.086146973,0.774376481,3.661568586,0.003639252,44.0,150.9389406,0.0,361.1317805,46,4.662513843,1.145348837,2.7,0.003101441,60.806984,0.006085193,5.488636364,3.951928606,0.024765919
108.0,24,-0.333333333,0.000242014,20.39,28,41.72893482,0.072311531,0.735894382,3.282993301,0.003639252,13.5,124.4288645,0.0,166.2352641,30,2.591362126,0.529623477,2.4,0.003101441,35.306984,0.006085193,4.056818182,2.18544081,0.008105345
444.1169459,240,-0.163745837,0.000289268,92.79857143,132,78.49673913,0.403046505,2.505059511,13.05542547,0.063326283,83.5,617.8861974,0.071428571,2825.331453,77,13.5730897,1.88372093,5.6,0.011651171,255.2410014,0.016227181,29.90909091,25.41866736,0.13253776
233.0,95,-0.2,0.000266951,43.53,68,60.81274917,0.092152822,1.408080048,5.721075561,0.003639252,57.5,301.0016999,0.0,849.0237909,58,5.833610188,1.15337763,3.8,0.006521333,135.0949733,0.010141988,13.52272727,6.364168052,0.087132203
105.0,33,-0.333333333,0.000232504,23.96428571,34,42.99015994,0.002546212,0.724900727,3.395237701,0.002028398,35.0,128.1896317,0.0,275.8645546,37,3.276301218,0.837486157,2.7,0.003101441,52.02307133,0.006085193,4.772727273,1.695353637,0.129331851
80.0,40,-0.25,0.000210349,21.01428571,40,34.00692375,0.000813372,0.862132213,4.118767286,0.002028398,27.0,134.9307034,0.0,225.8522271,24,2.42248062,0.504152824,2.8,0.004811387,54.0,0.00811359,7.0,1.625285161,0.055785193
121.0,48,-0.25,0.000241838,27.31428571,44,44.34147045,0.00569986,0.99180212,4.381356824,0.002028398,35.0,175.9355196,0.0,373.8243759,34,4.342746401,0.931616833,2.8,0.004811387,70.0,0.00811359,7.318181818,2.218158646,0.11520667
45.0,14,-0.5,0.000191461,10.5,20,26.07404122,0.000221501,0.380294534,2.447248839,0.002028398,19.5,51.9373834,0.0,59.44000465,18,1.232834994,0.375968992,2.0,0.001391495,19.5,0.004056795,2.068181818,0.768185725,0.020618057
35.0,10,-0.5,0.000190694,8.4,16,23.3409692,0.000219194,0.372669538,2.343960296,0.002028398,7.0,46.49332476,0.0,36.39183958,13,0.90337763,0.317552602,1.7,0.001391495,14.0,0.004056795,1.75,0.41868824,0.004056795
48.0,21,-0.333333333,0.000190985,13.3,26,25.63436492,0.000236544,0.569349772,3.144632075,0.002028398,9.5,76.43748714,0.0,81.68456941,17,1.361018826,0.387320044,2.4,0.003101441,28.5,0.006085193,3.818181818,0.743583639,0.020152047
73.0,27,-0.333333333,0.000224669,17.5,30,35.11715682,0.004149701,0.670468612,3.38702439,0.002028398,25.5,104.7136229,0.0,174.1171085,24,2.842469546,0.826688815,2.7,0.003101441,38.25,0.006085193,4.056818182,1.297591614,0.01174171
70.0,24,-0.333333333,0.000224568,16.8,28,34.03421127,0.004130513,0.667166291,3.334431263,0.002028398,23.0,101.4844563,0.0,130.4086985,22,2.772702104,0.803433001,2.7,0.003101441,34.5,0.006085193,3.818181818,1.202982761,0.007701406
12.0,2,-1.0,0.000174338,3.5,6,16.20943488,5.53e-05,0.164047643,1.593953943,0.002028398,3.0,16.17665545,0.0,3.678794412,6,0.399224806,0.081672204,1.0,0.000318451,3.0,0.002028398,0.397727273,0.111412837,0.0
31.0,12,-0.5,0.000174764,7.7,18,20.59821378,6.44e-05,0.339121091,2.386275913,0.002028398,7.75,41.02997757,0.0,36.39183958,13,0.938538206,0.293189369,2.0,0.001391495,15.5,0.004056795,1.909090909,0.407996321,0.012120912
19.0,3,-1.0,0.000174581,4.9,8,17.75923562,5.97e-05,0.166156913,1.644825068,0.002028398,4.5,17.72332212,0.0,6.621829941,9,0.563676633,0.176356589,1.0,0.000318451,4.5,0.002028398,0.477272727,0.154675404,0.0
17.0,8,-0.5,0.0001657,5.6,14,16.51676151,6.12e-05,0.31514326,2.279614691,0.002028398,5.0,32.90005443,0.0,19.40898111,8,0.59717608,0.199058693,1.7,0.001391495,10.0,0.004056795,1.590909091,0.278278234,0.016128234
22.0,8,-0.5,0.000180148,6.314285714,14,19.75454947,0.000225844,0.347173533,2.281375057,0.002028398,5.25,39.34946644,0.0,21.83510375,9,0.656146179,0.210963455,1.7,0.001391495,10.5,0.004056795,1.590909091,0.288902147,0.020119065
15.0,8,-0.5,0.000153351,5.6,14,14.29896245,1.66e-05,0.288987983,2.279557919,0.002028398,5.0,28.48237788,0.0,19.40898111,8,0.561461794,0.187153931,1.7,0.001391495,10.0,0.004056795,1.590909091,0.27791328,0.012120912
36.0,10,-0.5,0.000197278,9.964285714,16,25.70656692,0.000833889,0.388917108,2.342017826,0.002028398,7.5,51.20540428,0.0,39.42449288,15,1.271317829,0.246124031,1.7,0.001391495,14.68204755,0.004056795,1.75,0.396430723,0.024093405
14.0,8,-0.5,0.000142674,4.9,14,12.48749527,4.48e-06,0.266530943,2.277985131,0.002028398,4.75,24.87408162,0.0,16.98285847,7,0.502491694,0.175249169,1.7,0.001391495,9.5,0.004056795,1.590909091,0.268554892,0.008097099
216.0,42,-0.333333333,0.000270929,29.58428571,40,57.5661826,0.168692559,0.840238843,4.068011404,0.006400718,46.5,171.6529493,0.0,447.1155378,51,4.954042082,1.371539313,2.7,0.003101441,58.25042331,0.006085193,5.011363636,6.251351136,0.026354907
216.0,42,-0.333333333,0.000270929,29.58428571,40,57.5661826,0.168692559,0.840238843,4.068011404,0.006400718,46.5,171.6529493,0.0,447.1155378,51,4.954042082,1.371539313,2.7,0.003101441,58.25042331,0.006085193,5.011363636,6.251351136,0.026354907
216.0,42,-0.333333333,0.000270929,29.58428571,40,57.5661826,0.168692559,0.840238843,4.068011404,0.006400718,46.5,171.6529493,0.0,447.1155378,51,4.954042082,1.371539313,2.7,0.003101441,58.25042331,0.006085193,5.011363636,6.251351136,0.026354907
160.0,22,-0.5,0.000254453,21.54571429,28,48.72408931,0.117209041,0.517229408,2.857979473,0.003179008,38.5,97.05444914,0.0,220.1706295,44,3.918604651,1.064230343,2.0,0.001391495,34.24601181,0.004056795,2.704545455,3.846978922,0.001936323
18.0,8,-0.5,0.000162075,4.9,14,16.26022382,9.63e-05,0.311727363,2.278103175,0.002028398,4.75,32.38905206,0.0,16.98285847,7,0.502491694,0.175249169,1.7,0.001391495,9.5,0.004056795,1.590909091,0.269299687,0.008097099
26.0,8,-0.5,0.000175994,8.4,14,20.29709189,0.000355578,0.346176471,2.286637336,0.002028398,6.0,40.4301671,0.0,29.11347167,12,0.868770764,0.187153931,1.7,0.001391495,12.0,0.004056795,1.590909091,0.327110015,0.012120912
10.0,6,-0.5,0.00015015,4.2,12,12.78418729,2.6e-05,0.282745536,2.228857993,0.002028398,3.5,25.46506816,0.0,10.91755187,5,0.397009967,0.140088594,1.7,0.001391495,7.0,0.004056795,1.431818182,0.213162708,0.004056795
69.0,16,-0.5,0.000192456,13.3,22,29.11238936,0.001312639,0.392369594,2.523235133,0.002028398,11.75,57.9895274,0.0,63.07918861,23,1.479512735,0.506367663,1.7,0.001391495,23.5,0.004056795,2.227272727,0.662579062,0.016128234
6.0,2,-1.0,0.000139821,2.1,6,10.23891783,6.55e-06,0.128701502,1.590636864,0.002028398,2.5,10.21821224,0.0,2.207276647,4,0.221760797,0.081672204,1.0,0.000318451,2.5,0.002028398,0.397727273,0.092626949,0.0
32.0,10,-0.5,0.000181291,8.4,16,21.90058176,0.000447737,0.355795629,2.337476913,0.002028398,14.0,43.62418936,0.0,33.35918628,13,1.105758583,0.329457364,2.0,0.001391495,14.0,0.004056795,1.75,0.610107398,0.001525889
31.0,8,-0.5,0.000176866,9.1,14,21.26660287,0.000450294,0.35156108,2.288444064,0.002028398,12.5,42.36135465,0.0,31.53959431,13,1.142026578,0.30620155,2.0,0.001391495,12.5,0.004056795,1.590909091,0.560629676,0.001019146
19.0,3,-1.0,0.00017934,5.6,8,18.62670324,0.000334097,0.170613473,1.646546116,0.002028398,4.75,18.5890355,0.0,7.725468265,10,0.646456257,0.176356589,1.0,0.000318451,4.75,0.002028398,0.477272727,0.193484225,0.0
70.0,16,-0.5,0.000192456,13.3,22,29.18378895,0.00133654,0.392525971,2.523325552,0.002028398,23.5,58.13174962,0.0,63.07918861,23,1.598560354,0.506367663,2.0,0.001391495,23.5,0.004056795,2.227272727,0.931365842,0.003749319
59.0,12,-0.5,0.000233973,11.22,18,33.84524551,0.008758815,0.455500109,2.399061415,0.002028398,18.0,67.41699445,0.0,58.22694333,18,1.614341085,0.36461794,2.0,0.001391495,18.0,0.004056795,1.909090909,0.838868966,0.004083946
34.0,8,-0.5,0.000226655,10.5,14,29.24843437,0.004194738,0.433581662,2.292055436,0.002028398,13.5,58.26051807,0.0,36.39183958,15,1.438538206,0.30620155,2.0,0.001391495,13.5,0.004056795,1.590909091,0.628810208,0.002782529
90.0,18,-0.5,0.000226552,12.61428571,24,35.39324875,0.007863479,0.447125013,2.587887114,0.002028398,25.0,70.50049184,0.0,87.340415,23,2.169435216,0.767718715,2.0,0.001391495,25.0,0.004056795,2.386363636,1.07210365,0.003141896
37.0,8,-0.5,0.000220361,7.72,14,27.91875848,0.007749972,0.423541723,2.288584417,0.002028398,5.75,55.61191114,0.0,26.68734903,11,1.09551495,0.222868217,1.7,0.001391495,11.5,0.004056795,1.590909091,0.432035372,0.004056795
95.0,27,-0.333333333,0.000247036,23.49142857,30,43.01530559,0.028757323,0.746544013,3.284685744,0.002028398,30.0,128.2646119,0.0,199.9122357,33,2.970099668,0.790974529,2.4,0.003101441,44.43827994,0.006085193,4.295454545,1.886598558,0.017122722
11.0,2,-1.0,0.000198807,2.8,6,19.67658624,0.001955593,0.18456025,1.592328467,0.002028398,2.75,19.63679539,0.0,2.943035529,5,0.304540421,0.081672204,1.0,0.000318451,2.75,0.002028398,0.397727273,0.11564623,0.0
108.0,20,-0.5,0.000241138,16.13428571,26,41.45576281,0.014061416,0.48321418,2.647785081,0.002028398,29.5,82.57653,0.0,127.3714385,29,2.689368771,0.802879291,2.0,0.001391495,29.5,0.004056795,2.545454545,1.29525388,0.010621818
