Betweenness Centrality,Local Gravity Model Centrality,Extended Improved Gravity Index Values,I-GSM Values,Constraint Coefficients,Eccentricity Centrality,Density Centrality,Degree Centrality,LGC Scores,Global Relative Change in Avg Clustering,HVGc Index,DNC Scores,DIL Centrality,P Value,Local-Global Centrality,HCC Value,Second order centrality,Subgraph centrality,Gravity Model Centrality,K-Shell Value,PageRank Centrality,Closeness Centrality,Coreness Centrality,Isolating Centrality,Extended Degree
0.092840283,8,10.0,7.171316035,-0.5,0.038461538,1.590909091,0.016129032,490,0.008064516,19.40898111,2.0,3.0,7,0.307454113,0.522727273,-1113.627499,2.279585302,14.11497606,1,0.008052279,0.000494071,2,0,2.8
0.135719906,8,10.0,7.884216743,-0.5,0.043478261,1.590909091,0.016129032,490,0.008064516,19.40898111,2.0,3.0,10,0.351639412,0.62987013,-911.8202714,2.279585305,15.51814619,1,0.0079116,0.000589275,2,0,2.8
0.107395751,8,10.0,7.36673832,-0.5,0.04,1.590909091,0.016129032,490,0.008064516,19.40898111,2.0,3.0,8,0.320715963,0.558441558,-1049.483781,2.279585302,14.49961688,1,0.008005908,0.000522739,2,0,2.8
0.121688959,8,10.0,7.59518849,-0.5,0.041666667,1.590909091,0.016129032,490,0.008064516,19.40898111,2.0,3.0,9,0.335223783,0.594155844,-982.4287289,2.279585302,14.94926499,1,0.007966465,0.000554324,2,0,2.8
0.067959237,8,32.5,11.32444965,-0.5,0.038461538,1.590909091,0.016129032,749,0.008064516,26.68734903,2.0,3.0,15,0.434442299,0.808441558,-648.8442691,2.286066215,22.28940056,2,0.007250764,0.000633714,4,0,2.8
0.07302961,8,21.5,9.742044665,-0.5,0.04,1.590909091,0.016129032,511,0.008064516,19.40898111,2.0,3.0,15,0.412373486,0.808441558,-678.5022134,2.279688584,19.17482462,2,0.007570603,0.000649773,4,0,2.8
0.115253581,8,25.0,11.01210983,-0.5,0.052631579,1.590909091,0.016129032,581,0.008064516,21.83510375,2.0,3.0,15,0.469474551,0.808441558,-576.6002456,2.28136345,21.67463626,2,0.007395128,0.000821693,4,0,2.8
0.079900632,8,20.0,7.502054173,-0.5,0.037037037,1.590909091,0.016129032,490,0.008064516,19.40898111,2.0,3.0,15,0.331213283,0.808441558,-839.5784831,2.279585302,14.76595294,2,0.00796089,0.000547345,4,0,2.8
0.10966722,8,20.0,7.986092589,-0.5,0.041666667,1.590909091,0.016129032,490,0.008064516,19.40898111,2.0,3.0,15,0.361263876,0.808441558,-771.0626203,2.279585305,15.71866379,2,0.007900288,0.00062422,4,0,2.8
0.089560568,8,20.0,7.602015976,-0.5,0.038461538,1.590909091,0.016129032,490,0.008064516,19.40898111,2.0,3.0,15,0.338871114,0.808441558,-823.9917355,2.279585302,14.96270322,2,0.007958238,0.000570125,4,0,2.8
0.099482764,8,20.0,7.757165675,-0.5,0.04,1.590909091,0.016129032,490,0.008064516,19.40898111,2.0,3.0,15,0.348741378,0.808441558,-801.3598184,2.279585302,15.26807733,2,0.007939394,0.000595593,4,0,2.8
