EHCC Value,Improved Gravity Index Values,Eigenvector Centrality,PageRank Centrality,Global Relative Change in Avg Degree,Node H-Index,Closeness Centrality,Coreness Centrality,I-GSM Values,Volume Centrality,Laplacian Centrality,EIGSM Values,HCC Value,Clustering Coefficient,Local Gravity Model Centrality,CLC Values,Global Relative Change in Avg Clustering,MCGM Values,Leverage Centrality,GSM,Eccentricity Centrality,Extended Improved Gravity Index Values,Extended Degree,Societal Capital Scores,DNC Scores
12.67593496,84.5,0.018687626,0.002267663,0.005172783,4,6.53e-05,16,80.13119003,82,130,494.5623983,1.875772358,0.035714286,232,419.7384358,0.00765096,7.308034438,0.400865801,206.5845468,0.020833333,416.5,16.4,37,8.566666667
4.15203252,40.5,0.005039964,0.000655367,0.000570652,2,6.45e-05,4,57.44288714,48,28,136.7581967,1.110406504,0.0,22,141.0,0.0043606,1.232600014,-0.464285714,187.6178043,0.021276596,120.5,5.6,13,2.1
4.182764228,38.0,0.004908445,0.001362542,0.002104696,2,6.32e-05,7,54.56972027,40,44,199.6792527,0.883577236,0.0,48,143.0,0.000963391,1.898215468,0.219047619,183.9464007,0.021276596,129.25,7.2,16,4.0
3.026341463,28.5,0.004449209,0.00069094,0.000570652,2,6.09e-05,4,48.22618512,33,22,116.3367695,0.737235772,0.0,16,99.0,0.000963391,0.913657963,-0.25,175.3017182,0.020408163,90.5,4.4,10,2.0
4.629105691,43.0,0.006332875,0.000949533,0.001337674,2,6.13e-05,6,54.20116373,47,38,172.2478941,1.063577236,0.0,39,182.0,0.001570036,1.71662549,-0.084848485,178.8112752,0.020408163,149.0,7.0,16,3.035714286
9.200487805,74.5,0.011477316,0.001732342,0.003638739,4,6.68e-05,12,75.53665462,71,94,363.9495166,1.760487805,0.066666667,156,336.7825146,0.003525778,4.914472191,0.206493506,203.6976409,0.021276596,298.5,14.0,32,6.569047619
3.78796748,36.0,0.00530682,0.000679933,0.000570652,2,6.22e-05,4,52.87787101,42,26,126.4030958,1.019349593,0.0,20,145.0,0.001570036,1.123064331,-0.3,179.8746808,0.020833333,110.5,5.2,12,2.035714286
3.154796748,34.5,0.005019695,0.000710469,0.000570652,2,6.12e-05,4,50.11269817,39,26,115.5432653,0.96601626,0.0,20,137.0,0.001570036,1.087466276,-0.3,175.56797,0.020408163,99.5,5.2,12,2.035714286
4.585203252,43.0,0.006157055,0.000643141,0.000570652,2,6.27e-05,4,54.78757007,50,30,133.0263689,1.314796748,0.0,24,165.0,0.010063058,1.32424943,-0.466666667,180.6671634,0.020833333,122.0,6.0,14,2.202380952
7.285365854,50.5,0.004959772,0.001529927,0.002871718,3,6.63e-05,10,61.89224351,47,66,282.3471206,1.407642276,0.1,90,218.0658177,0.015052023,2.950445871,0.21031746,192.3348513,0.02173913,207.5,10.2,23,5.214285714
3.18601626,30.5,0.001643331,0.001021031,0.001337674,2,6.31e-05,6,46.93069948,31,32,143.8768274,0.783739837,0.0,30,99.0,0.000963391,1.252532718,-0.028571429,175.0587967,0.02173913,92.0,5.8,13,3.0
1.158861789,6.75,0.001225151,0.00043383,0.000196369,1,5.93e-05,2,35.39686534,15,10,54.56972027,0.275284553,0.0,4,43.0,0.000963391,0.213740488,-0.6,159.5482894,0.020833333,38.0,2.2,5,1.0
2.164715447,22.0,0.001574445,0.000727445,0.000570652,2,6.07e-05,4,42.48573462,23,20,98.13725044,0.606178862,0.0,14,70.0,0.000963391,0.710537541,-0.266666667,168.9331804,0.020833333,64.0,4.0,9,2.0
2.78699187,20.5,0.002602082,0.000695775,0.000570652,2,6.17e-05,4,41.47081628,23,18,101.121364,0.655121951,0.0,12,74.0,0.009456414,0.68337424,-0.166666667,169.5107674,0.020833333,66.0,3.6,8,2.166666667
3.392520325,33.0,0.002227382,0.001002415,0.001337674,2,5.8e-05,6,43.83020274,33,34,130.4203508,0.854796748,0.0,33,117.0,0.000963391,1.363592156,-0.044444444,163.7676111,0.02,94.5,6.2,14,3.0
3.65902439,31.5,0.004448399,0.000658647,0.000570652,2,6.25e-05,4,48.28650129,36,24,129.7378183,0.83495935,0.0,18,128.0,0.002661996,0.970161468,-0.35,175.3703661,0.020833333,117.5,4.8,11,2.066666667
8.695609756,55.0,0.008145951,0.00144135,0.002871718,3,6.8e-05,10,66.68470068,56,66,306.0068135,1.547642276,0.2,90,207.9576113,0.038104513,3.126975655,0.197691198,199.0114333,0.02173913,249.0,10.2,23,5.566666667
5.528130081,48.0,0.004473743,0.001588643,0.002871718,2,6.65e-05,10,61.16206646,51,60,266.5407446,1.027804878,0.0,75,187.0,0.002661996,2.836726942,0.288961039,194.9648507,0.021276596,186.5,9.0,20,5.066666667
6.929918699,50.0,0.006984451,0.001200996,0.002104696,3,6.54e-05,8,60.28915846,46,56,240.2713979,1.523252033,0.333333333,72,161.9360762,0.038104513,2.405876687,-0.042063492,188.0196682,0.021276596,191.5,9.6,22,4.433333333
2.881788618,29.5,0.003206121,0.00069777,0.000570652,2,6.25e-05,4,47.3958997,35,22,111.618576,0.630569106,0.0,16,103.0,0.002661996,0.916052577,-0.25,175.3703661,0.020833333,92.0,4.4,10,2.066666667
3.754634146,34.0,0.003468941,0.000991493,0.001337674,3,6.15e-05,6,48.4556575,35,34,139.7049214,0.874796748,0.0,33,118.0,0.009456414,1.410840456,-0.095238095,174.0738467,0.020833333,101.0,6.2,14,3.166666667
3.319837398,26.0,0.002565791,0.000693629,0.000570652,2,6.32e-05,4,46.27190582,31,20,114.7701145,0.892845528,0.0,14,92.0,0.0043606,0.815166114,-0.214285714,175.4726036,0.021276596,86.5,4.0,9,2.1
1.842926829,15.0,0.001418375,0.000765888,0.000570652,2,5.78e-05,4,35.41207529,18,14,84.26902084,0.31300813,0.0,8,45.0,0.000963391,0.516647432,0.0,158.2631425,0.02,57.0,2.8,6,2.0
6.435447154,37.5,0.005969061,0.001213796,0.002104696,2,6.45e-05,8,52.89517888,36,46,223.2322455,1.394634146,0.166666667,52,148.9807836,0.009228236,1.893005861,0.138888889,182.3094497,0.021276596,168.5,7.6,17,4.533333333
5.33300813,34.0,0.001229874,0.001986513,0.003638739,2,5.54e-05,12,40.13726567,29,68,215.360293,0.983414634,0.0,78,121.0,0.000963391,2.587699377,0.472222222,157.241268,0.019607843,160.5,8.8,19,6.0
1.976097561,17.5,0.001357153,0.000725315,0.000570652,2,5.89e-05,4,36.08192136,20,16,91.22610244,0.490731707,0.0,10,56.0,0.000963391,0.586567272,-0.1,158.9540535,0.020408163,62.5,3.2,7,2.0
2.144552846,25.5,0.000367852,0.000744666,0.000570652,2,5.52e-05,4,35.01549138,24,24,73.21012782,0.61495935,0.0,18,73.0,0.000963391,0.815075614,-0.35,149.7048719,0.019607843,51.0,4.8,11,2.0
2.342439024,23.5,0.000412953,0.000742838,0.000570652,2,5.35e-05,4,31.43744801,23,22,70.50469296,0.703902439,0.0,16,70.0,0.000963391,0.755529749,-0.25,141.4856046,0.019607843,52.5,4.4,10,2.0
2.633170732,28.0,0.000627946,0.000711736,0.000570652,2,5.53e-05,4,35.4604141,26,26,78.60078092,0.80601626,0.0,20,89.0,0.000963391,0.868717412,-0.416666667,147.5400365,0.02,59.5,5.2,12,2.0
2.633170732,28.0,0.000627946,0.000711736,0.000570652,2,5.53e-05,4,35.4604141,26,26,78.60078092,0.80601626,0.0,20,89.0,0.000963391,0.868717412,-0.416666667,147.5400365,0.02,59.5,5.2,12,2.0
1.860325203,22.5,0.000661252,0.000750645,0.000570652,2,5.5e-05,4,34.15632267,21,22,75.54934096,0.563902439,0.0,16,72.0,0.000963391,0.738773437,-0.25,148.6579404,0.019607843,49.0,4.4,10,2.0
2.142601626,17.0,0.000243208,0.001128127,0.001337674,2,5.74e-05,6,33.07286214,16,24,100.3433911,0.546178862,0.0,18,43.0,0.000963391,0.803487843,0.2,154.636711,0.02,54.0,4.2,9,3.0
2.202764228,18.5,0.000423948,0.000746495,0.000570652,2,5.5e-05,4,30.36742729,19,18,69.90096326,0.655121951,0.0,12,53.0,0.000963391,0.615271988,-0.166666667,144.1398903,0.02,49.0,3.6,8,2.0
3.985691057,25.5,0.001285245,0.001348851,0.002104696,2,5.82e-05,8,38.46351525,24,38,149.743913,0.843739837,0.0,36,86.0,0.000963391,1.387409081,0.285714286,159.4594973,0.020408163,108.5,6.0,13,4.0
1.57203252,14.0,0.000243159,0.000786498,0.000570652,2,5.65e-05,4,31.10037081,13,16,67.97784477,0.490731707,0.0,10,36.0,0.000963391,0.502840515,-0.1,150.8854286,0.019607843,35.5,3.2,7,2.0
1.603089431,14.5,0.000362866,0.0007807,0.000570652,2,5.97e-05,4,34.22752886,14,16,75.54436729,0.490731707,0.0,10,39.0,0.000963391,0.514257747,-0.1,159.2699263,0.020408163,39.0,3.2,7,2.0
2.084715447,22.0,0.001208801,0.000746608,0.000570652,2,6.27e-05,4,42.47150514,23,20,95.38959532,0.566178862,0.0,14,70.0,0.000963391,0.715812398,-0.214285714,171.6241898,0.020833333,62.5,4.0,9,2.0
2.875121951,27.5,0.000543518,0.001017309,0.001337674,2,6.27e-05,6,45.7088439,28,30,134.6901448,0.699349593,0.0,27,86.0,0.009456414,1.146298094,0.019047619,175.7771669,0.020408163,84.5,5.4,12,3.166666667
1.891544715,20.5,0.000273953,0.000745577,0.000570652,2,5.75e-05,4,34.97886436,20,20,76.86639697,0.572845528,0.0,14,56.0,0.000963391,0.673519624,-0.266666667,155.0531782,0.019607843,49.5,4.0,9,2.0
1.645203252,16.5,6.07e-05,0.000791762,0.000570652,2,5.29e-05,4,26.98832173,15,18,56.39483356,0.515121951,0.0,12,40.0,0.000963391,0.570737313,-0.166666667,136.1480054,0.019230769,37.0,3.6,8,2.0
1.451707317,19.0,9.31e-05,0.000798858,0.000570652,2,5.45e-05,4,28.79296043,17,20,60.51398797,0.426178862,0.0,14,46.0,0.000963391,0.63116953,-0.266666667,139.4153259,0.019607843,38.5,4.0,9,2.0
1.640813008,15.0,2.02e-05,0.000796791,0.000570652,2,5.03e-05,4,23.44280641,15,16,52.14398816,0.490731707,0.0,10,31.0,0.034935482,0.520238058,-0.1,126.8510241,0.018867925,36.0,3.2,7,2.333333333
1.444878049,16.5,0.000150076,0.0012225,0.001337674,2,5.53e-05,5,27.56196082,15,24,80.82980793,0.386178862,0.0,18,38.0,0.000963391,0.727093551,0.2,139.5100899,0.02,42.75,4.2,9,3.0
2.42,19.5,2.02e-05,0.001111844,0.001337674,2,5.06e-05,6,25.15566643,15,28,74.63841157,0.63495935,0.333333333,24,36.54309684,0.049994745,0.86277553,0.066666667,126.7091373,0.019230769,57.5,5.0,11,3.666666667
2.370894309,22.5,1.74e-05,0.001119375,0.001337674,3,4.97e-05,6,25.34265319,18,30,73.76396324,0.659349593,0.333333333,27,39.40922208,0.049994745,0.950241796,0.0,123.3284217,0.019230769,61.0,5.4,12,3.666666667
2.477723577,20.0,4.33e-05,0.001102697,0.001337674,2,5.15e-05,6,25.85295198,16,28,76.7922339,0.63495935,0.333333333,24,37.25962815,0.049994745,0.875627064,0.066666667,128.3260846,0.019607843,60.0,5.0,11,3.666666667
1.804552846,21.5,6.15e-06,0.001222941,0.001337674,2,4.73e-05,5,22.75534484,19,28,62.81463739,0.441626016,0.0,24,48.0,0.034935482,0.887591145,0.066666667,115.3579123,0.018867925,45.75,5.0,11,3.333333333
1.798373984,18.0,0.000136271,0.000767902,0.000570652,2,5.26e-05,4,26.29391429,18,18,57.71011682,0.548455285,0.0,12,40.0,0.034935482,0.601685185,-0.2,131.5935489,0.02,43.0,3.6,8,2.333333333
1.165203252,6.25,1.75e-06,0.001422941,0.001337674,1,4.51e-05,4,17.15758602,10,22,49.84202938,0.341788618,0.0,15,28.0,0.000963391,0.45001935,0.333333333,106.8865343,0.018518519,29.5,3.8,8,3.0
1.196260163,17.0,5.53e-06,0.000847429,0.000570652,2,4.66e-05,4,20.31439819,16,18,43.25193354,0.361788618,0.0,12,33.0,0.000963391,0.560066804,-0.2,111.6561515,0.018867925,37.5,3.6,8,2.0
0.532682927,4.0,4.36e-07,0.000546536,0.000196369,1,4.31e-05,1,13.54334227,7,8,17.15758602,0.190894309,0.0,3,14.0,0.000963391,0.115002547,-0.5,98.06925852,0.018181818,6.25,1.8,4,1.0
0.532682927,4.0,4.36e-07,0.000546536,0.000196369,1,4.31e-05,1,13.54334227,7,8,17.15758602,0.190894309,0.0,3,14.0,0.000963391,0.115002547,-0.5,98.06925852,0.018181818,6.25,1.8,4,1.0
1.533821138,16.0,1.6e-05,0.001254592,0.001337674,2,4.75e-05,5,20.4965887,14,24,59.41709678,0.392845528,0.0,18,36.0,0.034935482,0.725223419,0.233333333,114.8825157,0.019230769,40.25,4.2,9,3.333333333
0.75902439,6.0,1.74e-15,0.000521839,0.000196369,1,3.06e-05,1,12.41316509,12,10,18.20920259,0.275284553,0.0,4,25.0,0.000963391,0.16,-0.6,70.6176226,0.02,11.25,2.2,5,1.0
2.059674797,11.25,6.97e-15,0.001773745,0.002104696,2,3.16e-05,5,18.20920259,18,38,61.04776117,0.483739837,0.0,36,68.0,0.000963391,0.9,0.355555556,77.89723495,0.020408163,48.0,6.0,13,4.0
1.109593496,8.5,1.86e-15,0.000932171,0.000570652,2,3.06e-05,2,14.76795686,16,18,30.57995042,0.348455285,0.0,12,36.0,0.000963391,0.3525,-0.166666667,71.88550897,0.02,18.0,3.6,8,2.0
2.896585366,27.5,2.26e-14,0.002048446,0.002871718,2,3.26e-05,7,21.45347413,22,52,87.76154422,0.676910569,0.0,55,87.0,0.000963391,1.61,0.424603175,83.27289738,0.020833333,73.75,7.4,16,5.0
0.75902439,6.0,1.74e-15,0.000521839,0.000196369,1,3.06e-05,1,12.41316509,12,10,18.20920259,0.275284553,0.0,4,25.0,0.000963391,0.16,-0.6,70.6176226,0.02,11.25,2.2,5,1.0
0.92097561,6.75,5.01e-16,0.00096449,0.000570652,2,2.96e-05,2,12.37074783,12,16,25.42208042,0.277398374,0.0,10,26.0,0.000963391,0.285,-0.1,67.95379434,0.019607843,14.25,3.2,7,2.0
0.989918699,7.5,5.63e-15,0.000491967,0.000196369,1,3.15e-05,2,14.63566669,15,12,21.45347413,0.31300813,0.0,5,36.0,0.000963391,0.22,-0.666666667,75.2875816,0.020408163,27.5,2.6,6,1.0
0.989918699,7.5,5.63e-15,0.000491967,0.000196369,1,3.15e-05,2,14.63566669,15,12,21.45347413,0.31300813,0.0,5,36.0,0.000963391,0.22,-0.666666667,75.2875816,0.020408163,27.5,2.6,6,1.0
1.713658537,22.5,3.87e-14,0.000830979,0.000570652,2,3.36e-05,4,18.99057801,21,22,38.81703439,0.530569106,0.0,16,55.0,0.000963391,0.7,-0.314285714,82.60229456,0.021276596,44.5,4.4,10,2.0
1.003089431,5.75,1.43e-16,0.001498994,0.001337674,2,2.88e-05,3,10.65412357,8,22,29.7324475,0.295121951,0.0,15,23.0,0.000963391,0.37,0.3,65.10581854,0.019230769,15.5,3.8,8,3.0
0.614634146,4.75,3.81e-17,0.001082589,0.000570652,1,2.79e-05,2,9.004933259,7,14,17.32606716,0.239674797,0.0,8,16.0,0.000963391,0.2175,0.066666667,61.57600964,0.018867925,8.5,2.8,6,2.0
0.48601626,4.0,3.58e-17,0.000568767,0.000196369,1,2.79e-05,1,8.356766413,7,8,10.65412357,0.190894309,0.0,3,12.0,0.000963391,0.11,-0.5,60.90870102,0.018867925,5.75,1.8,4,1.0
0.319512195,2.75,9.51e-18,0.000604836,0.000196369,1,2.71e-05,1,6.671943591,5,6,9.004933259,0.079837398,0.0,2,7.0,0.000963391,0.08,-0.333333333,58.20996761,0.018518519,4.75,1.4,3,1.0
1.720650407,16.5,0.000803576,0.000774957,0.000570652,2,6.34e-05,4,34.93264434,18,16,85.83168685,0.344065041,0.0,10,52.0,0.000963391,0.55969016,-0.1,161.1040256,0.022727273,52.5,3.2,7,2.0
1.623089431,13.5,0.000639296,0.000787429,0.000570652,2,6.33e-05,4,33.64377686,15,14,84.20205579,0.31300813,0.0,8,43.0,0.000963391,0.477352828,0.0,160.6364598,0.022727273,49.0,2.8,6,2.0
5.020650407,35.0,0.001486012,0.001266627,0.002104696,2,6.85e-05,8,54.61433148,40,40,211.9216679,1.054796748,0.0,40,123.0,0.000963391,1.738830226,0.238095238,190.5565932,0.022727273,143.0,6.4,14,4.0
3.190894309,27.5,0.001031157,0.00068947,0.000570652,2,6.8e-05,4,47.04564438,31,22,113.6737593,0.917235772,0.0,16,90.0,0.000963391,0.844418366,-0.314285714,180.2214453,0.023255814,83.5,4.4,10,2.0
2.057886179,20.5,0.000617731,0.001201,0.001337674,2,6.34e-05,5,37.35575462,20,26,110.3062044,0.417235772,0.0,21,56.0,0.000963391,0.859053398,0.133333333,163.3694934,0.022727273,57.75,4.6,10,3.0
2.950894309,22.5,0.001452535,0.000704078,0.000570652,2,6.92e-05,4,45.10229251,24,20,119.879739,0.679512195,0.0,14,92.0,0.000963391,0.707184731,-0.266666667,180.2686487,0.023809524,91.5,4.0,9,2.0
3.295121951,30.5,0.001399717,0.000680082,0.000570652,2,6.99e-05,4,49.99475614,34,24,121.3325564,0.941626016,0.0,18,105.0,0.000963391,0.930370889,-0.380952381,185.3156279,0.023809524,91.0,4.8,11,2.0
6.069593496,62.0,0.00559256,0.001184183,0.002104696,3,7.85e-05,8,75.00517736,67,58,274.0953611,1.294308943,0.0,76,262.0,0.000963391,2.894317708,-0.06024531,218.2889063,0.025,217.0,10.0,23,4.0
2.999512195,28.0,0.001237336,0.00103875,0.001337674,2,6.68e-05,6,47.6339413,29,30,141.8235507,0.752682927,0.0,27,89.0,0.000963391,1.170208192,0.019047619,181.5420848,0.022727273,89.0,5.4,12,3.0
3.745691057,28.5,0.000956913,0.00134794,0.002104696,2,6.64e-05,8,46.93806947,30,38,179.9689907,0.797073171,0.0,36,94.0,0.000963391,1.502578771,0.285714286,180.3714359,0.022727273,111.5,6.0,13,4.0
3.672520325,36.0,0.002007138,0.000657189,0.000570652,2,6.73e-05,4,55.38239563,39,28,126.4485682,1.043739837,0.0,22,143.0,0.001934022,1.09125644,-0.444444444,187.644766,0.022222222,101.0,5.6,13,2.047619048
3.543577236,34.5,0.000866228,0.000980943,0.001337674,3,6.52e-05,6,49.04989048,33,36,150.1530739,0.852520325,0.0,36,120.0,0.000963391,1.402743158,-0.142857143,178.0769574,0.022222222,96.0,6.6,15,3.0
3.142113821,27.5,0.000846337,0.000684932,0.000570652,2,6.86e-05,4,47.76613195,28,24,108.5648409,0.941626016,0.0,18,95.0,0.000963391,0.861934492,-0.380952381,181.552242,0.023255814,73.5,4.8,11,2.0
5.642276423,38.5,0.001903838,0.001597826,0.002871718,2,7.07e-05,10,53.95050945,38,56,248.0535648,1.145691057,0.0,65,158.0,0.000963391,2.369738484,0.342857143,191.4255735,0.023809524,156.5,8.2,18,5.0
10.23593496,66.0,0.006533836,0.002008515,0.004405761,3,6.9e-05,14,71.83423676,66,100,410.5911383,1.57398374,0.047619048,154,296.537553,0.018920068,4.960675428,0.396969697,204.4040364,0.022222222,325.0,13.0,29,7.6
3.763252033,32.5,0.001026601,0.001323472,0.002104696,3,6.52e-05,8,48.60067292,32,42,180.4155264,0.839186992,0.0,44,105.0,0.000963391,1.684700708,0.19047619,180.2770533,0.022222222,111.0,6.8,15,4.0
4.336422764,42.0,0.003672104,0.000633156,0.000570652,2,6.57e-05,4,56.26825466,48,30,138.5189374,1.214796748,0.0,24,167.0,0.00872844,1.261072071,-0.492063492,184.9713867,0.02173913,121.0,6.0,14,2.247619048
3.239186992,34.0,0.002110028,0.000663505,0.000570652,2,6.44e-05,4,48.90538599,35,28,115.901845,0.830406504,0.0,22,137.0,0.001934022,1.031007162,-0.444444444,175.6620868,0.02173913,95.5,5.6,13,2.047619048
6.444715447,63.0,0.006241164,0.000884745,0.001337674,3,6.94e-05,6,69.06838742,66,52,229.3676991,1.454308943,0.333333333,60,212.8097992,0.018206574,2.342362604,-0.377777778,198.2485484,0.022222222,219.5,9.8,23,3.276190476
5.719349593,48.0,0.003568165,0.001231734,0.002104696,3,6.54e-05,8,57.94261698,45,54,219.284009,1.358861789,0.166666667,68,176.0681988,0.015052023,2.323484018,0.023088023,185.5269831,0.02173913,170.0,9.2,21,4.147619048
5.459512195,51.5,0.003540034,0.001226405,0.002104696,3,6.9e-05,8,61.13185409,52,54,220.3292612,1.352195122,0.0,68,215.0,0.001934022,2.463908083,0.015151515,192.6366092,0.022727273,165.5,9.2,21,4.047619048
4.123089431,29.5,0.001893087,0.001297016,0.002104696,2,6.45e-05,8,44.06760826,29,40,186.7026265,0.834796748,0.0,40,112.0,0.000963391,1.547283393,0.25,172.3024538,0.022222222,130.0,6.4,14,4.0
9.371219512,71.5,0.008595147,0.001779936,0.003638739,3,7.16e-05,11,74.86591104,68,92,391.017342,1.656097561,0.133333333,150,344.8182877,0.030096806,4.509386387,0.237851038,206.0110964,0.022727273,319.5,13.6,31,6.476190476
11.42325203,82.0,0.009778207,0.002012511,0.004405761,3,7.29e-05,14,82.66755127,80,112,465.2329324,1.760325203,0.095238095,196,406.39293,0.028398202,5.972677151,0.317216117,215.5123604,0.022727273,391.0,15.4,35,7.580952381
3.626178862,27.0,0.002120823,0.001084226,0.001337674,2,6.65e-05,5,48.85547387,30,28,149.4395858,0.941626016,0.0,24,100.0,0.0043606,1.083453082,0.15,182.8541936,0.02173913,91.25,5.0,11,3.1
3.130731707,26.0,0.001396473,0.001036192,0.001337674,2,6.22e-05,6,43.56753017,28,28,135.3719329,0.67495935,0.0,24,85.0,0.009456414,1.097183173,0.085714286,171.0590062,0.021276596,85.0,5.0,11,3.166666667
2.897560976,27.5,0.0013672,0.000681408,0.000570652,2,6.29e-05,4,41.98999861,31,22,102.0102252,0.703902439,0.0,16,91.0,0.009456414,0.849083409,-0.333333333,167.2197554,0.02173913,77.5,4.4,10,2.166666667
2.06699187,20.5,0.001017941,0.000730739,0.000570652,2,6.66e-05,4,41.95750551,23,18,98.85148912,0.401788618,0.0,12,60.0,0.000963391,0.662930068,-0.166666667,173.8361935,0.022727273,64.0,3.6,8,2.0
6.503414634,49.5,0.004689424,0.001189293,0.002104696,3,7.21e-05,8,62.46991064,54,50,256.78057,1.296747967,0.0,60,215.0,0.0043606,2.317020924,0.069047619,198.316228,0.023255814,204.5,8.4,19,4.133333333
4.562764228,45.0,0.004486964,0.000633745,0.000570652,2,6.94e-05,4,61.01756685,54,30,149.352252,1.254796748,0.0,24,178.0,0.009699072,1.336628786,-0.492063492,194.6311722,0.022222222,137.0,6.0,14,2.295238095
3.15300813,24.5,0.002358221,0.001088785,0.001337674,2,6.47e-05,5,45.15486368,28,26,141.0882083,0.703902439,0.0,21,85.0,0.017949437,0.998646036,0.185714286,176.1068324,0.021276596,84.0,4.6,10,3.333333333
2.084715447,22.0,0.001228869,0.000730179,0.000570652,2,6.34e-05,4,43.89773981,23,20,100.0770272,0.566178862,0.0,14,73.0,0.000963391,0.716075916,-0.214285714,174.8601542,0.020833333,64.0,4.0,9,2.0
2.491056911,26.0,0.00137181,0.000694484,0.000570652,2,6.38e-05,4,46.30083487,28,22,108.0668489,0.703902439,0.0,16,86.0,0.000963391,0.818890262,-0.314285714,176.6936075,0.020833333,78.0,4.4,10,2.0
4.01398374,42.0,0.002614162,0.000975125,0.001337674,2,6.82e-05,6,58.33401015,45,38,174.6514508,0.903577236,0.0,39,155.0,0.002661996,1.636506563,-0.127777778,192.025061,0.02173913,131.0,7.0,16,3.066666667
1.756260163,16.0,0.000443046,0.000743264,0.000570652,2,6.19e-05,4,38.91496069,17,16,89.60658371,0.490731707,0.0,10,46.0,0.000963391,0.545290038,-0.1,169.1297296,0.020408163,49.5,3.2,7,2.0
3.470406504,30.0,0.001013178,0.000988259,0.001337674,2,6.41e-05,6,46.90478242,33,30,150.4414214,0.759349593,0.0,27,106.0,0.007757809,1.216749474,0.05,177.3460788,0.020833333,100.5,5.4,12,3.2
7.666178862,62.0,0.005062689,0.001855794,0.003638739,3,7.09e-05,11,70.65932946,64,82,350.9165006,1.427479675,0.066666667,120,264.7484768,0.051450692,3.956684866,0.326068376,204.9812849,0.022222222,253.0,11.6,26,7.428571429
2.31804878,21.0,0.000908044,0.000700656,0.000570652,2,6.49e-05,4,42.83005492,24,18,105.2387926,0.655121951,0.0,12,68.0,0.000963391,0.671594749,-0.2,174.2812738,0.021276596,72.0,3.6,8,2.0
4.828943089,41.0,0.000855785,0.001248918,0.002104696,3,6.44e-05,8,51.86081425,40,48,196.4274575,1.005691057,0.166666667,56,126.125777,0.060186372,1.951403659,0.091269841,180.0249223,0.020833333,144.0,8.0,18,5.2
3.998536585,35.0,0.00044785,0.001336804,0.002104696,3,6.18e-05,7,45.4947747,34,44,170.557426,0.936910569,0.0,48,113.0,0.009456414,1.673458468,0.154761905,169.152021,0.020408163,112.5,7.2,16,4.166666667
3.192682927,28.0,0.000657304,0.000660613,0.000570652,2,6.35e-05,4,43.91330737,29,24,113.1713458,0.83495935,1.0,18,37.523703,0.060186372,0.828372052,-0.380952381,170.7229424,0.020833333,94.5,4.8,11,2.366666667
6.711544715,53.5,0.001766776,0.001476398,0.002871718,3,6.71e-05,10,61.31053158,50,68,271.9607566,1.35203252,0.2,95,186.6706117,0.070378,2.962707444,0.161976912,191.4652169,0.021276596,213.0,10.6,24,6.633333333
0.785528455,6.25,4.01e-05,0.000929906,0.000570652,2,5.23e-05,3,22.19334766,10,16,44.68585116,0.264065041,0.0,10,25.0,0.000963391,0.315363346,-0.1,127.0981087,0.019607843,20.25,3.2,7,2.0
0.479186992,3.75,1.07e-05,0.001040011,0.000570652,1,4.96e-05,2,17.12389034,6,12,36.10401061,0.135284553,0.0,6,12.0,0.000963391,0.187584187,0.166666667,116.4879092,0.019230769,8.75,2.4,5,2.0
2.32,20.0,0.000151966,0.001115424,0.001337674,2,5.26e-05,6,26.94156629,16,28,77.4095502,0.601626016,0.333333333,24,35.11003422,0.083966836,0.877208428,0.066666667,131.8965125,0.02,57.0,5.0,11,4.333333333
1.70504065,15.0,5.15e-05,0.00078618,0.000570652,2,4.99e-05,4,21.77688468,12,18,50.71706697,0.515121951,1.0,12,12.507901,0.083966836,0.500545216,-0.2,120.7051727,0.019607843,39.0,3.6,8,2.666666667
2.097886179,19.0,5.47e-05,0.001150444,0.001337674,2,4.99e-05,6,23.77550068,14,28,69.21503967,0.588292683,0.333333333,24,32.24390898,0.083966836,0.838227389,0.066666667,122.5921348,0.019607843,51.0,5.0,11,4.333333333
1.420650407,17.5,6.21e-08,0.000821244,0.000570652,2,4.48e-05,4,22.87865097,17,18,49.13298469,0.395121951,0.0,12,48.0,0.000963391,0.580000753,-0.166666667,114.6552332,0.018181818,42.5,3.6,8,2.0
1.165365854,14.0,1.69e-08,0.000849039,0.000570652,2,4.28e-05,4,19.29403974,13,16,41.12102277,0.364065041,0.0,10,30.0,0.000963391,0.500000195,-0.1,107.5273638,0.017857143,33.0,3.2,7,2.0
2.916585366,28.5,2.3e-07,0.001494937,0.002104696,2,4.69e-05,7,29.83894495,27,40,112.5935144,0.661463415,0.0,40,86.0,0.000963391,1.410003928,0.25,125.0691233,0.018518519,101.25,6.4,14,4.0
1.482764228,15.5,4.91e-09,0.001250721,0.001337674,2,4.1e-05,6,18.2423718,13,24,52.04126626,0.406178862,0.0,18,35.0,0.000963391,0.762500069,0.2,102.7729432,0.01754386,43.5,4.2,9,3.0
3.624390244,46.5,6.23e-07,0.001395192,0.002104696,3,4.92e-05,8,40.17129032,42,54,129.4703149,0.872195122,0.0,68,164.0,0.002661996,2.175013018,0.005555556,136.2095433,0.018867925,125.5,9.2,21,4.066666667
