Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
65,0.033707865,0.502723868,0.066666667,0,29.21018353,18.4427157,0.900532953,0.0138561,6,15,0.020365169,8.333333333,15.30601629,8,16.5,44.41267617,24,28,0.00136612,52,0.0625,4.056818182,2.4,6.266666667,1.816666667,9,5,0.215843663,13.3,-0.333333333,103.1805087,0.170559703,1.295061979,18,38.49662521,2520,3,40.26770969,11,21,53,2,19.48333141,31.5,3.195410875,-297.7377398,2
66,0.033707865,0.034090909,0.166666667,3,24.55885406,16.19621773,0.781926835,0.015153653,5,12,0.020365169,7,12.71017224,7,13,36.88044969,21,26,0.001146789,44,0.055555556,3.818181818,2.7,4.033333333,1.133333333,3,4.6,0.229419324,11.9,-0.333333333,64.48781795,0.155032885,1.147096618,15,33.02364907,2041,3,34.38997408,10,18,42,2,17.60700811,27,3.141311779,-346.2719052,2
67,0.011235955,0,-0.5,0,20.13090699,12.32459197,0.213552153,0.005959675,2,5,0.000702247,1,7.786190715,3,3,7.700156339,3,8,0.001041667,17,0.052631579,0.477272727,1,1.566666667,0.433333333,1,1.8,0.08958543,4.9,-1,6.621829941,0.061656524,0.17917086,9,27.15708287,312,1,12.71017224,4,4.5,18,1,3.304104238,4.5,1.644769607,-409.1750632,1
68,0.033707865,0.057924753,0.166666667,3,26.21807597,17.19812667,0.832734992,0.014902552,5,13,0.020365169,7,13.58038071,7,13.5,39.40548863,21,26,0.001246883,45,0.058823529,3.818181818,2.7,4.7,1.233333333,4,4.6,0.243725375,13.3,-0.333333333,77.38538154,0.167936889,1.218626875,17,35.31272446,2223,3,37.79933828,10,19,46.5,2,18.87006424,28.5,3.144714114,-332.3465545,2
69,0.02247191,0.004085802,-0.1,0,20.75791378,13.01800519,0.432275365,0.010053145,4,10,0.009831461,3.166666667,9.903245763,5,11,19.37120174,10,16,0.000830565,30,0.038461538,1.75,2,3.2,0.983333333,4,3.2,0.006024165,8.4,-0.5,36.39183958,0.108134841,0.024096659,13,27.33874053,952,2,22.28590481,7,14,32.5,2,5.718812359,14,2.357717763,-505.1734027,2
70,0.02247191,0.018130746,-0.1,0,21.21632575,13.30988256,0.442258647,0.010035388,4,10,0.009831461,3.166666667,10.04464337,5,11,19.64778193,10,16,0.000870322,30,0.04,1.75,2,3.2,0.983333333,4,3.2,0.007098115,8.4,-0.5,36.39183958,0.108134841,0.028392458,13,27.99253466,952,2,22.52447713,7,14,32.5,2,5.748172105,14,2.357718389,-501.1658961,2
71,0.02247191,0.000255363,0,0,19.73544281,12.3371153,0.40696328,0.010204408,4,8,0.009831461,3,8.328025086,4,10,16.28999803,8,14,0.000820345,24,0.038461538,1.590909091,2,2.766666667,0.8,3,2.8,0.005126112,7,-0.5,24.26122639,0.095090587,0.020504449,10,25.43012804,644,2,19.94788914,6,11,28,2,4.79533138,11,2.303609844,-512.3346066,2
72,0.02247191,0.004085802,-0.1,0,20.71810604,12.97574111,0.430925569,0.01005313,4,10,0.009831461,3.166666667,9.890614812,5,11,19.34649502,10,16,0.000825083,30,0.038461538,1.75,2,3.2,0.983333333,4,3.2,0.004360351,8.4,-0.5,36.39183958,0.108134841,0.017441405,13,27.25284413,952,2,22.25716971,7,14,32.5,2,5.673466282,14,2.357717763,-507.3067778,2
73,0.02247191,0.018130746,-0.1,0,21.1702371,13.26093463,0.440691849,0.010035366,4,10,0.009831461,3.166666667,10.02871717,5,11,19.61662955,10,16,0.000864304,30,0.04,1.75,2,3.2,0.983333333,4,3.2,0.005134649,8.4,-0.5,36.39183958,0.108134841,0.020538595,13,27.89244537,952,2,22.49112231,7,14,32.5,2,5.69454263,14,2.357718389,-503.3162578,2
74,0.02247191,0.000255363,0,0,19.69563506,12.29485122,0.405613483,0.010204392,4,8,0.009831461,3,8.315394134,4,10,16.26529131,8,14,0.000814996,24,0.038461538,1.590909091,2,2.766666667,0.8,3,2.8,0.003709925,7,-0.5,24.26122639,0.095090587,0.0148397,10,25.34423164,644,2,19.91933198,6,11,28,2,4.759597467,11,2.303609844,-514.438285,2
75,0.011235955,0,-0.5,0,17.87642523,11.02509302,0.189917142,0.006113439,2,5,0.000702247,1,7.173875222,3,3,7.094606694,3,8,0.000755858,16,0.035714286,0.477272727,1,1.483333333,0.433333333,1,1.8,0.002151546,4.2,-1,5.518191618,0.054775333,0.004303091,8,23.90979542,280,1,11.1749545,4,4.25,15.5,1,1.643396002,4.25,1.643080164,-536.0286831,1
76,0.011235955,0,-0.5,0,17.84618296,10.99370584,0.189400794,0.006113434,2,5,0.000702247,1,7.165621466,3,3,7.086444138,3,8,0.000751315,16,0.035714286,0.477272727,1,1.483333333,0.433333333,1,1.8,0.001557813,4.2,-1,5.518191618,0.054775333,0.003115626,8,23.84520101,280,1,11.16464892,4,4.25,15.5,1,1.634450736,4.25,1.643080164,-538.0397282,1
77,0.033707865,0.044688458,0.333333333,6,20.7633633,13.87641414,0.676338391,0.017104917,4,7,0.020365169,5,9.596081489,5,5,27.84445355,15,22,0.000911577,28,0.041666667,3.340909091,2.4,3.033333333,0.866666667,2,3.8,0.007707986,10.5,-0.333333333,53.73984829,0.138000201,0.030831945,11,27.57054883,1287,3,27.96452654,8,6.5,30.5,1,5.305143372,19.5,3.029436191,-504.9974706,1
78,0.011235955,0,-0.5,0,18.80754321,11.76703166,0.202638498,0.00612649,2,5,0.000702247,1,7.61465062,3,3,7.530511695,3,8,0.000862813,18,0.04,0.477272727,1,1.566666667,0.433333333,1,1.8,0.003625483,4.9,-1,6.621829941,0.061656524,0.007250966,9,25.5201129,316,1,12.58785719,4,4.5,18.5,1,1.722157832,4.5,1.644737842,-520.5539063,1
79,0.033707865,0.044688458,0.333333333,6,20.70995935,13.81967573,0.673576249,0.017104823,4,7,0.020365169,5,9.575357624,5,5,27.78432019,15,22,0.000904977,28,0.041666667,3.340909091,2.4,3.033333333,0.866666667,2,3.8,0.005561763,10.5,-0.333333333,53.73984829,0.138000201,0.022247051,11,27.45105814,1287,3,27.90569451,8,6.5,30.5,1,5.250747663,19.5,3.029436191,-507.1315858,1
80,0.011235955,0,-0.5,0,18.76196382,11.71968843,0.201855099,0.006126473,2,5,0.000702247,1,7.598900396,3,3,7.514935505,3,8,0.000856898,18,0.04,0.477272727,1,1.566666667,0.433333333,1,1.8,0.002617364,4.9,-1,6.621829941,0.061656524,0.005234728,9,25.42112957,316,1,12.56713332,4,4.5,18.5,1,1.706633719,4.5,1.644737842,-522.6245013,1
81,0.02247191,0.448161389,-0.2,0,28.2594396,17.5180378,0.590877336,0.009262006,4,12,0.009831461,3.333333333,14.20928365,6,12,27.79400883,12,18,0.001392758,45,0.071428571,1.909090909,2,5.5,1.666666667,10,3.6,0.244027903,11.2,-0.5,58.22694333,0.136478152,0.976111613,18,38.33729328,1521,2,32.37410899,8,18,45.5,2,15.76340166,18,2.398292897,-307.2153823,2
82,0.011235955,0,-0.5,0,21.33221461,13.04265873,0.226141118,0.005889532,2,5,0.000702247,1,8.237324168,3,3,8.146304943,3,8,0.001123596,19,0.055555556,0.477272727,1,1.666666667,0.433333333,1,1.8,0.095171809,4.9,-1,6.621829941,0.061656524,0.190343618,9,28.7792426,320,1,13.58038071,4,4.5,19,1,3.424581675,4.5,1.644825952,-397.4597241,1
83,0.011235955,0,-0.5,0,16.70738927,10.98521262,0.188665503,0.006514072,1,4,0.000702247,1,6.701311483,3,1.75,6.6272646,3,8,0.000843882,15,0.04,0.477272727,1,1.3,0.433333333,1,1.8,0.003010251,3.5,-1,5.518191618,0.047545294,0.003010251,7,23.59972307,252,1,9.596081489,4,4,6.5,1,1.318596478,4,1.641507021,-550.0385853,1
84,0.011235955,0,-0.5,0,16.70738927,10.98521262,0.188665503,0.006514072,1,4,0.000702247,1,6.701311483,3,1.75,6.6272646,3,8,0.000843882,15,0.04,0.477272727,1,1.3,0.433333333,1,1.8,0.003010251,3.5,-1,5.518191618,0.047545294,0.003010251,7,23.59972307,252,1,9.596081489,4,4,6.5,1,1.318596478,4,1.641507021,-550.0385853,1
85,0.011235955,0,-0.5,0,16.66180988,10.93786939,0.187882103,0.006514052,1,4,0.000702247,1,6.685561259,3,1.75,6.61168841,3,8,0.000838223,15,0.04,0.477272727,1,1.3,0.433333333,1,1.8,0.002172231,3.5,-1,5.518191618,0.047545294,0.002172231,7,23.50073973,252,1,9.575357624,4,4,6.5,1,1.3071683,4,1.641507021,-551.9985917,1
86,0.011235955,0,-0.5,0,16.66180988,10.93786939,0.187882103,0.006514052,1,4,0.000702247,1,6.685561259,3,1.75,6.61168841,3,8,0.000838223,15,0.04,0.477272727,1,1.3,0.433333333,1,1.8,0.002172231,3.5,-1,5.518191618,0.047545294,0.002172231,7,23.50073973,252,1,9.575357624,4,4,6.5,1,1.3071683,4,1.641507021,-551.9985917,1
87,0.02247191,0.022514471,-0.1,0,24.95824567,15.50067085,0.517177004,0.009860857,4,10,0.009831461,3.166666667,11.21587469,5,11,21.93876396,10,16,0.001228501,30,0.058823529,1.75,2,3.683333333,0.983333333,4,3.2,0.132432269,9.1,-0.5,39.42449288,0.11578437,0.529729077,14,32.95671043,1008,2,25.66129797,7,14.5,34.5,2,9.831314842,14.5,2.34215057,-337.1857534,2
88,0.02247191,0.010597549,-0.1,0,23.29902375,14.52078099,0.483304899,0.010045134,4,9,0.009831461,3.166666667,10.35528168,5,10.5,20.25540467,10,16,0.001131222,29,0.055555556,1.75,2,3.016666667,0.883333333,3,3.2,0.12330143,7.7,-0.5,30.32653299,0.102320627,0.493205722,12,30.69292843,896,2,22.69345176,7,13.5,30,2,9.083239403,13.5,2.338862779,-350.919125,2
89,0.011235955,0,-0.5,0,20.37894492,12.39531724,0.215230306,0.005864533,2,5,0.000702247,1,7.915261298,3,3,7.827800742,3,8,0.00105042,18,0.055555556,0.477272727,1,1.666666667,0.433333333,1,1.8,0.099265508,4.9,-1,6.621829941,0.061656524,0.198531017,9,27.44077534,316,1,13.02340265,4,4.5,18.5,1,3.514238103,4.5,1.644798253,-402.9364239,1
90,0.011235955,0,-0.5,0,20.0599439,12.06030906,0.209251193,0.005853824,2,5,0.000702247,1,7.459724678,3,3,7.377297624,3,8,0.001041667,16,0.055555556,0.477272727,1,1.583333333,0.433333333,1,1.8,0.07158815,4.2,-1,5.518191618,0.054775333,0.143176299,8,26.59211223,280,1,11.47757707,4,4.25,15.5,1,2.857433735,4.25,1.643138634,-405.6078916,1
