H Values,Clustering Coefficient,P Value,Local Gravity Model Centrality,Global Relative Change in Avg Degree,PE Values,Local-Global Centrality,Centrality Values,Extended Coreness,H-GSM_1,Leverage Centrality,Density Centrality,Eccentricity Centrality,HCC Value,Global Relative Change in Avg Clustering,DNC Scores,Closeness Centrality,Extended Improved Gravity Index Values,GIN Values,EHCC Value,DIL Centrality,MCGM Values,Laplacian Centrality,Second order centrality,PageRank Centrality
0.000344159,1.0,22,34,0.000439011,0.010020292,0.995981704,66.975673,52,190.3844212,-0.571428571,3.340909091,0.1,0.066830152,0.006531787,2.260606061,0.000212404,939.75,1263.876281,0.466356661,2.0,0.029489916,40,-10279.03865,0.000557719
0.000121486,0.0,16,12,0.000782569,0.006288484,0.489897397,40.88673298,35,186.6609073,-0.846153846,1.193181818,0.1,0.048100251,0.001215431,1.060606061,0.000210748,639.0,1243.37919,0.268327742,1.0,0.010805802,26,-13662.1131,0.000359378
0.488012603,0.3,249,705,0.000591661,0.07303553,4.066530403,657.4023664,838,303.8045394,-0.304475704,53.69318182,0.125,0.713906304,0.000966317,5.577910495,0.000328192,31526.5,2231.770479,4.861669559,23.24303287,2.281844782,312,-6647.816322,0.000974279
1.791916762,0.285714286,304,2320,0.001622333,0.156579537,7.19062173,1390.554557,1644,343.4137585,-0.47588262,147.6363636,0.142857143,0.945289377,0.000680846,8.962974749,0.000358551,62518.25,2489.975509,9.034831695,116.4640645,5.780597983,652,-4625.437881,0.001211527
0.423155665,0.0,207,524,0.000248103,0.07320122,3.296613358,641.8005755,774,308.0878318,-0.534596531,42.31818182,0.125,0.601873916,0.001505186,4.403784621,0.000335458,29131.75,2251.896411,4.480928475,32.28776596,2.194997369,282,-6684.341517,0.000689064
1.795071531,0.285714286,318,2136,0.001622333,0.150015937,7.028724743,1330.250983,1597,335.9853252,-0.273574825,133.6363636,0.125,0.96622325,0.000878732,8.726908573,0.000350018,62568.75,2437.92709,9.163030654,80.91513569,5.707813262,606,-4952.958933,0.00128659
0.913722412,0.142857143,270,1169,0.001278775,0.110273666,5.785722519,992.3585235,1009,315.3640028,-0.256794601,82.40909091,0.125,0.783768652,0.003155796,8.174020431,0.000332889,43257.5,2268.764377,6.943531136,99.88726804,3.29161052,390,-5193.624645,0.001129928
8.643893686,0.184615385,320,13026,0.007806365,0.35734405,24.44012588,3112.383638,2903,420.3480801,0.300783984,668.0227273,0.125,1.126312705,0.021170202,31.75089156,0.000361925,127552.75,2654.033608,22.29104916,964.7545311,14.64638752,1704,-2773.868935,0.00381757
0.512988213,0.166666667,237,708,0.000248103,0.083036141,3.395641622,722.9915432,986,317.3038626,-0.632948179,52.81818182,0.125,0.705369578,0.000193864,4.201220519,0.000343643,34290.0,2329.243649,4.901671101,24.41949312,2.681543454,374,-6605.507554,0.000706759
2.09852215,0.222222222,311,2025,0.00196589,0.150464727,7.735599695,1338.566948,1457,333.1363181,-0.17834967,134.5909091,0.142857143,0.923448622,0.005838655,10.56184799,0.00034118,63515.25,2386.69273,9.728862155,128.8704604,6.174395588,540,-4532.354526,0.001295633
5.814859808,0.111111111,330,7128,0.005057906,0.272635496,16.79889495,2374.940946,2418,392.9466838,0.208118327,426.6818182,0.125,1.0818369,3.85e-05,20.38645577,0.000364431,103260.0,2626.668835,16.89907538,805.2401706,12.96949379,1134,-3275.946148,0.002652268
3.270617519,0.225,296,5200,0.004370792,0.22565361,14.22060416,1970.876643,1861,368.9593811,0.116733697,302.9090909,0.125,0.95170079,0.001118449,18.70014871,0.000350631,79748.75,2468.890575,14.08103644,374.8978622,7.622378087,922,-3470.224661,0.002348351
1.184938415,0.181818182,249,1914,0.002653005,0.121645205,9.182083978,1057.863094,1021,326.529988,0.127254783,144.375,0.125,0.737906304,0.004463286,13.13296246,0.000335233,43695.75,2290.368733,7.663802583,162.7623828,3.943099046,480,-4456.669167,0.001844713
0.378219551,0.333333333,237,495,9.55e-05,0.069610778,2.519457773,631.1229613,923,311.6749962,-0.749961861,36.98863636,0.125,0.697369578,0.000612335,3.347008064,0.000340948,30888.0,2299.717736,4.397809909,8.563954421,2.140614858,342,-7577.511396,0.000556905
1.580805241,0.321428571,295,2000,0.001622333,0.145583771,6.93183642,1281.657588,1425,334.433404,-0.429163449,123.4545455,0.125,0.898117602,0.000839441,9.140572833,0.000346141,57480.75,2393.29391,9.403292848,97.72617529,4.809701562,572,-4644.371596,0.001155675
8.872435428,0.186147186,331,10406,0.006432136,0.344649516,20.50834076,3044.454206,2828,402.1620782,0.163265592,516.25,0.125,1.134189319,0.002008004,25.78147002,0.000359712,130838.25,2635.917188,21.78216464,905.585087,14.14140531,1452,-2848.442995,0.002938064
1.982351343,0.327272727,289,2684,0.002653005,0.158909413,9.372264659,1388.975865,1445,339.5245529,-0.176756143,162.75,0.125,0.881233854,0.002545801,13.00063548,0.000338066,60348.5,2354.608705,10.69136842,156.4085109,5.350073583,620,-4067.999444,0.001581328
0.250717524,0.0,207,216,0.000439011,0.050049724,1.593549946,462.9037151,671,293.5569352,-0.867612293,17.18181818,0.125,0.5864893,0.001320135,2.234961777,0.000323729,24520.75,2182.274223,3.452025448,3.926630435,1.366064079,222,-9149.790191,0.000398516
0.728895535,0.2,253,1128,0.000935218,0.104632418,5.09809638,917.0088379,1059,320.6080745,-0.257369615,82.09090909,0.125,0.753469828,0.005186343,6.823945506,0.000342936,39483.5,2334.758163,6.24156391,51.60247565,3.172819831,418,-5655.577945,0.001013983
0.192997083,0.0,198,198,0.000439011,0.046081641,1.581415457,418.1582487,609,291.9451902,-0.756501182,16.06818182,0.125,0.558394448,0.00127628,2.107580825,0.000322685,21938.75,2161.343855,3.030434548,3.846273292,1.259003794,204,-9384.450249,0.000427028
4.443750148,0.248366013,300,6570,0.005057906,0.255028641,16.15441687,2262.49006,2097,377.9243197,0.134489525,362.25,0.125,0.987572007,0.018156913,22.88240469,0.000351989,91467.0,2500.727824,16.50654791,397.0035812,8.930708574,1072,-3269.79161,0.00257093
8.553116424,0.18128655,342,8208,0.005401464,0.305724502,17.79107358,2726.284238,2718,394.389248,0.11845837,439.8068182,0.125,1.134681319,0.000514366,22.26502128,0.000362976,124644.5,2644.370258,20.21602468,778.1920861,14.57693819,1244,-3025.468956,0.002464555
1.350432964,0.2,294,1248,0.000935218,0.12116274,5.077232646,1090.706335,1284,321.6987283,-0.568814521,81.13636364,0.125,0.868534413,0.000182532,6.789979907,0.000337382,53580.25,2342.006922,7.984508965,75.71556165,4.623136606,458,-5333.952722,0.000891312
1.64828814,0.4,326,1185,0.000591661,0.122441651,4.305936243,1149.996137,1487,324.0353997,-0.624657466,73.97727273,0.125,0.965965683,0.001156431,5.841869697,0.000343407,62660.75,2395.052917,8.29249277,26.59756236,5.325300067,504,-5815.818984,0.000729265
4.625912362,0.236363636,341,4411,0.002653005,0.220668038,10.39242115,1981.467916,2432,375.7342149,-0.242180136,254.625,0.125,1.108175053,0.003040477,12.49544133,0.000373274,99903.5,2659.153762,14.08591324,240.1104121,11.65610218,934,-3990.627476,0.001511209
5.189346819,0.21978022,334,5418,0.003683677,0.244314003,12.79545628,2192.754148,2386,370.8272293,-0.075016851,287.3181818,0.125,1.083861963,0.000481581,16.10234026,0.000357398,102236.5,2574.411256,15.67332022,360.8661484,10.96258039,984,-3607.470297,0.001948841
3.155356944,0.277777778,364,2079,0.00196589,0.149066415,7.546469109,1410.032759,1652,327.5279224,-0.222192692,118.8409091,0.125,1.059973009,0.004557624,10.85715231,0.000331016,78873.0,2340.310057,11.08777791,106.7623487,7.202121895,552,-4676.329639,0.001293176
1.888728918,0.533333333,331,1662,0.000935218,0.141965065,5.295113633,1325.267702,1720,333.4835027,-0.462377342,101.6590909,0.125,1.003727781,0.002895801,6.610349365,0.000350263,69213.75,2467.954097,8.902516291,23.49949033,6.611898649,596,-5521.541643,0.000925752
0.789185675,0.066666667,298,1044,0.000935218,0.084308667,5.003669941,758.1420733,1093,311.9379572,-0.054476629,76.36363636,0.125,0.857636399,0.000733512,6.255416323,0.000334113,41122.25,2307.625658,5.545884712,54.85897436,3.492739675,390,-6999.472668,0.001385645
4.538281173,0.205128205,344,3523,0.003340119,0.205950754,11.16665963,1880.948721,1835,346.8366966,0.030976175,207.8522727,0.125,1.036924619,0.001343052,15.54765844,0.000337268,90862.75,2396.814246,14.65232003,293.3726686,8.909412671,724,-3797.033373,0.001761017
3.787646129,0.091666667,309,3840,0.004370792,0.20714981,13.93228613,1766.236122,1546,355.2973458,0.229145059,266.0,0.142857143,0.931974552,0.001094879,18.38203294,0.000346021,78199.0,2407.891841,13.69360941,642.191523,7.701358405,752,-3468.999623,0.002330428
75.33956805,0.152210884,399,48755,0.015708184,0.797572943,51.24600397,7360.69795,6918,617.1089338,0.49868098,1816.340909,0.125,1.642461538,0.019822279,61.07697293,0.000384911,369989.75,3115.994339,57.71112396,3287.502269,62.06860802,4440,-1892.543675,0.005923095
3.122079517,0.127272727,336,2497,0.002653005,0.171305218,9.303613737,1519.385959,1538,336.7363468,-0.054937561,156.625,0.125,0.988566802,0.002016429,12.49399986,0.00033456,75355.5,2348.145898,11.88144515,296.8967207,6.979641307,586,-4095.529898,0.001527523
3.580935844,0.311111111,343,2870,0.002309447,0.178699015,8.674976182,1609.633732,1913,337.8225418,-0.243692916,162.2727273,0.142857143,1.042418354,0.00153932,11.26708836,0.00034118,83191.75,2426.915468,12.15540698,138.8750308,8.243077509,684,-4228.908771,0.001378085
0.285911985,0.0,208,214,0.000439011,0.055192781,1.591104097,522.5126595,677,293.2795035,-0.861076345,17.02272727,0.125,0.588380181,0.001384231,2.279009396,0.00032352,27322.5,2179.852113,3.77196684,3.922463768,1.496525678,220,-9165.756982,0.000401424
3.821814893,0.177777778,347,3190,0.002309447,0.182864509,8.995223553,1680.731165,2060,354.3749717,-0.187480308,190.1136364,0.125,1.072135724,0.006899899,11.96510955,0.000352983,85873.0,2528.840077,12.79360093,215.050388,9.90062417,748,-4226.773018,0.001327732
0.83600745,0.1,275,680,0.000591661,0.084864121,4.032953698,776.2352894,888,302.2007012,-0.397980477,50.11363636,0.125,0.775992288,0.001172256,5.754179977,0.000324886,40580.5,2217.959688,6.200498168,47.78773858,2.843195379,302,-6068.287506,0.000762683
4.148475638,0.333333333,353,2830,0.002309447,0.198470376,8.632459503,1847.962159,1954,339.659534,-0.220126755,156.7045455,0.142857143,1.065019472,0.008482892,12.47195601,0.000339213,93239.5,2418.150764,13.51453403,127.0738284,9.079470099,676,-4236.427533,0.001321773
21.79078717,0.175384615,385,13468,0.007806365,0.427196051,23.83502528,4002.057859,3755,431.0419714,0.276511693,589.4318182,0.125,1.299681511,0.005027662,31.95401448,0.000347705,203532.0,2626.93591,31.35469134,1094.149085,24.29214479,1738,-2679.652433,0.003240243
3.023071319,0.166666667,333,2925,0.00196589,0.171737924,8.165438791,1517.203346,1997,352.2774349,-0.264289559,181.8409091,0.142857143,1.040124928,0.000940235,9.716189984,0.00035791,78908.0,2539.11854,10.72767457,189.0456009,8.840407429,740,-4454.474218,0.001308132
0.603185518,0.0,254,393,9.55e-05,0.071562366,2.419702683,651.998492,867,297.9997824,-0.784981851,28.63636364,0.125,0.719053017,0.001390635,3.338423316,0.000325309,36672.5,2220.31691,5.16175053,14.04625363,2.334855165,274,-7477.001064,0.000487088
6.707616108,0.348484848,367,4764,0.002996562,0.244464197,10.97904719,2254.855456,2564,370.7133555,-0.22013555,252.0,0.125,1.171491806,0.001079728,14.32609927,0.000356125,118333.25,2588.644463,16.40293811,223.8856569,13.30258248,950,-3800.999564,0.001539017
2.222743048,0.107142857,323,2080,0.001622333,0.144717396,7.059281095,1290.602147,1608,337.7907996,-0.206384726,138.0909091,0.125,0.974446886,0.001800046,9.0396621,0.000350018,65478.75,2460.815469,9.639097744,158.0636031,6.678038301,592,-4757.293275,0.001143439
1.180974014,0.5,322,780,0.000248103,0.105423165,3.326958697,982.5824635,1267,308.8711111,-0.788690476,49.0,0.125,0.929479082,0.002340645,4.499991103,0.000331236,53402.75,2309.521777,7.156176595,13.41716505,4.04443358,410,-6433.423328,0.000607816
5.893127936,0.257575758,373,4452,0.002996562,0.215407285,10.78404885,1975.725579,2462,359.752266,-0.13629725,234.8181818,0.125,1.1705294,0.000615713,13.69087398,0.000350508,108634.25,2538.505553,15.0970133,217.6669968,12.06284671,898,-4100.764206,0.00176099
0.557331629,0.333333333,263,720,0.000248103,0.087749584,3.420513819,795.1730697,1057,317.6741043,-0.493349142,55.36363636,0.125,0.772378639,0.001289509,4.21153866,0.000344116,39120.5,2359.245001,5.20499865,12.77530005,2.87325241,380,-7375.798181,0.00081975
1.225210607,0.5,324,760,0.000248103,0.099967873,3.314080183,940.151003,1273,307.3698489,-0.779166667,47.40909091,0.125,0.931414691,0.002241314,4.623225181,0.000329707,53344.0,2303.159883,7.12250935,13.48760467,4.062082758,400,-6446.261229,0.000591686
1.275575955,0.19047619,276,1442,0.001278775,0.128914739,6.072547226,1116.187603,1250,332.4640964,-0.451626528,102.4545455,0.125,0.822806246,0.000283873,7.824770459,0.000348554,51481.0,2394.222164,8.128203586,110.5555746,4.61448709,468,-4950.397737,0.001040199
89.38359527,0.104519774,398,66240,0.019487315,0.934134203,65.24256557,8553.356162,7522,717.1690433,0.595753012,2472.272727,0.142857143,1.713801427,0.021546062,75.20066939,0.000402253,399011.5,3266.263568,65.32289184,5620.08259,73.00334633,5868,-1691.394158,0.00742546
22.57201784,0.179487179,389,16524,0.008149922,0.450628259,26.24421903,4125.47532,4118,463.2263227,0.278763651,760.2954545,0.125,1.368168113,0.002317556,32.40527197,0.000370508,206350.0,2799.489755,31.0829119,1335.860031,28.38486248,1980,-2603.677267,0.003452044
6.834414583,0.202614379,327,8028,0.005057906,0.288551036,16.98517637,2533.356337,2657,396.7741981,0.097066701,449.5909091,0.125,1.105087334,0.003122342,20.83656877,0.000367242,113879.0,2660.742275,17.59502603,541.6783293,13.73303226,1234,-3187.866804,0.002483234
4.081604229,0.154411765,280,6341,0.004714349,0.255183641,15.69108164,2195.384152,2168,385.5243586,0.090527526,377.2840909,0.125,0.941754386,0.000197063,19.57861675,0.00036245,91472.5,2579.002279,14.92997262,699.6434976,9.531977468,1052,-3325.648309,0.002494265
6.291129845,0.197802198,363,4522,0.003683677,0.23032122,12.20345166,2133.073611,2251,359.9015125,0.021631819,234.9772727,0.125,1.117159051,0.00180674,16.67710993,0.000340948,109468.25,2452.03246,16.59022017,377.4985173,11.25269503,856,-3685.220701,0.001884846
21.77294996,0.170940171,391,15174,0.008149922,0.44094465,25.41429293,4081.39089,3918,448.1184782,0.291657075,676.5340909,0.125,1.342411413,0.003736303,34.21990154,0.000358295,200501.75,2702.41926,31.58428533,1302.293932,25.90285944,1880,-2600.980844,0.003388374
2.70795697,0.2,324,2270,0.002309447,0.177312579,8.637226515,1652.507346,1491,337.6454016,-0.083258832,151.1363636,0.125,0.957876229,0.002746543,12.35484103,0.000343643,73489.5,2397.740318,11.74958782,188.2926619,6.775375194,564,-4247.832409,0.001388642
2.726989094,0.25,332,2224,0.001622333,0.160728099,7.030585766,1463.356622,1732,338.9455649,-0.349360378,137.4545455,0.125,1.008080201,0.000249799,9.152139892,0.000347343,74311.5,2453.802645,11.005139,123.8463978,7.460576345,628,-4667.261617,0.001085059
11.69146014,0.080645161,313,16480,0.009867709,0.457466311,31.56257408,3870.647517,3057,462.9683909,0.433739807,952.0,0.142857143,1.121076537,0.00190354,35.98491335,0.00038373,153471.0,2781.172219,26.20196183,3073.261422,18.7996644,2086,-2422.326725,0.0047071
3.42575969,0.120879121,310,4662,0.003683677,0.21252616,12.89819083,1863.433248,1957,371.7112603,0.130709145,312.9318182,0.125,0.990480817,0.002281728,16.15302593,0.000363769,81140.25,2571.95623,12.92540274,422.4074544,9.529555402,876,-3873.403741,0.002293529
0.320559437,0.0,198,550,0.000591661,0.056106605,4.00959553,473.6774754,648,300.5908654,-0.104778269,48.125,0.125,0.567009832,0.00127628,5.107580825,0.000326264,22962.0,2189.902328,3.428427993,47.98345865,1.907571073,250,-6609.356965,0.001020495
18.43587241,0.125138427,307,32680,0.01364684,0.590883266,43.92229541,5046.448222,4305,522.4685885,0.509756353,1569.988636,0.125,1.263577405,0.019373338,51.01636652,0.000385505,192127.0,2940.602377,34.34679314,2985.536392,26.2929002,3412,-2189.131842,0.00638868
7.709439681,0.18972332,308,12374,0.006775693,0.348756644,22.32268398,3011.373009,3078,424.9517894,0.192730328,656.8068182,0.125,1.117160594,0.006098249,26.65461331,0.000376223,125193.75,2746.003045,20.0757031,992.2795487,15.0764728,1628,-2941.412835,0.00349089
0.847841373,0.071428571,231,1360,0.001622333,0.110791534,6.793134382,929.4115766,996,323.6862307,-0.1045671,106.2727273,0.125,0.68848583,0.002253003,8.685312233,0.000343643,39337.75,2326.932747,6.41255909,153.9167711,3.360325944,412,-5082.266322,0.001441721
0.807940491,0.4,274,740,0.000591661,0.105086575,4.096862823,937.9035627,913,309.2727812,-0.548565272,53.29545455,0.125,0.780870638,0.001654106,5.59767635,0.000332005,42315.25,2243.754357,6.617479082,24.76288232,2.968039909,326,-5878.688444,0.000774693
0.789372056,0.166666667,301,832,0.000248103,0.087544204,3.431132778,790.7692955,1237,320.4145984,-0.584230366,58.22727273,0.125,0.884847503,0.00095235,4.333750039,0.000343997,42801.5,2371.88508,5.628795065,23.36425277,3.842024873,436,-6635.901947,0.000679917
1.38285269,0.095238095,283,1281,0.001278775,0.124167014,6.021572713,1078.977842,1169,327.4632986,-0.336386858,92.98863636,0.142857143,0.82619626,0.001185608,7.659625851,0.000348675,52630.5,2374.710801,7.871467901,124.5191964,4.556418883,422,-5086.286342,0.001080851
0.000124029,0.0,3,3,0.000782569,0.003229901,0.502721102,17.88432888,9,190.7146128,-0.5,0.477272727,0.111111111,0.009980335,0.001126126,1.0,0.000221484,172.0,1293.280528,0.099277424,1.0,0.003785634,8,-16023.11966,0.000425445
0.000816543,0.0,8,6,0.000782569,0.005165328,0.54166014,32.83899304,27,204.1601286,-0.714285714,0.715909091,0.111111111,0.024357818,0.001371715,1.066666667,0.000235018,843.0,1403.026527,0.299376133,1.0,0.009698325,14,-14068.29559,0.000333563
0.990130275,0.186813187,196,2772,0.003683677,0.138493696,10.70377704,1154.464285,1044,311.0740684,0.193984769,180.4090909,0.125,0.621689609,0.012462895,17.32541281,0.00030175,41900.0,2060.233343,8.566292655,293.4543457,2.719864316,606,-3936.54017,0.002284284
0.916449465,0.236363636,195,2090,0.002653005,0.136685391,8.330563042,1164.168845,995,301.1134702,-0.064784235,127.75,0.125,0.612414112,0.000274008,13.23991074,0.00029985,42291.0,2042.030338,8.507283594,194.2275941,2.316440037,512,-4164.535966,0.001693154
0.034808727,0.066666667,66,246,0.000935218,0.04607132,3.661564147,350.4304055,185,235.9684982,-0.005021939,24.81818182,0.111111111,0.194336611,0.001559362,6.713419913,0.000253293,7555.5,1580.42147,2.254189319,64.53318903,0.263965521,124,-6006.090812,0.001183257
0.003886228,0.0,35,42,0.000439011,0.017482579,1.178479533,137.5597482,90,222.328361,-0.679487179,3.977272727,0.111111111,0.101873144,0.001728936,2.351515152,0.000248756,3040.75,1527.790776,0.887466358,3.809090909,0.062679362,48,-9631.989829,0.000478115
0.054674793,0.466666667,104,504,0.000935218,0.054369206,3.728305218,427.2803888,366,240.3530067,-0.364556848,30.54545455,0.111111111,0.316036244,0.002359039,7.135034556,0.000254647,10633.75,1622.739453,2.94794679,36.09755037,0.389553122,210,-5683.653049,0.001062114
0.027241971,0.666666667,101,264,0.000248103,0.038403467,2.516958702,298.7752212,288,239.1338097,-0.58974359,17.18181818,0.111111111,0.296209755,0.003736358,4.642105263,0.000259403,7688.75,1646.109373,2.083518026,8.275162338,0.267289209,152,-6801.818305,0.000751894
0.004188687,1.0,57,58,0.000439011,0.015156915,1.129229882,113.2361375,121,213.0003542,-0.727272727,4.613636364,0.111111111,0.161934066,0.005963642,2.364327485,0.000239063,2925.0,1458.760652,0.949149798,2.0,0.06212801,64,-9563.186712,0.000465283
0.003064089,0.0,54,56,0.000439011,0.014696169,1.143315976,103.2951816,111,215.9315347,-0.709090909,5.25,0.111111111,0.153799884,0.001330168,2.177819549,0.000241429,2407.0,1473.777732,0.8356738,3.825,0.065432804,62,-9605.446948,0.000489922
0.005146167,0.0,53,81,9.55e-05,0.016143517,1.764023002,113.2935624,108,222.3175682,-0.190821256,8.352272727,0.111111111,0.151293619,0.001488047,3.20877193,0.000248262,2744.5,1522.866482,0.908836707,9.476190476,0.084261979,66,-9676.725453,0.000828451
0.684452194,0.071428571,177,840,0.001622333,0.100679541,6.119306404,825.0843312,650,296.5283864,-0.160907611,71.90909091,0.125,0.513147484,0.003022522,9.151127983,0.000307503,33660.0,2067.948348,6.724637748,187.1756662,2.243684022,282,-4761.807029,0.001181447
0.296341059,0.0,162,294,9.55e-05,0.062398899,2.325440915,566.6745199,550,288.1074624,-0.758129339,24.34090909,0.125,0.468168884,0.001673184,3.524495113,0.000314961,26842.75,2103.233182,4.223506458,13.92621105,1.196685022,208,-7489.879344,0.000511836
1.660444673,0.138888889,286,1368,0.00196589,0.125598029,7.053423308,1085.258809,1035,304.1804578,-0.093004136,97.36363636,0.125,0.815868903,0.000646565,10.05477039,0.000309598,53089.0,2158.169464,9.101068055,182.992435,4.184542446,394,-4709.710446,0.001366905
0.287771375,0.1,166,390,0.000591661,0.077705187,3.825972347,673.6305039,464,287.856432,-0.140965556,33.80681818,0.125,0.467117023,0.001284123,5.621352541,0.000315259,24399.5,2072.058064,4.625403509,36.7309973,1.187313713,186,-6440.217752,0.000885166
0.450440285,0.0,187,400,0.000248103,0.07691953,3.158559894,683.6326626,625,295.0871557,-0.600063131,33.40909091,0.125,0.532671679,0.002078137,4.60024627,0.000320307,30515.5,2157.790606,4.987539618,33.82701613,1.889862945,220,-6569.886515,0.000674866
1.242859027,0.047619048,270,994,0.001278775,0.117251066,5.593908601,1070.39169,943,306.4563846,-0.231275219,72.94318182,0.125,0.768384037,0.002194585,8.049613569,0.000318878,51135.0,2204.812799,7.986484673,131.9594559,3.730184641,340,-5354.581342,0.001124398
0.48671055,0.333333333,208,369,9.55e-05,0.068516386,2.390728112,619.2350473,809,294.6909346,-0.751953028,28.15909091,0.125,0.59884172,0.001283646,3.208896878,0.000320924,33898.5,2193.459764,4.541438211,8.640775436,2.217771731,258,-7562.471969,0.00054251
0.826265162,0.166666667,228,480,0.000248103,0.084183998,3.010215614,788.9658479,818,280.8841891,-0.673023504,31.18181818,0.125,0.647736264,0.000719879,4.831146089,0.000302663,43023.25,2067.810465,6.088913052,26.09393652,2.26569407,260,-6514.618045,0.000600918
2.064617942,0.166666667,281,2097,0.00196589,0.172333767,7.700377075,1509.05979,1406,332.6384657,-0.336049027,138.8863636,0.125,0.853183729,0.000421963,9.986304062,0.000339213,67534.75,2362.180349,10.39331405,211.1242076,5.407800928,556,-4401.456836,0.001346268
3.50247366,0.131868132,302,2954,0.003683677,0.215441295,11.49286166,1901.83473,1391,334.7856878,0.09433615,188.2045455,0.125,0.895353769,0.002670262,16.67650622,0.000322477,79955.75,2270.868497,14.31954964,528.9679567,6.502495939,632,-3595.146055,0.001895292
1.064913167,0.666666667,303,648,0.000248103,0.093948538,3.131683522,858.9531346,1103,290.7696976,-0.783944016,38.81818182,0.125,0.861552342,0.003619431,4.52620423,0.000311429,48561.0,2165.424879,6.751623675,9.850164204,3.163091628,344,-6442.945353,0.000592193
2.402395038,0.285714286,332,1519,0.001278775,0.149910899,5.682935037,1371.122125,1461,312.4862476,-0.51974345,85.19318182,0.125,0.969926354,9.18e-05,8.130853107,0.00032,72747.0,2257.415845,10.31479314,88.97567255,5.663687084,490,-4910.804836,0.000932496
0.379318636,0.333333333,179,249,9.55e-05,0.059556929,2.206309442,540.8819933,560,272.9270121,-0.689407814,18.85227273,0.125,0.501544631,0.000816911,3.487425757,0.000298686,27825.5,2010.777662,4.324406401,8.588105883,1.360920997,178,-7589.515153,0.000501627
5.144194194,0.577777778,374,3080,0.002309447,0.18989851,8.411292795,1787.462717,2140,334.6645275,-0.39801322,148.75,0.125,1.133035666,0.003622421,12.65581049,0.000328407,100286.75,2356.991665,14.57507769,86.56613697,9.049230491,726,-4155.707107,0.001247108
2.161792297,0.333333333,316,1540,0.001278775,0.144277185,5.849016425,1287.418403,1435,321.7272416,-0.563253905,96.88636364,0.125,0.931672258,0.000910421,7.928407035,0.000329598,68077.0,2317.412596,9.805236167,82.6459185,5.652889948,496,-4883.859578,0.00096044
3.891388308,0.181818182,340,3190,0.002653005,0.176308091,9.379349095,1560.662322,1853,339.9455393,-0.116929753,189.875,0.125,1.037361095,0.000376513,12.3254035,0.000331455,83479.5,2382.484838,12.44845961,266.1592546,8.593141509,712,-4187.146472,0.001597571
3.169118983,0.181818182,292,3324,0.002996562,0.203397304,10.28468363,1733.037103,1724,343.7582249,-0.148564475,205.2272727,0.125,0.909675728,0.002725492,13.55568455,0.000334113,78857.0,2382.149669,12.40823443,335.9742215,7.320438623,710,-3850.603297,0.001753593
5.083329514,0.192307692,348,3510,0.003340119,0.211882804,10.74256851,1898.712562,1889,332.3878225,-0.07933689,189.2386364,0.125,1.046334297,0.001558935,15.63137625,0.000320307,95450.25,2307.298094,15.57753461,383.4964125,8.406603454,722,-3670.986168,0.001609583
2.85942148,0.357142857,354,1720,0.001622333,0.151976742,6.357603717,1444.382766,1516,308.8692385,-0.374681939,94.81818182,0.125,1.024448814,0.00057731,10.03602044,0.000312793,76011.0,2205.70386,11.38390746,83.05321308,5.976953985,502,-4658.185132,0.001059899
7.345722733,0.318181818,384,5076,0.002996562,0.239335568,10.91794674,2215.469778,2788,373.1891613,-0.279711911,248.1818182,0.125,1.230098323,0.008734807,14.79302213,0.000352237,121256.5,2582.32642,17.13291382,224.0461102,14.53188373,1002,-3826.268495,0.001575078
3.576387504,0.305555556,345,2259,0.00196589,0.175804599,7.539712128,1577.903088,1739,326.7500797,-0.336478073,127.4318182,0.125,1.024661654,0.000544254,10.28695882,0.000327654,83503.25,2340.360566,12.50889994,129.3256284,7.603027468,592,-4371.477679,0.001147594
3.725409887,0.236363636,360,2398,0.002653005,0.168738068,8.805350222,1543.133488,1564,318.2322748,-0.086342221,137.375,0.125,1.043178716,0.000184164,12.90872886,0.00031348,82063.0,2226.989342,12.63965915,216.7306823,6.826583258,568,-4187.404308,0.001564271
7.919294752,0.134057971,314,8736,0.00711925,0.332967032,20.9071433,2898.40747,2278,385.0950392,0.3499714,483.0,0.125,1.025736649,0.011561702,28.67619365,0.000335233,118650.25,2438.665731,21.0561203,1082.92706,11.73531702,1328,-2824.497829,0.003405826
5.743468394,0.32967033,328,5656,0.003683677,0.25887673,12.52711874,2317.279987,2457,364.3181748,-0.16381974,301.7954545,0.125,1.079285907,0.002376307,16.77022261,0.000344234,107678.0,2517.546573,16.6477995,270.2387139,11.1984316,1018,-3531.949881,0.001928522
22.17848528,0.135483871,392,16895,0.009524152,0.469626042,28.6003952,4357.028428,3792,458.6116862,0.403081286,779.2272727,0.125,1.336917679,0.007599457,39.23831288,0.000347222,201567.75,2638.421391,32.76946983,1921.669038,25.52929373,2082,-2530.368018,0.004248446
0.9761891,0.5,285,720,0.000248103,0.097739222,3.261386128,883.6034209,1151,303.1462891,-0.787268519,46.45454545,0.125,0.827516484,0.002439505,4.405423156,0.00032457,47784.0,2253.285983,6.560118758,14.41644562,3.337200824,380,-6438.8865,0.000616722
1.909593259,0.866666667,317,1068,0.000935218,0.126783296,4.583958954,1187.134639,1209,290.9473114,-0.609245609,56.79545455,0.125,0.907716985,0.005289204,7.134153939,0.000303674,64567.25,2112.160878,9.113503759,10.4109207,3.936107426,398,-5325.202369,0.000830327
