Laplacian Centrality,P Value,Coreness Centrality,Global Relative Change in Avg Clustering,Node H-Index,Volume Centrality,Local-Global Centrality,Eccentricity Centrality,Improved Gravity Index Values,Extended Degree,Local Gravity Model Centrality,Clustering Coefficient,H Values,Global Relative Change in Avg Degree,EHCC Value,Eigenvector Centrality,GIN Values,PageRank Centrality,GGC Values,Leverage Centrality,Closeness Centrality,Degree Centrality,Semi local centrality,Second order centrality,I-GSM Values
321846,390,42769,0.001836979,170,82960,4843.176078,0.5,9081978.75,30585.2,31248140,0.405865401,3450.725108,0.007846137,483.8482364,0.080682857,185031.4383,0.004664122,4351219.996,0.424136054,0.001785714,0.847736626,36860515,-566.3916011,176806.1712
148896,317,23716,0.000426655,141,83151,2105.376701,0.5,6812383.5,20099.4,11031657,0.590621144,1186.00362,0.003254835,288.869819,0.050008586,104743.2234,0.002587477,1305199.066,0.065661259,0.001331558,0.45473251,24259564,-897.3906367,78787.76683
95012,195,15493,0.00029825,117,83230,1211.134634,0.5,5175158.5,15026.4,5304126,0.756168215,556.103155,0.001355815,200.7718406,0.035893833,80702.71685,0.001749319,526656.4023,-0.209379893,0.001204819,0.29218107,18153487,-1177.114543,50238.44285
220108,390,33345,0.000722671,166,83071,3199.963385,0.5,8098740.0,26021.8,19445503,0.552535991,2238.933086,0.005177894,410.6958465,0.067144492,136992.9927,0.003369708,2196884.989,0.218263471,0.001490313,0.619341564,31396925,-726.6244809,119994.5971
246222,390,36373,0.000942279,168,83043,3613.406793,0.5,8468489.25,27727.8,22643754,0.521276596,2618.941827,0.005850964,440.8406536,0.07200236,149222.1012,0.003658777,2643382.846,0.267783331,0.00155521,0.676954733,33449296,-680.1529724,135362.0214
263484,390,37923,0.001212242,169,83023,3900.625982,0.5,8629452.0,28476.2,24662783,0.489427922,2812.009914,0.006331729,451.1305295,0.074150513,157342.1683,0.003898509,3027315.119,0.310563775,0.001605136,0.718106996,34344025,-649.8619119,144791.3751
363364,390,46550,0.002742747,171,82922,5477.056679,0.5,9463632.75,32352.8,36093150,0.381687701,4006.808005,0.00875959,516.933332,0.08607536,205494.3951,0.005075323,5130733.538,0.469097639,0.001915709,0.925925926,38980438,-522.8954954,202101.0159
383010,390,47986,0.003166264,171,82904,5775.145756,0.5,9599294.25,32984.4,38263212,0.366743535,4221.150735,0.009192278,526.3662395,0.087966297,215236.9269,0.005292142,5552616.125,0.491460186,0.001984127,0.962962963,39734710,-503.5660923,213751.9489
332106,390,44277,0.002348287,170,82952,4995.302164,0.5,9239519.25,31309.2,32610060,0.410046596,3663.648456,0.008038443,498.4928269,0.082743828,190216.2314,0.004705372,4464214.463,0.427235268,0.001811594,0.864197531,37734343,-557.0299365,183977.1302
94346,192,15816,0.000598592,118,83227,1236.383875,0.5,5114261.5,14722.2,5305260,0.720689655,563.1001563,0.00142793,201.4410038,0.035603197,80684.21693,0.001782097,562725.2768,-0.179825813,0.00120919,0.298353909,17781702,-1162.795162,49522.57179
58144,65,10067,0.000807767,87,83279,720.4429439,0.5,3383713.0,9936.2,2297193,0.731884058,235.5436255,0.000177942,129.5345339,0.023397599,65350.42455,0.001260867,290640.2374,-0.382163034,0.001137656,0.191358025,12004619,-1496.587033,30175.48326
39516,26,6364,0.00014557,56,83315,414.0911854,0.5,1926820.0,7276.2,1031985,0.862155388,105.4298977,0.000687434,90.47548214,0.016566609,57006.55441,0.000878959,121645.5419,-0.62454561,0.001092896,0.117283951,8798982,-1949.494898,20639.41533
147060,340,23946,0.000646139,151,83156,2056.340029,0.5,6828061.5,20167.2,10820304,0.612833764,1212.354009,0.003134644,301.6133646,0.050628665,103815.1288,0.002494806,1210465.183,0.02875554,0.001322751,0.444444444,24345587,-910.5628136,78257.75048
63182,79,11158,0.000660728,95,83268,818.7734674,0.5,3637372.5,10514.8,2717624,0.748132935,278.1805467,0.000442363,137.0611235,0.02493104,67721.71826,0.001376281,320282.7411,-0.31034808,0.001152074,0.21399177,12699607,-1407.05827,32628.28957
65720,96,11250,0.000568175,97,83269,815.3882843,0.5,3771517.75,11063.4,2832912,0.767942128,293.2250208,0.000418324,143.9772728,0.026064446,68431.61018,0.001353807,315790.9436,-0.351473713,0.001150748,0.211934156,13366885,-1414.136767,34251.11901
55206,68,8693,7.01e-05,76,83294,595.09022,0.5,2980340.0,9855.6,1912716,0.914751915,195.0963533,0.000182631,120.9932699,0.022442926,63272.01694,0.00108779,174037.4585,-0.526736508,0.001118568,0.160493827,11917634,-1647.536393,29051.01785
73124,132,11732,0.000108373,99,83266,853.2800236,0.5,4178551.25,12420.0,3274446,0.844025157,338.4533325,0.000490439,158.2994097,0.028848733,70957.89344,0.00137339,303610.8945,-0.384165081,0.001154734,0.218106996,15012965,-1391.241978,38656.89446
66766,114,10529,0.000142862,91,83277,750.2016689,0.5,3819285.0,11586.2,2738185,0.853975364,280.7720055,0.000226019,144.992819,0.026666541,68123.07653,0.001261219,259176.5129,-0.440895715,0.001140251,0.195473251,14007917,-1478.680295,35289.95465
62064,89,9882,1.48e-05,85,83282,701.5344795,0.5,3486976.25,10828.8,2424330,0.883146067,245.5511906,0.000105827,133.7306368,0.024848329,66295.83291,0.00121526,223196.4601,-0.448284057,0.001133787,0.185185185,13091324,-1523.891419,32669.54715
90136,186,14888,0.000191517,116,83237,1138.538469,0.5,5058876.5,14436.2,4844880,0.780099502,512.7004182,0.001187548,193.9246689,0.034437159,78589.14406,0.001671086,466621.9324,-0.242133625,0.001194743,0.277777778,17441502,-1212.310607,47596.10186
261682,390,37805,0.001127399,168,83024,3879.515685,0.5,8581043.25,28254.8,24400020,0.484862036,2781.897641,0.006307691,446.9108061,0.073585442,156456.4788,0.003890165,3030120.532,0.312139922,0.001602564,0.716049383,34075744,-651.3229407,143370.865
364800,390,46802,0.002940819,171,82921,5498.759756,0.5,9487032.75,32460.2,36293774,0.382478443,4037.995471,0.008783628,517.5834978,0.086278267,206252.5586,0.005074597,5150489.737,0.469052802,0.001919386,0.927983539,39110206,-521.8461527,203187.8562
118408,281,18989,0.000324885,135,83198,1564.246729,0.5,6131347.5,17696.0,7652346,0.699289084,815.369431,0.002125039,245.2593151,0.04293904,90896.56067,0.002079843,786737.6759,-0.10358913,0.001253133,0.358024691,21373708,-1042.558455,63084.75784
76636,137,12691,0.000436378,104,83257,936.4570647,0.5,4276824.0,12728.2,3639520,0.783981693,381.2429702,0.000706783,167.0642178,0.03004042,72755.03766,0.001467651,369914.008,-0.324287354,0.001166861,0.236625514,15380863,-1328.832402,40332.77363
37968,20,7084,0.000988441,63,83308,465.7394537,0.5,2110815.0,6800.0,1081856,0.67906746,113.9422158,0.000519167,90.44997619,0.016084446,57143.04006,0.000963938,186137.8422,-0.51443934,0.001101322,0.131687243,8215305,-1833.748734,19573.86976
44372,31,8460,0.000929676,78,83293,589.3296445,0.5,2737234.5,7657.8,1503054,0.726712106,155.0305052,0.000158593,101.1106689,0.018325119,60169.51704,0.001122004,214163.8851,-0.408395537,0.001119821,0.16255144,9246588,-1637.487919,22672.04264
192402,390,29667,0.000149726,163,83104,2744.207838,0.5,7709393.25,24222.8,16121540,0.589636089,1832.059901,0.004384632,374.0965288,0.061754134,124190.2928,0.003029194,1756119.616,0.14461187,0.001420455,0.551440329,29235211,-788.7325835,104451.3789
217714,390,32411,0.000606877,166,83072,3173.813582,0.5,8020145.25,25662.8,19112100,0.534202899,2128.492417,0.005153856,392.621897,0.065671914,135883.4184,0.003396507,2259010.43,0.225810466,0.001488095,0.617283951,30961481,-728.249093,118095.9644
195908,390,30289,0.000280195,166,83101,2792.189826,0.5,7792053.75,24601.8,16557558,0.592729261,1900.102783,0.004456747,381.2652092,0.062732437,125777.6018,0.003045634,1780595.939,0.14388781,0.001426534,0.557613169,29693508,-782.66376,106735.4198
170418,382,26816,0.000231233,159,83131,2387.207158,0.5,7349793.75,22563.8,13507568,0.616286307,1527.797361,0.0037356,343.2200053,0.05697335,114146.2161,0.00274486,1443314.736,0.077311249,0.001367989,0.495884774,27239213,-847.5589992,92107.904
87106,168,14688,0.000792982,111,83237,1131.189562,0.5,4752078.0,13830.2,4640355,0.70525152,488.5999467,0.001187548,186.9871724,0.033265247,77589.66827,0.001683191,523227.8127,-0.214783188,0.001194743,0.277777778,16705209,-1212.195232,45604.95868
124130,325,20472,0.000807155,145,83191,1649.782486,0.5,6434210.25,18346.2,8252514,0.673296501,929.2574239,0.002293306,269.9376646,0.045391629,93378.43324,0.002117726,866575.0331,-0.098867947,0.001264223,0.372427984,22158594,-1017.26965,66330.86381
104672,241,17532,0.000815741,124,83212,1397.405091,0.5,5543450.0,15878.4,6312960,0.666116352,680.4937338,0.001788503,223.4280566,0.038814381,85189.35059,0.001939099,722693.3479,-0.12596287,0.001231527,0.329218107,19175527,-1096.560885,55039.48447
76266,163,12334,0.000284021,103,83262,893.2274566,0.5,4528486.5,12877.2,3523080,0.819849875,372.4467331,0.000586592,168.4444968,0.030196752,72253.17008,0.00140882,336733.4787,-0.374008922,0.001160093,0.226337449,15565528,-1362.154402,40395.25998
163900,351,25718,0.000339639,152,83135,2316.891937,0.5,7147998.0,21641.0,12738039,0.590824573,1402.600554,0.003639447,323.1482497,0.054537699,111344.059,0.002737102,1461070.409,0.092984128,0.001360544,0.487654321,26120933,-857.1189526,87625.70809
122542,310,19834,0.000668487,138,83192,1632.541316,0.5,6380448.75,18100.4,8096580,0.669584109,881.7991975,0.002269268,258.8389944,0.044458969,92744.05381,0.002131206,871475.1185,-0.083906359,0.001262626,0.37037037,21860675,-1020.903379,65311.15635
119290,282,19386,0.000459717,136,83197,1577.566817,0.5,6154062.0,17803.0,7742875,0.692807882,840.351114,0.002149077,249.4949487,0.04334835,91273.18975,0.002075069,801471.3603,-0.107710195,0.001254705,0.360082305,21502985,-1038.680205,63593.94967
116486,345,18494,0.000260471,140,83209,1460.116107,0.5,6371820.0,18048.6,7314951,0.768234492,807.7067763,0.001860618,254.2882424,0.04367399,89501.64379,0.001923765,654761.8508,-0.196005985,0.001236094,0.335390947,21810126,-1083.986802,62925.95195
34370,16,6302,0.000550391,59,83313,424.1578671,0.5,1910980.5,6201.4,909485,0.801870251,90.983929,0.000639358,77.57037331,0.01443731,55721.7921,0.000915625,128836.919,-0.531781462,0.00109529,0.121399177,7491653,-1915.678875,17699.74728
34842,18,5774,0.000103141,51,83321,365.1384988,0.5,1677976.5,6468.6,820845,0.856470588,85.15174084,0.000831663,80.8520613,0.014747444,55195.90019,0.000814813,103839.768,-0.667185988,0.001085776,0.104938272,7822125,-2067.386799,18163.52585
93726,188,16263,0.001402442,119,83224,1261.499256,0.5,5054477.5,14423.6,5303876,0.615738187,572.7255976,0.001500045,202.5345914,0.035216479,80671.89292,0.001815439,698064.3405,-0.150244449,0.001213592,0.304526749,17416716,-1148.468489,48814.83332
370716,390,47069,0.00287285,171,82915,5589.55498,0.5,9507127.5,32556.2,36882185,0.374870436,4081.682927,0.008927857,519.9313072,0.08671701,209096.9129,0.005162864,5299767.136,0.478735403,0.001941748,0.940329218,39222467,-515.2749718,206294.725
85108,252,13737,0.00027324,114,83253,989.0480279,0.5,5163738.75,14237.0,4214266,0.833784361,466.0855687,0.000802936,196.7802236,0.033929211,75756.72758,0.001475845,369701.4645,-0.371804843,0.001172333,0.244855967,17211134,-1302.532674,45455.02108
82344,210,13516,0.000503534,112,83254,974.5961411,0.5,4967662.25,13731.2,4029818,0.792988556,443.339408,0.000778898,190.2494405,0.032801081,74797.32408,0.001475067,388771.7309,-0.356062808,0.00117096,0.242798354,16597317,-1308.87972,43758.78684
174436,350,27025,0.0003135,150,83118,2520.287115,0.5,7242797.25,22085.6,13927582,0.546543836,1513.251747,0.004048097,330.3866875,0.055994514,116199.8954,0.002947188,1719187.647,0.153390134,0.001392758,0.522633745,26648723,-818.2927099,92560.80188
54726,58,8921,0.000564201,78,83289,633.8552656,0.5,3020940.0,9600.6,1981791,0.787834264,196.5846268,6.24e-05,118.4924167,0.022036165,63539.58294,0.001163779,233822.3006,-0.444175149,0.001124859,0.170781893,11604161,-1593.204019,28588.93248
70456,123,11964,0.000886291,101,83264,865.2105825,0.5,4110960.0,11801.6,3168936,0.717030114,335.4719727,0.000538516,158.3735994,0.028040118,70281.86035,0.001403077,382081.4579,-0.337166308,0.001157407,0.222222222,14260141,-1376.557861,36889.93503
206966,366,31222,0.000234483,156,83079,3046.861035,0.5,7731213.75,24340.6,17700716,0.496470148,1946.749256,0.004985588,369.1695683,0.062351843,130943.7505,0.003353565,2298765.3,0.234621402,0.001472754,0.602880658,29360119,-740.6023968,110420.4166
143958,276,22919,0.000721958,139,83154,2055.552465,0.5,6483123.0,19374.0,10487544,0.568215448,1103.960602,0.003182721,275.1442458,0.048167922,102687.1255,0.002584516,1318849.052,0.07874267,0.00132626,0.448559671,23380380,-905.3489237,75484.60242
49322,49,7569,8.85e-05,66,83306,493.2345506,0.5,2485824.0,9019.6,1481700,0.867132867,154.5244789,0.00047109,111.0525292,0.020415442,60552.51393,0.000957366,156921.6837,-0.618903839,0.001103753,0.135802469,10910646,-1802.067414,25980.52887
71416,144,11743,0.000536077,97,83268,833.6518174,0.5,4176288.0,12161.6,3145792,0.801904406,338.1360194,0.000442363,163.6599319,0.028794688,70270.28191,0.001344238,317032.5123,-0.393833093,0.001152074,0.21399177,14700466,-1405.786018,37705.50621
133928,320,21508,0.000565399,146,83179,1791.887098,0.5,6666309.0,19413.0,9310899,0.668015976,1029.46421,0.002581765,280.2554649,0.047864246,97667.63555,0.00225164,974700.5729,-0.05943632,0.001283697,0.397119342,23445999,-977.6703748,71907.41766
145164,380,23156,0.000322187,152,83165,1963.855903,0.5,6912564.75,20545.8,10568178,0.673655082,1183.369944,0.0029183,304.2899385,0.051104247,102655.3179,0.002389573,1059692.782,-0.023524469,0.00130719,0.425925926,24812142,-935.5693394,78287.59008
76902,165,12596,0.000591527,103,83259,919.5963149,0.5,4527047.25,12871.8,3617130,0.776390645,385.1182711,0.000658707,173.3334653,0.030574648,72686.39303,0.001442838,372941.7463,-0.343094216,0.001164144,0.232510288,15556796,-1341.817157,40622.24244
93990,264,15473,0.000523434,123,83236,1157.535085,0.5,5495644.0,15153.2,5124344,0.768191721,565.563237,0.001211586,212.7943724,0.036551621,79934.00999,0.001659367,493921.6773,-0.273462383,0.001196172,0.279835391,18311917,-1206.40263,50052.65486
92212,256,15339,0.000568919,122,83237,1144.531214,0.5,5383916.25,14851.4,4985010,0.760862355,551.2346381,0.001187548,209.9735399,0.035936804,79273.93341,0.001650905,489500.1505,-0.268751524,0.001194743,0.277777778,17945960,-1211.67563,48960.33064
63520,107,10460,0.000455882,92,83280,721.2721495,0.5,3728835.0,11048.0,2528344,0.804825609,270.6208821,0.000153904,145.7640801,0.025871977,66896.60905,0.001221205,265986.0716,-0.46126541,0.001136364,0.189300412,13356188,-1504.649144,33459.73271
270400,390,38953,0.001344173,167,83016,4011.379352,0.5,8715856.5,28875.2,25508824,0.481769267,2929.750738,0.006499996,456.951898,0.075212454,160637.905,0.003958607,3159732.855,0.320222698,0.001623377,0.732510288,34823695,-639.7928184,148929.6955
63220,106,10171,0.000354338,87,83282,703.6593288,0.5,3606737.25,11060.0,2476350,0.81897628,261.686738,0.000105827,144.402037,0.025728713,66643.49522,0.001206109,256157.7027,-0.467090066,0.001133787,0.185185185,13372218,-1523.208618,33362.15564
89020,214,15073,0.000647947,119,83238,1127.959606,0.5,5167499.25,14266.4,4752310,0.727303333,518.6689919,0.00116351,198.1495633,0.034410469,78150.10486,0.001651744,510012.7226,-0.249291254,0.001193317,0.275720165,17235903,-1217.105314,46943.67145
231312,390,34530,0.000758059,167,83058,3383.407288,0.5,8238584.25,26668.8,20787114,0.529679901,2381.002451,0.005490391,420.772395,0.068954603,142209.2738,0.0035153,2428195.034,0.246400877,0.001519757,0.646090535,32173539,-704.3969454,126273.9303
152632,390,24575,2.27e-05,155,83156,2078.330551,0.5,7072533.0,21281.6,11422080,0.692161929,1313.171475,0.003134644,324.4701688,0.053435258,105985.7026,0.002462676,1079151.801,-0.00370119,0.001322751,0.444444444,25699561,-910.6719606,82581.94032
90450,287,14221,4.83e-05,117,83248,1043.46122,0.5,5527762.25,15064.4,4646900,0.87031209,508.9058099,0.000923127,206.758664,0.035785515,77864.61455,0.001531365,371634.7315,-0.361088874,0.001179245,0.255144033,18212765,-1272.388693,48572.32978
104300,332,16618,0.000116321,131,83227,1263.317143,0.5,6081718.5,16713.0,6026925,0.821168582,668.4646081,0.00142793,234.67468,0.040225334,84035.76179,0.001736227,503835.9669,-0.270224523,0.00120919,0.298353909,20200505,-1162.046455,56199.47757
128264,343,21116,0.000353057,146,83186,1709.117915,0.5,6534713.25,18808.0,8693826,0.710200523,988.3798728,0.002413497,280.5988982,0.046807154,95178.66014,0.002162547,838252.9631,-0.083808258,0.001272265,0.382716049,22716033,-1000.622186,68689.27475
131250,389,21255,2.01e-05,152,83187,1710.678153,0.5,6682074.75,19479.0,8957700,0.766862515,1024.776215,0.002389459,291.3794362,0.048213419,96211.58967,0.002137664,763706.1472,-0.115362811,0.001270648,0.380658436,23532023,-1003.886518,70993.66344
115278,300,19159,0.000551377,137,83202,1520.039629,0.5,6216034.5,17343.6,7327680,0.705116603,818.7585478,0.002028886,252.6972004,0.042734931,89535.60156,0.002018077,743424.7044,-0.124233224,0.001246883,0.349794239,20948439,-1057.183533,61333.0607
133842,362,21764,0.000324134,150,83181,1774.6064,0.5,6696378.0,19548.6,9279735,0.713695233,1057.922415,0.002533689,292.0676308,0.048608823,97521.95839,0.002208326,876769.0337,-0.080620346,0.00128041,0.393004115,23612213,-984.1553657,72116.98809
129508,371,21038,0.00024526,151,83188,1695.805271,0.5,6621907.5,19204.0,8783056,0.735566643,1000.117463,0.002365421,284.881833,0.047538619,95514.48908,0.002132246,801155.6931,-0.11285998,0.001269036,0.378600823,23198630,-1007.111644,69851.00491
105970,316,17316,0.000499806,136,83221,1322.23242,0.5,6076629.0,16694.2,6267859,0.758763797,702.3016134,0.001572159,238.841754,0.040557959,85035.24539,0.001801046,587999.2258,-0.229862108,0.001218027,0.310699588,20173289,-1134.566306,56820.06624
121624,333,19854,0.000577831,145,83197,1586.211087,0.5,6418415.25,18269.8,7947100,0.708965517,892.4271091,0.002149077,266.4631015,0.044949487,92108.98809,0.002052212,784491.6669,-0.130224699,0.001254705,0.360082305,22070134,-1038.494339,65259.01668
89390,244,14542,0.00048783,117,83244,1076.211912,0.5,5247287.25,14652.4,4664192,0.785679134,509.425492,0.00101928,201.6996412,0.035031323,77830.47592,0.001578601,444053.4071,-0.311001802,0.001184834,0.263374486,17709274,-1249.421092,47630.73479
138344,373,22252,0.000363686,151,83175,1846.33758,0.5,6791323.5,19985.8,9784793,0.696156635,1103.147717,0.002677918,296.0465993,0.049575216,99538.62708,0.002277166,949529.221,-0.061767842,0.001290323,0.405349794,24139033,-965.2280714,74629.06814
78692,190,12901,4e-05,109,83260,915.7853192,0.5,4831321.0,13274.4,3698016,0.873230373,407.2954858,0.000634668,182.5458955,0.031570846,73172.24345,0.001410905,310020.3132,-0.387036249,0.001162791,0.230452675,16046686,-1348.366139,41802.60683
343518,390,45091,0.00240086,171,82941,5171.213266,0.5,9328702.5,31723.8,33903753,0.399665462,3790.897089,0.008302864,506.2717935,0.084072145,195783.9949,0.004841027,4697369.589,0.442882237,0.001848429,0.886831276,38230054,-544.2184193,190641.6688
90820,191,15220,0.000640495,116,83234,1166.641917,0.5,5053311.5,14410.4,4943022,0.73500476,529.3991506,0.001259662,197.8977504,0.034783124,79026.96695,0.00170159,516075.5097,-0.220480855,0.001199041,0.283950617,17407967,-1196.716437,47798.94495
222410,390,33514,0.000430394,166,83068,3241.260046,0.5,8119887.75,26120.4,19712880,0.539560535,2259.343379,0.005250008,410.6778782,0.067414913,138062.5802,0.003406695,2273295.28,0.225162984,0.001497006,0.625514403,31514539,-721.2591103,121186.0459
190996,379,29634,6.51e-05,160,83104,2738.592647,0.5,7647705.0,23941.6,15933136,0.572223154,1802.95674,0.004384632,364.4003807,0.060840816,123580.8667,0.003030082,1804944.6,0.149489707,0.001420455,0.551440329,28893547,-788.6703459,103237.2878
284226,356,40429,0.000675795,163,82988,4348.42793,0.5,8411334.75,27507.6,26186112,0.381187446,2988.923136,0.007173067,452.0781009,0.073930177,166306.3618,0.004339022,3804869.484,0.404451406,0.00170068,0.790123457,33141665,-601.4713519,150158.3012
124422,313,20221,0.000939378,141,83192,1640.08059,0.5,6462933.75,18476.4,8265780,0.646741155,913.2344651,0.002269268,263.0323506,0.045162676,93424.22366,0.002112943,929541.5365,-0.102826104,0.001262626,0.37037037,22317463,-1020.68823,66666.18223
98308,246,16150,0.000875519,122,83228,1238.150098,0.5,5482675.0,15572.0,5574816,0.69017094,603.3889967,0.001403892,212.9500858,0.037361548,81948.10871,0.001750669,625987.1154,-0.224811561,0.001207729,0.296296296,18814863,-1166.893503,52267.28196
119438,302,19517,0.000926124,139,83199,1560.554635,0.5,6353187.75,17971.0,7727564,0.655934937,855.3472965,0.002101,255.3935445,0.043825757,91202.25478,0.002038622,863439.8567,-0.129576654,0.001251564,0.355967078,21708501,-1045.726356,63934.39003
112040,293,18243,0.000833206,136,83211,1429.049338,0.5,6152292.0,17288.2,6919619,0.685015528,763.7460595,0.001812542,242.964023,0.041865157,87815.41104,0.001912006,745806.4299,-0.181158818,0.001233046,0.33127572,20887651,-1092.051196,60036.75873
108240,285,17619,0.000820731,131,83216,1372.641466,0.5,5951883.0,16843.2,6532344,0.69057072,716.6036131,0.001692351,234.645999,0.040672207,86160.75881,0.001864028,705655.9841,-0.195333761,0.00122549,0.320987654,20350619,-1112.874719,57907.26523
81858,183,13896,0.000919125,113,83249,1016.779882,0.5,4853687.0,13395.0,4096269,0.700653072,446.4461236,0.000899089,183.776178,0.032127672,75020.17519,0.001535884,477286.3258,-0.300101891,0.001177856,0.25308642,16185126,-1278.549933,43122.9571
69934,122,13249,0.001735494,108,83249,959.4719025,0.333333333,4293297.5,11202.2,3311413,0.578265204,370.3765694,0.000802936,164.5041559,0.027955058,70912.35382,0.001510306,506107.3165,-0.252107925,0.00117096,0.244855967,13523786,-1303.311816,35805.7968
122810,312,20029,0.000949272,138,83194,1616.498745,0.5,6423768.0,18296.4,8094372,0.648638355,896.004853,0.002221192,260.5965939,0.044735376,92720.66239,0.002091839,910057.401,-0.108355167,0.001259446,0.366255144,22100215,-1027.728536,65751.25457
104910,273,17054,0.000757456,128,83221,1318.405006,0.5,5823963.5,16482.2,6187829,0.703311258,676.3605929,0.001572159,227.7240545,0.039659939,84673.91548,0.001813521,659481.771,-0.214916504,0.001218027,0.310699588,19915648,-1134.624142,56100.22931
81608,180,13735,0.000876992,111,83250,1007.2664,0.5,4853554.5,13393.6,4062722,0.707763176,439.468298,0.000875051,182.1323612,0.031996236,74865.64536,0.001528051,468981.6907,-0.304273621,0.001176471,0.251028807,16184155,-1284.541295,43031.94547
120818,306,19661,0.000875524,139,83198,1573.875223,0.5,6398437.5,18178.0,7862016,0.66261378,871.0644637,0.002125039,258.1139661,0.044304179,91757.8041,0.002046541,864215.8863,-0.130084207,0.001253133,0.358024691,21959276,-1042.04846,64800.51624
123830,313,20185,0.000927869,139,83193,1629.216092,0.5,6452784.0,18429.4,8199095,0.650178896,909.744642,0.00224523,262.9958139,0.045070332,93149.54272,0.002099781,916000.7269,-0.108149085,0.001261034,0.368312757,22261081,-1024.195514,66362.56382
115488,304,18788,0.000810084,138,83206,1484.634577,0.5,6284508.75,17652.8,7284578,0.680759401,805.1934773,0.001932733,249.0184186,0.042856796,89353.71965,0.001963262,783185.1132,-0.162157568,0.001240695,0.341563786,21326991,-1072.190328,61922.50312
112972,298,18439,0.000839741,136,83209,1449.786216,0.5,6217643.25,17345.8,7028560,0.681738999,776.518756,0.001860618,244.5332812,0.042112845,88273.91876,0.00193388,759334.6379,-0.169477971,0.001236094,0.335390947,20956175,-1084.047112,60480.0935
99672,258,16320,0.000816536,124,83227,1250.737369,0.5,5577195.0,15787.4,5691395,0.699425287,618.765093,0.00142793,216.9749286,0.037914528,82477.49882,0.00175728,623177.6526,-0.227881673,0.00120919,0.298353909,19075841,-1162.146509,53095.12556
101998,263,16659,0.00081981,125,83224,1283.549489,0.5,5637218.25,16078.0,5916004,0.696543482,644.133992,0.001500045,221.630957,0.038665826,83474.3131,0.001787031,645790.5247,-0.218293291,0.001213592,0.304526749,19426736,-1148.207145,54397.77977
82848,200,13453,0.000552487,112,83254,975.2599923,0.5,4941269.5,13832.0,4059554,0.765898885,439.7557581,0.000778898,185.1750251,0.032688304,74957.87027,0.001476348,417149.6256,-0.356398194,0.00117096,0.242798354,16719741,-1308.890754,44078.62495
95876,247,15694,0.00079872,122,83233,1188.113211,0.5,5391603.25,15366.6,5310912,0.707225524,576.9563155,0.001283701,209.8235997,0.036762859,80777.81105,0.001694541,580747.4913,-0.255648445,0.00120048,0.28600823,18568952,-1191.178776,51062.91479
65314,118,10881,0.000601119,93,83276,757.2149473,0.5,3889236.75,11258.0,2688096,0.763157895,287.9867417,0.000250057,148.9128539,0.026466937,67761.93891,0.001262224,303910.8601,-0.433625659,0.001141553,0.197530864,13608382,-1469.828778,34365.28792
82286,212,13278,0.000455368,112,83256,957.2373196,0.5,4984247.25,13812.4,3985412,0.788455772,433.4724611,0.000730821,186.2785137,0.032645915,74622.74933,0.001452547,390875.4277,-0.376644717,0.001168224,0.238683128,16697412,-1321.516798,43839.84114
72470,146,12491,0.000976492,105,83261,895.3759859,0.5,4419609.0,12074.2,3332109,0.694676495,360.2820324,0.00061063,164.1843217,0.02884333,71139.41387,0.001419519,412022.042,-0.339091468,0.00116144,0.228395062,14589114,-1355.389848,37964.85515
93238,233,15515,0.000923201,120,83234,1173.030397,0.5,5295165.5,14894.0,5109864,0.691420713,555.7872326,0.001259662,205.150342,0.035822574,79829.49694,0.00168918,579905.0797,-0.244690317,0.001199041,0.283950617,17995469,-1196.329956,49397.73517
82996,187,13679,0.000713548,113,83251,1001.475384,0.5,4918453.0,13719.4,4128157,0.735950413,445.8022695,0.000851013,185.0811388,0.032590268,75235.79208,0.001513645,448936.5889,-0.3260421,0.001175088,0.248971193,16580742,-1290.419059,43985.7457
88294,215,14983,0.000981062,119,83239,1117.80226,0.5,5148805.75,14174.2,4686388,0.683868763,511.6750213,0.001139471,196.2872893,0.034150372,77839.99731,0.00163958,549088.1124,-0.25507949,0.001191895,0.273662551,17124557,-1222.315558,46547.64392
61728,104,9974,0.000317111,86,83285,677.6467445,0.5,3534449.5,10866.6,2352132,0.820636194,251.9025365,3.37e-05,141.2149103,0.025255919,65949.67039,0.001164977,243693.722,-0.503385378,0.001129944,0.179012346,13139400,-1551.558575,32586.83162
31164,10,5205,5.58e-07,45,83327,318.1294801,0.5,1428390.0,5845.8,654615,0.864646465,70.19625497,0.000975893,75.55864625,0.013486312,53674.40297,0.000748637,85619.52177,-0.720537483,0.001078749,0.092592593,7069789,-2207.631924,16249.92015
78242,184,12566,0.000442292,107,83262,897.8483255,0.5,4785637.5,13272.4,3631760,0.786989158,391.6053059,0.000586592,175.937829,0.031163879,72872.35763,0.001393579,365276.4815,-0.404112311,0.001160093,0.226337449,16045669,-1361.815422,41628.79767
84400,213,13678,0.000546897,114,83252,996.0500361,0.5,4983908.0,14048.0,4192800,0.762745098,454.2719758,0.000826974,188.1372426,0.033211871,75608.5832,0.001495299,429735.5053,-0.352341612,0.001173709,0.24691358,16980726,-1296.360367,44944.37279
87218,220,14365,0.000777245,116,83245,1062.776196,0.5,5168998.0,14268.6,4506087,0.722909636,488.8392257,0.000995242,193.7773189,0.03402988,77049.75825,0.001572264,492941.2115,-0.303242344,0.001183432,0.261316872,17243642,-1255.1186,46294.46409
