Centrality Values,Degree Centrality,Laplacian Centrality,EHCC Value,LGC Scores,Semi local centrality,I-GSM Values,Societal Capital Scores,Global Relative Change in Avg Degree,DIL Centrality,Second order centrality,HCC Value,Extended Improved Gravity Index Values,Eigenvector Centrality,Improved Gravity Index Values,Node H-Index,Constraint Coefficients,Leverage Centrality,Volume Centrality,Global Relative Change in Avg Clustering,Density Centrality,P Value,MCGM Values,Clustering Coefficient,H Values
20.83666667,0.001759015,26,2.197297297,5109,104,38.69829083,12,0.000493441,2.0,-12444.99243,0.568044515,97.5,0.00465347,29.5,2,-0.72,-0.428571429,29,0.00995166,2.068181818,69,0.324466663,1.0,0.018613879
28.87666667,0.00351803,48,2.724006359,11088,135,42.1114321,18,0.00186639,11.92857143,-12227.46885,0.649125596,135.0,0.005199161,37.5,2,-0.305,0.111111111,33,0.00148981,7.0,69,0.665677293,0.166666667,0.041593287
42.31293417,0.004397537,74,4.311605723,30118,281,57.68265789,27,0.002552864,22.15238095,-11308.74413,0.947217806,209.5,0.018279024,58.5,3,-0.3177,0.136507937,51,0.014948181,12.72727273,99,1.342415606,0.2,0.182790241
13.88833333,0.002638522,28,1.185214626,3598,69,30.8449596,11,0.001179915,7.0,-13309.35114,0.248648649,58.75,0.001267117,23.0,2,-0.333333333,0.15,22,0.002233403,4.056818182,17,0.335556549,0.0,0.006335586
20.37901642,0.001759015,20,2.137519873,3850,87,61.49358819,9,0.000493441,3.416666667,-7818.128673,0.362798092,94.5,0.01670529,26.5,2,-0.5,-0.266666667,32,0.002571877,2.068181818,41,0.410315324,0.0,0.066821159
35.21617926,0.002638522,42,3.43672496,24129,312,71.04416875,18,0.001179915,7.717948718,-8412.991144,1.13736089,172.5,0.082373793,56.5,2,-0.333333333,0.033333333,68,0.00106413,5.727272727,152,1.899452441,0.0,0.411868963
207.2012702,0.01055409,260,18.37472178,381680,1260,107.8814943,64,0.007358184,132.7680912,-8111.379306,1.858982512,1045.5,0.395094606,139.5,3,-0.150100202,0.534231624,123,0.042859142,69.68181818,169,18.31983305,0.090909091,9.482270541
11.85901642,0.000879507,8,1.214944356,896,47,43.51307741,4,0.000193033,1.0,-10711.32727,0.077583466,56.5,0.015866213,6.5,1,-1.0,-0.5,17,0.000879507,0.477272727,4,0.138555769,0.0,0.031732427
19.89989011,0.002638522,32,1.939745628,5744,112,67.33728781,13,0.001179915,8.066666667,-7009.791691,0.575675676,87.75,0.003521838,30.5,2,-0.333333333,0.035714286,31,0.002571877,4.534090909,68,0.444340711,0.0,0.017609192
322.20749,0.014951627,412,25.77869634,644574,1340,110.6388103,70,0.010790555,285.2554753,-8154.832543,1.940063593,1526.5,0.501704299,146.5,3,-0.086409073,0.706308876,134,0.033895075,120.3522727,169,27.25569973,0.036764706,17.05794617
39.74065023,0.001759015,40,4.330047695,23880,347,64.00494915,19,0.000493441,2.0,-9612.818478,1.192050874,201.5,0.100688394,58.5,2,-0.653402778,-0.571428571,66,0.009613186,3.181818182,159,1.864914178,1.0,0.402753575
56.30784426,0.001759015,64,5.206200318,64320,697,80.3194489,31,0.000493441,2.0,-9229.405804,1.407154213,286.0,0.172734575,89.5,2,-0.573679594,-0.751879699,92,0.009309555,4.772727273,168,3.872835003,1.0,0.690938301
59.38421211,0.004397537,70,6.075357711,43890,419,65.82000731,25,0.002552864,13.8,-9192.349674,1.279014308,290.0,0.127656795,62.0,2,-0.333888889,0.260504202,64,0.021644398,11.93181818,160,3.207146682,0.2,1.148911151
32.87890653,0.001759015,34,3.332114467,18921,298,61.42402835,16,0.000493441,3.416666667,-9854.586979,1.110333863,162.5,0.083950651,53.0,2,-0.5,-0.357142857,64,0.00106413,3.022727273,152,1.597091074,0.0,0.335802604
50.66839748,0.001759015,36,4.486963434,24714,352,67.82888973,17,0.000493441,3.583333333,-9398.597236,1.165023847,246.0,0.109255612,62.0,2,-0.5,-0.457142857,79,0.00106413,3.181818182,159,2.107174339,0.0,0.437022448
69.18460794,0.002638522,74,6.456438792,82510,753,87.08431469,34,0.001179915,6.47008547,-8903.394763,1.447694754,353.5,0.190283163,100.0,2,-0.36607982,-0.366666667,107,0.002540075,8.352272727,168,5.017874865,0.333333333,1.141698979
78.38543212,0.002638522,98,7.103338633,140189,996,104.4685988,46,0.001179915,8.603418803,-8710.860155,1.609856916,399.5,0.227191986,132.5,3,-0.36607982,-0.649019608,136,0.002484283,10.73863636,168,6.968264857,0.333333333,1.363151913
78.38543212,0.002638522,98,7.103338633,140189,996,104.4685988,46,0.001179915,8.603418803,-8710.860155,1.609856916,399.5,0.227191986,132.5,3,-0.36607982,-0.649019608,136,0.002484283,10.73863636,168,6.968264857,0.333333333,1.363151913
39.74065023,0.001759015,40,4.330047695,23880,347,64.00494915,19,0.000493441,2.0,-9612.818478,1.192050874,201.5,0.100688394,58.5,2,-0.653402778,-0.571428571,66,0.009613186,3.181818182,159,1.864914178,1.0,0.402753575
88.20589455,0.00703606,132,8.421939587,113388,537,81.89458838,38,0.004612287,85.97222222,-9230.529457,1.425278219,442.0,0.127522314,94.0,3,-0.156684028,0.427272727,98,0.012837481,31.18181818,155,5.616207654,0.035714286,2.040357031
36.03826928,0.002638522,54,3.702384738,41094,486,69.16230658,24,0.001179915,9.222222222,-9793.416534,1.300794913,194.0,0.105434411,69.5,2,-0.333333333,-0.1,76,0.000929283,7.159090909,166,2.660559729,0.0,0.632606466
43.26440271,0.001759015,46,4.53990461,35420,501,67.4998566,22,0.000493441,2.0,-9603.631238,1.279650238,222.0,0.12291856,65.5,2,-0.724721261,-0.494736842,71,0.012694295,3.818181818,167,2.456631143,1.0,0.491674242
34.64723987,0.001759015,48,3.863593005,36816,488,69.52034888,23,0.000493441,3.691176471,-9660.475804,1.287281399,181.5,0.105762606,69.5,2,-0.5,-0.561403509,76,0.000929283,4.136363636,166,2.302383534,0.0,0.423050423
31.12723987,0.001759015,44,3.363751987,32318,451,67.10499659,21,0.000493441,3.441176471,-10103.61209,1.260254372,164.5,0.100584225,64.5,2,-0.5,-0.394736842,72,0.000929283,3.977272727,166,2.145767314,0.0,0.402336899
45.3258113,0.001759015,58,4.485532591,54317,572,79.33107352,28,0.000493441,3.830065359,-9584.670421,1.354848967,226.0,0.111140188,88.5,2,-0.5,-0.71291866,99,0.001009872,4.931818182,166,2.723573859,0.0,0.444560752
45.3258113,0.001759015,58,4.485532591,54317,572,79.33107352,28,0.000493441,3.830065359,-9584.670421,1.354848967,226.0,0.111140188,88.5,2,-0.5,-0.71291866,99,0.001009872,4.931818182,166,2.723573859,0.0,0.444560752
46.48929869,0.00351803,70,4.756120827,57855,552,74.21423241,29,0.00186639,20.57894737,-9336.822593,1.36836248,243.5,0.114990641,80.5,2,-0.25,0.011904762,86,0.000929283,11.45454545,166,3.422418542,0.0,0.919925125
61.51270484,0.002638522,78,6.262480127,91884,793,91.59589685,36,0.001179915,11.35555556,-8885.848772,1.462957075,322.0,0.172135855,106.5,2,-0.333333333,-0.382352941,114,0.000985075,9.306818182,166,4.892211321,0.0,1.032815132
46.30660261,0.002638522,62,4.47027027,54002,534,76.43021655,28,0.001179915,10.74603175,-9676.803265,1.354848967,221.75,0.109363961,84.5,2,-0.333333333,-0.277777778,94,0.000929283,8.113636364,166,2.98771792,0.0,0.546819806
55.50400355,0.002638522,56,5.776629571,48748,538,74.75574073,25,0.001179915,6.111111111,-9243.912031,1.320190779,276.0,0.136461108,75.5,2,-0.485678585,-0.166666667,85,0.012694295,6.920454545,167,3.276993435,0.333333333,0.818766647
31.82723987,0.001759015,46,3.404292528,34270,457,68.01464943,22,0.000493441,3.607843137,-9996.31839,1.273767886,167.0,0.101049603,67.0,2,-0.5,-0.494736842,74,0.000929283,4.136363636,166,2.193498033,0.0,0.404198413
37.34723987,0.001759015,48,3.849443561,37848,477,72.1742403,23,0.000493441,3.691176471,-9392.959944,1.287281399,188.5,0.101257756,72.5,2,-0.5,-0.561403509,82,0.000929283,4.295454545,166,2.287650587,0.0,0.405031023
13.20901642,0.001759015,18,1.515898251,2988,83,40.77294812,8,0.000493441,2.8,-11330.31423,0.190461049,65.25,0.02553564,10.5,1,-0.5,-0.047619048,24,0.002233403,1.909090909,14,0.339585358,0.0,0.076606919
22.15803285,0.001759015,20,2.752146264,3870,120,41.66340057,9,0.000493441,3.3,-10166.01318,0.362798092,115.0,0.040758215,23.0,2,-0.5,-0.214285714,25,0.002233403,1.909090909,41,0.552803877,0.0,0.163032858
41.89649439,0.001759015,40,4.351828299,29380,391,72.06294237,19,0.000493441,3.595238095,-9374.903988,1.209697933,213.5,0.091108304,67.5,2,-0.5,-0.475,84,0.00770478,3.659090909,162,1.968893293,0.0,0.364433216
24.82962082,0.002638522,36,2.732432432,10296,158,51.44353924,15,0.001179915,8.777777778,-10695.89813,0.608585056,128.0,0.028842559,37.5,2,-0.333333333,-0.018181818,39,0.001000391,4.534090909,69,0.800176979,0.0,0.173055352
28.85689355,0.002638522,36,3.027662957,10332,170,51.16502821,15,0.001179915,5.222222222,-10445.78049,0.702702703,144.5,0.032713856,36.5,2,-0.501736111,-0.018181818,37,0.013022103,4.295454545,85,0.804776481,0.333333333,0.196283137
25.84617926,0.001759015,28,2.803656598,7924,156,50.61920797,13,0.000493441,2.0,-10636.31812,0.675675676,130.5,0.030863471,35.5,2,-0.760850694,-0.4,38,0.013022103,2.386363636,85,0.625860987,1.0,0.123453884
24.82962082,0.002638522,36,2.732432432,10296,158,51.44353924,15,0.001179915,8.777777778,-10695.89813,0.608585056,128.0,0.028842559,37.5,2,-0.333333333,-0.018181818,39,0.001000391,4.534090909,69,0.800176979,0.0,0.173055352
31.95736807,0.001759015,28,3.318282989,10430,162,57.01126164,13,0.000493441,3.541666667,-10070.00814,0.675675676,150.5,0.036876498,43.5,2,-0.5,-0.4,54,0.001000391,2.704545455,85,0.804374505,0.0,0.147505992
22.41890653,0.001759015,26,2.217329094,6981,136,49.86788871,12,0.000493441,3.375,-10821.87699,0.568044515,109.0,0.026769169,34.0,2,-0.5,-0.3,38,0.001000391,2.386363636,69,0.587334979,0.0,0.107076678
43.4063845,0.002638522,58,4.495707472,42949,440,75.63821982,26,0.001179915,9.577777778,-9484.315137,1.298410175,216.0,0.082064336,78.0,2,-0.333333333,-0.200534759,87,0.001056183,7.636363636,161,2.284121381,0.0,0.41032168
11.2,0.001759015,18,0.887758347,1584,47,48.92606626,8,0.000493441,3.333333333,-9481.589871,0.196343402,46.5,0.000557593,18.0,2,-0.5,-0.2,18,0.000879507,1.909090909,15,0.208119754,0.0,0.002230371
11.21428571,0.002638522,22,0.66836248,1430,37,39.77579286,8,0.001179915,5.666666667,-10404.25732,0.190461049,42.0,0.000116223,13.5,2,-0.333333333,0.3,12,0.000879507,3.340909091,14,0.221524336,0.0,0.000581113
21.82989011,0.002638522,34,1.868521463,6273,122,66.94351606,14,0.001179915,9.4,-7790.832497,0.500953895,101.0,0.002778658,33.0,2,-0.333333333,-0.064285714,33,0.000879507,4.772727273,53,0.485666109,0.0,0.016671946
3.5,0.000879507,8,0.268044515,252,16,30.26571086,4,0.000193033,1.0,-12337.04513,0.077583466,13.5,2.24e-05,4.0,1,-1.0,-0.5,7,0.000879507,0.477272727,4,0.048522617,0.0,4.48e-05
11.33428571,0.001759015,20,0.838314785,2020,52,38.1522086,9,0.000493441,3.416666667,-10761.90164,0.203974563,46.5,2.34e-05,20.0,2,-0.5,-0.266666667,19,0.000879507,2.068181818,14,0.218161896,0.0,9.37e-05
30.89,0.00351803,44,2.445310016,9702,129,61.57674704,16,0.00186639,17.95,-8212.506943,0.522098569,135.5,0.000618631,38.5,3,-0.25,0.154761905,41,0.000879507,7.636363636,52,0.650620593,0.0,0.004949047
31.30747796,0.001759015,44,3.574403816,25498,361,83.27271834,21,0.000493441,3.728571429,-7862.766341,1.230842607,158.0,0.057009511,62.5,2,-0.5,-0.589285714,68,0.0009353,3.977272727,161,1.346043883,0.0,0.228038045
20.93989011,0.002638522,34,2.076152623,6868,127,65.51295465,14,0.001179915,8.333333333,-8387.092643,0.595071542,95.0,0.002784029,33.5,2,-0.333333333,0.0,34,0.001556455,4.772727273,69,0.468091875,0.0,0.013920146
7.89,0.000879507,8,0.672655008,508,29,43.7406703,4,0.000193033,1.0,-10690.99785,0.077583466,33.5,0.000536241,5.5,1,-1.0,-0.5,13,0.000879507,0.477272727,4,0.060840043,0.0,0.001072483
39.6,0.004397537,62,3.726073132,17019,163,62.10418718,21,0.002552864,20.95238095,-9248.123261,0.754372019,168.75,0.00066787,45.0,3,-0.2401,0.255555556,42,0.000474389,11.13636364,80,0.85019539,0.1,0.006010831
7.17,0.000879507,8,0.653259141,464,28,45.72481747,4,0.000193033,1.0,-9648.382846,0.077583466,30.5,0.000678356,5.25,1,-1.0,-0.5,12,0.000879507,0.477272727,4,0.059628934,0.0,0.001356711
39.23567021,0.002638522,48,4.328934817,32112,391,70.5217924,21,0.001179915,8.466666667,-9473.860924,1.23672496,196.25,0.083852394,64.0,2,-0.333333333,-0.049019608,74,0.00770478,6.443181818,162,2.06252804,0.0,0.419261971
22.07758785,0.000879507,30,2.844197138,14850,299,62.23763989,15,0.000193033,1.0,-10444.38652,1.149761526,113.5,0.05445741,23.75,1,-1.0,-0.866666667,53,0.0009353,1.352272727,161,0.715876144,0.0,0.108914821
32.33535509,0.002638522,46,3.665023847,25760,358,66.4025158,20,0.001179915,7.8,-9730.814139,1.217329094,164.0,0.063932133,56.5,2,-0.333333333,0.017647059,62,0.0009353,6.204545455,161,1.592462899,0.0,0.319660664
35.31604939,0.001759015,40,4.214308426,21440,366,64.29587232,19,0.000493441,2.0,-9574.365599,1.209697933,178.5,0.071614119,51.5,2,-0.73143424,-0.475,52,0.005964362,3.181818182,162,1.315825562,1.0,0.286456477
25.01604939,0.001759015,38,3.108744038,19342,333,63.82281945,18,0.000493441,3.428571429,-9821.926759,1.190302067,134.0,0.059656365,51.0,2,-0.5,-0.375,54,0.0009353,3.340909091,161,1.212077029,0.0,0.238625459
13.84949095,0.000879507,8,1.314308426,1076,53,41.59351167,4,0.000193033,1.0,-11563.22415,0.077583466,64.0,0.01615101,7.25,1,-1.0,-0.5,20,0.000879507,0.477272727,4,0.146686744,0.0,0.03230202
25.37692308,0.001759015,16,2.718600954,3160,91,42.83842738,7,0.000493441,3.166666667,-10170.16731,0.224006359,117.0,0.026991797,20.5,2,-0.5,-0.1,26,0.007648987,1.590909091,22,0.396386442,0.0,0.107967186
12.74917582,0.000879507,8,1.29491256,1004,44,39.95752108,4,0.000193033,1.0,-11774.67009,0.077583466,56.5,0.012314121,7.0,1,-1.0,-0.5,19,0.000879507,0.477272727,4,0.124407144,0.0,0.024628242
17.37644855,0.000879507,8,1.375993641,1308,58,42.59637519,4,0.000193033,1.0,-11571.79094,0.077583466,78.0,0.015806608,8.5,1,-1.0,-0.5,25,0.000879507,0.477272727,4,0.155785911,0.0,0.031613216
24.24525641,0.002638522,30,2.366136725,5655,106,43.8752103,12,0.001179915,7.8,-10548.52815,0.568044515,111.0,0.01346908,27.5,2,-0.333333333,0.071428571,28,0.000879507,3.818181818,69,0.464020217,0.0,0.067345401
22.14525641,0.001759015,22,2.261526232,4015,99,43.19665987,10,0.000493441,3.5,-10550.36199,0.541017488,106.0,0.012969384,26.0,2,-0.5,-0.333333333,28,0.000879507,1.909090909,69,0.349370825,0.0,0.051877535
8.038461538,0.000879507,10,0.785532591,880,40,34.38724194,5,0.000193033,1.0,-12062.36957,0.120508744,39.5,0.00518386,7.0,1,-1.0,-0.6,16,0.000879507,0.556818182,9,0.094491766,0.0,0.01036772
108.0910952,0.007915567,142,10.21240064,94714,433,73.29286639,35,0.005298761,90.35881896,-9203.663499,1.190620032,467.5,0.075310459,79.5,3,-0.136145405,0.542157842,81,0.011587618,35.79545455,122,3.863514845,0.027777778,1.204967343
11.03833333,0.001759015,18,1.03418124,1962,53,29.28740181,8,0.000493441,3.25,-13335.83868,0.208108108,52.5,0.001088827,19.5,2,-0.5,-0.166666667,21,0.002571877,1.909090909,17,0.225894517,0.0,0.004355309
12.10666667,0.001759015,18,1.161208267,1908,61,28.82130561,8,0.000493441,3.25,-12912.1869,0.237519873,61.5,0.001744278,18.0,2,-0.5,-0.166666667,18,0.002571877,1.75,22,0.210971417,0.0,0.006977111
16.38833333,0.001759015,20,1.459300477,3220,73,36.0199768,9,0.000493441,3.3,-12629.99619,0.274562798,76.5,0.003856736,24.0,2,-0.5,-0.214285714,27,0.002233403,1.909090909,26,0.277995337,0.0,0.015426944
10.44,0.001759015,16,0.633704293,1200,34,23.80907115,7,0.000493441,3.166666667,-13676.76391,0.176947536,42.5,0.000453784,15.0,2,-0.5,-0.1,15,0.000879507,1.75,14,0.179590922,0.0,0.001815136
6.07,0.000879507,8,0.326232114,376,19,21.60568596,4,0.000193033,1.0,-14869.19433,0.077583466,23.0,0.000244062,4.75,1,-1.0,-0.5,10,0.000879507,0.477272727,4,0.054526239,0.0,0.000488125
4.936904762,0.000879507,8,0.645627981,456,33,29.58363002,4,0.000193033,1.0,-12458.95493,0.077583466,27.5,0.002594312,5.0,1,-1.0,-0.5,11,0.000879507,0.477272727,4,0.065214862,0.0,0.005188623
65.32883117,0.005277045,96,7.29427663,51600,382,69.83357124,33,0.003239338,25.26587302,-8656.386309,1.275357711,327.5,0.00013592,72.5,4,-0.242469136,0.18975469,64,0.000541033,17.65909091,141,1.475855614,0.2,0.001495119
41.14909091,0.002638522,44,4.798887122,16808,254,57.88327241,19,0.001179915,4.295238095,-8880.362134,1.092050874,221.5,0.000120688,49.5,3,-0.525462963,-0.26984127,51,0.006905394,4.772727273,142,0.606578506,0.666666667,0.000724131
25.46285714,0.00351803,42,1.576629571,8841,119,40.89227638,15,0.00186639,12.25,-10608.15874,0.443879173,93.5,5.36e-06,33.0,2,-0.25,0.315151515,33,0.001072921,7.318181818,41,0.52427859,0.0,3.22e-05
28.19,0.00351803,46,2.924642289,9614,135,48.97736487,17,0.00186639,6.142857143,-10392.37332,0.694435612,125.5,0.000187852,33.5,2,-0.423125,0.177777778,28,0.015705718,6.681818182,79,0.536415171,0.333333333,0.001314964
9.58,0.000879507,12,0.917806041,1308,54,41.27259971,6,0.000193033,1.0,-11379.0112,0.163434022,45.0,0.000128641,8.75,1,-1.0,-0.666666667,20,0.001556455,0.636363636,14,0.088780711,0.0,0.000257282
35.66,0.004397537,68,3.805405405,19686,196,55.44079124,24,0.002552864,20.66031746,-10153.6924,0.800794913,159.0,0.000197082,48.5,3,-0.3206,0.175468975,40,0.015705718,11.93181818,81,0.910670666,0.2,0.001773737
26.11,0.002638522,40,2.815898251,10920,155,56.96776721,17,0.001179915,10.52380952,-9359.928862,0.717965024,122.5,0.000169808,44.5,3,-0.333333333,-0.194444444,47,0.001894929,5.488636364,83,0.581365996,0.0,0.001018847
58.02,0.006156552,102,3.956597774,38352,279,51.80399169,30,0.003925813,52.17272727,-9927.076765,0.687758347,222.5,2.37e-06,60.5,3,-0.166099773,0.402331002,52,0.003665715,23.38636364,48,1.448133918,0.047619048,2.6e-05
7.834285714,0.000879507,10,0.564387917,750,36,27.99523626,5,0.000193033,1.0,-12509.48215,0.120508744,33.0,1.03e-06,6.5,1,-1.0,-0.6,14,0.000879507,0.556818182,9,0.06747806,0.0,2.07e-06
7.834285714,0.000879507,10,0.564387917,750,36,27.99523626,5,0.000193033,1.0,-12509.48215,0.120508744,33.0,1.03e-06,6.5,1,-1.0,-0.6,14,0.000879507,0.556818182,9,0.06747806,0.0,2.07e-06
17.62,0.001759015,24,2.049761526,3732,86,38.88168613,11,0.000493441,2.0,-11053.93391,0.554531002,82.0,7.41e-05,25.0,2,-0.750625,-0.380952381,23,0.009613186,1.909090909,69,0.249565618,1.0,0.000296574
6.69,0.000879507,10,0.814944356,845,38,33.440285,5,0.000193033,1.0,-12327.02459,0.120508744,33.5,3.62e-05,7.0,1,-1.0,-0.6,16,0.004264247,0.556818182,9,0.072808069,0.0,7.24e-05
45.36,0.005277045,74,4.26645469,20720,162,47.87604639,22,0.003239338,40.92063492,-10691.90087,0.797297297,209.0,5.38e-05,44.0,2,-0.166666667,0.404040404,40,0.002233403,14.79545455,85,1.024957873,0.0,0.000646197
13.09,0.001759015,20,1.084101749,2660,57,37.70601062,9,0.000493441,3.3,-12120.09956,0.203974563,52.75,3.95e-05,11.5,2,-0.5,-0.214285714,25,0.002233403,2.068181818,14,0.174111779,0.0,0.000118446
26.22,0.002638522,32,2.232591415,6336,107,54.00766723,13,0.001179915,9.4,-8819.147434,0.493322734,113.5,0.000164472,33.5,3,-0.333333333,-0.047619048,37,0.000879507,4.534090909,54,0.451407577,0.0,0.000986835
49.22,0.005277045,74,5.257551669,22015,181,50.60914879,22,0.003239338,30.08730159,-10505.5728,0.850238474,227.0,4.93e-05,44.0,2,-0.213611111,0.404040404,40,0.009613186,14.31818182,94,1.024885677,0.066666667,0.000591064
20.09,0.002638522,32,1.716216216,5712,106,46.31085038,13,0.001179915,7.857142857,-9570.710678,0.499205087,84.75,6.55e-05,30.5,2,-0.333333333,0.055555556,31,0.001217981,4.534090909,55,0.411511172,0.0,0.0003273
17.52,0.001759015,28,1.558028617,5474,111,51.49759578,13,0.000493441,3.607142857,-9446.126393,0.458028617,73.5,0.000125251,33.0,2,-0.5,-0.444444444,33,0.000879507,2.704545455,48,0.333204521,0.0,0.000501003
26.32,0.00351803,46,1.955961844,8855,121,52.55727492,17,0.00186639,18.85,-9417.045261,0.4709062,108.75,0.000143394,36.0,3,-0.25,0.119047619,33,0.000879507,7.636363636,41,0.588079968,0.0,0.001003756
7.42,0.000879507,8,0.576788553,472,28,31.16447748,4,0.000193033,1.0,-11642.70651,0.077583466,30.5,1.26e-05,5.25,1,-1.0,-0.5,12,0.000879507,0.477272727,4,0.057140163,0.0,2.52e-05
44.12,0.005277045,76,3.50127186,19798,177,49.12528926,23,0.003239338,35.73214286,-9248.040255,0.646104928,191.5,0.000162771,46.0,3,-0.222993827,0.366666667,41,0.0133364,15.75,57,1.074906162,0.066666667,0.001953254
47.16857143,0.006156552,84,3.53481717,18984,151,47.25344941,21,0.003925813,39.14285714,-9929.805424,0.577901431,157.5,3.16e-05,35.0,3,-0.142857143,0.572222222,28,0.000879507,18.93181818,50,0.919133489,0.0,0.000316385
19.64,0.00351803,38,1.390937997,4769,80,39.83371586,13,0.00186639,12.1,-10476.18284,0.346263911,74.0,3.42e-05,23.5,2,-0.25,0.335714286,20,0.000879507,6.363636364,29,0.40517409,0.0,0.000204996
24.94,0.002638522,38,1.918918919,8417,124,47.74132689,16,0.001179915,10.25714286,-9714.866741,0.469157393,108.0,6.3e-05,39.0,3,-0.333333333,-0.158730159,39,0.001217981,5.011363636,43,0.515333549,0.0,0.000377896
9.82,0.001759015,16,0.664864865,1312,42,36.08731523,7,0.000493441,2.75,-11513.36048,0.147535771,39.0,2.87e-05,7.75,1,-0.5,0.0,16,0.000879507,1.75,9,0.127319188,0.0,8.61e-05
9.12,0.000879507,16,0.92718601,2024,67,34.57303963,8,0.000193033,1.0,-11939.64605,0.349284579,35.0,6.09e-06,10.25,1,-1.0,-0.75,20,0.000879507,0.795454545,41,0.100373074,0.0,1.22e-05
9.12,0.000879507,16,0.92718601,2024,67,34.57303963,8,0.000193033,1.0,-11939.64605,0.349284579,35.0,6.09e-06,10.25,1,-1.0,-0.75,20,0.000879507,0.795454545,41,0.100373074,0.0,1.22e-05
23.95428571,0.002638522,40,1.838314785,10540,159,46.09045709,17,0.001179915,8.857142857,-10482.46095,0.523847377,99.25,7.07e-06,41.0,2,-0.333333333,-0.077777778,40,0.001217981,5.25,50,0.506124932,0.0,3.54e-05
23.95428571,0.002638522,40,1.838314785,10540,159,46.09045709,17,0.001179915,8.857142857,-10482.46095,0.523847377,99.25,7.07e-06,41.0,2,-0.333333333,-0.077777778,40,0.001217981,5.25,50,0.506124932,0.0,3.54e-05
9.12,0.000879507,16,0.92718601,2024,67,34.57303963,8,0.000193033,1.0,-11939.64605,0.349284579,35.0,6.09e-06,10.25,1,-1.0,-0.75,20,0.000879507,0.795454545,41,0.100373074,0.0,1.22e-05
13.32,0.002638522,30,1.136406995,4170,85,35.91500482,12,0.001179915,6.0,-11933.16302,0.403338633,45.0,6.58e-06,11.75,1,-0.333333333,0.2,20,0.000879507,4.295454545,41,0.249183356,0.0,2.63e-05
69.82862637,0.005277045,84,6.624483307,46578,404,111.1264158,27,0.003239338,37.20634921,-4520.458987,1.188394277,366.5,4.1e-05,69.5,3,-0.188919753,0.300865801,76,0.006972039,16.70454545,140,1.426128018,0.066666667,0.000450513
57.27538462,0.004397537,74,4.757233704,36815,349,102.6985108,27,0.002552864,27.94603175,-5079.329356,0.947217806,276.75,8.73e-05,69.0,3,-0.226689342,0.106421356,72,0.001296397,13.92045455,99,1.200169683,0.1,0.000785368
6.3,0.000879507,8,0.451510334,420,27,40.55977028,4,0.000193033,1.0,-9901.093409,0.077583466,27.5,3.58e-07,5.0,1,-1.0,-0.5,11,0.000879507,0.477272727,4,0.055364616,0.0,7.15e-07
8.454285714,0.000879507,10,0.632591415,835,46,46.44875223,5,0.000193033,1.0,-9285.57535,0.120508744,40.5,1.56e-06,7.0,1,-1.0,-0.6,16,0.000879507,0.556818182,9,0.072670485,0.0,3.11e-06
27.70857143,0.00351803,48,2.169952305,12048,149,61.59990708,18,0.00186639,18.625,-7273.995927,0.53736089,123.0,2.54e-06,41.5,2,-0.25,0.116666667,41,0.001556455,7.954545455,50,0.659198015,0.0,1.77e-05
7.734285714,0.000879507,10,0.619077901,795,47,53.7370107,5,0.000193033,1.0,-8897.445329,0.120508744,38.5,2.16e-06,6.75,1,-1.0,-0.6,15,0.000879507,0.556818182,9,0.070942557,0.0,4.33e-06
19.26857143,0.002638522,28,1.252782194,4158,80,45.02001582,11,0.001179915,7.4,-8766.179332,0.319236884,79.25,2.88e-07,25.5,2,-0.333333333,0.119047619,27,0.000879507,4.056818182,29,0.346023297,0.0,1.44e-06
38.59714286,0.004397537,62,2.358505564,18631,187,57.79516412,21,0.002552864,26.79047619,-7895.50578,0.524960254,151.5,5.29e-07,48.0,3,-0.2,0.305555556,48,0.001072921,12.32954545,41,0.884089865,0.0,4.24e-06
23.11428571,0.002638522,32,1.40381558,5552,101,50.7724946,13,0.001179915,9.4,-8908.482586,0.346263911,100.0,2.41e-07,32.0,3,-0.333333333,-0.047619048,34,0.000879507,4.534090909,29,0.432528216,0.0,1.44e-06
24.5,0.002638522,30,1.409697933,5280,90,50.71546173,12,0.001179915,9.0,-9770.689239,0.332750397,103.0,2.17e-07,31.0,3,-0.333333333,0.0,35,0.000879507,4.295454545,29,0.415226932,0.0,1.3e-06
25.28285714,0.00351803,46,1.855961844,10281,136,47.44321498,17,0.00186639,15.85,-8524.535456,0.4709062,105.5,3.39e-07,36.5,2,-0.25,0.200865801,34,0.001072921,7.636363636,41,0.591699132,0.0,2.37e-06
5.614285714,0.000879507,8,0.39682035,388,27,31.71912201,4,0.000193033,1.0,-10990.90588,0.077583466,25.5,5.61e-08,4.75,1,-1.0,-0.5,10,0.000879507,0.477272727,4,0.05363342,0.0,1.12e-07
11.55428571,0.000879507,12,0.688394277,1326,54,37.95402062,6,0.000193033,1.0,-10309.85565,0.163434022,48.0,1.03e-07,8.75,1,-1.0,-0.666666667,20,0.000879507,0.636363636,14,0.086505619,0.0,2.06e-07
11.55428571,0.000879507,12,0.688394277,1326,54,37.95402062,6,0.000193033,1.0,-10309.85565,0.163434022,48.0,1.03e-07,8.75,1,-1.0,-0.666666667,20,0.000879507,0.636363636,14,0.086505619,0.0,2.06e-07
