Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
64,0.036585366,0.131938171,0.166666667,3,24.76160597,16.33807824,0.857662087,0.015897068,5,13,0.021544715,7,13.5234336,7,13.5,39.1300891,21,26,0.001290323,45,0.047619048,3.818181818,2.4,5.954545455,1.787878788,21,4.6,0.220904347,13.3,-0.333333333,77.38538154,0.175813567,1.104521737,17,33.96601644,2223,3,37.12925998,10,19,46.5,2,12.34336363,28.5,3.144714114,-353.4192644,2
65,0.012195122,0,-0.5,0,19.96894882,12.24270521,0.231481163,0.006311752,2,5,0.000948509,1,8.142896082,3,3,8.045377541,3,8,0.001168224,19,0.045454545,0.477272727,1,2.212121212,0.424242424,2,1.8,0.085846111,4.9,-1,6.621829941,0.064545142,0.171692221,9,27.49456386,320,1,13.5234336,4,4.5,19,1,2.22545249,4.5,1.644825952,-422.7164256,1
66,0.036585366,0.059018368,0.233333333,3,18.9950985,12.80346745,0.660912262,0.016781705,5,11,0.021544715,6.333333333,10.40053363,6,12.5,30.09397019,18,24,0.000807103,34,0.032258065,3.579545455,2.4,3.893939394,1.113636364,8,4.2,0.00600074,11.9,-0.333333333,60.9051614,0.162059007,0.030003701,14,25.38784644,1668,3,29.1539098,9,16,39.75,2,4.599390288,24,3.086909914,-596.6818708,2
67,0.036585366,0.049984944,0.066666667,0,18.28080905,12.50803177,0.649973807,0.016689037,5,13,0.021544715,8.333333333,11.67665662,8,13.5,33.78643528,24,28,0.000763359,44,0.03125,4.056818182,2.1,4.098484848,1.28030303,8,5,0.005673537,11.2,-0.333333333,80.25150678,0.156576601,0.028367687,15,25.18324259,2142,3,28.26209376,11,19.5,37.5,2,5.304233693,29.25,3.190139296,-602.6795071,2
68,0.012195122,0,-0.5,0,15.53157717,9.614333958,0.180682913,0.006562672,2,5,0.000948509,1,6.647308173,3,3,6.567700649,3,8,0.000757576,17,0.03125,0.477272727,1,1.537878788,0.424242424,2,1.8,0.002332082,4.2,-1,5.518191618,0.057370655,0.004664164,8,21.20993336,284,1,10.40053363,4,4.25,16,1,0.933551848,4.25,1.643164758,-640.1665837,1
69,0.024390244,0.071364047,-0.2,0,19.00759761,12.4412663,0.459568292,0.011591314,3,8,0.010298103,3.333333333,10.76213913,6,4.5,21.01181994,12,18,0.000895255,31,0.034482759,1.909090909,2,2.984848485,0.939393939,6,3.6,0.016295758,8.4,-0.5,43.6702075,0.11323778,0.048887275,14,27.10159808,1161,2,21.10397134,8,8,25.75,2,2.64794948,16,2.38787503,-520.5060886,1
70,0.036585366,0.048479374,0.4,6,16.60893934,11.64166501,0.610268618,0.018918526,3,5,0.021544715,4.333333333,7.422256619,4,3.5,21.47631818,12,20,0.000837521,20,0.033333333,3.102272727,2.1,2.507575758,0.71969697,3,3.4,0.009073468,8.4,-0.333333333,34.39350291,0.12394238,0.027220404,7,22.67901848,820,3,22.44527735,7,4.75,15.5,1,2.218853772,14.25,2.970306929,-567.4985359,1
71,0.012195122,0,-0.5,0,13.6921857,9.253746649,0.173204884,0.007167289,1,3,0.000948509,1,5.84156911,3,1.5,5.77161104,3,8,0.000784314,12,0.032258065,0.477272727,1,1.143939394,0.424242424,2,1.8,0.003526122,2.8,-1,4.414553294,0.04183529,0.003526122,6,20.10478921,212,1,7.422256619,4,3.75,4.75,1,0.692299113,3.75,1.639821587,-613.0567578,1
72,0.012195122,0,-0.5,0,13.6921857,9.253746649,0.173204884,0.007167289,1,3,0.000948509,1,5.84156911,3,1.5,5.77161104,3,8,0.000784314,12,0.032258065,0.477272727,1,1.143939394,0.424242424,2,1.8,0.003526122,2.8,-1,4.414553294,0.04183529,0.003526122,6,20.10478921,212,1,7.422256619,4,3.75,4.75,1,0.692299113,3.75,1.639821587,-613.0567578,1
73,0.012195122,0,-0.5,0,13.95521041,9.943062503,0.186158199,0.007260159,1,3,0.000948509,1,6.190131266,3,1.5,6.115998849,3,8,0.00094162,13,0.045454545,0.477272727,1,1.227272727,0.424242424,2,1.8,0.013605946,3.5,-1,5.518191618,0.049825711,0.013605946,7,21.61860723,244,1,8.601113667,4,4,6,1,0.834298866,4,1.641450075,-578.8615602,1
74,0.012195122,0,-0.5,0,13.95521041,9.943062503,0.186158199,0.007260159,1,3,0.000948509,1,6.190131266,3,1.5,6.115998849,3,8,0.00094162,13,0.045454545,0.477272727,1,1.227272727,0.424242424,2,1.8,0.013605946,3.5,-1,5.518191618,0.049825711,0.013605946,7,21.61860723,244,1,8.601113667,4,4,6,1,0.834298866,4,1.641450075,-578.8615602,1
75,0.024390244,0.024390244,0.066666667,2,15.58276274,10.09949837,0.365456843,0.012635912,3,6,0.010298103,2.666666667,7.461026501,4,4,14.56678301,8,14,0.000719942,20,0.03030303,1.590909091,1.7,2.166666667,0.590909091,2,2.8,0.002597215,7,-0.5,24.26122639,0.095387157,0.007791644,10,20.99398785,644,2,16.40534179,6,5.5,22.25,1,1.822538219,11,2.286272882,-644.7314078,1
76,0.036585366,0.059018368,0.233333333,3,18.9950985,12.80346745,0.660912262,0.016781705,5,11,0.021544715,6.333333333,10.40053363,6,12.5,30.09397019,18,24,0.000807103,34,0.032258065,3.579545455,2.4,3.893939394,1.113636364,8,4.2,0.00600074,11.9,-0.333333333,60.9051614,0.162059007,0.030003701,14,25.38784644,1668,3,29.1539098,9,16,39.75,2,4.599390288,24,3.086909914,-596.6818708,2
77,0.012195122,0,-0.333333333,0,12.65537159,8.289349967,0.154145829,0.007178151,1,3,0.000948509,1,4.728685169,2,1.5,4.67205489,2,6,0.000680272,10,0.029411765,0.397727273,1,0.886363636,0.295454545,1,1.4,0.001009373,2.8,-1,2.943035529,0.04183529,0.001009373,5,17.71647966,126,1,7.461026501,3,2.75,5.5,1,0.540703109,2.75,1.592293981,-685.1734001,1
78,0.012195122,0,-0.5,0,15.53157717,9.614333958,0.180682913,0.006562672,2,5,0.000948509,1,6.647308173,3,3,6.567700649,3,8,0.000757576,17,0.03125,0.477272727,1,1.537878788,0.424242424,2,1.8,0.002332082,4.2,-1,5.518191618,0.057370655,0.004664164,8,21.20993336,284,1,10.40053363,4,4.25,16,1,0.933551848,4.25,1.643164758,-640.1665837,1
79,0.024390244,0.185486299,-0.2,0,25.25420799,16.3835863,0.598772154,0.010146567,4,11,0.010298103,3.333333333,13.67565655,6,11.5,26.70012249,12,18,0.001412429,43,0.055555556,1.909090909,2,5.28030303,1.621212121,21,3.6,0.205752722,10.5,-0.5,54.58775937,0.135947631,0.823010888,17,36.01920992,1440,2,30.76434454,8,17.5,42.5,2,9.724606215,17.5,2.396574123,-319.629749,2
80,0.036585366,0.268593797,0.133333333,0,26.77587923,17.39506088,0.920301192,0.014554549,6,14,0.021544715,7.666666667,14.68673929,7,16,42.49611703,21,26,0.001398601,50,0.052631579,3.818181818,2.4,7.121212121,1.833333333,22,4.6,0.291762433,14.7,-0.333333333,105.3301027,0.192723874,1.7505746,19,36.6780442,2405,3,43.35553461,10,20,58.5,2,16.28274442,30,3.1482965,-304.4579883,2
81,0.024390244,0.250727692,-0.2,0,25.16696011,15.90823871,0.58129432,0.01007956,4,12,0.010298103,3.333333333,13.21363793,6,12,25.79808508,12,18,0.001362398,42,0.05,1.909090909,2,5.333333333,1.666666667,22,3.6,0.217870214,9.8,-0.5,50.94857542,0.129090284,0.871480858,16,35.01201878,1368,2,29.05195872,8,17,40,2,10.17581174,17,2.394947216,-326.9143919,2
82,0.036585366,0.331727391,0.133333333,0,26.47860323,16.96951639,0.8969684,0.014639495,6,14,0.021544715,7.666666667,14.36521943,7,16,41.56579852,21,26,0.001331558,49,0.047619048,3.818181818,2.4,7.121212121,1.833333333,22,4.6,0.268873852,14.7,-0.333333333,105.3301027,0.192723874,1.613243113,19,35.72398565,2392,3,42.06237122,10,20,58,2,15.24664155,30,3.148264992,-320.8240615,2
83,0.012195122,0,-0.5,0,19.62650747,11.99907887,0.226577233,0.00633232,2,5,0.000948509,1,7.913726528,3,3,7.818952499,3,8,0.001129944,17,0.043478261,0.477272727,1,2.166666667,0.424242424,2,1.8,0.070064275,4.9,-1,6.621829941,0.064545142,0.14012855,9,26.84510819,312,1,12.98886891,4,4.5,18,1,1.947573272,4.5,1.644768667,-428.1370955,1
