Constraint Coefficients,Subgraph centrality,Degree Centrality,DNC Scores,HCC Value,Local-Global Centrality,Centrality Values,Semi local centrality,Volume Centrality,GIN Values,Extended Improved Gravity Index Values,Betweenness Centrality,Isolating Centrality,Leverage Centrality,PageRank Centrality,HVGc Index,Node H-Index,MDD Value,K-Shell Value,Global Relative Change in Avg Degree,P Value,I-GSM Values,Clustered Local Degree,LGC Scores,EHCC Value,Average Spreading Ability
0.749999999625,0.44439882576427725,0.5000000000000001,0.5,0.37078651668728696,0.326241982050493,0.38888888888888884,0.34782608695652173,0.4,0.22455323929834803,0.4545454545454546,0.007899934480344428,0.0,0.480000000192,0.37323538255349953,0.24440132659803618,0.5,0.588235294117647,1.0,0.46428572518367306,0.3333333333333333,0.3152631405365799,0.33333333333333326,0.2438517492206443,0.3114754098360656,0.2609970674486803
0.749999999625,0.4443992141732336,0.5000000000000001,0.5,0.37078651668728696,0.3393514500682841,0.38888888888888884,0.34782608695652173,0.4,0.26283163323142733,0.4545454545454546,0.03505595853146257,0.0,0.480000000192,0.37165651372715536,0.24440132659803618,0.5,0.588235294117647,1.0,0.46428572518367306,0.3333333333333333,0.3288474948628388,0.33333333333333326,0.2438517492206443,0.3114754098360656,0.5171065493646139
0.749999999625,0.41082694023307975,0.5000000000000001,0.5,0.24719101134957705,0.2922650756049911,0.2777777777777778,0.21739130434782605,0.19999999999999996,0.11032797488545332,0.37662337662337664,0.0004937466300873596,0.0,0.60000000024,0.3866795874854114,0.14837322004798728,0.5,0.588235294117647,1.0,0.46428572518367306,0.2222222222222222,0.16031751801504546,0.16666666666666663,0.13716660893661242,0.24043715852459016,0.3714565004887586
0.0,0.000993643799734878,0.0,0.0,0.0,0.002731672518651751,0.055555555555555525,0.04347826086956519,0.06666666666666665,0.024480870053328108,0.1601731601731602,0.0,0.0,0.0,0.023074647058734743,0.0,0.0,0.0,0.0,0.0,0.0,0.04803270553752381,0.0,0.011084170419120187,0.03005464475409836,0.1065493646138807
0.0,0.000993643799734878,0.0,0.0,0.0,0.0020385685330963077,0.055555555555555525,0.04347826086956519,0.06666666666666665,0.020615070368739108,0.1601731601731602,0.0,0.0,0.0,0.02307420265746629,0.0,0.0,0.0,0.0,0.0,0.0,0.04722082985596232,0.0,0.011084170419120187,0.03005464475409836,0.24828934506353856
1.0,0.8611743105877063,0.9999999999999999,1.0,0.2921348317788158,0.6556643968455687,0.5555555555555555,0.30434782608695654,0.2666666666666666,0.24356700115564323,0.4199134199134199,0.08640553072019246,1.0,1.0,1.0,0.38173127049636724,0.0,0.8235294117647056,0.0,0.9999999999999999,0.1111111111111111,0.28629154962049663,0.33333333333333326,0.3598891582958088,0.284153005409836,0.2336265884652981
0.0,0.002022169329678025,0.0,0.0,0.0,0.01980779665444693,0.1111111111111111,0.08695652173913038,0.1333333333333333,0.12085398974390849,0.2121212121212121,0.0,0.0,0.0,0.024234623249492326,0.008736598621504742,0.0,0.0,0.0,0.0,0.0,0.09138930908465359,0.0,0.023553862140630405,0.04371584704918033,0.2766373411534702
1.0,0.8611743105877063,0.9999999999999999,1.0,0.2921348317788158,0.6519567197966207,0.5555555555555555,0.30434782608695654,0.2666666666666666,0.23641580847947608,0.4199134199134199,0.08640553072019246,1.0,1.0,0.9999916452561545,0.38173127049636724,0.0,0.8235294117647056,0.0,0.9999999999999999,0.1111111111111111,0.2842530592627176,0.33333333333333326,0.3598891582958088,0.284153005409836,0.3020527859237537
0.0,0.002022169329678025,0.0,0.0,0.0,0.018756224905974728,0.1111111111111111,0.08695652173913038,0.1333333333333333,0.11493010676558923,0.2121212121212121,0.0,0.0,0.0,0.02423311228517988,0.008736598621504742,0.0,0.0,0.0,0.0,0.0,0.08984004789438527,0.0,0.023553862140630405,0.04371584704918033,0.198435972629521
0.749999999625,0.46957413797802183,0.5000000000000001,0.5,0.8314606742330513,0.5409483568293922,0.6111111111111109,0.6739130434782609,0.7333333333333333,0.8879273614230729,0.6796536796536796,0.8665240287513081,0.0,0.360000000144,0.30292008074237764,0.4172519184514535,0.5,0.588235294117647,1.0,0.46428572518367306,1.0,0.7400663702769791,0.5,0.44094215448562524,0.6885245901639343,0.7927663734115347
0.0,0.002076838200497866,0.0,0.0,0.0,0.05135582161628466,0.1111111111111111,0.10869565217391303,0.1333333333333333,0.31590403457433824,0.2207792207792208,0.0,0.0,0.0,0.003173736098350699,0.008736598621504742,0.0,0.0,0.0,0.0,0.0,0.15263821336202155,0.0,0.024939383443020435,0.060109289672131166,0.34017595307917886
0.0,1.756899042271165e-05,0.0,0.0,0.0,0.0010515730907917908,0.0,0.021739130434782594,0.0,0.005923883576792299,0.004329004329004335,0.0,0.0,0.0,0.058683009730699065,0.0,0.0,0.0,0.0,0.0,0.0,0.001549261190268325,0.0,0.0013855213023900165,0.0,0.17204301075268819
0.0,1.756899042271165e-05,0.0,0.0,0.0,0.0010515730907917908,0.0,0.021739130434782594,0.0,0.005923883576792299,0.004329004329004335,0.0,0.0,0.0,0.058683009730699065,0.0,0.0,0.0,0.0,0.0,0.0,0.001549261190268325,0.0,0.0013855213023900165,0.0,0.09970674486803527
0.0,1.756899042271165e-05,0.0,0.0,0.0,0.0,0.0,0.021739130434782594,0.0,0.0,0.004329004329004335,0.0,0.0,0.0,0.05868123212562559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013855213023900165,0.0,0.0
0.0,1.756899042271165e-05,0.0,0.0,0.0,0.0,0.0,0.021739130434782594,0.0,0.0,0.004329004329004335,0.0,0.0,0.0,0.05868123212562559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013855213023900165,0.0,0.09286412512218961
0.749999999625,0.4347399804215455,0.5000000000000001,0.5,0.37078651668728696,0.44201896454752204,0.4444444444444443,0.34782608695652173,0.4666666666666667,0.5659141177935418,0.48917748917748916,0.04353192978015447,0.0,0.480000000192,0.3561461095379801,0.2684083532553388,0.5,0.588235294117647,1.0,0.46428572518367306,0.3333333333333333,0.4456215212177167,0.33333333333333326,0.2632490474541046,0.39071038245901635,0.6774193548387095
0.749999999625,0.4327000323854271,0.5000000000000001,0.5,0.3033707863805076,0.39655177773813705,0.33333333333333326,0.32608695652173914,0.33333333333333337,0.430432924582262,0.4112554112554112,0.020490455179237664,0.0,0.480000000192,0.37252469604508653,0.19638727336259262,0.5,0.588235294117647,1.0,0.46428572518367306,0.2222222222222222,0.3609698139779195,0.33333333333333326,0.22445445098718397,0.28142076508196723,0.6471163245356792
0.0,0.002059652034877235,0.0,0.0,0.0,0.036710025984567074,0.1111111111111111,0.08695652173913038,0.1333333333333333,0.23580041087778425,0.2121212121212121,0.0,0.0,0.0,0.0009518186366427317,0.008736598621504742,0.0,0.0,0.0,0.0,0.0,0.12095869532358317,0.0,0.023553862140630405,0.060109289672131166,0.4692082111436951
0.0,0.0010299221889853438,0.0,0.0,0.0,0.0286841460540041,0.055555555555555525,0.04347826086956519,0.06666666666666665,0.18501023285834828,0.1601731601731602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761501131655119,0.0,0.011084170419120187,0.04644808737704917,0.40762463343108507
